GEO_ID,C24030_001E,C24030_001M,C24030_002E,C24030_002M,C24030_003E,C24030_003M,C24030_004E,C24030_004M,C24030_005E,C24030_005M,C24030_006E,C24030_006M,C24030_007E,C24030_007M,C24030_008E,C24030_008M,C24030_009E,C24030_009M,C24030_010E,C24030_010M,C24030_011E,C24030_011M,C24030_012E,C24030_012M,C24030_013E,C24030_013M,C24030_014E,C24030_014M,C24030_015E,C24030_015M,C24030_016E,C24030_016M,C24030_017E,C24030_017M,C24030_018E,C24030_018M,C24030_019E,C24030_019M,C24030_020E,C24030_020M,C24030_021E,C24030_021M,C24030_022E,C24030_022M,C24030_023E,C24030_023M,C24030_024E,C24030_024M,C24030_025E,C24030_025M,C24030_026E,C24030_026M,C24030_027E,C24030_027M,C24030_028E,C24030_028M,C24030_029E,C24030_029M,C24030_030E,C24030_030M,C24030_031E,C24030_031M,C24030_032E,C24030_032M,C24030_033E,C24030_033M,C24030_034E,C24030_034M,C24030_035E,C24030_035M,C24030_036E,C24030_036M,C24030_037E,C24030_037M,C24030_038E,C24030_038M,C24030_039E,C24030_039M,C24030_040E,C24030_040M,C24030_041E,C24030_041M,C24030_042E,C24030_042M,C24030_043E,C24030_043M,C24030_044E,C24030_044M,C24030_045E,C24030_045M,C24030_046E,C24030_046M,C24030_047E,C24030_047M,C24030_048E,C24030_048M,C24030_049E,C24030_049M,C24030_050E,C24030_050M,C24030_051E,C24030_051M,C24030_052E,C24030_052M,C24030_053E,C24030_053M,C24030_054E,C24030_054M,C24030_055E,C24030_055M,NAME,C24030_001MA,C24030_001EA,C24030_002MA,C24030_002EA,C24030_003EA,C24030_003MA,C24030_004EA,C24030_004MA,C24030_005MA,C24030_005EA,C24030_006MA,C24030_006EA,C24030_007MA,C24030_007EA,C24030_008MA,C24030_008EA,C24030_009EA,C24030_009MA,C24030_010EA,C24030_010MA,C24030_011MA,C24030_011EA,C24030_012MA,C24030_012EA,C24030_013MA,C24030_013EA,C24030_014EA,C24030_014MA,C24030_015EA,C24030_015MA,C24030_016MA,C24030_016EA,C24030_017MA,C24030_017EA,C24030_018MA,C24030_018EA,C24030_019MA,C24030_019EA,C24030_020EA,C24030_020MA,C24030_021EA,C24030_021MA,C24030_022MA,C24030_022EA,C24030_023MA,C24030_023EA,C24030_024MA,C24030_024EA,C24030_025EA,C24030_025MA,C24030_026EA,C24030_026MA,C24030_027EA,C24030_027MA,C24030_028EA,C24030_028MA,C24030_029EA,C24030_029MA,C24030_030MA,C24030_030EA,C24030_031MA,C24030_031EA,C24030_032MA,C24030_032EA,C24030_033EA,C24030_033MA,C24030_034EA,C24030_034MA,C24030_035MA,C24030_035EA,C24030_036MA,C24030_036EA,C24030_037MA,C24030_037EA,C24030_038EA,C24030_038MA,C24030_039EA,C24030_039MA,C24030_040MA,C24030_040EA,C24030_041MA,C24030_041EA,C24030_042MA,C24030_042EA,C24030_043EA,C24030_043MA,C24030_044EA,C24030_044MA,C24030_045MA,C24030_045EA,C24030_046MA,C24030_046EA,C24030_047MA,C24030_047EA,C24030_048EA,C24030_048MA,C24030_049EA,C24030_049MA,C24030_050MA,C24030_050EA,C24030_051MA,C24030_051EA,C24030_052MA,C24030_052EA,C24030_053EA,C24030_053MA,C24030_054EA,C24030_054MA,C24030_055MA,C24030_055EA,state
0400000US01,2014473,14052,1077742,8372,28874,2314,19381,2130,9493,1420,150092,6696,223481,6962,52796,4012,121350,5792,81990,4163,60157,3411,21833,2127,19761,2220,43270,3636,28299,2978,14971,1986,96221,4358,53393,3015,967,515,41861,3028,86853,5018,45894,3327,40959,3506,62468,4626,13958,2141,48510,4218,50919,3558,59667,4215,936731,8758,5261,1118,4220,1037,1041,454,17600,2352,89833,4509,17121,2031,127264,5272,24321,2212,17508,1975,6813,1115,20173,2688,75769,4039,56030,3590,19739,2202,69291,4158,43273,2898,699,343,25319,2750,309967,8539,119174,4356,190793,7286,85092,5089,11894,1739,73198,4870,50457,3354,44582,3265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,322618,6281,170381,4093,12723,2049,6127,1373,6596,1252,25525,2754,10195,1523,5422,1210,16900,1845,19567,1848,16526,1757,3041,766,3427,913,5349,1129,2822,779,2527,742,13774,1453,7795,950,482,323,5497,1305,18898,1926,11061,1607,7837,1219,12440,1945,2503,710,9937,1952,6249,1252,19912,2142,152237,4138,2606,1099,752,343,1854,978,3584,924,2229,807,1517,646,19937,2056,7302,1343,6458,1240,844,600,3985,1160,9085,1432,6018,1314,3067,851,12632,1659,7197,1199,626,328,4809,1394,51782,3528,20437,2001,31345,2906,13539,2128,2251,782,11288,1978,8206,1493,15833,1929,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2792806,16291,1553892,9042,28134,3885,18483,3547,9651,1504,283749,9987,158948,7067,60344,4159,177770,7749,100187,4789,78781,4578,21406,2202,30308,3179,107137,6105,63718,4846,43419,3501,181362,7993,90618,4536,1462,600,89282,6685,136285,5683,73416,4567,62869,3757,144600,6863,36610,3818,107990,5910,66566,4863,78502,4901,1238914,12923,7624,1131,5812,1121,1812,664,29120,2848,60700,3896,24063,2723,159195,7521,40797,2972,33359,2827,7438,1525,25190,2732,134561,5885,93118,4473,41443,3719,129413,6201,70478,4133,2008,719,56927,4496,363092,9843,143763,6106,219329,7451,135717,7409,30191,3015,105526,6964,63441,4525,66001,4727,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1251076,10826,665707,7765,36058,2774,32015,2549,4043,1002,90693,4816,141093,5313,30659,2951,78298,3883,51585,3741,40977,3441,10608,1437,14033,1646,22438,2360,14297,1993,8141,1436,41909,3167,17961,1912,909,490,23039,2742,64007,3572,31478,2851,32529,2251,37322,3133,6676,1182,30646,2934,31076,2842,26536,2526,585369,7753,6786,1173,6048,1114,738,413,9235,1350,63358,3679,10791,1708,84637,5193,16871,1896,14071,1804,2800,709,10541,1632,37914,3270,28685,2815,9229,1337,32397,2754,18366,1918,1263,459,12768,1789,207431,6099,78258,4654,129173,5353,47775,3505,7179,1220,40596,3203,28634,2574,28999,2640,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16740938,37666,9277767,24960,255041,9510,232914,9197,22127,2440,1209083,21024,1223155,18904,424384,12148,999090,15117,585388,13212,497869,12395,87519,5117,312987,10264,579453,13534,350917,9976,228536,9031,1176455,22094,665769,13868,9288,1447,501398,16376,886869,12279,437374,10342,449495,9951,788932,17012,228839,8686,560093,14823,428543,12671,408387,9709,7463171,28468,76641,4347,72835,4224,3806,1155,115504,5574,569410,14206,205992,8176,878441,15138,181681,6858,153940,6279,27741,2994,191166,8262,683269,15188,468121,12062,215148,7413,799812,15016,526222,12345,9831,1621,263759,9543,2252810,22456,896229,14001,1356581,19194,728593,17430,181113,7650,547480,13903,456843,11045,323009,10862,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2432651,13514,1328540,8982,38187,3049,23372,2410,14815,1756,219955,9443,127056,4599,54221,3957,142761,5908,84189,5052,72077,4424,12112,1911,51163,3076,91154,4984,54937,3958,36217,3253,172347,5976,110743,4729,2717,679,58887,4232,113283,5265,58412,3321,54871,3559,116058,6225,28223,2877,87835,5943,56345,3715,61821,3598,1104111,9743,10946,1664,8507,1500,2439,724,24369,2607,49375,3352,21573,2286,135348,5678,27904,2629,23875,2456,4029,851,37748,2686,109716,4704,77658,4156,32058,2375,129821,6745,83404,4997,1847,585,44570,3497,317163,7580,126760,5434,190403,6225,121385,6037,26483,2630,94902,5180,66146,4356,52617,3315,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1764288,10606,925131,7321,4777,958,3823,804,954,497,113197,5306,150310,5481,38322,2754,108232,5217,49710,3651,39319,3095,10391,1728,25441,2442,81754,4292,62886,3454,18868,2204,109969,5300,67983,3741,1502,591,40484,3712,102257,4966,52080,3669,50177,3662,65362,4445,24439,2970,40923,3222,35593,2879,40207,3165,839157,7811,2414,791,2320,790,94,108,8981,1380,63861,4487,16786,1904,96182,4979,18798,1774,16463,1760,2335,637,22401,2578,87717,4970,71702,4619,16015,1706,79177,3946,53999,3322,1693,587,23485,2504,297736,6700,111992,4312,185744,6152,69916,4075,22274,2595,47642,3172,45247,3399,29941,2282,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,406864,6153,210706,3892,3378,966,3270,928,108,126,28603,2256,27201,2495,6860,1172,27370,2875,14726,2049,12149,1823,2577,861,3644,947,18877,2367,13264,2097,5613,1458,21840,2167,13261,1399,462,292,8117,1699,21815,2359,11880,1758,9935,1829,14956,2317,4256,1199,10700,1929,9558,1758,11878,1745,196158,4646,864,428,864,428,0,261,4053,1341,10621,1553,4199,1111,25057,2391,4328,1021,3985,998,343,238,2664,694,25201,2137,20834,2004,4367,967,16236,2218,10122,1663,489,305,5625,1299,64127,3582,23987,1870,40140,2886,19899,2662,3710,821,16189,2558,9467,1761,9442,1411,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,288360,4466,139357,3062,774,513,693,482,81,136,7212,1329,1753,597,1254,607,7267,1392,6607,1365,6494,1369,113,134,6991,1151,10114,1413,6525,1355,3589,928,37256,2794,27651,2274,313,280,9292,1852,19689,1952,11291,1614,8398,1439,13595,1991,3092,922,10503,1864,6731,1199,20114,1910,149003,3836,143,173,143,173,0,292,1468,898,1687,800,484,259,5926,1190,1724,616,1506,604,218,185,6981,1286,9705,1579,6477,1375,3228,879,31672,2690,23742,1969,375,244,7555,1648,36963,3047,18376,2350,18587,1897,12713,1771,3402,838,9311,1692,14181,1843,25356,2375,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8344108,29633,4488438,18631,65348,4925,57918,5065,7430,1635,781925,17803,341578,10644,211484,9344,550537,12382,319698,10631,273021,9324,46677,3463,116934,6408,326307,9462,179022,6345,147285,7632,537316,13142,267346,9951,3261,732,266709,10645,379315,10947,168915,7408,210400,7533,429109,11545,117819,5007,311290,10277,206226,8090,222661,8839,3855670,20720,23285,2819,21694,2701,1591,732,105190,5793,148383,6108,85735,5128,513457,12538,112516,5458,101084,5380,11432,2013,80393,4457,403221,10047,264507,7892,138714,5533,414827,8978,232154,6895,5192,1202,177481,7592,1146083,17377,408760,10532,737323,13506,426029,12744,85749,4991,340280,12242,222903,6759,173648,6721,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
