GEO_ID,B01001G_001E,B01001G_001M,B01001G_002E,B01001G_002M,B01001G_003E,B01001G_003M,B01001G_004E,B01001G_004M,B01001G_005E,B01001G_005M,B01001G_006E,B01001G_006M,B01001G_007E,B01001G_007M,B01001G_008E,B01001G_008M,B01001G_009E,B01001G_009M,B01001G_010E,B01001G_010M,B01001G_011E,B01001G_011M,B01001G_012E,B01001G_012M,B01001G_013E,B01001G_013M,B01001G_014E,B01001G_014M,B01001G_015E,B01001G_015M,B01001G_016E,B01001G_016M,B01001G_017E,B01001G_017M,B01001G_018E,B01001G_018M,B01001G_019E,B01001G_019M,B01001G_020E,B01001G_020M,B01001G_021E,B01001G_021M,B01001G_022E,B01001G_022M,B01001G_023E,B01001G_023M,B01001G_024E,B01001G_024M,B01001G_025E,B01001G_025M,B01001G_026E,B01001G_026M,B01001G_027E,B01001G_027M,B01001G_028E,B01001G_028M,B01001G_029E,B01001G_029M,B01001G_030E,B01001G_030M,B01001G_031E,B01001G_031M,NAME,B01001G_001EA,B01001G_001MA,B01001G_002EA,B01001G_002MA,B01001G_003EA,B01001G_003MA,B01001G_004MA,B01001G_004EA,B01001G_005MA,B01001G_005EA,B01001G_006EA,B01001G_006MA,B01001G_007EA,B01001G_007MA,B01001G_008EA,B01001G_008MA,B01001G_009MA,B01001G_009EA,B01001G_010MA,B01001G_010EA,B01001G_011MA,B01001G_011EA,B01001G_012EA,B01001G_012MA,B01001G_013EA,B01001G_013MA,B01001G_014MA,B01001G_014EA,B01001G_015MA,B01001G_015EA,B01001G_016MA,B01001G_016EA,B01001G_017EA,B01001G_017MA,B01001G_018EA,B01001G_018MA,B01001G_019MA,B01001G_019EA,B01001G_020MA,B01001G_020EA,B01001G_021MA,B01001G_021EA,B01001G_022MA,B01001G_022EA,B01001G_023EA,B01001G_023MA,B01001G_024EA,B01001G_024MA,B01001G_025MA,B01001G_025EA,B01001G_026MA,B01001G_026EA,B01001G_027MA,B01001G_027EA,B01001G_028EA,B01001G_028MA,B01001G_029EA,B01001G_029MA,B01001G_030MA,B01001G_030EA,B01001G_031MA,B01001G_031EA,state
0400000US01,47043,4036,22777,2470,3046,994,3801,1038,2668,753,724,297,1004,435,1435,464,1363,675,677,297,2486,784,2802,775,1776,534,595,292,228,192,172,220,24266,2707,2959,1201,2267,717,1733,608,1859,688,713,389,1587,559,943,397,867,377,2986,758,3208,711,2558,687,1671,507,670,364,245,278,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,54509,4888,27965,3007,4449,926,4252,1014,3516,869,1975,612,1925,998,2538,935,1995,780,1391,575,2816,873,1442,374,1288,451,239,191,139,112,0,235,26544,2716,4429,1053,4175,1181,3085,995,3020,696,1238,692,1442,529,1312,489,1278,383,2682,779,2150,626,1197,653,317,194,174,155,45,71,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,150271,10832,74519,5897,13735,2062,10192,1898,10275,2023,5350,1113,1786,639,5460,1335,4462,1173,4225,951,7314,1285,5596,1418,3077,853,1626,524,1263,507,158,138,75752,6659,13466,2482,12144,1983,8890,1901,5845,1263,3233,853,4184,847,3792,984,3395,936,8053,1469,5107,1197,4773,1124,1651,584,988,523,231,194,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,43704,4292,22918,2760,3264,969,4531,1333,2554,780,1363,624,160,159,491,431,1324,701,1487,638,2055,688,3091,878,1887,653,546,267,141,113,24,40,20786,2263,3112,899,2787,826,2567,815,828,403,416,309,853,440,1355,614,1266,581,1052,462,1625,511,2567,672,1148,457,924,434,286,185,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1211445,26548,598114,15665,95073,5500,78350,5046,75635,4578,44414,3218,26922,3315,50046,4427,40990,3455,32011,3032,60037,4481,47751,3145,26026,2410,13799,1433,5889,962,1171,455,613331,16114,96221,5284,76993,4802,76579,4234,44680,3646,27922,2692,49498,4075,40555,2956,31396,2536,57334,4033,55080,3733,30537,2535,14552,1872,8040,1094,3944,869,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,125077,7048,61216,4363,10176,1598,9825,1780,8021,1544,3692,887,2558,927,4855,1202,3278,1046,4028,944,5261,1268,5213,1074,2369,729,1391,540,507,277,42,71,63861,4556,11558,1584,8379,1420,8644,1581,3999,1013,2349,796,6214,1448,3927,947,3475,945,5697,1207,4259,740,3082,819,1275,514,648,291,355,376,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,63188,5676,31175,3483,4802,1018,5469,1184,4130,1097,2025,611,1310,593,1945,674,2546,952,958,442,3492,1123,2660,921,1138,429,475,266,74,115,151,176,32013,3138,4273,1085,3975,1127,4461,1149,2131,563,1607,609,2285,770,1852,682,1464,603,4699,1201,2660,718,1217,477,547,279,694,423,148,166,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,12290,2043,5157,1134,1345,544,1058,530,800,447,94,115,19,32,436,346,85,78,80,99,461,303,283,201,335,241,121,92,40,75,0,261,7133,1292,2062,662,658,382,334,356,215,219,432,314,399,365,322,195,570,383,527,278,658,340,319,215,360,284,277,253,0,261,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,8970,2349,3985,1474,694,778,120,138,665,523,416,426,179,158,259,304,268,295,274,225,528,325,408,350,0,292,117,137,57,92,0,292,4985,1497,691,596,388,400,0,292,272,256,140,173,459,255,765,488,386,250,509,335,533,410,330,224,283,236,180,179,49,85,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,316887,13353,157605,7642,22940,3076,16774,2119,17662,2019,9438,1385,5904,1465,9611,2135,13266,2405,12787,1878,17371,2332,13711,1886,8945,1405,5582,918,3321,947,293,270,159282,7844,27995,3007,16890,2142,17868,2241,8790,1741,5237,1286,9672,1519,9666,1733,8101,1583,16466,2145,16133,1835,11570,1450,5779,1039,3693,794,1422,610,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
