GEO_ID,B06007_001E,B06007_001M,B06007_002E,B06007_002M,B06007_003E,B06007_003M,B06007_004E,B06007_004M,B06007_005E,B06007_005M,B06007_006E,B06007_006M,B06007_007E,B06007_007M,B06007_008E,B06007_008M,B06007_009E,B06007_009M,B06007_010E,B06007_010M,B06007_011E,B06007_011M,B06007_012E,B06007_012M,B06007_013E,B06007_013M,B06007_014E,B06007_014M,B06007_015E,B06007_015M,B06007_016E,B06007_016M,B06007_017E,B06007_017M,B06007_018E,B06007_018M,B06007_019E,B06007_019M,B06007_020E,B06007_020M,B06007_021E,B06007_021M,B06007_022E,B06007_022M,B06007_023E,B06007_023M,B06007_024E,B06007_024M,B06007_025E,B06007_025M,B06007_026E,B06007_026M,B06007_027E,B06007_027M,B06007_028E,B06007_028M,B06007_029E,B06007_029M,B06007_030E,B06007_030M,B06007_031E,B06007_031M,B06007_032E,B06007_032M,B06007_033E,B06007_033M,B06007_034E,B06007_034M,B06007_035E,B06007_035M,B06007_036E,B06007_036M,B06007_037E,B06007_037M,B06007_038E,B06007_038M,B06007_039E,B06007_039M,B06007_040E,B06007_040M,NAME,B06007_001EA,B06007_001MA,B06007_002EA,B06007_002MA,B06007_003MA,B06007_003EA,B06007_004MA,B06007_004EA,B06007_005MA,B06007_005EA,B06007_006MA,B06007_006EA,B06007_007EA,B06007_007MA,B06007_008EA,B06007_008MA,B06007_009MA,B06007_009EA,B06007_010MA,B06007_010EA,B06007_011MA,B06007_011EA,B06007_012EA,B06007_012MA,B06007_013EA,B06007_013MA,B06007_014MA,B06007_014EA,B06007_015MA,B06007_015EA,B06007_016MA,B06007_016EA,B06007_017MA,B06007_017EA,B06007_018EA,B06007_018MA,B06007_019EA,B06007_019MA,B06007_020MA,B06007_020EA,B06007_021MA,B06007_021EA,B06007_022MA,B06007_022EA,B06007_023EA,B06007_023MA,B06007_024EA,B06007_024MA,B06007_025MA,B06007_025EA,B06007_026MA,B06007_026EA,B06007_027MA,B06007_027EA,B06007_028MA,B06007_028EA,B06007_029EA,B06007_029MA,B06007_030EA,B06007_030MA,B06007_031MA,B06007_031EA,B06007_032MA,B06007_032EA,B06007_033MA,B06007_033EA,B06007_034EA,B06007_034MA,B06007_035EA,B06007_035MA,B06007_036MA,B06007_036EA,B06007_037MA,B06007_037EA,B06007_038MA,B06007_038EA,B06007_039EA,B06007_039MA,B06007_040EA,B06007_040MA,state
0400000US01,4305303,2767,4124326,7640,107806,5011,51698,4999,56108,3679,73171,3810,46584,3302,26587,2635,3004441,17554,2967570,17623,25826,3206,17018,2458,8808,1863,11045,1294,9381,1231,1664,646,1141372,17038,1101930,17167,26671,3395,21218,3054,5453,1240,12771,1474,10799,1433,1972,687,30980,3245,26525,2809,2958,865,1980,751,978,524,1497,686,1209,522,288,329,128510,4988,28301,2432,52351,2911,11482,2222,40869,3004,47858,3456,25195,2681,22663,2509,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,622572,1070,526829,5516,22649,2978,13537,2433,9112,1673,73094,4129,45227,3498,27867,3323,219467,5379,183150,5798,3601,1454,3324,1403,277,250,32716,2404,23762,2408,8954,980,344943,5789,326365,5922,8857,1797,7213,1472,1644,740,9721,1636,8336,1538,1385,725,11577,2153,9032,1573,840,659,781,664,59,82,1705,821,1152,667,553,434,46585,3622,8282,1442,9351,1799,2219,774,7132,1634,28952,3188,11977,1999,16975,3114,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5687173,1432,4094302,19622,1244012,17002,647684,15611,596328,14642,348859,11516,250555,10529,98304,5849,1795533,24486,1294260,22133,381602,13771,307122,12363,74480,5721,119671,6470,103269,6277,16402,2330,2905393,22093,2636485,21750,207592,7366,170860,7253,36732,3399,61316,3982,53357,3678,7959,1455,67680,4990,44575,3897,18119,2984,12872,2744,5247,1288,4986,1182,4696,1087,290,236,918567,18755,118982,5713,636699,16220,156830,9775,479869,13881,162886,9077,89233,7613,73653,5231,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2616131,1982,2456301,5533,116396,3233,51408,3508,64988,3453,43434,4650,29296,4217,14138,2133,1560387,14156,1531020,14209,20812,2215,15536,2127,5276,1119,8555,2212,7419,2319,1136,649,933005,13369,894475,13792,28264,2396,21679,2198,6585,1554,10266,2094,7924,1831,2342,1007,16300,2361,13750,2041,1441,778,836,561,605,505,1109,708,367,229,742,684,106439,4179,17056,2198,65879,3179,13357,1698,52522,3117,23504,2345,13586,1857,9918,1568,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33784883,2490,19414977,61768,9588622,46828,4887700,40089,4700922,44612,4781284,36168,2703262,28615,2078022,26334,16594888,55852,12049520,57070,3743875,41534,3094836,37803,649039,15256,801493,14840,681025,14141,120468,6219,6972995,37937,6251486,35543,478661,14068,365025,11773,113636,6491,242848,7839,207140,6942,35708,3087,381676,10837,200644,7293,96931,5877,62216,4784,34715,3716,84101,6228,58010,5233,26091,2892,9835324,49720,913327,16486,5269155,41195,1365623,25835,3903532,41573,3652842,30419,1757087,23793,1895755,24762,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4414382,1529,3653462,14328,545112,13003,271032,8810,274080,11148,215808,8772,138864,7009,76944,5647,1706470,21688,1523379,21102,152129,8273,116507,6875,35622,3847,30962,3168,24723,2772,6239,1296,2162996,19910,2007611,19229,112994,6204,87326,5272,25668,3295,42391,3250,35538,3031,6853,1239,62330,4651,47056,3794,8373,1859,5972,1523,2401,865,6901,1668,5916,1589,985,522,482586,12726,75416,4695,271616,11045,61227,4442,210389,10039,135554,6215,72687,4341,62867,4907,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3302738,762,2639307,14370,308863,7072,178672,7028,130191,5167,354568,12996,222435,8481,132133,8060,1778821,16018,1628544,16702,79083,5796,68663,5460,10420,1880,71194,5535,61911,5282,9283,1577,966135,14005,880239,12966,45195,4139,38239,3521,6956,1705,40701,3029,33563,2746,7138,1107,109392,5140,21407,2147,82819,4688,39457,3170,43362,3147,5166,1258,3369,1002,1797,741,448390,13343,109117,6205,101766,5640,32313,3739,69453,4594,237507,10607,123592,6469,113915,7809,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,796385,442,700255,4691,51762,3004,27474,2713,24288,2199,44368,3994,32102,3424,12266,1984,352501,8543,332117,8471,11418,1916,9586,1877,1832,637,8966,2031,7700,1930,1266,601,363530,8837,344994,8936,12031,2016,9646,1701,2385,962,6505,1291,5885,1212,620,312,11828,1766,4519,1184,6785,1464,3303,915,3482,1158,524,327,507,323,17,42,68526,4777,18625,3065,21528,2325,4939,1229,16589,2155,28373,2940,18010,2290,10363,1838,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,546550,609,462774,4554,45023,3139,24470,2970,20553,2903,38753,3422,28690,3132,10063,1971,206006,5566,194740,5470,8789,1856,7495,1607,1294,854,2477,902,2477,902,0,292,260370,5504,242656,5228,8974,1798,6698,1642,2276,953,8740,1757,7728,1606,1012,533,7317,1647,5103,1300,1061,401,822,391,239,241,1153,659,1061,643,92,153,72857,4248,20275,2520,26199,2823,9455,2313,16744,2710,26383,2717,17424,2407,8959,1970,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16972259,2858,12610892,34428,3171968,21740,1665648,26363,1506320,21717,1189399,25696,727569,16966,461830,15833,5104285,37829,4447409,38080,526373,14285,457690,13999,68683,4642,130503,8428,112305,7815,18198,3186,7956253,33956,7325535,30628,446979,14941,383913,14378,63066,5035,183739,8856,159028,8427,24711,2461,505318,14818,148790,6031,337141,12874,199006,9626,138135,7267,19387,2343,15687,2180,3700,1084,3406403,30226,689158,18458,1861475,20989,625039,13562,1236436,20702,855770,20634,440549,12274,415221,14586,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
