GEO_ID,B18012_001E,B18012_001M,B18012_002E,B18012_002M,B18012_003E,B18012_003M,B18012_004E,B18012_004M,B18012_005E,B18012_005M,B18012_006E,B18012_006M,B18012_007E,B18012_007M,B18012_008E,B18012_008M,B18012_009E,B18012_009M,B18012_010E,B18012_010M,B18012_011E,B18012_011M,B18012_012E,B18012_012M,B18012_013E,B18012_013M,B18012_014E,B18012_014M,B18012_015E,B18012_015M,B18012_016E,B18012_016M,B18012_017E,B18012_017M,B18012_018E,B18012_018M,B18012_019E,B18012_019M,NAME,B18012_001MA,B18012_001EA,B18012_002MA,B18012_002EA,B18012_003MA,B18012_003EA,B18012_004EA,B18012_004MA,B18012_005EA,B18012_005MA,B18012_006MA,B18012_006EA,B18012_007MA,B18012_007EA,B18012_008MA,B18012_008EA,B18012_009MA,B18012_009EA,B18012_010EA,B18012_010MA,B18012_011MA,B18012_011EA,B18012_012MA,B18012_012EA,B18012_013MA,B18012_013EA,B18012_014MA,B18012_014EA,B18012_015EA,B18012_015MA,B18012_016MA,B18012_016EA,B18012_017MA,B18012_017EA,B18012_018MA,B18012_018EA,B18012_019MA,B18012_019EA,state
0400000US01,1019143,4401,40205,4091,6257,1521,1727,777,4530,1293,33948,3390,13540,1745,11603,2040,7420,1521,1385,648,978938,5676,271963,7921,45701,3600,226262,7752,706975,8075,130224,5234,260512,8498,192999,6776,123240,6015,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157743,2210,5691,1416,1342,730,295,205,1047,667,4349,1184,868,587,2085,666,1297,658,99,141,152052,2596,39687,2996,10180,1573,29507,2850,112365,3279,14890,2101,42576,3003,34059,3297,20840,2577,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1446643,4048,33384,3375,6293,1389,1598,682,4695,1302,27091,2909,7023,1696,10523,1951,7055,1453,2490,902,1413259,4838,349858,10791,57233,3538,292625,11740,1063401,12613,229207,8735,352261,11783,289406,11586,192527,8701,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,619891,4369,25961,2992,1898,639,370,206,1528,627,24063,2960,6383,1736,11852,2054,4840,1250,988,493,593930,5283,153201,6386,23571,2248,129630,5725,440729,6119,66504,3928,189656,6268,112805,4956,71764,4521,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8768514,7402,192797,7871,44732,3729,9760,1997,34972,3310,148065,7639,47452,3964,52762,4644,34556,3086,13295,2101,8575717,10576,2468249,21910,343359,8496,2124890,21900,6107468,21026,1375734,21919,1944109,27147,1422845,21396,1364780,17331,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1142203,4340,25874,2606,4566,1237,1041,489,3525,1149,21308,2465,4570,1310,8172,1478,6077,1355,2489,890,1116329,5177,291024,8755,41439,2914,249585,8194,825305,9785,148736,7137,254469,9256,205252,6960,216848,6264,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,710546,2586,15523,1845,2078,617,489,304,1589,514,13445,1657,2339,774,4962,1247,4489,1059,1655,600,695023,3065,226484,5572,28760,2333,197724,5596,468539,6319,49280,3516,160831,7217,110829,5527,147599,5768,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,188453,1532,6664,1631,824,586,104,146,720,578,5840,1639,2504,1101,2037,876,572,354,727,459,181789,2379,56037,2911,6650,1377,49387,2735,125752,3349,19130,2691,43370,3605,28882,2422,34370,2930,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,168088,4025,3337,934,494,320,176,205,318,245,2843,955,945,605,919,462,491,449,488,446,164751,4134,52057,4385,6406,1249,45651,4404,112694,2944,12151,2111,22827,2599,13578,1914,64138,2758,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3738983,7294,97571,6279,17873,2665,5623,1386,12250,2191,79698,5604,20635,2886,33673,3709,19285,2667,6105,1596,3641412,9857,960027,17968,158182,7319,801845,16841,2681385,17990,463299,14656,1005446,18163,678093,15125,534547,11553,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2177181,7365,54321,4040,7448,1762,2578,909,4870,1375,46873,3872,17341,2798,19354,2690,7288,1551,2890,890,2122860,8165,552806,10777,99529,6436,453277,10492,1570054,12925,310181,10846,547247,12466,374389,10910,338237,11242,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,268508,2661,6405,1421,571,302,49,83,522,290,5834,1381,1144,639,2627,820,1686,700,377,304,262103,3074,66684,3963,9283,1569,57401,3608,195419,4147,14108,1912,78783,4588,57826,3799,44702,3743,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,344240,2498,12125,1860,2014,823,518,348,1496,717,10111,1712,2809,836,4380,1241,2108,855,814,400,332115,3178,87055,4078,15502,1787,71553,3827,245060,4164,35421,2883,94082,4067,75834,4124,39723,3083,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3006391,4573,64029,3867,11743,1670,2659,746,9084,1771,52286,3629,14523,1823,20244,2158,13770,2252,3749,1035,2942362,6173,867547,10978,131193,5441,736354,11367,2074815,12685,314679,11686,662577,14345,543839,11762,553720,11604,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1434263,4336,38435,3038,5451,1106,2149,743,3302,794,32984,2884,10090,1705,13575,1886,7177,1391,2142,737,1395828,4990,398085,8122,67126,3950,330959,7594,997743,8556,160677,6197,362125,8814,275754,8459,199187,7689,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,659855,2612,15252,1856,2952,891,527,356,2425,792,12300,1514,2868,816,5959,1105,2884,820,589,324,644603,2901,205205,5901,30898,2780,174307,5610,439398,6426,45698,3248,138996,5895,142266,5123,112438,4737,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,621217,3664,16736,2165,3281,860,917,434,2364,765,13455,2050,2777,968,5678,1336,4144,1090,856,356,604481,4504,192393,5014,28819,2316,163574,4738,412088,6340,54888,3565,134554,6661,124047,5105,98599,4895,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,938723,4413,41791,3829,5432,1373,1305,633,4127,1151,36359,3377,11719,2081,14555,2273,8477,1783,1608,762,896932,5531,239642,6585,36851,2644,202791,6405,657290,8077,103562,5738,261226,7145,175568,5986,116934,5596,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,982128,4732,32000,2979,5319,1199,1831,653,3488,943,26681,2737,10086,1686,10154,1788,5416,1152,1025,464,950128,5457,258667,6859,47967,3600,210700,6134,691461,7501,134963,7203,274098,8778,167702,6993,114698,5318,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,262300,1586,11123,1823,1382,478,427,259,955,431,9741,1746,1958,945,5705,1190,1530,546,548,352,251177,2274,69229,3227,12480,1475,56749,2942,181948,3875,17854,2170,75876,3715,50939,2895,37279,2857,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1215620,3770,25436,2861,4515,1071,617,421,3898,975,20921,2482,4289,1078,8281,1603,5835,1402,2516,791,1190184,4444,362059,6630,47298,3147,314761,6897,828125,7962,104518,6424,277794,9108,194762,8399,251051,7149,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1444311,2885,31824,3637,5933,1512,1803,769,4130,1263,25891,3172,5710,1135,10087,2227,7191,1533,2903,954,1412487,4532,478962,7194,55900,3122,423062,7212,933525,7531,94918,6678,287398,9484,199568,6239,351641,9010,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2202640,4136,57197,3736,10380,1523,3919,948,6461,1160,46817,3749,14643,2092,18632,2236,11186,1614,2356,681,2145443,5605,684939,10280,98304,4081,586635,9056,1460504,10203,198059,7782,516499,10629,433443,9884,312503,7533,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1178282,3232,24959,2563,5534,1151,1454,598,4080,950,19425,2253,3536,904,8184,1535,5912,1268,1793,644,1153323,4089,336166,6540,54848,2894,281318,6032,817157,6820,76191,4521,239629,7555,267796,6917,233541,6052,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,653704,4037,26208,2826,4487,1082,2008,722,2479,924,21721,2637,9786,1963,6617,1369,3620,789,1698,634,627496,4277,182499,6094,35256,3253,147243,5803,444997,6769,89455,5694,160506,7116,124758,5132,70278,4878,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1294720,3922,41329,3597,6076,1329,2305,697,3771,1112,35253,3267,9521,1661,16969,2447,7314,1278,1449,628,1253391,5123,348395,7362,59133,3585,289262,7008,904996,8496,130530,6326,330764,8623,245516,8174,198186,7166,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,201586,2112,6606,1380,807,443,251,270,556,355,5799,1339,1686,832,2403,836,1458,626,252,213,194980,2669,58669,3539,10602,1528,48067,3495,136311,3773,16017,1969,46679,3206,41618,3646,31997,2970,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
