GEO_ID,C19001G_001E,C19001G_001M,C19001G_002E,C19001G_002M,C19001G_003E,C19001G_003M,C19001G_004E,C19001G_004M,C19001G_005E,C19001G_005M,C19001G_006E,C19001G_006M,C19001G_007E,C19001G_007M,C19001G_008E,C19001G_008M,C19001G_009E,C19001G_009M,C19001G_010E,C19001G_010M,C19001G_011E,C19001G_011M,NAME,C19001G_001EA,C19001G_001MA,C19001G_002MA,C19001G_002EA,C19001G_003MA,C19001G_003EA,C19001G_004MA,C19001G_004EA,C19001G_005MA,C19001G_005EA,C19001G_006EA,C19001G_006MA,C19001G_007MA,C19001G_007EA,C19001G_008MA,C19001G_008EA,C19001G_009EA,C19001G_009MA,C19001G_010MA,C19001G_010EA,C19001G_011MA,C19001G_011EA,state
0400000US01,13979,1681,2928,830,1683,587,1794,636,1953,693,1593,546,1625,527,1431,619,787,341,103,116,82,119,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,10696,1644,735,355,756,417,1102,496,1076,463,1782,667,1821,695,1758,620,1341,578,143,118,182,177,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,31961,2538,4415,1201,1943,720,2714,710,3670,988,5919,1358,5786,1235,3298,810,2681,868,1056,539,479,367,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,12950,1404,2161,739,1418,568,2507,880,2234,657,1853,738,1753,657,544,282,409,274,18,35,53,79,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,252043,6517,17400,2152,15292,1919,23994,2603,24629,2360,35906,3178,48149,3177,34023,2912,31767,2967,11724,1300,9159,1657,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,29776,2939,3323,1023,1376,659,3368,697,4032,1103,4333,1134,6137,1358,4055,1143,2348,718,335,297,469,344,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,14261,1937,1699,781,989,469,1241,551,970,577,2328,801,3142,964,1526,653,1233,472,741,442,392,269,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,3434,881,469,371,46,78,420,270,491,380,339,239,701,506,295,258,312,247,361,346,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,86789,4743,7827,1476,4761,1013,11256,1651,12152,2030,14418,2202,15786,2007,10104,1666,7199,1309,1447,487,1839,626,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,27705,2652,2983,694,1308,534,2935,856,3732,1031,5035,1269,6294,1485,2381,769,2224,622,255,194,558,468,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,60928,3301,4936,1064,2119,713,5392,1275,5949,1108,9937,1418,11767,1649,7364,1412,9189,1423,2546,697,1729,667,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,7659,1029,768,392,1094,539,859,447,1486,601,1197,432,1104,430,790,428,284,205,0,253,77,128,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,42716,3347,4126,1088,2935,892,5447,1233,4531,1189,6973,1360,7307,1286,5430,1306,4405,920,508,332,1054,440,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,20319,2097,2325,745,1274,569,2989,702,3259,958,3439,834,3610,777,1961,563,1097,512,259,221,106,124,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,7803,1542,986,537,720,430,1597,734,1225,442,1011,461,1243,532,492,353,462,320,0,221,67,68,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,13292,1807,1852,664,1234,552,1062,412,2098,707,2483,746,2357,674,1095,528,760,440,203,163,148,200,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,12300,1956,1673,689,1256,414,2065,603,1210,640,2036,666,1901,623,1019,522,698,400,362,340,80,98,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,10691,1464,1815,711,858,415,1784,602,1147,588,1544,472,1279,417,1086,584,819,319,247,357,112,196,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,5413,996,1063,412,723,375,585,296,636,393,1075,510,1032,488,6,18,149,169,144,125,0,223,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,24948,2477,1361,443,907,538,2218,837,2924,1049,3582,1126,5312,1361,3426,871,3656,1099,1155,554,407,256,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,26677,2951,3368,1056,2543,980,3414,1140,2806,882,2370,825,4814,1222,3057,923,3024,824,756,379,525,293,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,43197,2736,6058,951,2596,679,5740,1139,5705,1238,6758,1048,8185,1269,4547,897,2580,759,603,299,425,219,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,16645,1826,2136,671,1346,595,2378,672,2090,713,2846,666,2497,750,1729,595,937,364,218,217,468,280,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,5476,1132,771,303,209,185,721,379,1003,606,537,297,1333,551,321,238,442,323,42,70,97,178,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,25802,2238,3161,812,1641,493,3801,770,5266,1158,3880,975,4257,960,1251,454,1788,682,516,332,241,190,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,5097,1038,953,479,471,298,692,416,373,253,599,381,1048,463,518,326,298,184,0,228,145,189,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,7227,1112,941,399,1040,573,1282,501,1090,531,1098,432,1118,495,343,272,213,155,59,55,43,74,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,16897,2393,1176,636,754,501,1944,1000,1352,490,3650,921,3477,902,2099,839,1538,620,597,334,310,214,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
