GEO_ID,B22002_001E,B22002_001M,B22002_002E,B22002_002M,B22002_003E,B22002_003M,B22002_004E,B22002_004M,B22002_005E,B22002_005M,B22002_006E,B22002_006M,B22002_007E,B22002_007M,B22002_008E,B22002_008M,B22002_009E,B22002_009M,B22002_010E,B22002_010M,B22002_011E,B22002_011M,B22002_012E,B22002_012M,B22002_013E,B22002_013M,B22002_014E,B22002_014M,B22002_015E,B22002_015M,B22002_016E,B22002_016M,B22002_017E,B22002_017M,B22002_018E,B22002_018M,B22002_019E,B22002_019M,B22002_020E,B22002_020M,B22002_021E,B22002_021M,B22002_022E,B22002_022M,B22002_023E,B22002_023M,B22002_024E,B22002_024M,B22002_025E,B22002_025M,B22002_026E,B22002_026M,B22002_027E,B22002_027M,NAME,B22002_001EA,B22002_001MA,B22002_002EA,B22002_002MA,B22002_003EA,B22002_003MA,B22002_004MA,B22002_004EA,B22002_005MA,B22002_005EA,B22002_006EA,B22002_006MA,B22002_007EA,B22002_007MA,B22002_008EA,B22002_008MA,B22002_009MA,B22002_009EA,B22002_010MA,B22002_010EA,B22002_011MA,B22002_011EA,B22002_012EA,B22002_012MA,B22002_013EA,B22002_013MA,B22002_014EA,B22002_014MA,B22002_015MA,B22002_015EA,B22002_016MA,B22002_016EA,B22002_017EA,B22002_017MA,B22002_018EA,B22002_018MA,B22002_019EA,B22002_019MA,B22002_020MA,B22002_020EA,B22002_021MA,B22002_021EA,B22002_022MA,B22002_022EA,B22002_023EA,B22002_023MA,B22002_024EA,B22002_024MA,B22002_025MA,B22002_025EA,B22002_026MA,B22002_026EA,B22002_027MA,B22002_027EA,state
0400000US01,1796058,10547,182205,6222,112789,5404,31844,2965,78714,4805,5085,1372,73629,4541,2231,905,69416,3484,12821,1478,13459,1848,2972,782,10487,1620,43136,3002,1613853,10961,500012,10325,351856,8564,144769,5537,35345,3286,109424,4428,3387,1136,1113841,10282,492088,7736,97307,4680,31365,3076,65942,3345,524446,10396,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,229878,2779,19165,1999,12252,1576,4953,957,7152,1272,897,356,6255,1261,147,156,6913,989,992,341,1097,398,346,155,751,357,4824,847,210713,3015,78409,3235,54131,3055,22898,1897,7464,1197,15434,1805,1380,591,132304,3649,57253,3049,9463,1517,3841,872,5622,1103,65588,3553,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2224992,11475,151366,6111,101112,5395,35009,3501,64500,4165,11056,2008,53444,3568,1603,721,50254,3573,8168,1330,11189,1630,3568,978,7621,1235,30897,2661,2073626,12692,659012,9784,462319,8355,190718,6877,59252,4226,131466,5222,5975,1434,1414614,12048,599312,9141,105054,4415,41201,3510,63853,3750,710248,10370,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1103428,7576,131564,5016,78042,4329,25626,2399,50642,3954,4735,1135,45907,3610,1774,807,53522,3171,9143,1604,11475,1553,2719,873,8756,1407,32904,2700,971864,8639,301369,7120,220463,6130,78660,3960,24833,2577,53827,3164,2246,863,670495,8027,311997,6846,50189,3878,16534,2148,33655,3176,308309,7212,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12151227,18090,525699,10757,437612,9754,153392,6207,278444,8365,44149,3278,234295,8729,5776,1474,88087,4461,18006,2295,22329,2410,4788,1170,17541,2039,47752,3268,11625528,21028,4258815,26830,3047615,21937,1179632,17243,367955,11079,811677,13802,31568,3200,7366713,28912,2832688,21744,771687,12881,281540,8493,490147,10865,3762338,25719,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1846988,9333,92037,4875,55898,4201,18007,2144,37246,3588,5800,1461,31446,3512,645,488,36139,2933,4819,1116,5050,1139,1776,835,3274,693,26270,2556,1754951,9590,573451,8720,424099,8363,143962,6869,43061,3533,100901,5081,5390,1409,1181500,10400,487223,8773,75817,4146,29792,3144,46025,2877,618460,10506,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1325443,5814,74615,4298,36409,3116,7943,1569,27907,2435,1721,712,26186,2341,559,429,38206,2933,4019,1043,6200,1616,1235,666,4965,1344,27987,2469,1250828,7543,424249,7861,314431,6718,107009,4988,26756,2750,80253,4242,2809,893,826579,10189,354263,6771,72576,3459,23476,2297,49100,3397,399740,8425,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,320110,3955,22010,2196,13707,2065,2811,953,10633,1830,1445,746,9188,1536,263,310,8303,1485,1160,476,2046,764,712,467,1334,628,5097,1244,298100,3797,93917,3625,65902,3554,27117,2706,8341,1692,18776,2135,898,539,204183,4432,87336,3074,16560,2101,4711,1079,11849,1695,100287,4260,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,250456,3518,22867,2382,11779,1647,1164,602,10318,1452,538,333,9780,1390,297,477,11088,1767,749,419,3253,900,802,397,2451,862,7086,1474,227589,3606,41611,3041,18849,2362,22341,2093,3419,1117,18922,1865,421,294,185978,4038,35109,2552,16976,1913,4642,1148,12334,1576,133893,4626,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106042,22495,528223,11871,281498,9732,96745,5756,180458,7967,24861,3133,155597,7021,4295,1215,246725,7827,56404,3812,51918,3765,13122,1844,38796,3282,138403,6437,6577819,21984,1882070,16081,1285985,13835,572141,13304,147818,6966,424323,11848,23944,2801,4695749,19786,2012993,17448,376330,10245,133809,6025,242521,7443,2306426,20401,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
