GEO_ID,B24090_001E,B24090_001M,B24090_002E,B24090_002M,B24090_003E,B24090_003M,B24090_004E,B24090_004M,B24090_005E,B24090_005M,B24090_006E,B24090_006M,B24090_007E,B24090_007M,B24090_008E,B24090_008M,B24090_009E,B24090_009M,B24090_010E,B24090_010M,B24090_011E,B24090_011M,B24090_012E,B24090_012M,B24090_013E,B24090_013M,B24090_014E,B24090_014M,B24090_015E,B24090_015M,B24090_016E,B24090_016M,B24090_017E,B24090_017M,B24090_018E,B24090_018M,B24090_019E,B24090_019M,B24090_020E,B24090_020M,B24090_021E,B24090_021M,NAME,B24090_001MA,B24090_001EA,B24090_002MA,B24090_002EA,B24090_003MA,B24090_003EA,B24090_004EA,B24090_004MA,B24090_005EA,B24090_005MA,B24090_006EA,B24090_006MA,B24090_007MA,B24090_007EA,B24090_008MA,B24090_008EA,B24090_009MA,B24090_009EA,B24090_010EA,B24090_010MA,B24090_011EA,B24090_011MA,B24090_012MA,B24090_012EA,B24090_013MA,B24090_013EA,B24090_014MA,B24090_014EA,B24090_015EA,B24090_015MA,B24090_016EA,B24090_016MA,B24090_017EA,B24090_017MA,B24090_018MA,B24090_018EA,B24090_019MA,B24090_019EA,B24090_020MA,B24090_020EA,B24090_021EA,B24090_021MA,state
0400000US01,1359367,14505,796983,10330,611500,10658,571152,9966,40348,3444,24701,2281,47169,3508,28069,2489,33398,3462,51400,3641,746,313,562384,8434,389742,7381,379932,7278,9810,1433,42572,3417,47425,3390,41206,2925,22353,2994,18271,1753,815,352,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,178555,4898,102252,3163,61145,3166,57042,3038,4103,1040,5556,1037,8721,1337,8275,1452,11855,1749,6684,1039,16,27,76303,3344,39636,2980,38453,2897,1183,442,11040,1379,5717,829,9584,1663,6260,1324,3924,911,142,141,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1852563,17076,1126390,12007,898076,12684,842214,12458,55862,4183,35009,3652,63239,3967,31384,2702,34858,3305,62574,4344,1250,564,726173,10961,517023,9907,497514,9556,19509,2382,52489,3766,65072,4125,42966,3272,19256,2010,28713,2754,654,439,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,818439,10514,476716,7611,362612,6919,337654,7167,24958,1941,18137,2068,23407,2137,21848,2194,12535,1501,37389,2546,788,358,341723,7631,227284,6881,221756,6775,5528,1163,30346,2478,25936,2329,33173,3053,10137,1582,14111,2083,736,418,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10640757,41193,6513634,29728,4985310,29158,4701034,29844,284276,8454,243856,7897,371409,8721,186231,6729,181875,6924,537816,10437,7137,1901,4127123,25488,2840974,26208,2751629,25964,89345,5206,339436,8680,388713,10359,201097,6694,97222,5243,250527,8720,9154,1515,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1536186,14307,933714,10704,718968,11232,651714,10864,67254,4057,39688,3638,53522,3088,29612,2401,32870,2960,58425,3987,629,305,602472,9323,407758,9761,385005,9985,22753,2454,57890,4377,57321,3451,27598,2507,21870,2432,28504,2775,1531,566,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1127717,11501,670290,8311,515878,8398,479334,8228,36544,2917,33813,2868,33565,2929,26069,2494,12545,1663,47444,2973,976,481,457427,7149,322635,7939,315479,7846,7156,1506,50994,3150,33006,2625,25849,2332,7811,1465,16664,1860,468,237,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,277533,6051,158092,4031,122677,3694,114044,3705,8633,1461,6841,1298,5908,1253,9419,1506,5098,1232,8073,1491,76,128,119441,4520,82972,4111,80748,4078,2224,644,12431,1712,6472,1207,11777,1891,2060,688,3564,800,165,205,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,201267,4613,101752,3146,57662,3576,54155,3662,3507,1083,12319,1704,5809,1052,1899,724,19055,1932,4892,1239,116,185,99515,3440,45231,2677,43325,2627,1906,600,18352,2117,7451,1391,3757,979,22516,2260,2136,580,72,118,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5622608,32456,3278126,22992,2602069,24549,2307422,23747,294647,8708,111623,5836,208134,9361,78314,4115,91766,5876,182281,7602,3939,1108,2344482,21421,1717718,22066,1629524,21633,88194,4636,184064,7328,199515,6466,98898,5432,54528,3800,85628,4356,4131,975,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2970857,22106,1746899,15833,1370454,16554,1265961,17326,104493,6101,61390,4435,90470,5550,52420,3763,61959,3204,107958,5504,2248,870,1223958,14554,858303,14974,828983,14965,29320,3124,85516,4833,111745,5748,69277,4683,52476,3996,43925,3322,2716,825,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,409994,8369,226858,5480,148546,5011,137131,5143,11415,1667,11968,1488,11598,1555,14813,1705,23040,2362,16763,1777,130,157,183136,4810,115661,4660,110896,4630,4765,1022,18772,2036,6389,1422,22677,2219,12285,1788,7234,1216,118,100,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,418213,7211,259242,5090,189082,4595,172971,4655,16111,1938,8115,1371,14475,1669,10668,1557,10233,1386,26320,2420,349,294,158971,4431,105906,3758,102330,3837,3576,933,12956,1658,14390,1650,10669,1516,5046,926,9366,1629,638,349,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3999558,21191,2370786,15899,1881909,16223,1755188,16115,126721,5573,112294,4892,140572,6012,63864,3501,47847,3100,122378,5975,1922,621,1628772,17401,1152907,14287,1116354,14145,36553,2638,186865,6043,121835,5556,71812,3824,40405,2690,52421,3156,2527,794,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1956938,14440,1162522,11019,940870,11914,883964,11911,56906,3853,52686,3479,50425,3053,31890,2698,23080,1998,62533,4039,1038,412,794416,9866,576584,9440,561969,9562,14615,1783,93876,4502,51187,3133,32677,2684,15670,1814,22978,2149,1444,472,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,988769,8131,576185,4993,431726,5340,397679,5788,34047,2492,25822,2552,27530,1957,22370,2067,13162,1724,54601,3010,974,376,412584,5764,278282,5116,270666,5161,7616,940,50887,2609,28107,2264,28192,2280,7590,1061,18713,1622,813,344,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,910646,10414,543630,7554,406389,7658,380786,7913,25603,2078,23046,2095,34620,2939,17976,1648,15059,1727,45820,3157,720,468,367016,7159,240965,6169,233697,6108,7268,1210,39669,2457,33051,2254,22023,2243,12815,1509,17354,1992,1139,488,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1227419,13604,712128,9504,536104,9826,500441,9995,35663,2620,30811,2814,35955,3252,33381,2909,21834,2344,52602,2882,1441,718,515291,9996,352237,9375,342912,9049,9325,1462,53963,3133,35406,2868,42207,3567,13753,1766,16727,2184,998,383,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1139976,12109,658372,7959,504807,8989,467582,9032,37225,2921,19747,2004,39806,2606,32749,2933,17213,1867,42795,3369,1255,853,481604,8686,318776,8236,309212,8154,9564,1525,40848,3510,45925,3261,45999,3401,14794,2045,14464,1659,798,310,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,414589,6823,243319,4865,170155,4574,155090,4430,15065,1711,17195,1737,13428,1269,11312,1501,7295,1081,23494,2073,440,270,171270,4881,102894,4554,99260,4581,3634,897,30448,2095,14332,1586,9509,1322,4502,867,9304,1407,281,247,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1959618,17349,1096886,10791,757895,11894,701559,11642,56336,4145,64358,4169,60372,4368,39924,3382,127189,5651,46619,3213,529,320,862732,10984,502845,8851,482673,8621,20172,2322,101610,5081,66438,3858,50029,4013,114377,4863,26393,1982,1040,537,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2078769,17347,1214502,12308,916988,11272,855331,11951,61657,4040,79857,4868,64396,3765,43108,2887,28149,2492,81273,4297,731,454,864267,11747,586317,10622,572667,10721,13650,1697,130611,6715,57744,3606,40182,3585,17258,2020,31203,2698,952,445,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
