GEO_ID,B17001H_001E,B17001H_001M,B17001H_002E,B17001H_002M,B17001H_003E,B17001H_003M,B17001H_004E,B17001H_004M,B17001H_005E,B17001H_005M,B17001H_006E,B17001H_006M,B17001H_007E,B17001H_007M,B17001H_008E,B17001H_008M,B17001H_009E,B17001H_009M,B17001H_010E,B17001H_010M,B17001H_011E,B17001H_011M,B17001H_012E,B17001H_012M,B17001H_013E,B17001H_013M,B17001H_014E,B17001H_014M,B17001H_015E,B17001H_015M,B17001H_016E,B17001H_016M,B17001H_017E,B17001H_017M,B17001H_018E,B17001H_018M,B17001H_019E,B17001H_019M,B17001H_020E,B17001H_020M,B17001H_021E,B17001H_021M,B17001H_022E,B17001H_022M,B17001H_023E,B17001H_023M,B17001H_024E,B17001H_024M,B17001H_025E,B17001H_025M,B17001H_026E,B17001H_026M,B17001H_027E,B17001H_027M,B17001H_028E,B17001H_028M,B17001H_029E,B17001H_029M,B17001H_030E,B17001H_030M,B17001H_031E,B17001H_031M,B17001H_032E,B17001H_032M,B17001H_033E,B17001H_033M,B17001H_034E,B17001H_034M,B17001H_035E,B17001H_035M,B17001H_036E,B17001H_036M,B17001H_037E,B17001H_037M,B17001H_038E,B17001H_038M,B17001H_039E,B17001H_039M,B17001H_040E,B17001H_040M,B17001H_041E,B17001H_041M,B17001H_042E,B17001H_042M,B17001H_043E,B17001H_043M,B17001H_044E,B17001H_044M,B17001H_045E,B17001H_045M,B17001H_046E,B17001H_046M,B17001H_047E,B17001H_047M,B17001H_048E,B17001H_048M,B17001H_049E,B17001H_049M,B17001H_050E,B17001H_050M,B17001H_051E,B17001H_051M,B17001H_052E,B17001H_052M,B17001H_053E,B17001H_053M,B17001H_054E,B17001H_054M,B17001H_055E,B17001H_055M,B17001H_056E,B17001H_056M,B17001H_057E,B17001H_057M,B17001H_058E,B17001H_058M,B17001H_059E,B17001H_059M,NAME,B17001H_001MA,B17001H_001EA,B17001H_002EA,B17001H_002MA,B17001H_003EA,B17001H_003MA,B17001H_004EA,B17001H_004MA,B17001H_005MA,B17001H_005EA,B17001H_006MA,B17001H_006EA,B17001H_007MA,B17001H_007EA,B17001H_008MA,B17001H_008EA,B17001H_009MA,B17001H_009EA,B17001H_010EA,B17001H_010MA,B17001H_011MA,B17001H_011EA,B17001H_012MA,B17001H_012EA,B17001H_013MA,B17001H_013EA,B17001H_014EA,B17001H_014MA,B17001H_015EA,B17001H_015MA,B17001H_016MA,B17001H_016EA,B17001H_017MA,B17001H_017EA,B17001H_018MA,B17001H_018EA,B17001H_019EA,B17001H_019MA,B17001H_020MA,B17001H_020EA,B17001H_021MA,B17001H_021EA,B17001H_022MA,B17001H_022EA,B17001H_023MA,B17001H_023EA,B17001H_024EA,B17001H_024MA,B17001H_025EA,B17001H_025MA,B17001H_026MA,B17001H_026EA,B17001H_027MA,B17001H_027EA,B17001H_028MA,B17001H_028EA,B17001H_029MA,B17001H_029EA,B17001H_030EA,B17001H_030MA,B17001H_031MA,B17001H_031EA,B17001H_032MA,B17001H_032EA,B17001H_033MA,B17001H_033EA,B17001H_034MA,B17001H_034EA,B17001H_035EA,B17001H_035MA,B17001H_036EA,B17001H_036MA,B17001H_037MA,B17001H_037EA,B17001H_038MA,B17001H_038EA,B17001H_039EA,B17001H_039MA,B17001H_040MA,B17001H_040EA,B17001H_041EA,B17001H_041MA,B17001H_042MA,B17001H_042EA,B17001H_043MA,B17001H_043EA,B17001H_044EA,B17001H_044MA,B17001H_045MA,B17001H_045EA,B17001H_046EA,B17001H_046MA,B17001H_047EA,B17001H_047MA,B17001H_048MA,B17001H_048EA,B17001H_049MA,B17001H_049EA,B17001H_050EA,B17001H_050MA,B17001H_051MA,B17001H_051EA,B17001H_052EA,B17001H_052MA,B17001H_053MA,B17001H_053EA,B17001H_054EA,B17001H_054MA,B17001H_055MA,B17001H_055EA,B17001H_056MA,B17001H_056EA,B17001H_057MA,B17001H_057EA,B17001H_058EA,B17001H_058MA,B17001H_059EA,B17001H_059MA,state
0400000US01,3107305,2893,349511,13488,150247,6738,16251,2165,2903,910,16039,2136,6735,1325,2565,806,5238,1228,23163,2545,17377,2107,15519,1963,19174,1991,13052,1617,6471,1206,5760,998,199264,8413,12333,1649,3348,1079,13542,2385,6662,1339,2269,676,4132,879,31907,2559,28861,2989,22700,2366,21446,2309,20240,1948,10876,1367,20948,2008,2757794,13679,1371142,6703,77474,2365,17588,1654,98817,3978,53389,3086,20119,1741,36240,1869,113909,3104,168683,3335,205251,2331,214151,2281,177363,1671,112507,1600,75651,1347,1386652,8911,73775,2206,14339,1623,96776,3115,48737,2940,18635,1898,34754,2042,95079,2820,164288,3163,200334,2586,217740,2424,183883,2029,128163,1376,110149,2378,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,434492,1516,29004,4328,13159,2446,1221,671,79,82,1785,842,245,170,367,397,425,313,2536,963,734,353,1842,816,2287,731,1317,514,187,163,134,116,15845,2557,1030,446,74,107,1397,590,982,535,298,252,420,259,1784,760,3595,1338,1934,656,2141,595,1324,600,222,173,644,330,405488,4443,212656,2554,12338,646,3021,727,16145,1380,7203,1206,3161,683,5762,754,19799,1360,31428,584,32748,775,38859,788,26984,585,9860,238,5348,311,192832,2742,11466,525,1659,511,14773,1106,7194,1001,2793,647,5969,705,15684,1173,27849,1320,30645,844,36887,704,22559,608,8963,231,6391,375,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3610117,8827,304653,13463,134054,7956,9220,1816,2410,924,8648,2159,4286,1040,2289,835,3642,1064,27650,3459,11358,1998,16857,2447,17602,2338,17087,2304,6916,1401,6089,1247,170599,8272,10014,2002,1957,789,9897,2180,4899,1304,1544,714,4840,1107,30861,3204,19662,2559,19253,2297,21950,2212,19626,2276,11002,1628,15094,1706,3305464,14844,1638376,8811,91570,2090,19532,2467,107533,4057,57942,3695,20063,1776,41591,1789,117962,5166,213475,2422,232658,2722,246454,2538,210477,2304,145518,1455,133601,1479,1667088,8486,86044,2110,17041,1853,102653,3797,53353,3045,19575,1918,37225,1998,108592,4017,202094,2724,228854,2399,252624,2186,227743,2386,161547,1703,169743,1975,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2090241,2779,278415,12130,116195,6575,13850,1888,2459,731,11877,1695,5403,1258,3010,872,4057,884,15999,2405,12984,1910,15833,2049,11979,1506,10304,1350,4529,811,3911,749,162220,7325,12239,1613,2615,719,14169,2018,5452,1186,1989,541,4665,1020,21977,2350,25507,2545,18397,2212,17699,2257,13061,1503,10314,1300,14136,1462,1811826,11973,906895,6780,51001,2148,13109,1474,62783,2694,33578,2090,11522,1239,25102,1759,74225,2880,115784,2227,129188,1993,138404,1795,118292,1488,77601,869,56306,955,904931,7633,49454,1858,10972,1418,62333,3041,27395,2224,11422,1431,22887,1743,61924,2509,107345,2757,128542,2329,137165,2242,125154,1522,84356,1395,75982,1639,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15266962,13492,1236718,31903,553799,19060,33249,3801,5780,1361,41382,4601,21255,3025,7587,1526,15542,2326,107890,7325,61467,5234,68146,4597,75481,5147,63028,3306,25714,2541,27278,2698,682919,17426,32709,3817,5149,1162,39286,3793,16451,2357,9053,1306,14404,2398,123825,6606,92301,6327,86979,4841,88129,5390,72990,4283,36426,2966,65217,3540,14030244,34230,6986340,20921,349237,4553,67945,4056,437466,8828,247762,6572,88397,4086,182519,3774,542324,8328,834608,5901,1089658,4940,1223036,5196,917407,3562,534579,2996,471402,2666,7043904,18074,330611,3798,60848,3750,419746,7323,233113,6519,82219,3895,172635,4438,496160,7326,783945,6548,1043140,5592,1199276,5669,945110,4499,595002,3303,682099,4137,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3333955,3668,273544,13018,124739,7323,10067,1844,1828,740,9491,1578,4241,1028,1035,466,2842,924,28909,3431,17908,2558,14450,2133,14970,1644,10820,1376,4498,1040,3680,782,148805,8409,9354,1666,2367,1043,9249,1758,5081,1318,1154,528,3107,853,31284,3246,22476,2636,15285,1770,17126,1999,12303,1473,7524,1284,12495,1493,3060411,13525,1530131,7764,91015,2129,18715,2056,108809,3099,56372,3549,19801,1592,41695,1915,116221,3553,213941,2922,244996,2375,265322,1823,189339,1486,95967,1076,67938,961,1530280,8636,83960,1857,16447,1764,101677,3545,53376,2889,19074,1620,40319,1981,108819,3291,202873,2942,242868,2087,269988,2098,192577,1591,102623,1538,95679,1742,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2535501,3279,128626,7843,50786,3935,2683,879,1245,915,4190,1173,2557,995,506,400,1998,882,5294,1575,4849,1282,7128,1420,7635,1340,6360,1121,3176,790,3165,707,77840,5050,3963,1245,524,360,3900,1065,2480,906,958,499,2277,822,12608,1834,8066,1529,9780,1499,11114,1625,9237,1540,4352,881,8581,1132,2406875,8287,1181077,4477,62543,905,16413,1701,85944,3108,46689,2602,18263,1620,32973,1847,89080,1755,122206,1419,187365,1601,210147,1507,151144,1241,84501,932,73809,1042,1225798,5288,57853,1329,11928,1354,85317,2605,45636,2649,16251,1684,31596,1788,76130,2335,119944,1653,193032,1547,213717,1727,160115,1456,97685,1018,116594,1504,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,571124,1368,42923,5298,17345,2823,1305,602,586,373,1771,812,494,368,428,327,594,475,3474,1030,2045,778,1712,670,2500,792,1063,462,855,530,518,264,25578,3330,1607,912,55,89,1486,725,317,300,227,222,729,413,5622,1333,3214,1073,3414,1092,3047,854,2118,663,1340,562,2402,803,528201,5561,261122,3001,14888,602,2167,627,17865,1192,9991,1149,3281,560,7269,673,20156,1150,30304,927,39260,846,41941,805,34925,499,21657,545,17418,330,267079,3596,13155,999,3507,894,16822,1418,9488,1307,4425,646,5259,651,17673,1406,30907,1097,38376,1199,42872,865,36534,720,25002,616,23059,900,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,168014,997,13623,2313,7128,1615,251,303,0,292,146,253,60,99,0,292,0,292,2006,800,1929,689,850,500,783,505,829,483,130,168,144,160,6495,1550,0,292,0,292,174,204,0,292,0,292,0,292,3182,1158,1667,772,339,359,359,260,427,271,194,152,153,182,154391,2325,74464,2153,3604,303,662,398,2315,726,1030,517,404,240,712,240,3850,1182,18388,823,15619,500,10274,508,9042,520,5188,186,3376,324,79927,1675,3747,292,536,295,2278,442,845,316,443,256,507,228,8041,1245,21665,808,13061,407,8822,316,9956,271,4653,192,5373,272,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10820838,10465,950967,25741,403689,14103,33864,4014,5509,1320,31538,3776,15916,2220,6022,1222,12445,1913,59516,5104,40839,4215,40902,3735,51738,3435,51645,3723,25476,2634,28279,2780,547278,15261,28939,3178,4647,1198,31706,3298,12730,1704,6429,1767,14825,2439,81595,4737,63467,4960,63743,4704,64653,3990,62577,4747,43681,3214,68286,4600,9869871,27823,4871449,14681,229512,4270,44831,3425,303197,6036,158824,5409,57786,3161,120794,3667,334442,5209,532448,4939,695956,4126,752795,4405,655499,3991,480861,2911,504504,2859,4998422,16451,216977,3959,45885,3555,284448,6980,152911,4925,56919,3454,106457,3609,302445,5051,510998,5814,668489,5032,762253,4245,699930,4842,538521,3417,652189,5106,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
