GEO_ID,B99194_001E,B99194_002E,B99194_003E,B99194_004E,B99194_005E,B99194_006E,B99194_007E,B99194_008E,NAME,B99194_001EA,B99194_002EA,B99194_003EA,B99194_004EA,B99194_005EA,B99194_006EA,B99194_007EA,B99194_008EA,state
0400000US01,573200,437397,9090,6453,5256,8209,15777,91018,Alabama,null,null,null,null,null,null,null,null,01
0400000US02,71939,59949,594,1216,871,1561,3935,3813,Alaska,null,null,null,null,null,null,null,null,02
0400000US04,748723,569913,10823,8452,6769,13443,21040,118283,Arizona,null,null,null,null,null,null,null,null,04
0400000US05,345233,266295,6412,4404,3102,5174,9052,50794,Arkansas,null,null,null,null,null,null,null,null,05
0400000US06,3847434,2984976,61428,48553,41807,80652,141558,488460,California,null,null,null,null,null,null,null,null,06
0400000US08,650765,523809,9723,8385,4297,11856,18075,74620,Colorado,null,null,null,null,null,null,null,null,08
0400000US09,431095,324449,5814,8767,5414,6240,16208,64203,Connecticut,null,null,null,null,null,null,null,null,09
0400000US10,106545,81518,1389,1765,734,1912,2685,16542,Delaware,null,null,null,null,null,null,null,null,10
0400000US11,141697,110392,2217,2176,979,1632,5119,19182,District of Columbia,null,null,null,null,null,null,null,null,11
0400000US12,2473068,1855679,42732,35476,24049,48830,79262,387040,Florida,null,null,null,null,null,null,null,null,12
0400000US13,1080069,804217,17710,11291,9030,17133,28639,192049,Georgia,null,null,null,null,null,null,null,null,13
0400000US15,131530,100913,1719,1827,1477,2809,4209,18576,Hawaii,null,null,null,null,null,null,null,null,15
0400000US16,165869,134932,2204,2236,1615,3836,5827,15219,Idaho,null,null,null,null,null,null,null,null,16
0400000US17,1577910,1195181,25271,24121,13680,24538,46924,248195,Illinois,null,null,null,null,null,null,null,null,17
0400000US18,790243,624849,12566,11916,6956,12261,21541,100154,Indiana,null,null,null,null,null,null,null,null,18
0400000US19,411795,326694,5562,5550,4285,7848,14500,47356,Iowa,null,null,null,null,null,null,null,null,19
0400000US20,363735,295204,4852,4497,3981,5797,11086,38318,Kansas,null,null,null,null,null,null,null,null,20
0400000US21,545507,426483,7147,5322,4297,7784,13372,81102,Kentucky,null,null,null,null,null,null,null,null,21
0400000US22,492410,366343,8395,5697,5797,6581,15634,83963,Louisiana,null,null,null,null,null,null,null,null,22
0400000US23,189933,154401,2446,3662,2460,2459,6569,17936,Maine,null,null,null,null,null,null,null,null,23
0400000US24,683376,541544,9641,11985,6055,9385,22162,82604,Maryland,null,null,null,null,null,null,null,null,24
0400000US25,880512,648919,15771,13439,7687,14728,31673,148295,Massachusetts,null,null,null,null,null,null,null,null,25
0400000US26,1289916,1002148,21273,17039,10684,21776,32983,184013,Michigan,null,null,null,null,null,null,null,null,26
0400000US27,711846,575714,8994,10439,7333,14085,22503,72778,Minnesota,null,null,null,null,null,null,null,null,27
0400000US28,333533,256256,5180,2288,1877,3940,10128,53864,Mississippi,null,null,null,null,null,null,null,null,28
0400000US29,786167,613822,10445,10139,6305,12848,18729,113879,Missouri,null,null,null,null,null,null,null,null,29
0400000US30,131778,103126,2208,2277,1403,2807,3611,16346,Montana,null,null,null,null,null,null,null,null,30
0400000US31,238480,193481,3553,3801,2809,4578,6563,23695,Nebraska,null,null,null,null,null,null,null,null,31
0400000US32,324479,252374,3390,3578,3522,6125,9637,45853,Nevada,null,null,null,null,null,null,null,null,32
0400000US33,168994,130908,2079,3029,1910,1966,7415,21687,New Hampshire,null,null,null,null,null,null,null,null,33
0400000US34,955086,725028,15114,12622,8074,15300,29051,149897,New Jersey,null,null,null,null,null,null,null,null,34
0400000US35,248603,197565,4484,2201,2080,4841,5826,31606,New Mexico,null,null,null,null,null,null,null,null,35
0400000US36,2514435,1876540,42040,37444,23217,41738,79107,414349,New York,null,null,null,null,null,null,null,null,36
0400000US37,1143612,883659,16890,12604,8937,19338,33603,168581,North Carolina,null,null,null,null,null,null,null,null,37
0400000US38,103330,80047,1562,792,1217,1951,3145,14616,North Dakota,null,null,null,null,null,null,null,null,38
0400000US39,1546145,1219637,22522,18373,12255,24467,38452,210439,Ohio,null,null,null,null,null,null,null,null,39
0400000US40,458214,365301,7739,4713,4609,5858,11749,58245,Oklahoma,null,null,null,null,null,null,null,null,40
0400000US41,522591,414659,8551,5425,6030,8603,16267,63056,Oregon,null,null,null,null,null,null,null,null,41
0400000US42,1671268,1271561,28431,24534,15038,27627,43033,261044,Pennsylvania,null,null,null,null,null,null,null,null,42
0400000US44,143275,105439,2165,2499,1932,4064,4795,22381,Rhode Island,null,null,null,null,null,null,null,null,44
0400000US45,534254,392189,9267,5467,3880,8550,15689,99212,South Carolina,null,null,null,null,null,null,null,null,45
0400000US46,106513,86658,990,1659,1255,1981,3201,10769,South Dakota,null,null,null,null,null,null,null,null,46
0400000US47,778107,592768,12923,7196,5406,12762,21698,125354,Tennessee,null,null,null,null,null,null,null,null,47
0400000US48,2422871,1912830,31384,27369,21113,33221,68547,328407,Texas,null,null,null,null,null,null,null,null,48
0400000US49,199323,156738,3981,2305,3224,3881,7116,22078,Utah,null,null,null,null,null,null,null,null,49
0400000US50,91087,73135,1120,1851,1309,1597,3262,8813,Vermont,null,null,null,null,null,null,null,null,50
0400000US51,965180,753947,14433,10954,8276,14670,26383,136517,Virginia,null,null,null,null,null,null,null,null,51
0400000US53,876765,709415,12967,11160,9466,15023,27394,91340,Washington,null,null,null,null,null,null,null,null,53
0400000US54,240683,182838,3199,3604,2457,4347,5380,38858,West Virginia,null,null,null,null,null,null,null,null,54
0400000US55,773746,610452,11508,10708,7786,14198,22144,96950,Wisconsin,null,null,null,null,null,null,null,null,55
0400000US56,70467,57366,584,949,651,1017,3014,6886,Wyoming,null,null,null,null,null,null,null,null,56
0400000US72,300856,264728,3682,900,834,2437,4744,23531,Puerto Rico,null,null,null,null,null,null,null,null,72
