GEO_ID,B25118_001E,B25118_001M,B25118_002E,B25118_002M,B25118_003E,B25118_003M,B25118_004E,B25118_004M,B25118_005E,B25118_005M,B25118_006E,B25118_006M,B25118_007E,B25118_007M,B25118_008E,B25118_008M,B25118_009E,B25118_009M,B25118_010E,B25118_010M,B25118_011E,B25118_011M,B25118_012E,B25118_012M,B25118_013E,B25118_013M,B25118_014E,B25118_014M,B25118_015E,B25118_015M,B25118_016E,B25118_016M,B25118_017E,B25118_017M,B25118_018E,B25118_018M,B25118_019E,B25118_019M,B25118_020E,B25118_020M,B25118_021E,B25118_021M,B25118_022E,B25118_022M,B25118_023E,B25118_023M,B25118_024E,B25118_024M,B25118_025E,B25118_025M,NAME,B25118_001MA,B25118_001EA,B25118_002MA,B25118_002EA,B25118_003MA,B25118_003EA,B25118_004EA,B25118_004MA,B25118_005EA,B25118_005MA,B25118_006MA,B25118_006EA,B25118_007MA,B25118_007EA,B25118_008MA,B25118_008EA,B25118_009MA,B25118_009EA,B25118_010EA,B25118_010MA,B25118_011MA,B25118_011EA,B25118_012EA,B25118_012MA,B25118_013MA,B25118_013EA,B25118_014MA,B25118_014EA,B25118_015EA,B25118_015MA,B25118_016EA,B25118_016MA,B25118_017MA,B25118_017EA,B25118_018MA,B25118_018EA,B25118_019MA,B25118_019EA,B25118_020EA,B25118_020MA,B25118_021EA,B25118_021MA,B25118_022MA,B25118_022EA,B25118_023MA,B25118_023EA,B25118_024MA,B25118_024EA,B25118_025MA,B25118_025EA,state
0400000US01,1796058,10547,1289272,11970,31754,2533,62352,3835,74639,3948,74843,4125,75259,3950,152143,5786,196121,5955,261873,7025,158896,6264,130064,5067,71328,3145,506786,9952,49239,3874,71126,4197,61495,4018,53386,3997,48246,3449,69958,3923,67194,4582,55203,4257,18255,2583,9080,1550,3604,1127,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,229878,2779,148249,3302,2167,598,2906,804,5236,997,3804,835,4527,688,9921,1223,16971,1662,30920,2103,26832,2050,28012,2129,16953,1550,81629,2772,3201,754,2583,742,6920,1379,5531,1160,5529,1209,11047,1599,16096,1919,15705,1703,8096,1361,4796,999,2125,610,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2224992,11475,1523041,12956,32207,2926,33435,3013,58837,3466,63515,4164,74179,3693,153252,5837,237388,6674,317994,7480,213599,6277,206544,6005,132091,5695,701951,12863,40855,4379,51473,3996,60509,4430,57042,4314,67387,5152,109909,5895,124080,6636,112467,6001,40898,3515,28242,3053,9089,1573,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1103428,7576,753412,8763,16467,1980,31032,2698,43744,2744,49246,3030,49090,3418,95722,4494,129757,4912,155179,5056,88787,4127,62378,3024,32010,2377,350016,7559,30600,3177,45235,3427,43776,3448,37821,3709,32869,3454,52833,3168,50557,3589,37367,3163,11393,1935,5207,1269,2358,754,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12151227,18090,7102197,26399,102085,4618,109964,5234,204528,6358,216215,6940,240030,7649,511219,8691,814459,11970,1329475,14386,1092248,15616,1346847,16245,1135127,13814,5049030,24989,229948,7923,283387,8805,431213,11172,385639,12340,385974,8589,662121,14458,815974,15289,893536,15741,448496,12011,349826,10898,162916,6490,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1846988,9333,1269421,10162,19066,2290,22641,2179,37121,3146,37469,2882,51913,2917,103726,4703,177025,6829,265234,7253,205366,6966,209532,5574,140328,4558,577567,10807,40200,3247,45089,3132,54240,3872,47275,3760,52952,3699,95089,6039,98838,5873,86743,5338,31427,3435,18965,2219,6749,1355,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1325443,5814,921382,7687,9044,1397,9637,1350,21668,1916,22244,2088,27293,2275,61027,3158,99903,4027,178466,5646,156693,5363,182126,6178,153281,4734,404061,6979,23108,2421,33403,3079,36827,3204,29802,2595,31231,3230,53153,3511,65332,3999,68192,4059,29988,2488,20468,2117,12557,2094,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,320110,3955,238194,3604,2657,704,4280,1063,8113,1286,9149,1272,10706,1456,23328,1871,35310,2650,50218,3063,35704,2686,38347,2828,20382,1850,81916,3849,5083,998,7482,1527,6157,1182,6946,1667,7583,1223,8256,1646,15705,2476,13421,1940,7042,1411,3051,897,1190,635,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,250456,3518,114586,3453,2676,777,2354,729,2353,599,3197,905,3287,738,6528,1195,11737,1490,17183,1781,16202,1625,20048,2348,29021,2169,135870,4564,12877,2366,14607,1942,8988,1519,7832,1740,8736,1734,15224,2242,19854,2028,22368,2264,10166,1779,9284,1576,5934,1061,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106042,22495,4994101,23446,108420,6164,141190,6410,228808,6802,248508,6976,265538,8602,540803,11408,765893,13116,1037083,14742,649293,10785,604447,12161,404118,9451,2111941,22368,122189,5750,171403,7843,194780,6749,181244,7411,187278,7223,338278,9395,362505,10723,323206,9553,127117,6914,75836,5532,28105,2727,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3376763,13781,2285179,17167,42501,3202,67081,3786,91652,4499,93449,4218,98463,4737,219072,7002,327776,9997,489631,11046,333990,9054,316555,8313,205009,6588,1091584,16605,81375,5084,104899,5299,111406,6232,95829,5763,95691,5887,168986,6956,182825,8342,152625,8176,53711,4292,31475,3322,12762,1810,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,432632,4384,257599,4950,3449,1062,4880,1040,6668,1189,7509,1651,7668,1176,15417,1634,30075,2331,49031,2730,42932,2988,52880,3235,37090,2574,175033,4748,8090,1455,12226,1794,10193,1766,8755,1545,11668,1658,20563,2261,28393,2905,37200,3181,18901,2101,14068,1855,4976,1197,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,548555,3560,390982,4444,5846,1057,10404,1558,17933,1754,18090,1785,20617,2056,47781,2801,65996,3414,94724,3796,51102,3092,39611,2577,18878,1754,157573,4661,7761,1530,14417,1651,16818,2247,16288,1639,16614,2190,28959,2579,25156,2088,21218,2428,7078,1585,2301,870,963,487,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4724252,12168,3301367,17286,49013,3273,60917,3180,109090,4900,119147,4446,136065,4866,280320,8349,454745,8121,716376,11077,509116,10173,516834,9001,349744,8267,1422885,14359,108510,4934,137433,6233,144464,5999,125448,6345,116973,5954,193685,6765,221052,9084,216410,8038,85362,5181,53483,3841,20065,2367,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2435274,11216,1756328,13334,26663,2489,37542,2463,63396,3409,76523,3615,91380,3946,192224,5833,285099,7545,422579,9118,266513,7400,199239,5872,95170,4148,678946,11714,52198,3643,75916,3982,78899,4297,65261,4183,68150,4229,106709,5428,106209,5630,84017,4740,25373,2625,12873,2023,3341,1034,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1208765,6039,885969,8474,10983,1616,19255,1838,36147,2559,38159,2699,47220,2590,102077,3946,154438,4932,213685,5192,126818,4379,93743,3387,43444,2440,322796,6591,23084,2320,33698,2658,41307,2956,31169,2718,31059,2808,52098,3559,54051,3603,36875,2610,11830,1442,4851,1154,2774,742,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1088288,6040,761022,7416,10309,1401,18295,1611,30220,1839,33849,2388,38428,2506,81383,3477,119608,4302,171987,4508,114348,4345,93276,3657,49319,2939,327266,6238,20410,2172,33263,2248,36409,2847,30790,2712,30129,2788,54458,3376,55993,3681,40740,3023,14798,1883,8085,1555,2191,840,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1651911,8409,1167081,10490,24337,2803,51910,3837,69447,3745,65477,3840,72449,3828,129635,5423,187903,5882,245743,6609,145918,4710,118124,4904,56138,3581,484830,8729,44720,3332,68089,4561,59773,4016,48353,3413,44230,3467,64348,4082,73491,4870,52908,3535,16499,2388,9801,1923,2618,928,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1564978,7812,1071667,10774,27320,2526,47171,3165,64690,3926,60732,3905,61639,3493,117761,4628,161301,5950,215131,7093,138449,4712,114881,3919,62592,3682,493311,9057,46740,3727,68544,5089,61725,4221,44438,3662,41939,3176,69727,4664,64720,4637,58677,4126,19162,2374,11424,1729,6215,1382,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,548247,3968,399076,5723,6030,927,12095,1456,18520,1804,18974,1789,20341,1849,46475,2690,65646,3283,92458,4095,56699,3659,41843,2369,19995,1835,149171,5616,6728,1104,19465,1745,21331,2470,16805,2112,13756,1850,21534,2493,22602,2369,18450,1788,5576,1296,1979,695,945,421,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2089031,6574,1450411,12170,15513,1915,20756,1812,30645,2292,35645,2981,40147,3023,92077,4854,155363,5566,280352,7592,241482,7686,303861,7503,234570,6682,638620,10342,26621,2412,42968,3193,46889,3840,38210,2786,38629,3645,88976,5508,111560,5823,128844,6105,59756,3980,43111,3535,13056,2066,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
