GEO_ID,B24091_001E,B24091_001M,B24091_002E,B24091_002M,B24091_003E,B24091_003M,B24091_004E,B24091_004M,B24091_005E,B24091_005M,B24091_006E,B24091_006M,B24091_007E,B24091_007M,B24091_008E,B24091_008M,B24091_009E,B24091_009M,B24091_010E,B24091_010M,NAME,B24091_001EA,B24091_001MA,B24091_002MA,B24091_002EA,B24091_003MA,B24091_003EA,B24091_004MA,B24091_004EA,B24091_005EA,B24091_005MA,B24091_006EA,B24091_006MA,B24091_007EA,B24091_007MA,B24091_008MA,B24091_008EA,B24091_009MA,B24091_009EA,B24091_010MA,B24091_010EA,state
0400000US01,33518,594,32230,250,31851,266,50547,2382,31933,932,34673,1295,36723,1195,54039,2897,31427,1255,25021,1969,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,42434,1244,41029,854,40651,879,65951,18617,41087,1581,50370,3683,49945,1634,47278,5975,34564,8888,10369,11409,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,36648,259,36103,325,35544,328,58358,5951,36984,1271,39249,1614,37769,1335,49601,2055,32303,3634,19050,9068,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,30892,262,30409,346,30039,450,47006,6811,32399,1727,31053,714,33879,2218,46712,2225,26363,1506,16887,24931,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,41470,118,40026,181,38619,326,67638,3699,44250,1046,51507,480,51923,515,51562,510,40085,1031,23924,2532,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,41156,285,40776,302,40196,346,52279,3558,39754,1409,41662,876,45244,1484,53881,2213,35414,1699,12094,3695,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,48714,1143,47369,852,46746,597,70396,5537,45609,1599,50964,1110,57626,2157,53242,2207,45464,3192,51329,1107,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,40679,537,40386,797,40183,986,52860,7561,40236,2418,40914,1281,41195,1352,49230,4332,40339,3578,2499,0,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,***,"2,500-",10
0400000US11,49853,1511,44293,2870,42908,2589,100001,0,46623,2812,45252,4094,42222,11669,68336,5046,51996,14462,12026,181492,District of Columbia,null,null,null,null,null,null,***,"100,000+",null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,34863,308,33692,388,32410,165,50372,599,35027,602,39230,758,35496,907,48379,1557,30162,1058,21987,3104,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,36620,248,36354,298,35691,320,52052,784,37675,1555,36471,669,35490,812,49505,1353,31555,619,21699,10298,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,38613,1137,36053,692,35458,706,58996,14023,39694,2170,42144,2655,42414,1901,45923,2739,39890,3827,7432,19288,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,33229,1044,32029,526,31550,504,45420,5766,35242,2047,35282,2222,38299,2737,48824,3724,31607,1111,11024,5361,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,41230,188,40683,206,40205,211,59769,4390,40716,569,46284,835,45375,1023,51608,763,33183,2639,14850,3575,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,36561,240,36478,267,36116,281,51167,1165,35926,958,36448,719,36607,1093,50473,1051,31055,1005,28410,11983,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,35140,332,34404,510,33955,494,45472,3689,32881,1548,38100,1154,42078,765,50653,1057,26972,1217,21261,8545,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,35827,304,36052,352,35673,365,47102,4725,35263,1305,35803,1009,33868,1105,46599,1046,29445,3317,22418,19641,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,34852,464,34409,601,33793,575,50274,2211,35965,1217,34301,1539,36399,1026,45779,1677,30144,1687,25426,23675,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,34059,440,33778,582,32942,593,50360,3907,32021,1305,32083,941,34836,1479,45033,1893,37002,2819,51568,50377,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,35359,468,34821,850,34181,918,42189,4212,35442,1179,36852,1671,37788,2945,50533,1952,28356,3331,21098,40331,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,46989,336,43954,895,42734,842,60369,3766,47730,1574,46496,1334,45085,1610,70881,927,41581,1179,30752,9503,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,46882,339,46151,378,45516,388,61674,3029,46885,1227,51086,653,51281,888,53417,2679,41486,976,25612,1691,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,41242,180,40851,212,40485,219,53873,2951,40429,635,45324,789,47848,1280,50576,1110,30305,1060,23479,9478,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,41401,194,41317,254,40910,271,55036,3168,41015,705,42443,1018,47025,1130,50879,1207,31876,921,12873,2692,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,31107,338,30630,409,30330,431,50087,7233,34196,1817,29545,1693,31348,943,46508,3286,31350,2015,27616,13590,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,35242,292,35291,334,34718,513,51941,1492,35323,816,35690,948,32037,546,49596,1543,26861,1079,10850,3152,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,31568,471,30706,671,30264,681,40879,2168,34155,3809,31766,1027,35695,2483,46478,2587,27003,1453,14861,15434,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,33846,676,33585,798,33054,790,44992,6414,35603,1267,36186,972,35659,1382,47203,1519,24543,1302,21198,10141,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,36884,406,35481,442,34971,665,65502,4607,40302,4154,50587,1478,45062,2803,48517,1890,37389,3961,30359,12677,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,41610,441,41728,532,41369,508,60023,8503,37366,2018,40466,2122,40988,2136,57787,5754,41052,813,51342,10807,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,47708,439,47021,314,46414,310,61903,1980,46631,972,50286,674,51536,1104,53811,2307,44113,4610,22254,14094,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,33199,930,31239,608,30730,670,45701,7897,36375,2278,33034,2169,36898,1182,51873,1799,26373,3469,11836,21560,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,41546,144,40562,168,40100,182,55223,2669,41231,464,48281,913,49782,1201,51119,648,31563,471,27447,8756,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,34799,360,34060,477,33187,481,51374,971,39747,1437,34146,939,35929,816,45230,2357,30948,698,20623,6549,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,32429,793,32625,1134,32213,825,46937,7994,32175,2843,31582,1202,34678,2331,46399,2199,26202,1365,10800,8713,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
