GEO_ID,B17020H_001E,B17020H_001M,B17020H_002E,B17020H_002M,B17020H_003E,B17020H_003M,B17020H_004E,B17020H_004M,B17020H_005E,B17020H_005M,B17020H_006E,B17020H_006M,B17020H_007E,B17020H_007M,B17020H_008E,B17020H_008M,B17020H_009E,B17020H_009M,B17020H_010E,B17020H_010M,B17020H_011E,B17020H_011M,B17020H_012E,B17020H_012M,B17020H_013E,B17020H_013M,B17020H_014E,B17020H_014M,B17020H_015E,B17020H_015M,B17020H_016E,B17020H_016M,B17020H_017E,B17020H_017M,NAME,B17020H_001MA,B17020H_001EA,B17020H_002EA,B17020H_002MA,B17020H_003EA,B17020H_003MA,B17020H_004MA,B17020H_004EA,B17020H_005EA,B17020H_005MA,B17020H_006MA,B17020H_006EA,B17020H_007MA,B17020H_007EA,B17020H_008EA,B17020H_008MA,B17020H_009MA,B17020H_009EA,B17020H_010EA,B17020H_010MA,B17020H_011EA,B17020H_011MA,B17020H_012MA,B17020H_012EA,B17020H_013EA,B17020H_013MA,B17020H_014EA,B17020H_014MA,B17020H_015EA,B17020H_015MA,B17020H_016EA,B17020H_016MA,B17020H_017MA,B17020H_017EA,state
0400000US01,3107305,2893,349511,13488,28584,3025,6251,1375,29581,3597,27601,3009,213439,7953,17347,1983,26708,2529,2757794,13679,151249,2977,31927,2411,195593,4438,211874,4599,1740681,8059,240670,2262,185800,2787,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,434492,1516,29004,4328,2251,856,153,148,3182,1126,2737,897,19494,2748,409,233,778,327,405488,4443,23804,863,4680,930,30918,1854,32082,1753,283442,2897,18823,358,11739,424,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3610117,8827,304653,13463,19234,2893,4367,1230,18545,3575,21500,3097,201906,9112,17918,2462,21183,2163,3305464,14844,177614,3265,36573,3066,210186,4915,229749,4827,2040933,9628,307065,2572,303344,2512,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2090241,2779,278415,12130,26089,2772,5074,1063,26046,2974,24576,2828,163740,7054,14843,1686,18047,1758,1811826,11973,100455,2475,24081,2189,125116,4402,131906,3580,1136023,7324,161957,1773,132288,1960,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15266962,13492,1236718,31903,65958,5887,10929,1796,80668,6496,84292,6853,840236,21043,62140,3612,92495,4237,14030244,34230,679848,6011,128793,5869,857212,12536,1006645,10703,9074664,23306,1129581,4275,1153501,4737,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3333955,3668,273544,13018,19421,2864,4195,1271,18740,2736,17460,2607,185531,7696,12022,1795,16175,1796,3060411,13525,174975,3165,35162,2469,210486,4697,230637,4365,2046944,8257,198590,2079,163617,2002,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2535501,3279,128626,7843,6646,1595,1769,988,8090,1674,10776,2355,82071,5006,7528,1249,11746,1407,2406875,8287,120396,1779,28341,2221,171261,4417,191408,4301,1522880,5032,182186,1402,190403,1609,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,571124,1368,42923,5298,2912,1124,641,386,3257,1381,2789,1039,28209,3345,2195,839,2920,835,528201,5561,28043,1193,5674,1054,34687,1851,39713,1975,332948,3364,46659,852,40477,849,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,168014,997,13623,2313,251,303,0,292,320,409,60,99,12371,1962,324,227,297,250,154391,2325,7351,303,1198,491,4593,893,3941,639,118718,1942,9841,268,8749,392,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10820838,10465,950967,25741,62803,5479,10156,1835,63244,5620,68367,4874,580675,15543,69157,4840,96565,5892,9869871,27823,446489,6240,90716,5020,587645,9607,653691,8268,5915255,15490,1019382,5225,1156693,6097,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
