GEO_ID,B13004A_001E,B13004A_001M,B13004A_002E,B13004A_002M,B13004A_003E,B13004A_003M,B13004A_004E,B13004A_004M,B13004A_005E,B13004A_005M,B13004A_006E,B13004A_006M,B13004A_007E,B13004A_007M,NAME,B13004A_001MA,B13004A_001EA,B13004A_002EA,B13004A_002MA,B13004A_003EA,B13004A_003MA,B13004A_004EA,B13004A_004MA,B13004A_005MA,B13004A_005EA,B13004A_006MA,B13004A_006EA,B13004A_007EA,B13004A_007MA,state
0400000US13,1462841,4935,76984,4644,58125,3846,18859,2758,1385857,6077,750260,9972,635597,10822,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,82021,1403,3301,866,2536,768,765,434,78720,1694,40604,2426,38116,2390,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,334302,2253,23336,2333,18214,1961,5122,1315,310966,3178,171845,4600,139121,4370,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2265066,7983,114740,5070,87553,4012,27187,2381,2150326,8775,1096170,11111,1054156,10848,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1348579,4064,71825,4485,49796,3641,22029,2472,1276754,5774,661244,7335,615510,7819,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,671971,2216,41095,2729,28668,2211,12427,1752,630876,3488,331434,5069,299442,5541,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,578764,3167,32845,2520,24098,2184,8747,1267,545919,3994,290987,5287,254932,5392,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,944655,2770,48872,3722,35836,3277,13036,1965,895783,4612,473650,8097,422133,8866,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,680420,2843,38017,3027,29235,2543,8782,1822,642403,4100,336375,6267,306028,6472,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,311911,1940,14271,1580,9388,1297,4883,1076,297640,2596,147060,3057,150580,3443,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,860879,4242,48322,3312,38362,2730,9960,1622,812557,4771,422462,6914,390095,6944,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1347533,6140,57607,3555,45688,2968,11919,2074,1289926,6873,600143,9019,689783,8167,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1977831,4198,98090,4704,71397,3732,26693,2846,1879741,6681,957068,10824,922673,9385,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1148123,3186,63888,3291,49237,2975,14651,1703,1084235,5023,555368,7905,528867,7997,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,417051,2355,23409,2523,16754,1945,6655,1458,393642,3072,220391,4604,173251,4807,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1213991,3783,61014,3568,45874,2906,15140,1918,1152977,4221,605601,7338,547376,7115,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,201826,1388,8634,1324,6832,1248,1802,714,193192,2103,100803,3567,92389,3516,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,382536,2003,25176,2078,20179,1859,4997,1070,357360,2842,186383,4124,170977,3628,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,444831,4756,24637,2408,17504,1862,7133,1678,420194,5055,215520,5747,204674,6587,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,319388,1582,12865,1617,8946,1255,3919,1055,306523,2269,155821,4215,150702,4406,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1460906,6887,69408,4009,57385,3254,12023,1883,1391498,7312,710987,9100,680511,8566,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,314552,5470,17209,2211,11509,1719,5700,1362,297343,6109,139719,4977,157624,5925,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3148737,9158,147791,6060,115981,5275,31810,3115,3000946,10266,1413013,12097,1587933,13827,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1534747,5273,75378,4491,59606,4136,15772,2575,1459369,6363,827650,9728,631719,9428,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,140089,976,6066,1072,4517,882,1549,676,134023,1317,68931,2308,65092,2488,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2383865,3981,121812,5592,87374,4469,34438,2966,2262053,6524,1136252,12005,1125801,12244,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,653363,3410,32713,2482,23678,2340,9035,1407,620650,4078,337852,6201,282798,6507,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,777886,3706,41918,3634,29982,3136,11936,2214,735968,4972,355647,7782,380321,8150,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2509935,4689,115092,4793,83746,3732,31346,2933,2394843,6585,1194552,10916,1200291,11192,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,224720,1893,10153,1674,6647,1175,3506,1201,214567,2306,96611,3943,117956,3749,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,704454,3088,36136,2967,26761,2508,9375,1719,668318,4420,368901,5838,299417,5982,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,162768,1297,8946,1170,6960,1105,1986,638,153822,1411,85191,2535,68631,2687,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1181804,3617,65614,4012,46501,3327,19113,2586,1116190,5604,617344,8910,498846,8985,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4122345,15940,249049,7604,181221,6655,67828,4411,3873296,16476,2057740,17986,1815556,16486,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,588088,3556,48316,3791,40273,3364,8043,1529,539772,5291,296802,7014,242970,7015,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,151470,933,6239,1145,4640,998,1599,574,145231,1514,68376,2696,76855,2706,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1361050,4875,65730,3937,53566,3563,12164,2029,1295320,5829,703102,9446,592218,8336,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1286415,5122,66707,4151,49451,3169,17256,2610,1219708,5928,608342,9294,611366,9479,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,414186,1803,20770,2109,13626,1706,7144,1376,393416,2716,209008,4568,184408,4874,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1203250,3215,61275,3146,45908,2586,15367,1762,1141975,4477,590210,7516,551765,7123,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,115293,1477,6547,1256,4977,1161,1570,578,108746,1858,58259,2457,50487,2721,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,756939,6703,34474,2589,20130,2099,14344,1729,722465,6482,308395,8101,414070,7466,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
