GEO_ID,B08406_001E,B08406_001M,B08406_002E,B08406_002M,B08406_003E,B08406_003M,B08406_004E,B08406_004M,B08406_005E,B08406_005M,B08406_006E,B08406_006M,B08406_007E,B08406_007M,B08406_008E,B08406_008M,B08406_009E,B08406_009M,B08406_010E,B08406_010M,B08406_011E,B08406_011M,B08406_012E,B08406_012M,B08406_013E,B08406_013M,B08406_014E,B08406_014M,B08406_015E,B08406_015M,B08406_016E,B08406_016M,B08406_017E,B08406_017M,B08406_018E,B08406_018M,B08406_019E,B08406_019M,B08406_020E,B08406_020M,B08406_021E,B08406_021M,B08406_022E,B08406_022M,B08406_023E,B08406_023M,B08406_024E,B08406_024M,B08406_025E,B08406_025M,B08406_026E,B08406_026M,B08406_027E,B08406_027M,B08406_028E,B08406_028M,B08406_029E,B08406_029M,B08406_030E,B08406_030M,B08406_031E,B08406_031M,B08406_032E,B08406_032M,B08406_033E,B08406_033M,B08406_034E,B08406_034M,B08406_035E,B08406_035M,B08406_036E,B08406_036M,B08406_037E,B08406_037M,B08406_038E,B08406_038M,B08406_039E,B08406_039M,B08406_040E,B08406_040M,B08406_041E,B08406_041M,B08406_042E,B08406_042M,B08406_043E,B08406_043M,B08406_044E,B08406_044M,B08406_045E,B08406_045M,B08406_046E,B08406_046M,B08406_047E,B08406_047M,B08406_048E,B08406_048M,B08406_049E,B08406_049M,B08406_050E,B08406_050M,B08406_051E,B08406_051M,NAME,B08406_001EA,B08406_001MA,B08406_002EA,B08406_002MA,B08406_003MA,B08406_003EA,B08406_004EA,B08406_004MA,B08406_005MA,B08406_005EA,B08406_006EA,B08406_006MA,B08406_007EA,B08406_007MA,B08406_008MA,B08406_008EA,B08406_009EA,B08406_009MA,B08406_010EA,B08406_010MA,B08406_011MA,B08406_011EA,B08406_012EA,B08406_012MA,B08406_013EA,B08406_013MA,B08406_014EA,B08406_014MA,B08406_015EA,B08406_015MA,B08406_016MA,B08406_016EA,B08406_017EA,B08406_017MA,B08406_018EA,B08406_018MA,B08406_019EA,B08406_019MA,B08406_020EA,B08406_020MA,B08406_021EA,B08406_021MA,B08406_022MA,B08406_022EA,B08406_023MA,B08406_023EA,B08406_024MA,B08406_024EA,B08406_025EA,B08406_025MA,B08406_026EA,B08406_026MA,B08406_027EA,B08406_027MA,B08406_028EA,B08406_028MA,B08406_029MA,B08406_029EA,B08406_030MA,B08406_030EA,B08406_031EA,B08406_031MA,B08406_032EA,B08406_032MA,B08406_033EA,B08406_033MA,B08406_034MA,B08406_034EA,B08406_035MA,B08406_035EA,B08406_036MA,B08406_036EA,B08406_037EA,B08406_037MA,B08406_038EA,B08406_038MA,B08406_039MA,B08406_039EA,B08406_040MA,B08406_040EA,B08406_041MA,B08406_041EA,B08406_042EA,B08406_042MA,B08406_043EA,B08406_043MA,B08406_044MA,B08406_044EA,B08406_045MA,B08406_045EA,B08406_046EA,B08406_046MA,B08406_047MA,B08406_047EA,B08406_048EA,B08406_048MA,B08406_049MA,B08406_049EA,B08406_050MA,B08406_050EA,B08406_051EA,B08406_051MA,state
0400000US01,1928379,13688,1829428,13545,1616147,13464,213281,7763,161017,6386,33862,3133,18402,2781,8928,1399,8518,1374,410,407,0,265,0,265,0,265,1291,514,22213,2625,17595,2241,48924,3402,1038479,9389,983781,9692,864942,9266,118839,5164,86160,4217,19689,2304,12990,2555,4409,1040,4177,1050,232,280,0,265,0,265,0,265,810,429,11793,1786,11632,1561,26054,2320,889900,8682,845647,8694,751205,9427,94442,4707,74857,3792,14173,1793,5412,1182,4519,1047,4341,1011,178,283,0,265,0,265,0,265,481,315,10420,1516,5963,1214,22870,2132,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,322541,5905,256332,5701,215678,5187,40654,3632,31477,3318,5795,1440,3382,1114,3709,1167,3327,1096,0,265,0,265,0,265,382,283,2728,764,29712,2145,14006,1395,16054,1764,174492,3970,134467,3934,114565,3967,19902,2460,14638,1937,3200,991,2064,691,2275,987,1893,937,0,265,0,265,0,265,382,283,2146,653,17356,1450,9980,1148,8268,1262,148049,3920,121865,3905,101113,3797,20752,2212,16839,2115,2595,790,1318,812,1434,708,1434,708,0,265,0,265,0,265,0,265,582,398,12356,1459,4026,887,7786,1263,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2707593,15533,2398484,16012,2023952,17977,374532,12818,289112,10640,49195,5832,36225,4930,55974,4177,55426,4198,263,268,285,391,0,265,0,265,20442,3080,63265,5183,45493,4334,123935,6389,1518370,9017,1346590,11388,1121309,11911,225281,11012,167096,7902,32217,5258,25968,4400,27127,2708,26630,2725,263,268,234,383,0,265,0,265,16412,2781,36280,4162,33396,3371,58565,3643,1189223,12805,1051894,11885,902643,12071,149251,5795,122016,5238,16978,2304,10257,1680,28847,3074,28796,3078,0,265,51,83,0,265,0,265,4030,967,26985,2872,12097,2179,65370,4485,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1228961,10799,1146140,10612,987535,11256,158605,6650,124309,6203,22378,2731,11918,1922,5136,1120,4967,1069,164,224,5,8,0,265,0,265,1953,800,21554,2514,14212,1983,39966,3313,663174,7455,616904,7319,525746,7809,91158,4968,70438,4327,13043,2216,7677,1617,2309,704,2287,703,22,51,0,265,0,265,0,265,1573,721,11897,1644,10113,1638,20378,1575,565787,7521,529236,7650,461789,7245,67447,3494,53871,3367,9335,1465,4241,914,2827,826,2680,772,142,219,5,8,0,265,0,265,380,248,9657,1981,4099,949,19588,2589,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16337246,39536,13960601,39880,11926851,45574,2033750,25872,1522838,21465,308295,11834,202617,10590,810854,16913,617957,15233,19413,2689,117900,6283,50027,3921,5557,1270,128759,6488,437939,11797,220047,8106,779046,16629,9154738,27227,7875812,28608,6697884,31531,1177928,20149,861403,16505,189242,9192,127283,8509,411838,11371,305630,10077,12037,1995,61939,4548,28743,3322,3489,1071,99309,5542,236975,9422,147794,6671,383010,10805,7182508,28286,6084789,27443,5228967,29927,855822,13804,661435,12466,119053,6138,75334,5020,399016,10334,312327,9357,7376,1479,55961,4392,21284,2117,2068,665,29450,2827,200964,7538,72253,4455,396036,10383,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2384763,12996,2048201,12696,1793338,12923,254863,9686,197429,9218,34213,3379,23221,2801,74891,4711,67987,4420,1995,888,3691,1157,1036,403,182,196,25663,2823,72074,4595,26804,2839,137130,5709,1317137,9710,1129871,10511,980382,10461,149489,6975,112271,6222,22320,2923,14898,2167,38094,3103,33761,2749,928,606,2509,1011,714,359,182,196,17732,2109,41074,3270,20558,2499,69808,4613,1067626,9351,918330,9955,812956,10796,105374,6019,85158,5568,11893,1601,8323,1560,36797,3279,34226,3235,1067,595,1182,452,322,197,0,265,7931,1648,31000,2600,6246,1483,67322,3561,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1697791,11729,1514713,12266,1368272,11664,146441,6993,119684,6171,13270,2022,13487,2544,50571,4012,36912,3331,271,334,1539,681,11801,2068,48,80,4398,1173,50591,4185,18043,2774,59475,3119,890943,9131,798375,9485,718159,8963,80216,4623,64277,3960,7055,1554,8884,2062,23071,2605,14814,2313,0,265,1205,600,7004,1542,48,80,3489,1008,27531,2970,9727,1810,28750,2165,806848,8713,716338,8601,650113,7963,66225,4383,55407,3922,6215,1245,4603,1005,27500,2757,22098,2436,271,334,334,285,4797,1237,0,265,909,372,23060,2564,8316,1749,30725,2219,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,410043,7121,373349,7101,334700,7462,38649,3177,29403,2910,4842,1025,4404,942,9019,1675,7913,1663,0,265,122,197,984,665,0,265,1748,901,11020,1887,4509,1102,10398,1446,211037,4853,192682,4869,171812,5159,20870,2138,15319,1840,2707,730,2844,667,4355,1304,3771,1267,0,265,122,197,462,586,0,265,1337,739,5328,1437,3027,930,4308,892,199006,4867,180667,4683,162888,4730,17779,1945,14084,1764,2135,570,1560,559,4664,1077,4142,1075,0,265,0,265,522,312,0,265,411,342,5692,1027,1482,678,6090,1049,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,720382,12903,392573,10378,312973,8753,79600,5866,54413,4564,13582,2321,11605,1957,264602,8208,76706,4645,1702,829,168289,6668,17698,2426,207,194,6524,1331,35274,2885,9911,1737,11498,1692,369740,10470,212132,8207,172893,6901,39239,3666,25715,2812,6592,1388,6932,1589,122939,5129,33396,2641,612,469,79252,4560,9472,1354,207,194,4818,1160,16728,1976,6247,1516,6876,1323,350642,8558,180441,7568,140080,6418,40361,3526,28698,2964,6990,1569,4673,1081,141663,5983,43310,3432,1090,526,89037,4770,8226,1670,0,265,1706,607,18546,1973,3664,1010,4622,951,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8111142,28173,7324065,32894,6439684,30077,884381,19678,680933,18537,111005,5278,92443,7537,158485,8950,143201,8820,1832,808,6809,1274,6127,1276,516,332,44046,4137,135615,7011,122633,7167,326298,11200,4392979,19147,3939284,23959,3435190,22691,504094,12771,374057,11699,65916,4224,64121,5684,74197,6341,65480,6306,1483,792,3485,1043,3504,977,245,179,35956,3820,78533,5312,87012,6754,177997,7112,3718163,20086,3384781,20954,3004494,18761,380287,10844,306876,10618,45089,3169,28322,3192,84288,5141,77721,5045,349,315,3324,859,2623,857,271,281,8090,1339,57082,3686,35621,2747,148301,6851,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
