GEO_ID,C19001_001E,C19001_001M,C19001_002E,C19001_002M,C19001_003E,C19001_003M,C19001_004E,C19001_004M,C19001_005E,C19001_005M,C19001_006E,C19001_006M,C19001_007E,C19001_007M,C19001_008E,C19001_008M,C19001_009E,C19001_009M,C19001_010E,C19001_010M,C19001_011E,C19001_011M,NAME,C19001_001MA,C19001_001EA,C19001_002EA,C19001_002MA,C19001_003EA,C19001_003MA,C19001_004EA,C19001_004MA,C19001_005EA,C19001_005MA,C19001_006MA,C19001_006EA,C19001_007EA,C19001_007MA,C19001_008EA,C19001_008MA,C19001_009EA,C19001_009MA,C19001_010EA,C19001_010MA,C19001_011EA,C19001_011MA,state
0400000US23,548247,3968,44318,2424,39851,2820,69876,3459,68009,3615,88248,4051,110908,4419,62275,3657,43822,2497,12253,1330,8687,1098,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2089031,6574,105858,3945,77534,4177,152631,5820,181053,7109,266923,7309,409196,8576,301238,8483,346972,7379,132434,5892,115192,4532,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2446485,10151,181548,6588,131773,6077,217727,7973,205218,6405,294086,7148,452087,10394,329380,8203,374755,7560,133402,5401,126509,4670,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3869117,11246,311217,7416,231883,6354,447660,10329,450683,10200,586369,8944,766342,10778,460134,7660,405422,7239,118089,4456,91318,3884,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2042297,7113,124114,4654,104925,3675,192312,5005,208554,5738,304056,6099,430570,8187,287644,5624,249900,6048,73901,3210,66321,3291,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1075521,7501,142682,5786,96047,4842,168855,6307,136702,6462,155904,5735,174878,6500,96908,4417,71257,3907,17198,1664,15090,1820,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2305027,10294,199886,7224,154693,6140,296685,7530,292142,8074,370907,8688,446070,8666,246797,7309,195716,5233,55626,3684,46505,3087,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,372190,3596,33765,2369,25689,2328,52258,3266,47309,3063,63772,3399,74896,3605,37284,2167,25803,2020,6957,1070,4457,713,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,700888,4044,51840,3298,44532,2631,87332,4248,85232,3541,114914,3825,144293,4956,80864,3083,64785,3102,13627,1231,13469,1335,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,936828,5750,55875,3452,38930,3358,94378,4312,102619,5837,143265,6306,203308,6989,129776,6183,105652,3977,35141,3058,27884,2496,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,504503,4403,26158,2217,23097,1971,44249,2653,47944,3488,67174,3595,106356,4394,76787,3989,71857,4058,23583,2058,17298,1794,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3135490,10908,180035,7621,137278,6150,262679,7162,254460,6660,382135,10482,565463,11136,437803,10362,499309,11617,210720,5376,205608,5221,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,726033,5057,75775,4595,54084,3784,95842,4291,88259,4246,115208,5272,131573,4641,73924,3668,61245,3384,17110,1837,13013,1470,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7088376,16391,631111,12781,421188,10254,729573,12721,719741,13923,939617,14051,1272278,15911,848025,14337,859065,12119,316097,8545,351681,8527,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3454068,13312,326301,8981,226771,7424,444341,10669,433344,11741,539773,10403,651910,12625,367377,7109,295693,7695,85517,3867,83041,4586,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,272352,2425,23757,2016,21584,1963,33823,2715,34121,2511,46203,2378,55898,2646,29404,1888,18974,1464,4171,781,4417,868,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4499506,13030,393364,9187,288610,8647,552873,9584,545685,11976,700417,10918,875976,12908,515415,8843,415969,7433,112631,4268,98566,4055,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1385300,8701,138861,5581,106527,4730,200855,6414,184736,6173,221470,6842,250675,6968,132922,4697,96535,4242,25845,2215,26874,2058,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1449662,7388,108221,5343,94088,4697,169119,5922,173513,6108,232484,6831,287900,7205,169128,6114,138924,5558,39012,2818,37273,2562,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4845603,12498,395784,9976,318548,8043,584729,9414,558734,10334,723059,10328,932694,12445,565233,10495,484476,9419,148423,5073,133923,5323,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,405627,3350,30698,2859,26404,2610,41753,3138,41735,3035,54374,2793,76146,4169,56958,3707,51602,3351,13880,1482,12077,1601,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1656978,10079,165307,6276,117447,4573,217614,7530,211906,7233,267620,6946,303970,7784,175886,6725,128796,5576,34259,2347,34173,2518,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,312477,2799,28025,2134,21631,1831,38640,2471,40618,2835,50277,2823,65228,2899,35257,2165,22234,2180,4799,869,5768,1149,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2375123,11752,255706,8256,169246,7315,316363,8640,307001,9012,370033,8639,434435,10835,232556,6104,180651,6825,54981,3402,54151,3134,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8109388,19850,726968,13114,508609,12091,1004447,15713,961712,15448,1222361,18191,1454706,17131,890067,14761,820010,13802,259783,7696,260725,7261,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,814028,5168,44171,3181,34937,2829,84738,4043,91254,4272,138955,5695,183983,5483,107486,4879,86337,3575,23971,2301,18196,1458,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,253808,2408,15900,1607,16314,1991,29902,1996,27742,2101,42306,2701,52348,2563,31499,1939,26624,1843,6103,979,5070,838,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2905071,10869,183341,6896,137962,5496,266661,7296,285760,8141,412003,10801,562922,10146,371029,8744,387423,9367,153130,4851,144840,5250,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2471912,8400,168306,5917,124143,5991,246457,7319,254478,7877,373764,7849,499576,9776,326213,8878,303811,7922,93031,4014,82133,4121,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,743064,5703,84707,4040,65033,3278,120586,4795,100634,4644,118494,4674,125573,4124,66767,4179,43747,3130,8654,1426,8869,1382,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2230060,8147,143921,5546,130745,4100,250421,6135,261234,5771,352211,7272,484300,9187,287946,5848,219451,5536,51812,2635,48019,2835,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,207302,2675,12505,1814,9585,1377,26286,2470,25950,2459,33545,2507,44041,2576,26171,2219,20785,1868,4896,1053,3538,981,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1240456,7941,395277,8888,157029,4807,224676,7066,149314,4831,131700,5367,105337,3775,36985,2585,25772,2234,7136,1197,7230,1167,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
