GEO_ID,C17007_001E,C17007_001M,C17007_002E,C17007_002M,C17007_003E,C17007_003M,C17007_004E,C17007_004M,C17007_005E,C17007_005M,C17007_006E,C17007_006M,C17007_007E,C17007_007M,NAME,C17007_001EA,C17007_001MA,C17007_002EA,C17007_002MA,C17007_003MA,C17007_003EA,C17007_004MA,C17007_004EA,C17007_005EA,C17007_005MA,C17007_006EA,C17007_006MA,C17007_007EA,C17007_007MA,state
0400000US13,1572043,22467,411453,12406,174877,8279,236576,7423,1160590,19418,609647,15593,550943,11295,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,213812,7885,45717,4496,18619,2793,27098,2929,168095,6687,87667,4804,80428,4099,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,239850,8582,63227,4343,28778,3059,34449,2902,176623,6549,95497,5494,81126,4064,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2173269,23501,496130,10616,215210,7455,280920,7453,1677139,21031,841168,15593,835971,13767,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1091475,16028,271441,9020,114375,5780,157066,6583,820034,13695,415341,10710,404693,8504,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,552527,7857,135898,6360,60821,4381,75077,4075,416629,7154,205378,4776,211251,4637,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,494109,10621,128452,5742,56920,4003,71532,3819,365657,9783,187421,6872,178236,5305,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,723236,14449,220596,6717,89000,4214,131596,5172,502640,12388,249911,8269,252729,7831,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,682590,14993,221137,8040,92138,4954,128999,5481,461453,11323,237947,7417,223506,8286,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,273559,7778,71937,4009,26477,2491,45460,3165,201622,7081,98262,4948,103360,4650,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,986965,19009,176646,7954,73252,5215,103394,5615,810319,17474,390409,11337,419910,10959,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1276690,18745,268129,7663,116466,6433,151663,6005,1008561,18115,496262,12101,512299,11449,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1782329,20352,470276,11065,215223,8504,255053,6358,1312053,16013,662019,12017,650034,9392,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1007788,14145,209501,5938,96071,4510,113430,4497,798287,12187,409664,7806,388623,8286,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,446883,10514,151930,6418,62945,4754,88985,4098,294953,9005,153090,6221,141863,6243,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1051006,14519,266598,8681,113465,5712,153133,5819,784408,13127,385985,8044,398423,8222,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,188993,6882,54088,4026,23300,2440,30788,2779,134905,5417,70119,3560,64786,3403,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,319105,8177,78642,4806,34951,3292,43691,3091,240463,6862,125715,4695,114748,4280,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,503745,13658,92039,5317,39818,3343,52221,3831,411706,12283,238968,8169,172738,6999,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,252935,9039,49885,3791,20300,2408,29585,2830,203050,7950,101665,4850,101385,4936,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1363397,18852,257713,9120,110818,5995,146895,6918,1105684,18521,547743,11136,557941,11295,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,354074,9572,107816,6170,46903,4208,60913,4238,246258,8187,124564,6198,121694,4537,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3638845,33152,880504,17043,377977,10193,502527,13061,2758341,27379,1355288,17689,1403053,18567,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1556015,23796,419901,12562,181635,8195,238266,7819,1136114,18160,574549,13222,561565,11938,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,129217,4859,33779,2720,13301,1499,20478,1976,95438,4380,49476,3084,45962,2500,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2070373,23165,524323,11783,226615,8719,297708,6880,1546050,19459,767217,13642,778833,12112,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,617101,10920,178194,7405,79443,5476,98751,4832,438907,10111,214501,6745,224406,6668,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,785351,15007,197640,7888,93937,5576,103703,4938,587711,13038,296614,9495,291097,6972,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2261743,20774,552523,11692,229928,7033,322595,8942,1709220,19168,815194,13172,894026,14300,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,203899,8313,46562,3677,20068,2491,26494,2752,157337,7035,80764,4856,76573,3881,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,731106,12699,199846,8067,83875,4962,115971,5796,531260,11385,270857,8299,260403,6764,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,142088,4978,39930,3157,16222,2143,23708,1998,102158,4063,53183,2690,48975,2639,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1040345,17511,301843,10153,126986,5774,174857,7221,738502,15357,372476,10340,366026,8545,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3482835,33247,916499,17971,392484,12076,524015,11794,2566336,26714,1390895,20565,1175441,14632,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,318869,10429,88643,5495,38403,3825,50240,4193,230226,8522,123530,5897,106696,5587,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,131929,5697,29110,2256,10959,1240,18151,1763,102819,4825,51116,3581,51703,2386,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1354998,22523,276658,9146,114841,5701,161817,6604,1078340,18919,542439,10950,535901,11873,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1307060,18550,301306,10443,138652,6992,162654,6920,1005754,15418,519988,10430,485766,9249,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,316632,9274,102235,5828,39569,3241,62666,4446,214397,7285,105378,4695,109019,4656,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1068433,14729,241370,8389,110075,5829,131295,5358,827063,12601,415024,8386,412039,7679,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,97016,4297,20854,2347,9101,1675,11753,1588,76162,4024,40730,3128,35432,2481,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,446123,10532,257058,9167,111169,5165,145889,6389,189065,5803,99221,4285,89844,3883,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
