GEO_ID,C03002_001E,C03002_001M,C03002_002E,C03002_002M,C03002_003E,C03002_003M,C03002_004E,C03002_004M,C03002_005E,C03002_005M,C03002_006E,C03002_006M,C03002_007E,C03002_007M,C03002_008E,C03002_008M,C03002_009E,C03002_009M,C03002_010E,C03002_010M,C03002_011E,C03002_011M,C03002_012E,C03002_012M,NAME,C03002_001EA,C03002_001MA,C03002_002MA,C03002_002EA,C03002_003MA,C03002_003EA,C03002_004MA,C03002_004EA,C03002_005EA,C03002_005MA,C03002_006EA,C03002_006MA,C03002_007EA,C03002_007MA,C03002_008MA,C03002_008EA,C03002_009MA,C03002_009EA,C03002_010MA,C03002_010EA,C03002_011MA,C03002_011EA,C03002_012EA,C03002_012MA,state
0400000US18,6313520,0,6014122,2090,5291080,3116,549805,5038,9315,1601,79842,2613,880,411,8748,2129,74452,4838,2406,1110,72046,4941,299398,2090,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2982085,0,2869098,1473,2714414,1251,66052,2846,6416,1323,45062,2391,352,298,2217,1023,34585,2937,1565,744,33020,2881,112987,1473,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2764075,0,2527724,776,2237607,1552,151951,2867,21084,2001,60313,1887,1145,923,1983,892,53641,3651,2401,1242,51240,3442,236351,776,Kansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4206074,0,4123059,2696,3715900,1757,308255,4360,8958,1526,38632,2258,2735,1146,4606,1378,43973,4645,760,453,43213,4569,83015,2696,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4287768,0,4164487,1821,2689206,1773,1351044,4338,23139,1980,56414,1947,715,500,8102,2402,35867,3703,1748,947,34119,3673,123281,1821,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1321574,0,1308952,558,1259089,2930,13373,2698,6934,881,11926,986,406,448,262,257,16962,2045,243,237,16719,2049,12622,558,Maine,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5615727,0,5279337,1203,3275198,1580,1611113,6066,10931,1431,274309,3312,2110,1182,13442,2311,92234,6193,4003,1453,88231,6308,336390,1203,Maryland,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6437193,0,5926711,314,5104271,7035,366585,4490,11959,1461,309451,3488,1884,930,53674,7233,78887,5530,8473,1852,70414,5230,510482,314,Massachusetts,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,10095643,0,9702873,888,7836885,2651,1417505,7267,46259,2553,236565,3322,1237,712,14683,3786,149739,6462,3481,1317,146258,6434,392770,888,Michigan,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5167101,0,4971963,1096,4435973,2616,224955,4234,49590,2403,178128,3079,839,579,8279,2912,74199,4882,2322,927,71877,4775,195138,1096,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2910540,0,2864192,2092,1724848,806,1085276,4935,11653,1889,22110,1920,230,254,1308,809,18767,2888,1105,609,17662,2785,46348,2092,Mississippi,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5842713,0,5681815,1779,4820772,2635,658368,5130,19421,2120,85603,3244,3131,1414,5222,1630,89298,5434,1809,795,87489,5502,160898,1779,Missouri,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,944632,0,924119,776,836541,1177,4327,676,58034,2554,5509,853,763,580,1402,1027,17543,2766,365,252,17178,2695,20513,776,Montana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1768331,0,1638101,484,1500166,1079,71047,2235,12435,1338,29570,1224,526,376,1692,735,22665,2640,589,397,22076,2639,130230,484,Nebraska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2495529,0,1885478,0,1463452,1626,178999,3160,26393,1968,146075,3679,9871,986,4895,1437,55793,5680,1925,842,53868,5486,610051,0,Nevada,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,32
0400000US33,1314895,0,1285174,653,1230377,1390,13404,948,3100,1024,25907,1292,457,498,2366,1409,9563,1349,401,291,9162,1342,29721,653,New Hampshire,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8724560,0,7359861,0,5431103,5131,1147763,5849,10139,1528,647828,3801,1722,957,40177,7063,81129,6285,8550,2268,72579,5961,1364699,0,New Jersey,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,34
0400000US35,1954599,0,1093912,0,828965,2322,35849,1653,176968,2409,23557,1536,1053,663,6076,2059,21444,2713,2389,910,19055,2450,860687,0,New Mexico,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,35
0400000US36,19306183,0,16166593,1451,11628557,6496,2847761,12312,47466,2896,1313524,6148,3814,1271,113554,9889,211917,9797,21453,3680,190464,8221,3139590,1451,New York,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8856505,0,8259123,3108,5999236,3277,1877845,7172,96097,2605,161171,3575,4610,1558,16584,3658,103580,6297,4687,1255,98893,6258,597382,3108,North Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,635867,0,626535,673,575108,570,5973,828,32768,1672,4292,1436,241,221,225,184,7928,1597,10,19,7918,1596,9332,673,North Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11478006,0,11212244,1623,9506469,2612,1348907,6597,19767,1784,174016,3525,1106,734,15430,2552,146549,7444,4598,1201,141951,7385,265762,1623,Ohio,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3579212,0,3334390,1111,2577447,1292,260898,4915,238743,7114,58411,3093,2866,1393,3492,1081,192533,8850,1665,668,190868,8862,244822,1111,Oklahoma,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3700758,0,3321724,0,2989235,2041,60985,2642,36631,2786,134601,2964,7934,1421,3922,1296,88416,4814,1633,743,86783,4803,379034,0,Oregon,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,41
0400000US42,12440621,0,11913479,988,10201475,3277,1263313,6430,15033,1770,287452,3210,3161,1074,19088,3843,123957,7072,3515,1109,120442,6913,527142,988,Pennsylvania,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1067610,0,949902,580,842726,2144,49272,3042,3804,854,28840,1759,248,270,7704,2262,17308,3409,2515,852,14793,3077,117708,580,Rhode Island,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4321249,0,4172617,1449,2823274,1316,1233805,4751,10956,1454,46360,2174,2329,1058,4867,1655,51026,4135,1163,588,49863,4096,148632,1449,South Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,781919,0,766375,1246,676671,743,5157,1142,65840,2571,6907,1412,34,42,946,833,10820,2245,0,216,10820,2245,15544,1246,South Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6038803,0,5851056,2170,4677757,2664,1007914,5678,15186,1674,75916,2156,1090,771,7366,2899,65827,5384,1433,645,64394,5324,187747,2170,Tennessee,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,23507783,0,15122665,0,11309011,5630,2676626,9313,69019,3988,775110,5824,12908,2895,47310,5210,232681,11452,20983,2765,211698,11073,8385118,0,Texas,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,48
0400000US49,2550063,0,2263950,0,2112440,1295,21303,1934,27061,1694,47871,2207,18958,1550,3505,1264,32812,3781,1496,654,31316,3809,286113,0,Utah,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,49
0400000US50,623908,0,617264,651,596638,254,4722,608,2422,689,5657,737,61,101,199,235,7565,1079,132,121,7433,1064,6644,651,Vermont,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7642884,0,7172013,2634,5167028,2555,1483105,7187,16923,1971,363086,4460,5384,1709,16412,2959,120075,7823,6687,1695,113388,7493,470871,2634,Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6395798,0,5815771,567,4886203,2527,211333,4818,83313,3687,418886,6172,26691,1759,12692,3126,176653,8128,3044,1227,173609,8127,580027,567,Washington,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1818470,0,1804087,1518,1711605,1305,58521,2213,3318,1078,10313,1645,710,682,424,347,19196,2327,106,115,19090,2347,14383,1518,West Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5556506,0,5300202,658,4755716,1777,325004,3451,44417,2151,110435,2671,1449,646,5268,1501,57913,3669,1985,913,55928,3710,256304,658,Wisconsin,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,515004,0,479272,0,453251,633,3269,1098,10497,809,4311,1419,350,445,762,642,6832,1289,271,282,6561,1304,35732,0,Wyoming,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,56
0400000US72,3927776,0,49823,4709,35854,3402,4884,1434,0,275,4932,2072,0,275,2983,971,1170,532,338,408,832,450,3877953,4709,Puerto Rico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
