GEO_ID,C17018_001E,C17018_001M,C17018_002E,C17018_002M,C17018_003E,C17018_003M,C17018_004E,C17018_004M,C17018_005E,C17018_005M,C17018_006E,C17018_006M,C17018_007E,C17018_007M,C17018_008E,C17018_008M,C17018_009E,C17018_009M,C17018_010E,C17018_010M,C17018_011E,C17018_011M,NAME,C17018_001MA,C17018_001EA,C17018_002EA,C17018_002MA,C17018_003EA,C17018_003MA,C17018_004EA,C17018_004MA,C17018_005MA,C17018_005EA,C17018_006MA,C17018_006EA,C17018_007MA,C17018_007EA,C17018_008MA,C17018_008EA,C17018_009MA,C17018_009EA,C17018_010EA,C17018_010MA,C17018_011MA,C17018_011EA,state
0400000US01,1222858,13632,153968,6153,58632,3371,56845,3803,32151,2511,6340,1387,1068890,11900,147825,5865,323894,7894,318086,7876,279085,6669,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157939,4094,12892,1711,2664,708,5631,1441,3691,960,906,407,145047,3941,10537,1106,38172,3072,53212,2941,43126,2689,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1476269,13649,148379,6609,55745,3795,44536,3836,37672,3483,10426,1685,1327890,11552,169111,6169,307238,7220,456888,10425,394653,8320,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758195,10004,98994,5334,30682,2467,39700,3051,25621,2932,2991,859,659201,9520,96413,4426,223521,6231,193971,5953,145296,5247,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8303793,26257,808722,15542,356059,10872,205186,9304,174496,7097,72981,4899,7495071,27100,1167625,17882,1529542,20365,2303321,21461,2494583,18643,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1196223,10837,100852,5718,31190,3311,32414,3751,28168,2821,9080,1449,1095371,10184,95364,5012,239186,6998,327862,7363,432959,8512,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,894348,7766,52378,3369,16845,1986,18561,2199,12540,2065,4432,997,841970,8324,67835,3677,224978,7436,219216,6237,329941,8009,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213565,5010,16254,2392,4749,1150,6830,1617,3950,1099,725,394,197311,4638,21685,2452,59532,3702,53155,3072,62939,3279,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108759,4148,17690,2103,7548,1337,4806,1222,4089,1107,1247,594,91069,3784,11229,1498,19903,1839,17116,1843,42821,2870,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4632974,21331,417106,11793,131320,7649,153294,8122,92462,6250,40030,2881,4215868,21877,483028,11633,1165577,17565,1304006,18231,1263257,16871,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2296694,17833,254447,8999,94288,4747,91855,5708,52570,3912,15734,1937,2042247,16550,254368,8808,569156,11663,575992,10445,642731,10652,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,301102,5471,21376,2564,3591,1025,8018,1371,5855,1481,3912,1160,279726,5264,22183,2090,77775,3414,86896,3728,92872,3931,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,382686,5514,35602,2629,10017,1553,10690,1571,11974,1608,2921,751,347084,5517,32170,2685,93798,3897,125782,4692,95334,3756,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3146342,17216,285732,8528,91664,4699,97355,6333,74562,4679,22151,2431,2860610,18614,318681,9021,747955,11936,851816,11922,942158,13741,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1645031,12308,148710,6770,45945,3921,55114,3693,41215,3418,6436,1254,1496321,12215,166103,4952,521754,9100,426708,8878,381756,7830,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796970,7397,58184,3653,14093,1856,17811,1993,20430,2358,5850,1121,738786,7218,62276,3249,248917,5435,225790,6089,201803,4960,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,724553,7620,62329,3366,18531,2168,20436,2098,19098,2176,4264,1006,662224,8195,53393,3189,183082,5012,207053,6535,218696,5268,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1106404,10897,144528,5686,56943,3337,50444,4042,31821,2547,5320,1187,961876,11068,136804,5186,324045,7536,266794,7059,234233,7018,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1072568,11225,154976,6335,58235,3983,58057,3962,32508,3035,6176,1293,917592,11016,133210,5067,310680,8286,244205,6769,229497,6608,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,358314,5380,31261,2882,6626,1371,14329,2028,7583,1304,2723,822,327053,5560,26956,2335,111703,4616,92660,3695,95734,3657,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1405655,12927,73947,4819,23597,2355,26494,2458,16714,2523,7142,1309,1331708,12246,121363,5254,316844,6558,357386,9623,536115,9565,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1565973,11720,109375,5804,32307,3566,40017,3897,25632,2720,11419,1788,1456598,11428,128891,5453,361512,8142,356915,8608,609280,9208,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2579201,15447,248142,7383,67424,3684,91777,3931,71187,3657,17754,2267,2331059,15886,213224,5680,668962,9982,764466,10467,684407,10259,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1330451,9270,86283,4037,21464,2026,31675,2417,26308,2549,6836,1269,1244168,8717,80673,3368,323016,5122,414251,7182,426228,8007,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,741988,10108,124673,5132,44482,3978,45068,3616,29936,3105,5187,1124,617315,9999,99283,4696,188036,5882,188595,6304,141401,6022,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1518860,13297,151387,6587,47414,3436,55366,4069,38054,3155,10553,1591,1367473,13474,148235,5546,429547,8756,400423,9160,389268,7612,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,240412,4549,20646,2154,4160,992,7077,1370,7262,1202,2147,604,219766,4237,15074,1326,64685,3078,72515,2698,67492,3135,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,462408,6040,36189,2775,9682,1487,13104,1747,10320,1543,3083,721,426219,5660,31661,2210,121092,4367,141891,4460,131575,3735,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,612349,8480,46425,3148,17177,2218,14714,1955,11497,1849,3037,961,565924,8497,78441,3307,163159,5740,193895,5937,130429,4745,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,335509,5188,16538,2072,4233,1104,6436,1229,3973,992,1896,640,318971,5504,23584,2084,85578,4069,93583,4760,116226,4327,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2180404,13737,140564,6933,42022,4026,53173,3546,28816,3101,16553,1945,2039840,13811,205563,7735,546458,10216,489562,9382,798257,9706,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,477430,7024,65785,3955,26724,2538,20169,2430,15001,2095,3891,1047,411645,6744,55118,3339,104404,4881,130765,4293,121358,4600,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4573941,20863,496913,11251,170694,7269,174919,6572,104710,5108,46590,3407,4077028,19333,465126,9391,1126391,14336,1066067,14715,1419444,15372,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2310456,17812,247571,8408,88344,4873,83479,4910,60202,4366,15546,2151,2062885,17073,272097,10457,570490,10530,618746,11605,601552,10212,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,169022,3899,11872,1430,3208,799,3165,603,4620,957,879,336,157150,3935,13164,1408,42520,2496,54367,2985,47099,2764,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2953361,17201,290458,9500,79016,5025,114283,5198,79451,4684,17708,1905,2662903,18333,258701,7318,911891,12087,762808,13503,729503,11064,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,927086,9513,118323,5008,34591,2490,44362,3028,32554,2851,6816,1327,808763,9490,90406,3975,251804,6029,249951,6920,216602,6386,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,927071,10197,85627,5541,24706,3619,26047,2288,27024,2893,7850,1478,841444,9640,74367,4217,200437,6628,296442,8174,270198,7042,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3174335,14958,261820,8126,70077,4457,116174,5421,56828,3423,18741,1964,2912515,15198,288245,6633,1049580,11588,703823,10450,870867,10903,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,262352,4899,20335,2202,7714,1555,6955,1200,3417,1010,2249,646,242017,5158,30178,2466,64249,3827,64512,3798,83078,4366,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1122724,10881,133563,5870,46695,4079,51500,3896,29554,2735,5814,1378,989161,10553,135088,5349,297556,7636,288333,7379,268184,6536,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,205964,3745,17288,1722,3859,837,7038,1288,5312,845,1079,393,188676,3606,15221,1548,58185,2490,60508,2909,54762,2935,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1597016,14242,198371,7192,68507,4138,80945,4704,40455,3164,8464,1406,1398645,14379,187237,5881,453986,9503,389347,8862,368075,7103,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5686517,26097,758920,13266,344412,10342,217918,7840,151023,5873,45567,3637,4927597,26315,797040,13079,1209569,18252,1470146,17375,1450842,15477,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,614705,7570,47949,3421,10954,1971,13510,1989,16715,1886,6770,1528,566756,7618,41363,2972,129007,4103,208128,6101,188258,4592,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,162721,4031,10965,1382,2315,751,4258,880,3046,737,1346,484,151756,3835,10777,1224,46424,2635,40654,2649,53901,2594,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1939891,13414,131718,6055,44432,3455,47684,3387,28985,2807,10617,1756,1808173,13397,195689,6342,447939,9552,496701,9450,667844,9606,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1595147,11686,127775,5616,34329,3566,39018,3457,42982,3256,11446,1395,1467372,10953,114031,5122,334766,8524,504229,9556,514346,7825,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,502381,8278,63781,3822,20194,2351,29575,2726,11468,1727,2544,771,438600,8484,60842,3690,182113,5437,108727,4572,86918,3834,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1456314,10842,106719,4531,31040,2739,42428,2979,27950,2357,5301,922,1349595,11109,113218,3916,432917,7615,417772,7689,385688,7106,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,136835,3589,8624,1448,1540,636,4040,1013,2693,767,351,217,128211,3791,8744,1180,38498,3017,49543,2742,31426,1966,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,939600,8997,391102,8928,188540,5479,111540,5206,69978,3775,21044,2048,548498,8588,110275,4132,130083,5169,132531,4756,175609,5446,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
