GEO_ID,C12002_001E,C12002_001M,C12002_002E,C12002_002M,C12002_003E,C12002_003M,C12002_004E,C12002_004M,C12002_005E,C12002_005M,C12002_006E,C12002_006M,C12002_007E,C12002_007M,C12002_008E,C12002_008M,C12002_009E,C12002_009M,C12002_010E,C12002_010M,C12002_011E,C12002_011M,C12002_012E,C12002_012M,C12002_013E,C12002_013M,C12002_014E,C12002_014M,C12002_015E,C12002_015M,C12002_016E,C12002_016M,C12002_017E,C12002_017M,C12002_018E,C12002_018M,C12002_019E,C12002_019M,C12002_020E,C12002_020M,C12002_021E,C12002_021M,C12002_022E,C12002_022M,C12002_023E,C12002_023M,C12002_024E,C12002_024M,C12002_025E,C12002_025M,C12002_026E,C12002_026M,C12002_027E,C12002_027M,C12002_028E,C12002_028M,C12002_029E,C12002_029M,C12002_030E,C12002_030M,C12002_031E,C12002_031M,C12002_032E,C12002_032M,C12002_033E,C12002_033M,C12002_034E,C12002_034M,C12002_035E,C12002_035M,C12002_036E,C12002_036M,C12002_037E,C12002_037M,C12002_038E,C12002_038M,C12002_039E,C12002_039M,C12002_040E,C12002_040M,C12002_041E,C12002_041M,C12002_042E,C12002_042M,C12002_043E,C12002_043M,C12002_044E,C12002_044M,C12002_045E,C12002_045M,C12002_046E,C12002_046M,C12002_047E,C12002_047M,C12002_048E,C12002_048M,C12002_049E,C12002_049M,C12002_050E,C12002_050M,C12002_051E,C12002_051M,C12002_052E,C12002_052M,C12002_053E,C12002_053M,C12002_054E,C12002_054M,C12002_055E,C12002_055M,C12002_056E,C12002_056M,C12002_057E,C12002_057M,C12002_058E,C12002_058M,C12002_059E,C12002_059M,C12002_060E,C12002_060M,C12002_061E,C12002_061M,C12002_062E,C12002_062M,C12002_063E,C12002_063M,C12002_064E,C12002_064M,C12002_065E,C12002_065M,C12002_066E,C12002_066M,C12002_067E,C12002_067M,C12002_068E,C12002_068M,C12002_069E,C12002_069M,C12002_070E,C12002_070M,C12002_071E,C12002_071M,C12002_072E,C12002_072M,C12002_073E,C12002_073M,NAME,C12002_001MA,C12002_001EA,C12002_002EA,C12002_002MA,C12002_003EA,C12002_003MA,C12002_004EA,C12002_004MA,C12002_005MA,C12002_005EA,C12002_006MA,C12002_006EA,C12002_007EA,C12002_007MA,C12002_008EA,C12002_008MA,C12002_009EA,C12002_009MA,C12002_010MA,C12002_010EA,C12002_011MA,C12002_011EA,C12002_012MA,C12002_012EA,C12002_013EA,C12002_013MA,C12002_014EA,C12002_014MA,C12002_015EA,C12002_015MA,C12002_016MA,C12002_016EA,C12002_017MA,C12002_017EA,C12002_018EA,C12002_018MA,C12002_019EA,C12002_019MA,C12002_020EA,C12002_020MA,C12002_021MA,C12002_021EA,C12002_022MA,C12002_022EA,C12002_023MA,C12002_023EA,C12002_024EA,C12002_024MA,C12002_025EA,C12002_025MA,C12002_026EA,C12002_026MA,C12002_027MA,C12002_027EA,C12002_028MA,C12002_028EA,C12002_029EA,C12002_029MA,C12002_030EA,C12002_030MA,C12002_031EA,C12002_031MA,C12002_032MA,C12002_032EA,C12002_033MA,C12002_033EA,C12002_034MA,C12002_034EA,C12002_035EA,C12002_035MA,C12002_036MA,C12002_036EA,C12002_037EA,C12002_037MA,C12002_038EA,C12002_038MA,C12002_039EA,C12002_039MA,C12002_040EA,C12002_040MA,C12002_041EA,C12002_041MA,C12002_042EA,C12002_042MA,C12002_043EA,C12002_043MA,C12002_044EA,C12002_044MA,C12002_045MA,C12002_045EA,C12002_046EA,C12002_046MA,C12002_047EA,C12002_047MA,C12002_048EA,C12002_048MA,C12002_049EA,C12002_049MA,C12002_050MA,C12002_050EA,C12002_051EA,C12002_051MA,C12002_052EA,C12002_052MA,C12002_053EA,C12002_053MA,C12002_054EA,C12002_054MA,C12002_055MA,C12002_055EA,C12002_056MA,C12002_056EA,C12002_057EA,C12002_057MA,C12002_058EA,C12002_058MA,C12002_059EA,C12002_059MA,C12002_060MA,C12002_060EA,C12002_061MA,C12002_061EA,C12002_062EA,C12002_062MA,C12002_063EA,C12002_063MA,C12002_064EA,C12002_064MA,C12002_065MA,C12002_065EA,C12002_066MA,C12002_066EA,C12002_067MA,C12002_067EA,C12002_068EA,C12002_068MA,C12002_069EA,C12002_069MA,C12002_070EA,C12002_070MA,C12002_071MA,C12002_071EA,C12002_072MA,C12002_072EA,C12002_073EA,C12002_073MA,state
0400000US01,3682816,2732,1758307,3104,524415,8881,171698,3809,248771,5972,50758,3791,31692,2558,12461,1741,9035,1238,952229,12717,2281,920,161344,5559,209677,5081,214395,4355,181601,3218,182931,2719,37106,3094,0,265,8195,1799,9711,1614,9986,1415,6667,1332,2547,842,47319,3311,1083,605,706,444,2577,816,4357,1201,5358,1299,33238,2487,197238,7653,349,355,29221,2945,46670,3543,58815,3747,40452,2920,21731,2362,1924509,3452,464300,8525,159839,3214,205545,5597,43599,3330,30064,2587,13632,1372,11621,1531,930857,11906,4337,1099,188034,5760,210833,4734,217321,4716,167269,3906,143063,4361,58452,3832,90,110,16848,2095,16134,2047,14680,1765,7378,1465,3322,907,224841,5590,261,174,1138,462,4311,1035,14853,1684,32150,2514,172128,4174,246059,6935,262,193,42392,3298,55444,3840,66485,3513,50721,2887,30755,2905,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,524378,1179,268702,1496,100301,3032,29452,1433,46583,2621,11639,1483,8052,1134,3170,831,1405,488,133981,3606,338,178,26339,2416,30570,1930,37353,1823,25050,1517,14331,1034,3825,952,0,235,841,515,1269,498,964,412,468,251,283,245,4273,739,39,67,152,149,234,174,434,242,1089,436,2325,506,26322,2404,0,235,2756,940,7053,1256,8758,1310,5985,1081,1770,484,255676,1636,71597,2855,28176,1788,30884,1971,7121,1096,3637,787,1088,474,691,397,132042,3853,270,172,31767,2283,33310,1992,35310,1982,20809,1256,10576,939,4452,1194,0,235,1019,472,1134,656,1747,636,285,159,267,191,16056,1658,0,235,316,384,455,327,2167,718,3626,1083,9492,1074,31529,2977,0,235,3812,1165,7745,1379,10691,1556,6386,1118,2895,689,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4806252,1626,2391494,1991,809989,10150,220561,2441,407266,8412,98508,5260,55504,3708,17855,2068,10295,1693,1227583,12771,3120,873,241675,7480,266774,6234,244239,5170,212866,3864,258909,4050,40683,3598,172,245,11242,1856,10932,2176,10283,1937,5074,1163,2980,794,61425,4113,457,525,632,506,2193,872,5327,1293,7417,1354,45399,3294,251814,8121,329,233,30359,3115,60972,4004,72496,4226,53601,3048,34057,2585,2414758,1720,631529,9086,201023,2437,296126,6737,67035,4208,37922,3385,15801,1829,13622,2043,1194173,12839,5883,1337,273838,6916,261333,5785,247169,5293,202369,3922,203581,5236,55887,3997,276,281,18756,3095,15133,1799,11899,2108,6851,1348,2972,816,216324,6157,394,374,1640,746,4962,1292,12552,1791,28010,2539,168766,4919,316845,8837,544,386,38115,3576,70004,3786,89707,4098,69305,3369,49170,3131,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2237108,2323,1083858,2899,295960,7103,102474,3172,132519,5109,30568,3211,18209,2044,7784,1111,4406,967,611601,9294,1944,771,123325,5231,122731,3647,130111,3617,111142,2719,122348,2201,21498,1972,189,165,5853,1483,6680,1379,4772,1042,2781,850,1223,408,28401,2423,112,182,219,208,890,435,2355,761,4876,1010,19949,1823,126398,5857,109,126,16889,1945,30750,3383,37582,2828,26546,2175,14522,1566,1153250,2475,242500,5482,90734,2723,108159,4558,20724,2013,12845,1563,4833,940,5205,920,589035,8951,3413,1076,136341,4333,123093,3778,125699,3214,106471,2773,94018,3588,31554,3040,91,151,10607,2034,10186,1920,6130,1236,2756,709,1784,547,138694,4874,64,81,1118,1013,3412,1058,8710,1761,19090,1796,106300,3486,151467,5548,414,429,21631,2409,35229,2948,44414,3185,30674,2698,19105,1894,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28569779,3305,14185501,4738,5374190,25966,1385122,5479,2648331,18584,697955,14935,396929,11281,159619,6133,86234,4217,7097824,29939,15547,1822,1311804,16195,1775040,14150,1658097,13427,1170985,9578,1166351,8931,280535,9066,1230,539,61395,5255,78349,4141,69717,4755,38128,3359,31716,2827,308020,8095,2477,969,4610,1131,9531,1643,23664,2664,37955,2748,229783,6523,1124932,14803,1069,487,109144,6056,260034,8817,344894,7730,248080,6645,161711,5055,14384278,4184,4358728,22946,1297051,5221,2005134,17739,507160,9470,305143,8175,139327,5783,104913,6495,6745609,30747,30984,3139,1511667,16829,1718910,12639,1573470,14349,1045640,10253,864938,10825,428585,13050,2445,698,105852,6480,116111,6678,110453,5920,54899,4093,38825,3147,1242329,16083,1592,644,10484,1757,28537,2980,79224,5220,163512,5880,958980,12851,1609027,17708,1210,601,161717,7590,333409,8580,456008,10999,372304,8876,284379,7707,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3778016,2360,1893890,2244,616469,10063,161411,2393,313434,7022,74817,4460,44791,3009,15658,1999,6358,1370,1021565,13435,2549,904,202884,6833,244369,6192,245670,4339,173698,3378,152395,2881,25330,2620,506,357,7000,1387,5930,1250,6172,1365,3595,1191,2127,873,39143,2889,823,590,1313,709,1209,574,3474,992,6020,1041,26304,2052,191383,6974,365,267,25803,2824,41847,3345,60138,4101,43266,2846,19964,1870,1884126,2320,480257,7953,150999,2538,228063,5679,49142,3322,30991,2569,12015,1726,9047,1078,975739,12322,3628,916,222668,5947,239557,4665,237999,4583,154873,3985,117014,3200,42482,3670,264,300,15545,2373,10120,1702,10098,1776,4677,1230,1778,790,142697,4363,986,670,1459,613,3637,974,9558,1436,19439,2286,107618,3092,242951,7889,255,294,31062,3065,49392,3365,71851,3757,56111,3278,34280,2378,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2839111,909,1365379,1595,465858,6579,126097,1123,213070,3941,58973,3690,39326,3213,16273,1563,12119,1468,732500,7146,830,471,96607,3524,176298,4018,185418,3677,140366,2846,132981,2894,16944,1894,246,316,2846,979,5161,1280,4447,918,2175,602,2069,640,37595,2522,0,269,64,101,1433,665,2478,851,2601,619,31019,2045,112482,5569,0,269,7182,1341,26311,2765,37565,3253,26043,2417,15381,1725,1473732,1492,413846,6800,120723,1394,176835,4541,47837,3189,32521,2834,17729,1817,18201,2064,726839,9389,2012,758,115593,4639,184406,3855,185859,4368,130233,3554,108736,3622,27518,2916,155,201,4905,1068,7755,1683,7867,1389,3891,1118,2945,751,144347,4370,56,81,490,294,2219,860,6006,975,16468,1915,119108,3669,161182,6366,0,269,11819,1922,35149,3213,49993,3608,36315,2943,27906,2330,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,685569,860,327645,760,110620,3516,30037,921,51631,1909,13697,2170,9045,1200,4338,1060,1872,515,169428,4713,151,140,27045,2091,38594,2251,36230,2020,31816,1204,35592,1302,5694,1236,58,95,1243,716,1581,672,2092,668,354,241,366,219,9957,1235,0,261,94,97,420,425,680,391,1498,480,7265,1011,31946,2615,18,32,2675,831,7461,1345,11217,1620,7018,1204,3557,768,357924,679,104274,3632,30855,934,45837,2308,10463,1700,10286,1595,3387,901,3446,911,165341,5362,58,95,32936,2370,39766,2216,35086,2095,28700,1535,28795,1510,11019,2008,116,138,2323,779,4031,1324,2991,921,976,510,582,281,34393,1858,52,95,92,150,417,281,2095,573,5599,1090,26138,1582,42897,2806,25,43,3698,933,8976,1300,12282,1771,10975,1381,6941,1326,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,486138,487,224285,635,127764,3918,18497,1210,58261,2299,22364,1899,17002,1562,7693,1248,3947,705,66403,3807,637,468,12830,1977,15287,1915,12082,1305,11344,1196,14223,1226,7570,1532,47,78,372,313,1728,776,2153,761,2274,755,996,492,5973,908,82,98,0,292,0,292,430,309,670,372,4791,718,16575,1576,0,292,742,382,2816,879,4663,1119,4805,991,3549,760,261853,537,134843,3846,19099,1648,64389,2569,20406,1577,15368,1676,9041,1243,6540,1010,64622,3832,736,599,15467,1897,14895,1383,11740,1457,11145,1098,10639,1362,8822,1623,0,292,1184,655,2179,849,2761,811,1381,444,1317,679,26529,1983,137,218,282,235,630,474,2171,825,3752,820,19557,1648,27037,2589,0,292,2264,941,4343,1095,6790,1051,7744,1150,5896,883,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14789121,3369,7188654,6147,2229277,18452,594957,5076,1065777,13456,287876,8070,171184,6188,66329,4030,43154,3517,3809650,21381,8277,1683,554935,12170,806747,10494,798172,9069,679867,7149,961652,7657,149824,7758,511,398,34132,4568,40634,3463,34768,3433,21259,2742,18520,2364,222528,7469,816,390,3296,1170,5488,1319,12014,1948,24685,2648,176229,6402,777375,14352,563,446,86684,5659,168249,7247,226047,7120,178715,5550,117117,5002,7600467,5678,1811613,15804,552635,4505,817868,11071,198339,7864,125608,5889,61579,4098,55584,4207,3694490,20624,13799,2187,659541,10583,806716,9899,790527,10487,659782,7189,764125,9147,205727,8360,1012,544,57774,4589,53640,3817,52071,4004,25945,2988,15285,2464,887842,12748,1703,1041,6750,1676,14616,2136,47289,4204,103447,4840,714037,9686,1000795,16843,321,217,114467,5907,220571,7882,276792,8219,220230,6808,168414,6594,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
