GEO_ID,B19037H_001E,B19037H_001M,B19037H_002E,B19037H_002M,B19037H_003E,B19037H_003M,B19037H_004E,B19037H_004M,B19037H_005E,B19037H_005M,B19037H_006E,B19037H_006M,B19037H_007E,B19037H_007M,B19037H_008E,B19037H_008M,B19037H_009E,B19037H_009M,B19037H_010E,B19037H_010M,B19037H_011E,B19037H_011M,B19037H_012E,B19037H_012M,B19037H_013E,B19037H_013M,B19037H_014E,B19037H_014M,B19037H_015E,B19037H_015M,B19037H_016E,B19037H_016M,B19037H_017E,B19037H_017M,B19037H_018E,B19037H_018M,B19037H_019E,B19037H_019M,B19037H_020E,B19037H_020M,B19037H_021E,B19037H_021M,B19037H_022E,B19037H_022M,B19037H_023E,B19037H_023M,B19037H_024E,B19037H_024M,B19037H_025E,B19037H_025M,B19037H_026E,B19037H_026M,B19037H_027E,B19037H_027M,B19037H_028E,B19037H_028M,B19037H_029E,B19037H_029M,B19037H_030E,B19037H_030M,B19037H_031E,B19037H_031M,B19037H_032E,B19037H_032M,B19037H_033E,B19037H_033M,B19037H_034E,B19037H_034M,B19037H_035E,B19037H_035M,B19037H_036E,B19037H_036M,B19037H_037E,B19037H_037M,B19037H_038E,B19037H_038M,B19037H_039E,B19037H_039M,B19037H_040E,B19037H_040M,B19037H_041E,B19037H_041M,B19037H_042E,B19037H_042M,B19037H_043E,B19037H_043M,B19037H_044E,B19037H_044M,B19037H_045E,B19037H_045M,B19037H_046E,B19037H_046M,B19037H_047E,B19037H_047M,B19037H_048E,B19037H_048M,B19037H_049E,B19037H_049M,B19037H_050E,B19037H_050M,B19037H_051E,B19037H_051M,B19037H_052E,B19037H_052M,B19037H_053E,B19037H_053M,B19037H_054E,B19037H_054M,B19037H_055E,B19037H_055M,B19037H_056E,B19037H_056M,B19037H_057E,B19037H_057M,B19037H_058E,B19037H_058M,B19037H_059E,B19037H_059M,B19037H_060E,B19037H_060M,B19037H_061E,B19037H_061M,B19037H_062E,B19037H_062M,B19037H_063E,B19037H_063M,B19037H_064E,B19037H_064M,B19037H_065E,B19037H_065M,B19037H_066E,B19037H_066M,B19037H_067E,B19037H_067M,B19037H_068E,B19037H_068M,B19037H_069E,B19037H_069M,NAME,B19037H_001EA,B19037H_001MA,B19037H_002MA,B19037H_002EA,B19037H_003MA,B19037H_003EA,B19037H_004EA,B19037H_004MA,B19037H_005EA,B19037H_005MA,B19037H_006EA,B19037H_006MA,B19037H_007MA,B19037H_007EA,B19037H_008MA,B19037H_008EA,B19037H_009EA,B19037H_009MA,B19037H_010EA,B19037H_010MA,B19037H_011EA,B19037H_011MA,B19037H_012EA,B19037H_012MA,B19037H_013EA,B19037H_013MA,B19037H_014EA,B19037H_014MA,B19037H_015MA,B19037H_015EA,B19037H_016MA,B19037H_016EA,B19037H_017EA,B19037H_017MA,B19037H_018EA,B19037H_018MA,B19037H_019EA,B19037H_019MA,B19037H_020EA,B19037H_020MA,B19037H_021MA,B19037H_021EA,B19037H_022MA,B19037H_022EA,B19037H_023EA,B19037H_023MA,B19037H_024EA,B19037H_024MA,B19037H_025EA,B19037H_025MA,B19037H_026MA,B19037H_026EA,B19037H_027MA,B19037H_027EA,B19037H_028EA,B19037H_028MA,B19037H_029EA,B19037H_029MA,B19037H_030EA,B19037H_030MA,B19037H_031MA,B19037H_031EA,B19037H_032MA,B19037H_032EA,B19037H_033MA,B19037H_033EA,B19037H_034EA,B19037H_034MA,B19037H_035EA,B19037H_035MA,B19037H_036MA,B19037H_036EA,B19037H_037MA,B19037H_037EA,B19037H_038MA,B19037H_038EA,B19037H_039EA,B19037H_039MA,B19037H_040EA,B19037H_040MA,B19037H_041MA,B19037H_041EA,B19037H_042MA,B19037H_042EA,B19037H_043MA,B19037H_043EA,B19037H_044EA,B19037H_044MA,B19037H_045EA,B19037H_045MA,B19037H_046MA,B19037H_046EA,B19037H_047MA,B19037H_047EA,B19037H_048MA,B19037H_048EA,B19037H_049EA,B19037H_049MA,B19037H_050EA,B19037H_050MA,B19037H_051MA,B19037H_051EA,B19037H_052MA,B19037H_052EA,B19037H_053MA,B19037H_053EA,B19037H_054EA,B19037H_054MA,B19037H_055EA,B19037H_055MA,B19037H_056EA,B19037H_056MA,B19037H_057MA,B19037H_057EA,B19037H_058MA,B19037H_058EA,B19037H_059EA,B19037H_059MA,B19037H_060EA,B19037H_060MA,B19037H_061EA,B19037H_061MA,B19037H_062EA,B19037H_062MA,B19037H_063EA,B19037H_063MA,B19037H_064EA,B19037H_064MA,B19037H_065MA,B19037H_065EA,B19037H_066MA,B19037H_066EA,B19037H_067EA,B19037H_067MA,B19037H_068EA,B19037H_068MA,B19037H_069EA,B19037H_069MA,state
0400000US01,1283808,7429,58554,3691,15392,1789,6351,1278,5641,1336,5673,1388,4664,1269,4203,1050,3003,902,2674,878,1996,728,4216,1225,2715,967,1459,674,340,249,187,151,40,67,0,265,415032,5900,25726,3038,14625,1660,15900,2146,20919,2229,20706,2183,26531,2844,22992,2980,24136,2501,23910,2326,41957,3185,54374,3168,60297,3445,31229,2684,12492,1693,9624,1494,9614,1484,497438,4138,34959,2960,22066,1842,22108,2052,25967,2080,24350,1976,24972,2320,24130,2275,22381,2204,21242,1898,44009,2836,61656,3366,67265,3519,41162,2692,21715,1828,19745,1779,19711,2149,312784,3374,35654,2632,41455,2574,34384,2150,29657,2444,25850,2436,20328,1928,17624,1772,16996,1626,12358,1383,20754,1710,19414,1559,16272,1724,8172,1173,4677,969,4604,820,4585,951,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,167708,2613,8023,1058,314,257,545,371,186,191,1136,527,1079,444,556,276,718,403,1034,508,198,150,704,358,569,333,330,222,588,458,66,108,0,235,0,235,64397,2236,1740,719,1576,730,1547,582,2074,762,2144,701,3479,865,3144,788,3629,927,3499,965,6791,1210,8769,1336,11832,1622,6052,1044,3567,849,3509,861,1045,498,76894,2032,3356,786,3275,747,1635,576,1961,574,2095,566,2076,606,2956,805,2544,639,2698,659,5428,1059,9636,1249,13347,1607,8700,1082,6507,1146,5850,810,4830,891,18394,1022,455,227,1816,508,1290,474,1013,315,1772,544,1058,353,876,357,1024,351,916,348,1494,450,1920,489,1678,482,820,348,832,385,947,430,483,270,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1549441,8182,63924,4127,10143,1497,4882,1267,4303,1282,5598,1299,4392,870,5875,1383,4448,1424,4640,1091,3063,924,5682,1373,5511,1341,3246,899,1373,602,241,198,279,252,248,206,486020,6743,19398,2863,11940,2027,13917,2203,20935,2843,17291,2124,24409,2968,28129,3068,25953,2793,26266,2874,47134,4657,66872,3878,74566,3609,48899,3408,22127,1862,21768,2650,16416,2084,590212,5536,33210,3659,20357,2204,18685,2192,23724,2165,21340,2060,25372,2469,26541,2883,27903,2253,25152,2252,51849,3077,67144,3979,89367,4044,58486,3848,33692,2400,34015,2418,33375,2365,409285,4262,28699,2988,39554,3028,36141,2755,36702,2805,35535,2834,31033,2178,26866,2085,24924,2098,19463,2083,29987,2337,31256,2532,29125,2014,15795,1434,8521,1156,8034,1348,7650,1222,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,869750,6267,44453,3088,9377,2094,3615,1186,4045,1138,4436,1288,4330,1036,3275,965,3360,964,3587,1095,1557,705,3546,963,1398,587,1581,645,191,219,0,257,98,110,57,93,281038,4617,18723,1964,12665,1967,12020,1735,16807,2109,18008,2102,18811,2329,16059,1971,17538,1949,19477,1999,30370,2958,32684,2494,35247,2478,14513,1630,7753,1313,5681,1115,4682,868,326498,3583,22926,2277,19234,2069,18324,1819,21102,2388,19438,2531,18123,1634,17951,1740,17520,2012,17175,1697,30403,2626,35652,2362,37801,3049,20219,1871,12182,1826,9089,1406,9359,1301,217761,3248,25516,2081,28380,2116,28307,1886,21775,1807,18016,1779,15257,1758,12966,1598,11297,1108,7346,967,13350,1560,13392,1478,11744,1594,4246,923,2446,723,1807,513,1916,528,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6519439,17320,241117,8036,35590,3145,18290,2533,16539,2067,20779,2724,15554,2460,19028,2242,15501,2162,16111,2406,10467,1587,22583,2630,18922,2147,17575,2098,7638,1484,3688,1298,1651,675,1201,563,2032028,13771,71520,4821,50798,3969,49523,3877,56574,4055,58299,4637,72358,4715,73121,4832,82678,5289,77993,4521,159972,6323,252555,7475,328925,8739,249461,7358,150843,6109,147570,5357,149838,6124,2662336,11370,112644,5410,82425,4255,76216,3938,82824,4274,72604,3980,83317,4482,84090,4169,92781,4857,92199,4350,188335,5870,280475,7193,391777,8390,315272,7618,200304,6357,233772,6355,273301,7438,1583958,9743,105029,5187,154094,6217,132579,4934,122376,5092,111138,4480,100591,3999,92897,3784,77358,3651,70047,3805,118028,4472,130347,4589,137956,4846,77930,3087,45514,2802,49318,2415,58756,3348,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1425888,6325,70709,3532,12630,1543,5402,1050,4848,1215,8848,1524,6268,1511,6541,1433,4485,1127,4598,1148,3184,959,4527,898,5062,1256,2687,933,662,442,543,476,56,91,368,430,519562,5961,20866,2255,13050,2256,14787,2272,20409,2636,21165,2784,23439,2504,26857,3221,27355,2441,23663,2372,48502,3137,67545,3976,86723,4770,53513,3377,28233,2420,23737,2253,19718,1967,580974,4752,26135,2131,17034,2259,14933,1703,19731,1496,21252,2183,24525,2351,22989,2380,27022,2305,24328,2403,47739,3025,66253,3367,87575,4411,65325,3060,36653,2469,39215,2676,40265,2453,254643,3552,20749,1819,25478,2208,22084,2073,24204,1912,16953,1583,18540,2027,15168,1540,13751,1646,11377,1476,18874,1716,21388,1907,21265,1985,10200,1398,4427,942,4898,887,5287,822,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1039033,6478,24477,2671,2835,814,909,408,786,475,2002,819,1784,674,1679,757,2270,788,1620,710,1172,544,3444,1326,2779,842,2293,766,775,559,42,70,87,101,0,269,325637,4833,7792,1502,4522,1158,5052,1199,7203,1491,8421,1744,13252,1832,12561,1846,13283,1954,12169,1973,28735,2611,42423,2921,58695,3220,43369,3218,22144,1678,21818,2039,24198,2191,440095,4086,15206,1960,9362,1633,7764,1313,9730,1626,12029,1677,12850,1551,11082,1482,16067,1859,13986,1397,30959,2280,49489,3041,74559,3566,53790,2770,36305,2442,39598,3091,47319,2720,248824,3376,14273,1449,26253,1839,22875,2370,21057,1660,18028,1664,16330,1583,15185,1830,12454,1362,10182,1411,16777,1518,19612,1758,22342,1651,10842,1320,7141,1108,6144,829,9329,1100,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235773,3099,7997,1334,976,394,716,413,436,265,428,295,503,385,483,323,770,546,414,284,476,315,804,377,827,547,886,487,261,338,0,261,0,261,17,28,75886,2197,2577,1089,1386,505,1957,896,2576,884,2367,878,2904,943,3699,1053,2911,855,4081,1052,7586,1474,11483,1854,13850,1641,8177,1297,4952,1256,2752,700,2628,743,92903,1923,3155,807,2231,631,2704,948,3005,686,3920,932,4392,1024,4478,962,4356,942,3824,910,7666,1170,11293,1515,14560,1416,9943,1236,6775,1099,5875,926,4726,915,58987,1315,4068,1169,5197,999,6151,1025,5795,879,5177,791,3881,704,4692,802,3153,666,3095,773,4074,697,4005,740,4100,659,2606,710,1126,422,766,302,1101,384,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,93518,2123,7358,1004,2020,824,214,189,234,313,568,373,478,451,240,159,801,418,459,315,244,336,186,132,508,389,535,262,502,357,196,208,55,96,118,180,44977,1732,1466,670,375,266,775,385,560,305,579,460,555,324,1030,396,1440,543,2061,636,4417,787,5587,1239,6967,1352,5141,935,2822,645,4943,1029,6259,1170,26792,1034,1176,583,243,248,361,281,490,433,370,308,452,297,441,244,552,315,354,244,854,439,2124,582,3542,994,3853,965,1938,576,2805,671,7237,982,14391,779,650,380,124,150,396,296,681,479,694,337,692,480,731,341,450,261,215,206,988,444,863,441,1507,554,1579,655,917,446,1280,467,2624,674,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4812539,17291,179967,6507,28016,2631,13605,2126,16630,2680,18286,2459,13794,2058,15419,2915,10332,1933,11691,1969,10039,1941,16765,2226,11725,2035,7945,1602,3759,1016,1111,715,415,345,435,377,1349252,10848,51125,4470,36216,3164,38833,3981,51293,4050,62390,4626,74134,5016,75665,5058,78091,4653,75967,4851,140402,5790,193211,8343,203439,7991,120530,5614,55100,4064,45863,3747,46993,3138,1779420,9738,103055,5066,59300,3937,62380,4383,75273,4582,81930,4618,84056,3817,84134,4680,89862,4558,77139,4505,159558,5456,201260,7166,246570,7762,172137,6256,89685,4962,88655,4709,104426,4045,1503900,9018,117800,5524,153941,5955,151078,4959,136523,4594,123665,5806,103174,4104,93083,4767,77069,3516,67972,3794,113686,4902,115254,4628,100914,4223,56931,3541,28318,1932,26982,2075,37510,2464,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
