GEO_ID,B17001A_001E,B17001A_001M,B17001A_002E,B17001A_002M,B17001A_003E,B17001A_003M,B17001A_004E,B17001A_004M,B17001A_005E,B17001A_005M,B17001A_006E,B17001A_006M,B17001A_007E,B17001A_007M,B17001A_008E,B17001A_008M,B17001A_009E,B17001A_009M,B17001A_010E,B17001A_010M,B17001A_011E,B17001A_011M,B17001A_012E,B17001A_012M,B17001A_013E,B17001A_013M,B17001A_014E,B17001A_014M,B17001A_015E,B17001A_015M,B17001A_016E,B17001A_016M,B17001A_017E,B17001A_017M,B17001A_018E,B17001A_018M,B17001A_019E,B17001A_019M,B17001A_020E,B17001A_020M,B17001A_021E,B17001A_021M,B17001A_022E,B17001A_022M,B17001A_023E,B17001A_023M,B17001A_024E,B17001A_024M,B17001A_025E,B17001A_025M,B17001A_026E,B17001A_026M,B17001A_027E,B17001A_027M,B17001A_028E,B17001A_028M,B17001A_029E,B17001A_029M,B17001A_030E,B17001A_030M,B17001A_031E,B17001A_031M,B17001A_032E,B17001A_032M,B17001A_033E,B17001A_033M,B17001A_034E,B17001A_034M,B17001A_035E,B17001A_035M,B17001A_036E,B17001A_036M,B17001A_037E,B17001A_037M,B17001A_038E,B17001A_038M,B17001A_039E,B17001A_039M,B17001A_040E,B17001A_040M,B17001A_041E,B17001A_041M,B17001A_042E,B17001A_042M,B17001A_043E,B17001A_043M,B17001A_044E,B17001A_044M,B17001A_045E,B17001A_045M,B17001A_046E,B17001A_046M,B17001A_047E,B17001A_047M,B17001A_048E,B17001A_048M,B17001A_049E,B17001A_049M,B17001A_050E,B17001A_050M,B17001A_051E,B17001A_051M,B17001A_052E,B17001A_052M,B17001A_053E,B17001A_053M,B17001A_054E,B17001A_054M,B17001A_055E,B17001A_055M,B17001A_056E,B17001A_056M,B17001A_057E,B17001A_057M,B17001A_058E,B17001A_058M,B17001A_059E,B17001A_059M,NAME,B17001A_001MA,B17001A_001EA,B17001A_002MA,B17001A_002EA,B17001A_003EA,B17001A_003MA,B17001A_004MA,B17001A_004EA,B17001A_005MA,B17001A_005EA,B17001A_006MA,B17001A_006EA,B17001A_007MA,B17001A_007EA,B17001A_008MA,B17001A_008EA,B17001A_009EA,B17001A_009MA,B17001A_010MA,B17001A_010EA,B17001A_011MA,B17001A_011EA,B17001A_012EA,B17001A_012MA,B17001A_013MA,B17001A_013EA,B17001A_014EA,B17001A_014MA,B17001A_015MA,B17001A_015EA,B17001A_016EA,B17001A_016MA,B17001A_017MA,B17001A_017EA,B17001A_018EA,B17001A_018MA,B17001A_019MA,B17001A_019EA,B17001A_020EA,B17001A_020MA,B17001A_021EA,B17001A_021MA,B17001A_022MA,B17001A_022EA,B17001A_023MA,B17001A_023EA,B17001A_024MA,B17001A_024EA,B17001A_025MA,B17001A_025EA,B17001A_026EA,B17001A_026MA,B17001A_027EA,B17001A_027MA,B17001A_028MA,B17001A_028EA,B17001A_029MA,B17001A_029EA,B17001A_030MA,B17001A_030EA,B17001A_031EA,B17001A_031MA,B17001A_032MA,B17001A_032EA,B17001A_033MA,B17001A_033EA,B17001A_034MA,B17001A_034EA,B17001A_035MA,B17001A_035EA,B17001A_036MA,B17001A_036EA,B17001A_037MA,B17001A_037EA,B17001A_038EA,B17001A_038MA,B17001A_039MA,B17001A_039EA,B17001A_040MA,B17001A_040EA,B17001A_041MA,B17001A_041EA,B17001A_042EA,B17001A_042MA,B17001A_043MA,B17001A_043EA,B17001A_044MA,B17001A_044EA,B17001A_045MA,B17001A_045EA,B17001A_046MA,B17001A_046EA,B17001A_047EA,B17001A_047MA,B17001A_048MA,B17001A_048EA,B17001A_049MA,B17001A_049EA,B17001A_050MA,B17001A_050EA,B17001A_051MA,B17001A_051EA,B17001A_052MA,B17001A_052EA,B17001A_053EA,B17001A_053MA,B17001A_054MA,B17001A_054EA,B17001A_055MA,B17001A_055EA,B17001A_056MA,B17001A_056EA,B17001A_057MA,B17001A_057EA,B17001A_058EA,B17001A_058MA,B17001A_059MA,B17001A_059EA,state
0400000US01,3172849,4903,366282,14225,158504,7134,16623,2195,3165,995,16829,2226,7476,1322,2905,909,5578,1293,23552,2530,20173,2163,17486,2054,19282,2004,13145,1631,6471,1206,5819,989,207778,8779,14316,1758,3466,1085,14435,2446,7229,1328,2269,676,4236,904,33600,2644,30965,3034,23419,2500,21574,2307,20339,1932,10935,1380,20995,2017,2806567,14172,1397649,7226,79953,2291,17949,1686,101052,4066,54527,3196,20806,1714,37061,1985,119370,3255,175057,3400,208796,2473,215939,2334,178509,1765,112928,1648,75702,1329,1408918,9181,76707,2611,14571,1667,98185,3312,50000,3115,19005,1910,35714,2253,98600,2911,167066,3379,204975,2715,219715,2625,185008,1932,128909,1462,110463,2364,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,450008,2956,30610,4374,13918,2482,1343,691,170,176,1920,894,402,282,367,397,425,313,2769,953,734,353,1842,816,2308,730,1317,514,187,163,134,116,16692,2557,1163,493,74,107,1465,578,982,535,308,253,462,263,2063,810,3667,1364,2051,696,2215,592,1376,606,222,173,644,330,419398,5231,219766,2967,12757,698,3081,728,17062,1465,7567,1269,3293,679,5935,756,20924,1412,32444,783,34399,1204,39871,853,27140,603,9895,246,5398,318,199632,3241,12388,618,1757,528,15501,1145,7588,1016,3020,719,6257,753,16383,1287,28833,1366,31586,974,37763,879,23074,730,9048,267,6434,370,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4663482,24098,560058,22227,253108,11302,32851,3415,5899,1473,26845,3529,12337,1916,4564,1155,8843,1770,41027,3983,30862,3493,29813,3559,23765,3048,19969,2704,9200,1621,7133,1282,306950,14101,31953,4236,5078,1356,30132,3497,12539,1926,3892,1169,10138,1866,47606,4302,48208,4256,34291,2946,27857,2745,24555,2766,13271,1806,17430,1837,4103424,24898,2067416,15436,137091,4236,26765,2950,155874,5515,79947,4902,27815,2332,56520,2603,167230,6119,304620,4783,296166,4550,284723,3640,233393,3144,155883,2036,141389,1830,2036008,13571,127544,4319,26352,2871,146970,5382,73223,3789,25837,2102,48963,2685,145525,4609,268138,4625,279763,3944,290591,3180,249713,3126,174262,2187,179127,2334,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2150902,6314,294323,12700,122318,6853,14824,2010,2599,758,12880,1826,6071,1306,3151,884,4207,886,16582,2447,14256,1905,16509,2058,12229,1535,10468,1346,4563,816,3979,773,172005,7793,14131,1778,2928,783,15935,2213,6101,1219,2126,597,5031,1070,23211,2559,27433,2638,19140,2310,18365,2250,13061,1503,10381,1289,14162,1460,1856579,13734,932912,7766,53431,2217,13538,1568,65016,2799,34618,2162,12171,1270,25701,1784,77788,2964,122550,2509,133297,2228,140282,1977,119853,1704,78259,975,56408,925,923667,8353,51974,2019,11047,1424,64834,3058,28573,2215,11549,1451,23738,1798,63537,2630,110871,2896,131169,2655,139015,2286,126310,1538,85048,1557,76002,1646,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,21379357,61243,2414511,50159,1103353,29038,121664,7383,21281,2241,133741,7432,68096,5171,22508,2888,38672,3357,171042,9359,141761,7480,127314,6442,106657,5493,79589,3971,36604,3523,34424,3121,1311158,26328,116432,6541,20751,2242,126081,5968,57821,4599,21326,2300,37084,3635,201684,8337,201871,8468,166702,7049,130003,6709,97828,5061,52105,3616,81470,4570,18964846,69196,9569801,39564,592484,8922,109777,5070,698084,14038,389213,9907,134829,5439,267711,6923,864723,12293,1311417,12557,1500979,11052,1497022,8941,1063058,5230,613210,4597,527294,4427,9395045,35692,560889,8171,102587,5359,675289,11068,360792,8301,125900,4984,249723,6504,758652,10989,1152737,11770,1390152,10037,1468412,9452,1101753,6230,686368,5177,761791,5669,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3860945,14838,403948,16956,184114,8117,20733,2615,4049,1136,19205,2149,7749,1609,2263,848,4905,1153,34780,3714,27263,3202,21299,2583,18942,2083,13020,1598,5417,1127,4489,904,219834,11275,19269,2615,3631,1151,19132,2718,7874,1687,2539,822,5066,1128,41435,3728,37985,3575,23424,2280,21236,2225,15224,1715,9214,1296,13805,1506,3456997,20381,1743630,11492,111557,3188,21964,2182,130209,3943,65529,4081,23141,1956,46478,2101,140303,4763,263122,4989,276773,3569,287247,2611,201850,2042,102593,1524,72864,1246,1713367,12188,103708,3076,21024,2072,122181,4428,62564,3097,22495,1779,45333,2097,126521,4177,234525,4067,268548,3172,289053,2414,204833,2278,111235,1887,101347,1870,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2719005,9088,165822,9672,66506,4875,4874,1068,1753,975,6786,1618,3227,1022,1023,533,2626,954,7531,1681,6595,1538,8620,1510,8422,1406,7321,1272,4260,881,3468,682,99316,6147,5910,1460,1042,583,6674,1315,3888,1155,1525,632,2659,816,14457,1909,12048,1982,12563,1844,12978,1683,11446,1670,5030,888,9096,1196,2553183,10638,1254077,6227,67688,1335,17634,1944,92375,3434,50370,2759,19266,1716,35098,1829,96719,2285,137247,2710,200221,2704,218224,1974,157029,1368,87080,1139,75126,1125,1299106,6958,63643,1766,13383,1526,92040,2786,49064,2969,17202,1773,33737,1974,83102,2860,132752,2517,205238,2249,223322,2033,165617,1735,101334,1207,118672,1485,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,599456,3804,50695,6414,21639,3451,1916,753,586,373,2412,1050,742,468,622,398,798,547,4047,1130,3206,1068,2195,843,2679,836,1063,462,855,530,518,264,29056,3751,1905,1003,167,172,1967,840,525,433,227,222,816,448,6185,1396,4032,1197,3867,1231,3185,888,2301,694,1402,545,2477,813,548761,7180,272120,3950,16419,823,2269,655,19112,1374,10530,1256,3783,704,7628,755,21297,1266,32528,1326,40821,1005,42966,853,35388,599,21792,569,17587,345,276641,4267,14498,1184,3507,894,17980,1519,10048,1326,4572,650,5613,695,18762,1434,32231,1218,39617,1336,44116,1280,36900,818,25616,732,23181,916,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,183970,3232,16415,2675,8504,1820,320,328,0,292,246,305,60,99,0,292,38,64,2391,845,2365,840,850,500,973,572,868,483,130,168,263,242,7911,1816,0,292,0,292,412,409,116,131,0,292,26,50,3469,1211,1718,777,386,375,408,273,427,271,561,406,388,308,167555,3537,81540,2791,3963,421,764,446,2846,868,1130,527,444,247,876,316,4661,1280,20811,1193,16728,780,10715,572,9478,606,5636,319,3488,363,86015,2261,3890,179,536,295,2278,442,1228,656,443,256,675,286,8536,1203,23757,1093,14037,597,9627,478,10580,400,4854,312,5574,382,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13508676,25906,1374093,32191,599105,17769,58881,6025,7885,1541,55332,5010,27526,3116,9575,1592,19419,2651,81297,6407,63522,6156,65142,4649,68001,4184,62845,4076,36492,3230,43188,3340,774988,19066,48473,4457,7352,1457,49884,4275,21529,2398,9858,1935,21570,2527,107241,6004,94981,5727,94812,5496,85670,4692,80527,4996,63800,3910,89291,5160,12134583,38692,6013268,22128,317422,6446,59053,4274,389145,6904,203976,6836,72772,3249,149302,4269,446187,6774,726565,8386,901505,6243,906184,5242,750295,4939,543514,3572,547348,3654,6121315,22504,298525,5683,61564,4134,370306,8385,194651,5659,70639,3748,133014,4618,403691,6328,670607,7496,862313,6316,915175,4809,807653,5839,616709,4144,716468,6073,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
