GEO_ID,B13010_001E,B13010_001M,B13010_002E,B13010_002M,B13010_003E,B13010_003M,B13010_004E,B13010_004M,B13010_005E,B13010_005M,B13010_006E,B13010_006M,B13010_007E,B13010_007M,B13010_008E,B13010_008M,B13010_009E,B13010_009M,B13010_010E,B13010_010M,B13010_011E,B13010_011M,B13010_012E,B13010_012M,B13010_013E,B13010_013M,B13010_014E,B13010_014M,B13010_015E,B13010_015M,B13010_016E,B13010_016M,B13010_017E,B13010_017M,B13010_018E,B13010_018M,B13010_019E,B13010_019M,NAME,B13010_001EA,B13010_001MA,B13010_002MA,B13010_002EA,B13010_003MA,B13010_003EA,B13010_004MA,B13010_004EA,B13010_005EA,B13010_005MA,B13010_006EA,B13010_006MA,B13010_007MA,B13010_007EA,B13010_008MA,B13010_008EA,B13010_009MA,B13010_009EA,B13010_010MA,B13010_010EA,B13010_011MA,B13010_011EA,B13010_012EA,B13010_012MA,B13010_013EA,B13010_013MA,B13010_014MA,B13010_014EA,B13010_015MA,B13010_015EA,B13010_016MA,B13010_016EA,B13010_017EA,B13010_017MA,B13010_018EA,B13010_018MA,B13010_019MA,B13010_019EA,state
0400000US01,1141727,4297,59123,3767,36803,3343,4938,1223,8249,1647,23616,2286,22320,2664,12313,2026,4854,1459,5153,1195,1082604,5794,542681,8818,51945,3818,88448,4620,402288,7676,539923,10489,154491,6315,133086,6328,252346,8396,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,176460,2055,12115,1706,8567,1593,1440,835,1945,828,5182,1038,3548,820,1726,671,600,212,1222,542,164345,2843,82393,3047,5156,1140,8466,1289,68771,2964,81952,3680,14191,2233,15470,2219,52291,3295,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1488399,6172,88814,4857,59744,3571,11415,2147,13461,2382,34868,2680,29070,3424,15724,2237,6299,1622,7047,1523,1399585,7791,676871,9318,64727,4455,115738,6152,496406,8845,722714,9654,152018,7955,152843,7847,417853,9775,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,674073,3425,41076,3123,25637,2311,3539,954,5674,1167,16424,2185,15439,2428,9969,1742,2521,846,2949,996,632997,4230,339228,6132,35043,3203,65500,3609,238685,5789,293769,5945,88006,4891,75040,4202,130723,4645,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9317292,9177,512673,13124,355558,10674,50331,4042,78775,4443,226452,8155,157115,7417,69667,4332,37834,3872,49614,3427,8804619,14997,4200252,23013,393750,11612,676571,16513,3129931,24741,4604367,24584,885256,20747,917016,20068,2802095,24520,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1218372,3224,69287,4081,51625,3269,6263,1343,7858,1530,37504,2529,17662,2217,9088,1626,3616,1014,4958,1120,1149085,5183,596618,9122,42626,3425,74772,4435,479220,7903,552467,9994,110056,6565,107064,6475,335347,8486,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,862490,3058,44811,3134,32920,2862,2091,802,3525,1025,27304,2420,11891,1893,5388,1236,2331,986,4172,1079,817679,4032,406482,7274,13857,2093,31948,3007,360677,7321,411197,7266,65102,4268,56927,3948,289168,7272,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,212201,1679,13381,1757,8489,1357,337,304,1180,553,6972,1281,4892,1174,2305,828,881,497,1706,694,198820,2328,94722,3897,6255,1237,9789,1673,78678,3475,104098,4229,19734,2532,16466,1996,67898,4562,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,159260,2100,7758,1329,3665,1098,155,260,421,314,3089,976,4093,1110,1934,794,644,434,1515,740,151502,2525,39534,3100,4731,1176,3907,950,30896,2763,111968,3255,25251,2830,17574,2192,69143,3935,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4283310,8616,220279,9162,137491,5873,17266,2463,31016,3624,89209,4468,82788,6203,40262,4003,20259,2681,22267,2953,4063031,11955,1989108,17652,140879,7846,305474,10009,1542755,17430,2073923,19268,439475,13098,452968,13238,1181480,17914,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
