GEO_ID,B05003H_001E,B05003H_001M,B05003H_002E,B05003H_002M,B05003H_003E,B05003H_003M,B05003H_004E,B05003H_004M,B05003H_005E,B05003H_005M,B05003H_006E,B05003H_006M,B05003H_007E,B05003H_007M,B05003H_008E,B05003H_008M,B05003H_009E,B05003H_009M,B05003H_010E,B05003H_010M,B05003H_011E,B05003H_011M,B05003H_012E,B05003H_012M,B05003H_013E,B05003H_013M,B05003H_014E,B05003H_014M,B05003H_015E,B05003H_015M,B05003H_016E,B05003H_016M,B05003H_017E,B05003H_017M,B05003H_018E,B05003H_018M,B05003H_019E,B05003H_019M,B05003H_020E,B05003H_020M,B05003H_021E,B05003H_021M,B05003H_022E,B05003H_022M,B05003H_023E,B05003H_023M,NAME,B05003H_001EA,B05003H_001MA,B05003H_002MA,B05003H_002EA,B05003H_003EA,B05003H_003MA,B05003H_004MA,B05003H_004EA,B05003H_005MA,B05003H_005EA,B05003H_006EA,B05003H_006MA,B05003H_007MA,B05003H_007EA,B05003H_008EA,B05003H_008MA,B05003H_009MA,B05003H_009EA,B05003H_010MA,B05003H_010EA,B05003H_011MA,B05003H_011EA,B05003H_012EA,B05003H_012MA,B05003H_013MA,B05003H_013EA,B05003H_014MA,B05003H_014EA,B05003H_015MA,B05003H_015EA,B05003H_016MA,B05003H_016EA,B05003H_017EA,B05003H_017MA,B05003H_018MA,B05003H_018EA,B05003H_019MA,B05003H_019EA,B05003H_020MA,B05003H_020EA,B05003H_021EA,B05003H_021MA,B05003H_022MA,B05003H_022EA,B05003H_023EA,B05003H_023MA,state
0400000US13,5501019,3920,2713685,3349,643206,2929,637465,3154,5741,1691,2182,811,3559,1412,2070479,1950,2014866,4400,55613,4188,25768,2658,29845,3368,2787334,3527,604637,2995,599788,3431,4849,1423,1682,583,3167,1291,2182697,1386,2120726,4344,61971,4400,33330,3164,28641,3421,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,315822,649,167295,845,27535,772,26902,901,633,470,72,120,561,454,139760,448,132958,1445,6802,1416,3067,809,3735,1061,148527,769,25322,773,24514,1074,808,592,402,292,406,467,123205,264,112623,1844,10582,1821,4897,1070,5685,1373,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1265241,450,632450,522,163664,510,162872,712,792,555,294,221,498,498,468786,114,460772,1403,8014,1397,3452,938,4562,1141,632791,612,155654,520,154705,699,949,527,291,215,658,513,477137,249,466890,1467,10247,1409,5460,1056,4787,936,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8357564,3315,4088724,1835,918924,1211,902783,2498,16141,2347,5965,1078,10176,2116,3169800,1432,2945729,8531,224071,8171,134899,6255,89172,5659,4268840,2240,872211,1342,856479,2373,15732,2072,6811,1329,8921,1640,3396629,1302,3150339,10408,246290,10191,155007,7357,91283,6503,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5291080,3116,2598280,2130,636322,1473,632912,1726,3410,1069,1322,582,2088,986,1961958,1305,1935373,2944,26585,2763,13993,1646,12592,2036,2692800,1847,601656,1299,599133,1577,2523,959,1076,515,1447,777,2091144,1224,2060544,2662,30600,2729,18995,2163,11605,1679,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2714414,1251,1333164,1075,314353,771,312294,1111,2059,747,908,391,1151,611,1018811,613,1006537,2032,12274,1983,5673,1201,6601,1426,1381250,933,297797,765,296235,968,1562,532,525,294,1037,395,1083453,446,1070658,1841,12795,1847,6207,1157,6588,1334,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2237607,1552,1099597,1769,263615,1511,261560,1797,2055,921,544,406,1511,864,835982,681,826076,1715,9906,1576,5442,1336,4464,888,1138010,1786,251793,1565,250461,1651,1332,901,205,195,1127,860,886217,744,871221,2029,14996,1880,8422,1555,6574,1090,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3715900,1757,1814646,2210,435029,1978,433691,2037,1338,670,679,425,659,477,1379617,757,1364756,2721,14861,2578,7634,1719,7227,1668,1901254,2119,412080,1984,409847,2110,2233,931,1031,520,1202,761,1489174,580,1473251,2031,15923,1918,8807,1441,7116,1314,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2689206,1773,1319409,1573,307345,1312,305961,1562,1384,826,826,713,558,412,1012064,758,1001042,1822,11022,1590,5637,1132,5385,1216,1369797,1633,293465,1340,292587,1458,878,590,547,522,331,310,1076332,1129,1061954,2300,14378,1881,8327,1630,6051,965,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1259089,2930,614786,1560,133558,1066,133125,1117,433,322,90,114,343,295,481228,1041,471219,1729,10009,1355,6177,1108,3832,896,644303,1559,126418,848,125580,923,838,433,59,96,779,429,517885,1004,503600,1982,14285,1854,8348,1203,5937,1202,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3275198,1580,1597260,1103,359753,813,353978,1545,5775,1291,2155,646,3620,1100,1237507,652,1178488,4486,59019,4535,34110,3038,24909,3399,1677938,952,341671,751,336359,1321,5312,1095,1789,653,3523,888,1336267,593,1269132,4158,67135,4110,41188,3237,25947,2862,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5104271,7035,2459894,3965,537570,1743,529244,2625,8326,1764,2100,635,6226,1592,1922324,3083,1749231,7862,173093,7460,91965,5046,81128,6440,2644377,4140,513380,1645,503397,2439,9983,2064,2882,894,7101,1884,2130997,3015,1948716,7408,182281,7058,107265,4568,75016,5753,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7836885,2651,3869565,1666,906206,999,893890,2498,12316,2400,3955,1070,8361,2035,2963359,1077,2835851,5987,127508,5846,79437,4540,48071,4177,3967320,1440,856967,958,843680,2315,13287,2161,5029,1286,8258,1769,3110353,895,2973601,6312,136752,6393,83087,4905,53665,4357,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4435973,2616,2193181,1635,505662,750,501881,1246,3781,988,1785,724,1996,670,1687519,1154,1658289,2755,29230,2457,16614,1597,12616,1736,2242792,1303,481396,744,476605,1481,4791,1205,2097,676,2694,1067,1761396,867,1729087,2924,32309,2673,18622,1716,13687,2238,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1724848,806,844095,2123,197645,2247,197382,2247,263,218,173,149,90,147,646450,925,642475,1437,3975,1007,2620,837,1355,575,880753,2097,188482,2078,188101,2097,381,302,275,238,106,180,692271,399,686778,1310,5493,1176,3407,951,2086,749,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4820772,2635,2361526,1668,560023,1285,554215,1790,5808,1438,2463,891,3345,1139,1801503,765,1775008,3116,26495,2897,14099,2034,12396,2186,2459246,1828,531456,1240,528163,1492,3293,817,1903,662,1390,621,1927790,944,1897454,3546,30336,3374,17324,2409,13012,2030,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,836541,1177,418081,1204,92084,552,91589,594,495,290,219,189,276,230,325997,1084,322487,1478,3510,820,2021,593,1489,634,418460,617,87635,597,87450,635,185,241,169,239,16,28,330825,221,324168,1248,6657,1227,3666,860,2991,869,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1500166,1079,738162,715,176821,559,175705,748,1116,567,526,337,590,427,561341,409,555863,1229,5478,1152,3242,913,2236,688,762004,808,169332,510,168672,622,660,371,284,246,376,361,592672,645,585227,1323,7445,1179,4177,779,3268,860,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1463452,1626,741480,1322,150084,1042,148957,1109,1127,539,266,241,861,462,591396,893,559281,3157,32115,3021,17359,2090,14756,2238,721972,1303,140657,978,138754,1059,1903,656,387,256,1516,629,581315,883,543542,3173,37773,3180,21910,2505,15863,2189,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1230377,1390,605180,856,138599,831,137261,1109,1338,675,421,352,917,573,466581,293,449262,2869,17319,2885,8868,1714,8451,2093,625197,828,132632,309,131534,654,1098,553,228,165,870,523,492565,724,472968,2381,19597,2306,9549,1120,10048,2116,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5431103,5131,2639488,2614,598421,1025,585828,2224,12593,2129,4988,1364,7605,1659,2041067,2244,1838195,8031,202872,7440,127903,5907,74969,4881,2791615,3197,566271,1599,555439,2495,10832,1824,3955,1108,6877,1567,2225344,2141,2009903,7550,215441,7401,141256,5899,74185,4916,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,828965,2322,406198,1881,80617,1744,79492,1765,1125,450,299,202,826,457,325581,1042,315923,1710,9658,1513,3765,913,5893,1162,422767,2348,74709,1765,73641,1843,1068,592,414,360,654,489,348058,1316,336486,1924,11572,1474,5857,1010,5715,1262,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11628557,6496,5649901,3593,1233287,2067,1205082,3900,28205,3383,10223,1685,17982,2877,4416614,2510,3923274,10846,493340,10583,311445,8039,181895,8165,5978656,3642,1170411,1452,1144879,3693,25532,3445,10132,2012,15400,2869,4808245,2839,4263768,11587,544477,11093,358703,8859,185774,7527,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5999236,3277,2933474,3005,661938,2449,656682,2599,5256,1130,2327,729,2929,992,2271536,1737,2225789,3857,45747,3364,22454,2155,23293,2605,3065762,3027,618319,2527,615100,2616,3219,795,1556,652,1663,589,2447443,1465,2393933,4184,53510,3901,27101,2665,26409,2792,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,575108,570,288102,623,63012,431,62407,607,605,358,251,311,354,288,225090,447,222271,854,2819,688,1392,466,1427,508,287006,652,59501,449,59185,509,316,237,84,136,232,199,227505,342,224719,699,2786,649,1632,467,1154,490,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9506469,2612,4642674,1863,1098635,1619,1092433,2207,6202,1491,2195,625,4007,1360,3544039,927,3471582,4524,72457,4409,44510,3303,27947,3089,4863795,1639,1047774,1297,1040935,1832,6839,1438,2895,870,3944,1126,3816021,1008,3727802,4581,88219,4363,58263,3453,29956,2397,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2577447,1292,1260787,1560,287460,1388,286686,1343,774,433,451,319,323,274,973327,463,962432,1552,10895,1510,5958,1136,4937,1129,1316660,1629,272596,1446,271127,1611,1469,686,538,299,931,613,1044064,419,1029296,1974,14768,1911,7343,1161,7425,1634,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2989235,2041,1468872,1117,315091,842,310361,1744,4730,1598,901,516,3829,1534,1153781,769,1118072,3440,35709,3383,18719,2095,16990,2520,1520363,1309,299040,824,295791,1341,3249,1116,684,444,2565,1003,1221323,739,1175586,3350,45737,3400,25289,2402,20448,2334,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10201475,3277,4955005,2006,1078113,1114,1068418,2646,9695,2401,4249,1248,5446,1898,3876892,1268,3776414,5224,100478,5192,61611,4129,38867,3728,5246470,2044,1025916,1523,1018772,2015,7144,1315,3316,821,3828,1027,4220554,1087,4108287,4810,112267,4682,71370,3823,40897,3054,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,842726,2144,405175,919,83533,367,82736,596,797,472,271,269,526,388,321642,767,298787,2761,22855,2624,13026,1822,9829,1644,437551,1515,78587,804,77826,930,761,457,316,253,445,365,358964,1007,337129,2702,21835,2660,15193,2225,6642,1403,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2823274,1316,1382474,2096,309063,2031,307093,2191,1970,759,926,499,1044,545,1073411,295,1052133,2455,21278,2421,10534,1562,10744,1901,1440800,1872,291897,1776,289547,2018,2350,791,665,382,1685,734,1148903,458,1122863,2542,26040,2445,14264,1829,11776,1816,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,676671,743,337447,772,78121,757,77800,809,321,262,71,80,250,234,259326,86,257348,707,1978,689,651,324,1327,681,339224,902,73248,890,73094,926,154,156,16,29,138,147,265976,192,263430,686,2546,646,1267,420,1279,571,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4677757,2664,2287674,2218,523527,1663,519953,1910,3574,1161,1604,633,1970,984,1764147,1279,1739278,3006,24869,2459,12673,1814,12196,1813,2390083,2138,494907,1694,491803,2074,3104,1054,1102,458,2002,958,1895176,851,1866181,3078,28995,2900,16298,2116,12697,1701,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11309011,5630,5567471,3959,1262502,3248,1248029,3552,14473,2008,3672,1123,10801,1745,4304969,2461,4170857,7077,134112,6404,64613,4209,69499,4955,5741540,4570,1194072,3335,1180611,4026,13461,2179,3461,1145,10000,1721,4547468,2810,4403063,7449,144405,6644,79634,4532,64771,4533,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2112440,1295,1053773,633,321660,406,320335,679,1325,541,683,343,642,382,732113,497,716122,1896,15991,1817,8475,1307,7516,1474,1058667,1017,305318,499,303316,873,2002,786,1042,489,960,594,753349,869,732638,2319,20711,2148,11046,1308,9665,1663,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,596638,254,292620,414,63904,341,63352,465,552,376,73,84,479,372,228716,213,222076,1031,6640,1043,3766,699,2874,729,304018,360,61922,355,61562,495,360,295,29,34,331,290,242096,57,232131,1396,9965,1396,5398,988,4567,993,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5167028,2555,2541976,2579,567735,2264,558159,2467,9576,1940,3673,1165,5903,1643,1974241,1295,1905785,5041,68456,4926,37383,3298,31073,3586,2625052,2711,536141,2411,527263,2948,8878,1745,2739,993,6139,1607,2088911,1022,2003394,5732,85517,5648,46168,4244,39349,3760,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4886203,2527,2423365,1809,532891,1019,520122,2608,12769,2266,3686,1196,9083,2085,1890474,1326,1803814,4768,86660,4399,41724,3007,44936,3542,2462838,1289,503443,757,490937,2868,12506,2805,1772,690,10734,2677,1959395,980,1848147,5702,111248,5595,58873,4079,52375,4145,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1711605,1305,836151,1604,184945,1557,184602,1602,343,237,133,149,210,239,651206,579,648238,951,2968,784,1745,692,1223,450,875454,1733,175084,1582,174309,1757,775,588,129,146,646,581,700370,524,696255,1050,4115,943,2417,769,1698,562,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4755716,1777,2353629,1147,525573,658,522863,1030,2710,789,1340,448,1370,674,1828056,949,1797197,2994,30859,2804,18849,1977,12010,1822,2402087,1055,499942,725,496482,1090,3460,949,1685,559,1775,769,1902145,705,1868079,2728,34066,2565,22304,2105,11762,1542,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,453251,633,228821,882,51926,882,51822,897,104,176,47,81,57,99,176895,356,175664,660,1231,511,757,369,474,293,224430,923,49773,889,49679,906,94,120,59,102,35,58,174657,588,172379,955,2278,714,1673,612,605,370,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,35854,3402,19172,1968,3710,1001,3447,999,263,350,78,129,185,314,15462,1819,13544,1781,1918,634,1161,487,757,427,16682,2389,3759,1237,3592,1183,167,198,79,132,88,147,12923,1746,11380,1670,1543,583,600,357,943,459,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
