GEO_ID,B17016_001E,B17016_001M,B17016_002E,B17016_002M,B17016_003E,B17016_003M,B17016_004E,B17016_004M,B17016_005E,B17016_005M,B17016_006E,B17016_006M,B17016_007E,B17016_007M,B17016_008E,B17016_008M,B17016_009E,B17016_009M,B17016_010E,B17016_010M,B17016_011E,B17016_011M,B17016_012E,B17016_012M,B17016_013E,B17016_013M,B17016_014E,B17016_014M,B17016_015E,B17016_015M,B17016_016E,B17016_016M,B17016_017E,B17016_017M,B17016_018E,B17016_018M,B17016_019E,B17016_019M,B17016_020E,B17016_020M,B17016_021E,B17016_021M,B17016_022E,B17016_022M,B17016_023E,B17016_023M,B17016_024E,B17016_024M,B17016_025E,B17016_025M,B17016_026E,B17016_026M,B17016_027E,B17016_027M,B17016_028E,B17016_028M,B17016_029E,B17016_029M,B17016_030E,B17016_030M,B17016_031E,B17016_031M,B17016_032E,B17016_032M,B17016_033E,B17016_033M,B17016_034E,B17016_034M,B17016_035E,B17016_035M,B17016_036E,B17016_036M,B17016_037E,B17016_037M,B17016_038E,B17016_038M,B17016_039E,B17016_039M,B17016_040E,B17016_040M,B17016_041E,B17016_041M,B17016_042E,B17016_042M,B17016_043E,B17016_043M,B17016_044E,B17016_044M,B17016_045E,B17016_045M,B17016_046E,B17016_046M,B17016_047E,B17016_047M,NAME,B17016_001MA,B17016_001EA,B17016_002MA,B17016_002EA,B17016_003MA,B17016_003EA,B17016_004EA,B17016_004MA,B17016_005EA,B17016_005MA,B17016_006MA,B17016_006EA,B17016_007MA,B17016_007EA,B17016_008EA,B17016_008MA,B17016_009MA,B17016_009EA,B17016_010EA,B17016_010MA,B17016_011MA,B17016_011EA,B17016_012MA,B17016_012EA,B17016_013EA,B17016_013MA,B17016_014MA,B17016_014EA,B17016_015EA,B17016_015MA,B17016_016MA,B17016_016EA,B17016_017MA,B17016_017EA,B17016_018EA,B17016_018MA,B17016_019EA,B17016_019MA,B17016_020MA,B17016_020EA,B17016_021EA,B17016_021MA,B17016_022MA,B17016_022EA,B17016_023EA,B17016_023MA,B17016_024EA,B17016_024MA,B17016_025MA,B17016_025EA,B17016_026EA,B17016_026MA,B17016_027MA,B17016_027EA,B17016_028MA,B17016_028EA,B17016_029EA,B17016_029MA,B17016_030EA,B17016_030MA,B17016_031EA,B17016_031MA,B17016_032EA,B17016_032MA,B17016_033MA,B17016_033EA,B17016_034MA,B17016_034EA,B17016_035MA,B17016_035EA,B17016_036MA,B17016_036EA,B17016_037EA,B17016_037MA,B17016_038EA,B17016_038MA,B17016_039EA,B17016_039MA,B17016_040MA,B17016_040EA,B17016_041MA,B17016_041EA,B17016_042MA,B17016_042EA,B17016_043EA,B17016_043MA,B17016_044EA,B17016_044MA,B17016_045EA,B17016_045MA,B17016_046MA,B17016_046EA,B17016_047MA,B17016_047EA,state
0400000US01,1222858,13632,153968,6153,47888,3128,7202,1411,547,275,1291,618,5364,1262,15180,2232,1163,456,6663,1414,7354,1480,25506,2334,2352,637,5301,1269,17853,1821,106080,5137,12032,2086,1930,946,4806,1372,5296,1080,94048,4885,13367,1815,39879,3353,40802,3682,1068890,11900,840721,11014,473179,9136,233159,6494,121564,5105,118456,4315,155993,4969,67673,3968,47118,2556,41202,2716,211549,5723,53279,3191,26952,2081,131318,4385,228169,7381,62735,4137,37946,3406,12281,1883,12508,1714,165434,5957,87536,4538,32279,2755,45619,3246,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157939,4094,12892,1711,4309,864,873,413,336,300,179,140,358,228,1694,639,110,114,949,455,635,412,1742,755,35,43,816,610,891,470,8583,1667,1581,520,84,109,1024,498,473,197,7002,1605,286,248,3794,975,2922,1034,145047,3941,113020,3529,58396,2960,27906,2298,19779,1722,10711,1445,35536,2106,13110,1387,16764,1331,5662,934,19088,1620,5641,915,4639,1016,8808,1055,32027,2440,10967,1304,5898,1022,4226,934,843,279,21060,2155,11516,1570,6638,1268,2906,654,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1476269,13649,148379,6609,65875,4341,16368,2211,959,572,2045,720,13364,1912,18519,2342,2312,919,6705,1456,9502,1512,30988,2854,6261,1543,4862,1197,19865,2141,82504,4471,13633,1977,3328,1112,5483,1338,4822,1158,68871,4418,12111,2421,29129,3282,27631,2694,1327890,11552,1038933,11051,538188,9317,251425,7227,147726,6228,139037,5726,220428,5566,86015,3978,80110,3662,54303,3272,280317,8052,61261,4329,31710,2623,187346,5670,288957,7380,101444,4667,69545,4273,21013,2493,10886,1590,187513,6137,107452,5455,45184,3434,34877,2812,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758195,10004,98994,5334,35059,2914,6824,1597,928,489,2495,1019,3401,821,10764,1604,1255,497,4804,1012,4705,1051,17471,1948,3021,1005,3462,903,10988,1520,63935,4413,9348,1651,1712,653,4467,1345,3169,802,54587,4208,9166,1534,26524,3275,18897,2200,659201,9520,532170,8393,285149,6445,150178,5455,76125,3676,58846,3637,111538,4378,45466,2892,39219,2817,26853,2307,135483,3863,32964,2349,17735,1944,84784,3449,127031,5447,39473,3476,26096,2790,7797,1442,5580,1062,87558,4328,48978,3504,18955,1844,19625,1907,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8303793,26257,808722,15542,354007,9617,95998,6275,4978,1153,18056,2586,72964,5790,114612,5740,9902,1480,41561,3542,63149,4352,143397,5087,26863,2465,30970,2771,85564,4535,454715,11295,81530,5386,18967,2537,33769,3390,28794,2958,373185,9741,52856,4896,152753,6165,167576,7067,7495071,27100,5697694,26800,3078398,24306,1390047,15959,845254,11621,843097,13931,1389822,17595,521486,10844,542855,9579,325481,9050,1229474,13728,360896,10211,179879,6388,688699,10036,1797377,19504,616902,13764,403089,11717,137836,6112,75977,4644,1180475,13628,614171,10566,314220,7934,252084,7794,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1196223,10837,100852,5718,40353,3230,9951,1718,1288,593,2228,716,6435,1467,13917,2131,2003,840,5951,1321,5963,1131,16485,2018,3715,1092,3107,1078,9663,1314,60499,4498,10096,1962,2035,811,5190,1496,2871,931,50403,3914,6690,1635,23509,2498,20204,2652,1095371,10184,893795,11607,505127,10265,236834,6646,162466,5810,105827,5971,223455,6265,96068,4882,83681,4170,43706,3063,165213,4658,43545,2977,27040,2189,94628,3063,201576,6652,70333,4269,46556,3432,15908,2078,7869,1340,131243,5243,77883,4127,35542,2821,17818,1998,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,894348,7766,52378,3369,14848,1731,2318,748,450,445,303,258,1565,643,4167,945,305,254,1905,657,1957,693,8363,1415,808,388,1319,620,6236,1301,37530,2746,4106,938,399,290,1835,686,1872,670,33424,2619,2291,762,15562,1897,15571,2028,841970,8324,665808,7636,370599,7452,175518,5113,118787,4700,76294,4775,159984,5055,77257,3715,51809,2984,30918,2337,135225,4827,39848,3203,20841,1944,74536,2901,176162,5527,49082,3648,31394,3089,10543,1663,7145,1136,127080,5207,68089,3456,36039,2539,22952,2242,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213565,5010,16254,2392,4355,1108,943,528,108,114,0,261,835,549,1182,602,240,300,380,312,562,314,2230,786,713,571,377,214,1140,505,11899,2094,1737,894,788,688,607,409,342,340,10162,1883,1693,750,5722,1551,2747,856,197311,4638,152854,4240,83958,3546,42380,2512,25596,1997,15982,1780,29096,2326,12176,1478,9936,1480,6984,989,39800,2548,8921,1660,5451,891,25428,1682,44457,3088,13472,1884,7618,1557,3351,932,2503,758,30985,2492,18739,2232,7246,1104,5000,880,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108759,4148,17690,2103,3183,1018,456,368,79,130,66,107,311,341,950,530,0,292,691,473,259,234,1777,710,424,469,162,160,1191,506,14507,1841,1066,499,272,312,426,352,368,223,13441,1743,1300,556,3982,916,8159,1435,91069,3784,52688,3527,31398,2860,17505,1951,8660,1624,5233,1228,10243,1510,4103,897,4490,1075,1650,510,11047,1432,3706,791,1124,567,6217,1140,38381,2511,8335,1429,5148,1244,1302,527,1885,559,30046,2249,16964,1801,5343,1040,7739,1172,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4632974,21331,417106,11793,158569,6618,27343,3172,2374,724,6382,1730,18587,2703,41204,3657,4315,907,15075,2542,21814,2701,90022,4678,10754,1861,10019,1612,69249,4191,258537,9427,40871,3866,8521,1952,16152,2711,16198,2128,217666,8310,39585,3804,92516,6273,85565,5389,4215868,21877,3293558,19523,1640876,17874,851181,14375,420171,8893,369524,9724,680153,11438,270441,7888,236537,6858,173175,5672,972529,10518,198681,7620,115100,5282,658748,8789,922310,15734,278739,8719,186326,7997,52696,4038,39717,3261,643571,12902,367983,10190,146869,5893,128719,4567,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
