GEO_ID,B17016_001E,B17016_001M,B17016_002E,B17016_002M,B17016_003E,B17016_003M,B17016_004E,B17016_004M,B17016_005E,B17016_005M,B17016_006E,B17016_006M,B17016_007E,B17016_007M,B17016_008E,B17016_008M,B17016_009E,B17016_009M,B17016_010E,B17016_010M,B17016_011E,B17016_011M,B17016_012E,B17016_012M,B17016_013E,B17016_013M,B17016_014E,B17016_014M,B17016_015E,B17016_015M,B17016_016E,B17016_016M,B17016_017E,B17016_017M,B17016_018E,B17016_018M,B17016_019E,B17016_019M,B17016_020E,B17016_020M,B17016_021E,B17016_021M,B17016_022E,B17016_022M,B17016_023E,B17016_023M,B17016_024E,B17016_024M,B17016_025E,B17016_025M,B17016_026E,B17016_026M,B17016_027E,B17016_027M,B17016_028E,B17016_028M,B17016_029E,B17016_029M,B17016_030E,B17016_030M,B17016_031E,B17016_031M,B17016_032E,B17016_032M,B17016_033E,B17016_033M,B17016_034E,B17016_034M,B17016_035E,B17016_035M,B17016_036E,B17016_036M,B17016_037E,B17016_037M,B17016_038E,B17016_038M,B17016_039E,B17016_039M,B17016_040E,B17016_040M,B17016_041E,B17016_041M,B17016_042E,B17016_042M,B17016_043E,B17016_043M,B17016_044E,B17016_044M,B17016_045E,B17016_045M,B17016_046E,B17016_046M,B17016_047E,B17016_047M,NAME,B17016_001MA,B17016_001EA,B17016_002MA,B17016_002EA,B17016_003MA,B17016_003EA,B17016_004EA,B17016_004MA,B17016_005EA,B17016_005MA,B17016_006MA,B17016_006EA,B17016_007MA,B17016_007EA,B17016_008EA,B17016_008MA,B17016_009MA,B17016_009EA,B17016_010EA,B17016_010MA,B17016_011MA,B17016_011EA,B17016_012MA,B17016_012EA,B17016_013EA,B17016_013MA,B17016_014MA,B17016_014EA,B17016_015EA,B17016_015MA,B17016_016MA,B17016_016EA,B17016_017MA,B17016_017EA,B17016_018EA,B17016_018MA,B17016_019EA,B17016_019MA,B17016_020MA,B17016_020EA,B17016_021EA,B17016_021MA,B17016_022MA,B17016_022EA,B17016_023EA,B17016_023MA,B17016_024EA,B17016_024MA,B17016_025MA,B17016_025EA,B17016_026EA,B17016_026MA,B17016_027MA,B17016_027EA,B17016_028MA,B17016_028EA,B17016_029EA,B17016_029MA,B17016_030EA,B17016_030MA,B17016_031EA,B17016_031MA,B17016_032EA,B17016_032MA,B17016_033MA,B17016_033EA,B17016_034MA,B17016_034EA,B17016_035MA,B17016_035EA,B17016_036MA,B17016_036EA,B17016_037EA,B17016_037MA,B17016_038EA,B17016_038MA,B17016_039EA,B17016_039MA,B17016_040MA,B17016_040EA,B17016_041MA,B17016_041EA,B17016_042MA,B17016_042EA,B17016_043EA,B17016_043MA,B17016_044EA,B17016_044MA,B17016_045EA,B17016_045MA,B17016_046MA,B17016_046EA,B17016_047MA,B17016_047EA,state
0400000US13,2296694,17833,254447,8999,77579,5080,16895,2960,472,324,3410,1118,13013,2601,22803,2364,1732,651,8711,1593,12360,2007,37881,3105,6234,1327,6492,1390,25155,2559,176868,7016,24868,2993,5652,1726,7932,1716,11284,1952,152000,6255,24542,2829,66211,4992,61247,3933,2042247,16550,1561800,17647,932074,14364,465498,10538,245959,6786,220617,7459,319025,9775,141176,6259,108023,5390,69826,4401,310701,7655,97326,5228,42417,2501,170958,4855,480447,11130,140115,5580,95869,5309,27860,3134,16386,1751,340332,8360,197421,7773,83075,4990,59836,3881,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,301102,5471,21376,2564,8593,1588,1423,599,154,247,386,260,883,551,1918,590,98,114,1112,487,708,363,5252,1392,410,386,552,361,4290,1221,12783,1967,1588,644,54,88,663,387,871,473,11195,1834,1626,767,4231,1129,5338,1294,279726,5264,214132,4338,115847,4014,66062,3582,27154,2499,22631,2093,44500,3125,17039,1935,19046,1834,8415,1060,53785,2639,12998,1661,8000,1067,32787,1943,65594,3376,22678,2130,13878,1818,4621,1018,4179,953,42916,2891,20474,2280,9155,1363,13287,1474,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,382686,5514,35602,2629,18299,2010,4146,1082,350,238,1334,647,2462,906,8116,1407,544,291,4132,1062,3440,932,6037,1100,1543,716,1152,446,3342,718,17303,1875,3887,1059,503,297,2614,892,770,449,13416,1742,2921,977,6643,1379,3852,1118,347084,5517,295696,5972,154876,5286,68370,3393,54457,2880,32049,2776,77126,3132,29258,2257,31525,2304,16343,1733,63694,2882,14768,1820,9341,1515,39585,1925,51388,3713,17674,1916,11264,1568,3852,933,2558,788,33714,3100,17890,2424,9610,1344,6214,1183,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3146342,17216,285732,8528,92059,5082,21368,2502,934,418,4727,1295,15707,2140,28019,2545,2720,944,11289,1659,14010,1862,42672,3348,5523,1479,9671,1727,27478,2905,193673,6502,27116,2645,6718,1530,10487,1561,9911,1787,166557,5649,24036,2876,77070,4097,65451,3758,2860610,18614,2263392,16515,1290483,14573,619729,10304,373190,9543,297564,8544,514079,10378,219147,7690,185657,6290,109275,4955,458830,8797,122014,5335,66289,4010,270527,5579,597218,13032,176406,6155,111019,5418,38157,3355,27230,2210,420812,10658,233623,8277,104076,4565,83113,4100,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1645031,12308,148710,6770,46577,3366,8285,1632,470,331,3011,818,4804,1343,16838,2130,905,416,7683,1272,8250,1594,21454,2280,2373,863,5318,1035,13763,1790,102133,6312,15712,1975,2787,916,7800,1485,5125,997,86421,5756,10626,1710,43405,3937,32390,3153,1496321,12215,1202048,11005,688639,9762,336205,6531,216575,6244,135859,5073,262386,7105,108787,4752,94783,4921,58816,3110,251023,5792,59973,3388,34803,2569,156247,4308,294273,8588,96840,6228,63294,5036,21601,2484,11945,1344,197433,6555,114691,5392,46214,3255,36528,2840,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796970,7397,58184,3653,19896,2154,4544,1051,549,239,1925,626,2070,797,6717,1202,748,316,3280,838,2689,702,8635,1312,785,408,2449,674,5401,886,38288,3104,6116,1085,1057,455,3050,870,2009,702,32172,2844,3340,883,19423,2087,9409,1676,738786,7218,621438,7583,365493,7382,203499,5657,112481,4875,49513,2659,138656,4844,56496,3458,53378,2735,28782,1817,117289,3119,23944,1981,18158,1599,75187,2618,117348,4319,38951,2643,26053,2156,9089,1298,3809,805,78397,3809,47342,3151,18375,2167,12680,1476,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,724553,7620,62329,3366,22713,2277,4683,1252,578,420,1312,629,2793,780,8044,1211,1467,714,3558,770,3019,849,9986,1636,1385,559,2054,637,6547,1206,39616,2585,4622,954,1326,605,2454,698,842,414,34994,2924,5119,1351,19855,2374,10020,1496,662224,8195,548976,7458,326001,6985,169591,5947,99533,4266,56877,3312,123674,4678,55567,3118,42071,3062,26036,2152,99301,3626,27849,2278,13809,1412,57643,2430,113248,4750,36368,2695,26288,2358,6700,1260,3380,698,76880,3582,48122,3229,17124,1796,11634,1314,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1106404,10897,144528,5686,59915,3679,5164,1126,539,321,1748,675,2877,829,18101,2068,1316,709,7209,1254,9576,1710,36650,2799,2951,857,7337,1428,26362,2367,84613,5107,12872,1909,2148,785,5184,1291,5540,1396,71741,4537,8603,1496,30488,3411,32650,3205,961876,11068,772589,11194,413927,8754,207892,6653,114287,4876,91748,4501,166038,5720,67511,4034,56970,3407,41557,2763,192624,5739,51203,3471,26198,1978,115223,3960,189287,6054,55488,3433,31944,2624,12067,1586,11477,1616,133799,5154,72016,4343,28070,2853,33713,2322,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1072568,11225,154976,6335,43736,3592,6777,1256,637,498,1750,751,4390,989,14127,2077,2330,874,5452,1217,6345,1304,22832,2716,2252,890,3404,949,17176,2182,111240,5583,12387,2055,2275,947,5250,1207,4862,1216,98853,4913,16271,2433,42980,3530,39602,3636,917592,11016,704660,10482,366215,8010,179471,5662,99075,4952,87669,4396,170554,5859,59459,3746,65750,3524,45345,2723,167891,4579,42946,2912,26948,2319,97997,3701,212932,6522,60129,3931,32894,3183,13601,1855,13634,1985,152803,5859,71887,3870,42377,3022,38539,3143,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,358314,5380,31261,2882,10699,1308,1869,558,316,308,519,261,1034,435,3344,814,295,217,1269,475,1780,695,5486,1031,448,196,1020,361,4018,907,20562,2556,3396,927,337,266,1876,704,1183,515,17166,2107,806,456,8719,1366,7641,1547,327053,5560,266273,5330,137466,3692,70134,2720,43466,2518,23866,1993,67524,2954,30074,2296,24312,1893,13138,1237,61283,2654,13869,1487,9541,1224,37873,1973,60780,3905,20222,2127,12157,1540,4947,1163,3118,623,40558,2982,21301,2218,10513,1454,8744,1307,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1405655,12927,73947,4819,19304,2195,2189,646,229,243,468,239,1492,564,5330,1189,522,354,1830,633,2978,850,11785,1789,592,426,2375,806,8818,1455,54643,4015,6493,1226,912,669,2385,904,3196,1006,48150,3888,7057,1698,21378,2540,19715,2297,1331708,12246,998792,10969,599822,9571,317494,8337,163267,4807,119061,5240,217083,6115,97578,4899,77355,3592,42150,3004,181887,6103,46517,3459,28889,2543,106481,3703,332916,7869,90613,4927,62738,4007,16553,2210,11322,1566,242303,6607,145946,5531,56146,3681,40211,2737,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1565973,11720,109375,5804,32026,2984,2812,803,302,228,798,443,1712,635,11592,1944,653,434,3743,880,7196,1505,17622,2085,1536,630,2440,705,13646,1946,77349,4788,8149,1492,654,426,3895,1147,3600,1011,69200,4552,5522,1469,29272,3011,34406,3330,1456598,11428,1143758,11238,626273,9911,299912,7457,211224,5943,115137,4819,282475,8054,135534,5835,95086,4518,51855,3305,235010,5471,63840,3820,35312,2590,135858,4028,312840,9012,91938,4580,57213,3601,18008,2531,16717,1822,220902,7646,113874,5887,63686,3619,43342,3071,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2579201,15447,248142,7383,80734,3852,13947,1610,836,342,3883,806,9228,1393,29674,2603,1769,562,12017,1629,15888,1854,37113,2870,2918,923,7751,1405,26444,2173,167408,6417,24077,2482,2985,808,11714,1542,9378,1814,143331,6053,17484,2050,68660,4343,57187,3851,2331059,15886,1857954,16232,959373,11191,420659,8294,323469,7326,215245,5044,446339,10015,176118,5558,167935,5221,102286,4415,452242,6885,98321,4234,66147,2967,287774,5065,473105,9620,141401,4923,83239,4217,32778,2450,25384,1970,331704,9129,172489,6548,89045,4325,70170,3181,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
