GEO_ID,C08101_001E,C08101_001M,C08101_002E,C08101_002M,C08101_003E,C08101_003M,C08101_004E,C08101_004M,C08101_005E,C08101_005M,C08101_006E,C08101_006M,C08101_007E,C08101_007M,C08101_008E,C08101_008M,C08101_009E,C08101_009M,C08101_010E,C08101_010M,C08101_011E,C08101_011M,C08101_012E,C08101_012M,C08101_013E,C08101_013M,C08101_014E,C08101_014M,C08101_015E,C08101_015M,C08101_016E,C08101_016M,C08101_017E,C08101_017M,C08101_018E,C08101_018M,C08101_019E,C08101_019M,C08101_020E,C08101_020M,C08101_021E,C08101_021M,C08101_022E,C08101_022M,C08101_023E,C08101_023M,C08101_024E,C08101_024M,C08101_025E,C08101_025M,C08101_026E,C08101_026M,C08101_027E,C08101_027M,C08101_028E,C08101_028M,C08101_029E,C08101_029M,C08101_030E,C08101_030M,C08101_031E,C08101_031M,C08101_032E,C08101_032M,C08101_033E,C08101_033M,C08101_034E,C08101_034M,C08101_035E,C08101_035M,C08101_036E,C08101_036M,C08101_037E,C08101_037M,C08101_038E,C08101_038M,C08101_039E,C08101_039M,C08101_040E,C08101_040M,C08101_041E,C08101_041M,C08101_042E,C08101_042M,NAME,C08101_001EA,C08101_001MA,C08101_002EA,C08101_002MA,C08101_003MA,C08101_003EA,C08101_004MA,C08101_004EA,C08101_005EA,C08101_005MA,C08101_006EA,C08101_006MA,C08101_007EA,C08101_007MA,C08101_008MA,C08101_008EA,C08101_009MA,C08101_009EA,C08101_010MA,C08101_010EA,C08101_011EA,C08101_011MA,C08101_012EA,C08101_012MA,C08101_013EA,C08101_013MA,C08101_014MA,C08101_014EA,C08101_015MA,C08101_015EA,C08101_016MA,C08101_016EA,C08101_017MA,C08101_017EA,C08101_018EA,C08101_018MA,C08101_019MA,C08101_019EA,C08101_020EA,C08101_020MA,C08101_021MA,C08101_021EA,C08101_022MA,C08101_022EA,C08101_023MA,C08101_023EA,C08101_024EA,C08101_024MA,C08101_025MA,C08101_025EA,C08101_026MA,C08101_026EA,C08101_027MA,C08101_027EA,C08101_028MA,C08101_028EA,C08101_029EA,C08101_029MA,C08101_030MA,C08101_030EA,C08101_031MA,C08101_031EA,C08101_032MA,C08101_032EA,C08101_033EA,C08101_033MA,C08101_034MA,C08101_034EA,C08101_035EA,C08101_035MA,C08101_036MA,C08101_036EA,C08101_037MA,C08101_037EA,C08101_038EA,C08101_038MA,C08101_039MA,C08101_039EA,C08101_040EA,C08101_040MA,C08101_041EA,C08101_041MA,C08101_042MA,C08101_042EA,state
0400000US01,1964398,13741,80098,4713,202267,5689,887214,10003,459887,6610,168843,4980,166089,5753,1642370,13340,61957,4026,161107,4839,744249,9633,388845,7039,145486,4334,140726,4941,221523,7823,13208,1672,29564,2955,106128,5871,46024,3714,13926,1919,12673,1767,8948,1408,652,535,1363,702,3745,1078,1619,593,770,431,799,359,42633,3711,3116,941,7183,1455,15699,1898,9357,1428,3206,977,4072,989,48924,3402,1165,451,3050,923,17393,2098,14042,2031,5455,1109,7819,1243,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,317371,5843,17253,2003,32586,2418,141205,3992,80114,2579,24455,2036,21758,2367,214722,5147,10444,1648,17840,1922,97749,4123,57083,2836,16881,1750,14725,2013,40456,3594,3287,1083,5867,1286,19544,2019,7968,1525,2151,636,1639,718,3641,1133,71,88,592,524,1358,531,1040,605,372,335,208,248,42498,2373,2688,905,6702,1219,16660,1585,9907,1232,3487,797,3054,567,16054,1764,763,543,1585,733,5894,1288,4116,798,1564,480,2132,675,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2731538,15079,128348,4990,283952,5617,1318578,12058,578957,7321,214149,5956,207554,6397,2038150,17778,79296,3894,194130,6533,984596,13863,452810,7153,169651,6186,157667,6043,378478,13068,29165,3101,54832,3942,191880,8866,65928,4275,19055,2578,17618,2255,57699,4275,4884,1222,9060,1989,27185,3044,10137,2022,3070,1087,3363,1011,133276,6650,12934,1664,22253,3256,60086,4996,20390,2566,8752,1739,8861,1450,123935,6389,2069,759,3677,1103,54831,4289,29692,2981,13621,1833,20045,2222,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223692,11014,57939,3716,123652,4260,550091,6822,277355,4864,104877,3720,109778,3976,981639,11565,41514,3137,95535,3579,438373,7916,229918,5000,87867,3727,88432,3536,158090,6618,10707,1613,19853,2306,80796,4616,28043,2263,9206,1220,9485,1352,5256,1122,290,321,510,382,2729,877,1002,586,417,232,308,225,38741,3356,3942,920,5680,1424,13830,1781,8346,1540,3352,788,3591,836,39966,3313,1486,627,2074,772,14363,2093,10046,1996,4035,1138,7962,1273,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16335802,38058,650337,11814,1732759,14065,7811260,26275,3647573,16750,1279487,15813,1214386,16518,11924695,44708,382558,10362,1196627,17403,5724924,28640,2762922,20481,973638,12694,884026,13737,2032313,26049,126866,5809,271251,11070,1019632,17382,395067,10296,117033,5040,102464,4663,811665,16844,44441,3980,101365,5447,403001,12834,155954,6261,52730,3897,54174,3430,788083,14872,78283,4154,122302,5540,352957,10088,135537,6238,51178,3717,47826,3414,779046,16629,18189,2335,41214,3871,310746,9930,198093,7193,84908,4630,125896,5787,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2392520,12946,102541,4099,239313,4952,1113944,8195,555061,5720,197290,4779,184371,5226,1796539,13211,68297,3412,173741,5806,832219,9859,430991,6401,150997,4500,140294,4943,254063,9710,15788,2015,29973,3489,131675,5686,50090,3201,14200,1766,12337,1974,75708,4729,3982,996,9608,1749,35884,3327,16410,1957,5506,1340,4318,987,129080,5359,12263,1850,21779,2546,55790,3808,21933,2241,9790,1724,7525,1088,137130,5709,2211,739,4212,1341,58376,3770,35637,2660,16797,1965,19897,2164,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1714985,11199,75055,3197,147683,4308,731714,5958,432328,4907,158904,5139,169301,4388,1366329,11841,45763,2931,110385,4899,587085,6761,357409,5839,129052,4460,136635,3983,143661,6736,12434,1853,15288,2202,65025,4205,28948,3113,11095,1703,10871,1623,69666,4762,4207,1146,5478,1111,29940,2999,17427,2206,6637,1107,5977,1224,75854,5022,11395,1494,13288,1958,29785,3005,11696,1993,5119,1141,4571,1157,59475,3119,1256,404,3244,748,19879,1664,16848,1726,7001,1183,11247,1232,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,398315,6047,18233,1821,37615,2406,181557,3729,91986,2415,33780,2559,35144,2488,321865,6945,12219,1649,28187,2425,149529,4047,75567,2961,27943,2305,28420,2010,37621,3527,3269,918,4989,1222,17348,2422,7859,1394,2070,544,2086,591,11151,1815,346,251,1083,662,5278,1434,2533,572,680,383,1231,574,17280,2309,2038,673,3068,1081,5705,1335,3179,970,1808,708,1482,669,10398,1446,361,306,288,223,3697,866,2848,699,1279,533,1925,654,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,284007,4734,7188,1245,30349,2289,143561,3089,53318,1975,22514,1642,27077,2026,100615,4717,585,402,5422,1180,51805,3388,21923,2011,9861,1492,11019,1548,17907,2839,111,135,1868,785,9078,1915,3634,1063,1421,502,1795,771,110682,5294,3288,874,14493,1981,57270,3811,19716,1782,7225,1302,8690,1276,43305,3090,2690,820,7096,1248,21016,2337,6851,1136,2831,730,2821,769,11498,1692,514,370,1470,752,4392,924,1194,562,1176,484,2752,688,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8143041,27952,327021,9420,776683,11527,3686310,18432,1874738,13284,707007,12741,771282,12931,6454480,30048,212596,7661,576766,11183,2943819,22784,1528077,13812,575192,10980,618030,11799,886045,19734,64594,5081,115733,6472,421623,14229,170249,7017,58270,3603,55576,3323,159785,8928,10833,1860,23380,3030,65910,6033,32127,3466,14436,1827,13099,1866,316433,11809,31515,3561,47033,3556,129926,7344,61576,4303,21839,2133,24544,2308,326298,11200,7483,1303,13771,2328,125032,7161,82709,4424,37270,3274,60033,3879,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
