GEO_ID,B25091_001E,B25091_001M,B25091_002E,B25091_002M,B25091_003E,B25091_003M,B25091_004E,B25091_004M,B25091_005E,B25091_005M,B25091_006E,B25091_006M,B25091_007E,B25091_007M,B25091_008E,B25091_008M,B25091_009E,B25091_009M,B25091_010E,B25091_010M,B25091_011E,B25091_011M,B25091_012E,B25091_012M,B25091_013E,B25091_013M,B25091_014E,B25091_014M,B25091_015E,B25091_015M,B25091_016E,B25091_016M,B25091_017E,B25091_017M,B25091_018E,B25091_018M,B25091_019E,B25091_019M,B25091_020E,B25091_020M,B25091_021E,B25091_021M,B25091_022E,B25091_022M,B25091_023E,B25091_023M,NAME,B25091_001MA,B25091_001EA,B25091_002MA,B25091_002EA,B25091_003MA,B25091_003EA,B25091_004EA,B25091_004MA,B25091_005EA,B25091_005MA,B25091_006MA,B25091_006EA,B25091_007MA,B25091_007EA,B25091_008MA,B25091_008EA,B25091_009EA,B25091_009MA,B25091_010EA,B25091_010MA,B25091_011EA,B25091_011MA,B25091_012MA,B25091_012EA,B25091_013MA,B25091_013EA,B25091_014MA,B25091_014EA,B25091_015EA,B25091_015MA,B25091_016EA,B25091_016MA,B25091_017MA,B25091_017EA,B25091_018MA,B25091_018EA,B25091_019MA,B25091_019EA,B25091_020EA,B25091_020MA,B25091_021EA,B25091_021MA,B25091_022EA,B25091_022MA,B25091_023MA,B25091_023EA,state
0400000US01,1289272,11970,789058,11033,54583,3270,136632,5084,159895,5457,121068,4128,85396,4742,54336,3495,37996,3036,43708,3129,91463,4432,3981,988,500214,8788,214451,5901,96163,4313,54599,3625,32053,2388,23783,2320,14608,1727,12230,1476,14584,2111,31883,2620,5860,1264,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,148249,3302,102554,3334,5345,926,14192,1258,15278,1524,19036,1990,13464,1710,10151,1287,6289,1093,7486,1366,11107,1805,206,212,45695,2226,21393,1648,9094,1111,4691,872,3211,818,2183,607,928,355,632,291,829,364,2544,647,190,188,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1523041,12956,1084174,13330,54623,3240,127438,5433,175762,6577,171453,5537,143595,5669,100037,4831,69453,3929,87393,4447,148189,6647,6231,1457,438867,6668,204397,5292,85480,4709,46299,2871,25917,2238,16645,2221,12874,1845,8784,1370,9703,1634,22409,2365,6359,1176,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,753412,8763,439018,9299,32063,2591,83098,3900,94893,4273,64778,3308,44414,2934,30834,2380,19341,2062,22954,2427,45119,3059,1524,659,314394,6698,134118,5348,64532,3572,37546,2464,21696,1871,15330,1546,9738,1349,5908,985,8066,1089,13973,1709,3487,904,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7102197,26399,5431478,25319,186788,6706,411824,9717,624444,11456,718322,12336,653593,13276,552726,10102,435301,9586,615531,12862,1211049,18304,21900,2584,1670719,15863,723864,10974,309466,7435,179069,5734,112695,4856,72551,3996,52152,3073,38119,2740,50928,3312,115219,4989,16656,2210,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1269421,10162,980544,9125,43096,2916,98904,4532,157100,6107,167826,5624,133180,5834,99357,4620,65315,3486,78147,4753,134602,5509,3017,799,288877,5949,128982,3608,52004,3192,33772,2304,19306,1697,15008,1464,7500,1117,5938,1073,6732,1012,16849,1689,2786,893,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,921382,7687,665431,8070,30483,2205,64715,3839,107148,4128,106128,5529,91519,4629,69930,3750,45088,3022,52910,3335,95616,4742,1894,748,255951,5671,68020,3191,50815,2762,33560,1979,27335,2077,17679,1960,11936,1399,9322,1110,11859,1386,23864,2089,1561,569,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,238194,3604,158699,3796,11954,1500,19447,2019,29105,2233,28817,2414,19568,2179,13281,1755,8149,1069,10715,1603,17524,1928,139,136,79495,3215,35023,2391,13937,1380,10602,1297,4998,812,4085,860,1797,659,1956,569,1939,690,4774,1075,384,267,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114586,3453,87339,3430,5911,1191,9404,1263,14791,1760,13188,1845,10303,1473,7355,1289,6502,1398,7085,1104,12106,1593,694,360,27247,2073,12728,1470,4690,968,2607,801,1514,602,1153,389,487,339,694,443,805,383,2191,622,378,241,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4994101,23446,3283171,21249,133350,5779,311085,8473,459944,10277,478056,10251,407620,9406,320108,8498,227924,7967,296895,8178,628104,13497,20085,2488,1710930,16837,558321,11037,338009,7375,227000,6718,145601,4602,101718,4401,65229,3797,47259,2929,61065,3857,142041,7018,24687,2695,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2285179,17167,1656735,15936,85451,4363,227918,7161,300801,8926,270639,8081,204782,7795,145142,6814,92944,4738,109220,5041,209926,7678,9912,1675,628444,9440,268273,7297,124279,4324,69813,3921,40182,2872,32411,2804,19153,1955,14527,1456,17819,2076,35099,2768,6888,1342,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,257599,4950,176714,5060,8376,1177,16154,1930,21717,2054,25842,2210,23223,2535,18530,1681,13977,1901,16987,2074,31186,3047,722,495,80885,3025,43983,2814,14718,1718,6956,1176,3394,651,2481,774,1587,615,1530,654,1165,470,4334,901,737,530,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,390982,4444,274449,4960,13575,1572,33453,2772,49835,2724,49238,2899,34786,2722,23632,2586,17254,1863,20817,1894,31240,2246,619,307,116533,3352,54026,2630,21065,1650,13163,1458,7543,1126,5726,1023,3688,864,2058,773,2667,672,5356,952,1241,636,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3301367,17286,2297517,15198,91188,3807,254845,6179,383102,7813,367357,8382,304287,8170,226837,6799,152941,6493,184713,6121,323690,8651,8557,1636,1003850,12741,330793,7411,208155,6055,137399,4645,84282,4048,57750,2781,37325,2334,27416,2391,36324,2656,75849,3632,8557,1293,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1756328,13334,1237171,11421,70691,3299,192457,6187,266780,7517,225050,6440,147754,5740,95049,4019,59950,3510,66742,4102,108443,5167,4255,934,519157,8753,210119,5666,105420,4585,64964,2941,40268,2615,25577,2143,15877,1715,11510,1429,13414,1387,27694,2233,4314,848,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,885969,8474,561392,7808,31244,2306,89357,3689,126712,4446,101711,3327,70704,3395,44811,2703,25264,2022,28763,2504,41877,2753,949,531,324577,5097,124797,3975,67056,2783,44460,2421,26769,1832,15681,1590,10840,1448,7207,970,9036,1120,16876,1968,1855,518,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,761022,7416,495047,7294,26717,2067,77050,3570,112113,3913,90010,4316,60473,3377,36482,2526,25410,2073,27115,2772,38502,2354,1175,507,265975,5350,103334,3656,58622,2858,32005,2322,20554,1690,13174,1365,10393,1518,5519,975,7483,1010,12848,1544,2043,708,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1167081,10490,727606,8390,47739,3009,120818,4874,156753,5786,120498,4642,77867,3997,54735,3433,35935,3176,40744,3429,69986,4480,2531,773,439475,6964,201109,6086,82590,3805,45607,2712,30588,2561,20487,1805,12805,1506,9730,1206,10581,1751,21875,2350,4103,1060,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1071667,10774,603964,9975,48267,3623,107435,4850,119111,5249,89954,4378,63033,2901,40935,2895,29060,2585,35266,2881,67800,3808,3103,1043,467703,8460,220303,6488,86787,4034,47562,2482,31471,2399,20134,1884,11671,1466,8629,1465,11683,1634,24453,2099,5010,1188,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
