GEO_ID,B24022_001E,B24022_001M,B24022_002E,B24022_002M,B24022_003E,B24022_003M,B24022_004E,B24022_004M,B24022_005E,B24022_005M,B24022_006E,B24022_006M,B24022_007E,B24022_007M,B24022_008E,B24022_008M,B24022_009E,B24022_009M,B24022_010E,B24022_010M,B24022_011E,B24022_011M,B24022_012E,B24022_012M,B24022_013E,B24022_013M,B24022_014E,B24022_014M,B24022_015E,B24022_015M,B24022_016E,B24022_016M,B24022_017E,B24022_017M,B24022_018E,B24022_018M,B24022_019E,B24022_019M,B24022_020E,B24022_020M,B24022_021E,B24022_021M,B24022_022E,B24022_022M,B24022_023E,B24022_023M,B24022_024E,B24022_024M,B24022_025E,B24022_025M,B24022_026E,B24022_026M,B24022_027E,B24022_027M,B24022_028E,B24022_028M,B24022_029E,B24022_029M,B24022_030E,B24022_030M,B24022_031E,B24022_031M,B24022_032E,B24022_032M,B24022_033E,B24022_033M,B24022_034E,B24022_034M,B24022_035E,B24022_035M,B24022_036E,B24022_036M,B24022_037E,B24022_037M,B24022_038E,B24022_038M,B24022_039E,B24022_039M,B24022_040E,B24022_040M,B24022_041E,B24022_041M,B24022_042E,B24022_042M,B24022_043E,B24022_043M,B24022_044E,B24022_044M,B24022_045E,B24022_045M,B24022_046E,B24022_046M,B24022_047E,B24022_047M,B24022_048E,B24022_048M,B24022_049E,B24022_049M,B24022_050E,B24022_050M,B24022_051E,B24022_051M,B24022_052E,B24022_052M,B24022_053E,B24022_053M,B24022_054E,B24022_054M,B24022_055E,B24022_055M,B24022_056E,B24022_056M,B24022_057E,B24022_057M,B24022_058E,B24022_058M,B24022_059E,B24022_059M,B24022_060E,B24022_060M,B24022_061E,B24022_061M,B24022_062E,B24022_062M,B24022_063E,B24022_063M,B24022_064E,B24022_064M,B24022_065E,B24022_065M,B24022_066E,B24022_066M,B24022_067E,B24022_067M,B24022_068E,B24022_068M,B24022_069E,B24022_069M,B24022_070E,B24022_070M,B24022_071E,B24022_071M,B24022_072E,B24022_072M,B24022_073E,B24022_073M,B24022_074E,B24022_074M,NAME,B24022_001EA,B24022_001MA,B24022_002MA,B24022_002EA,B24022_003EA,B24022_003MA,B24022_004EA,B24022_004MA,B24022_005MA,B24022_005EA,B24022_006EA,B24022_006MA,B24022_007EA,B24022_007MA,B24022_008EA,B24022_008MA,B24022_009EA,B24022_009MA,B24022_010EA,B24022_010MA,B24022_011EA,B24022_011MA,B24022_012EA,B24022_012MA,B24022_013MA,B24022_013EA,B24022_014EA,B24022_014MA,B24022_015EA,B24022_015MA,B24022_016EA,B24022_016MA,B24022_017EA,B24022_017MA,B24022_018MA,B24022_018EA,B24022_019EA,B24022_019MA,B24022_020EA,B24022_020MA,B24022_021EA,B24022_021MA,B24022_022EA,B24022_022MA,B24022_023EA,B24022_023MA,B24022_024MA,B24022_024EA,B24022_025MA,B24022_025EA,B24022_026MA,B24022_026EA,B24022_027EA,B24022_027MA,B24022_028MA,B24022_028EA,B24022_029EA,B24022_029MA,B24022_030EA,B24022_030MA,B24022_031MA,B24022_031EA,B24022_032MA,B24022_032EA,B24022_033MA,B24022_033EA,B24022_034MA,B24022_034EA,B24022_035EA,B24022_035MA,B24022_036MA,B24022_036EA,B24022_037MA,B24022_037EA,B24022_038MA,B24022_038EA,B24022_039MA,B24022_039EA,B24022_040EA,B24022_040MA,B24022_041MA,B24022_041EA,B24022_042MA,B24022_042EA,B24022_043EA,B24022_043MA,B24022_044MA,B24022_044EA,B24022_045MA,B24022_045EA,B24022_046MA,B24022_046EA,B24022_047MA,B24022_047EA,B24022_048EA,B24022_048MA,B24022_049MA,B24022_049EA,B24022_050MA,B24022_050EA,B24022_051EA,B24022_051MA,B24022_052MA,B24022_052EA,B24022_053EA,B24022_053MA,B24022_054EA,B24022_054MA,B24022_055MA,B24022_055EA,B24022_056EA,B24022_056MA,B24022_057MA,B24022_057EA,B24022_058EA,B24022_058MA,B24022_059EA,B24022_059MA,B24022_060MA,B24022_060EA,B24022_061EA,B24022_061MA,B24022_062EA,B24022_062MA,B24022_063EA,B24022_063MA,B24022_064EA,B24022_064MA,B24022_065EA,B24022_065MA,B24022_066EA,B24022_066MA,B24022_067EA,B24022_067MA,B24022_068MA,B24022_068EA,B24022_069EA,B24022_069MA,B24022_070EA,B24022_070MA,B24022_071EA,B24022_071MA,B24022_072EA,B24022_072MA,B24022_073EA,B24022_073MA,B24022_074MA,B24022_074EA,state
0400000US01,39649,974,60621,959,60776,1283,62082,2560,52607,3860,60463,1466,64657,6263,65819,2963,57274,4900,35657,5659,100001,0,48163,2765,39065,4835,71278,7342,100001,0,35332,4261,27716,2314,27558,2988,36857,3544,33644,4388,41034,4476,17412,1619,25496,1597,24764,2667,39937,1826,44386,3557,32373,1638,30166,6511,32701,1411,30751,713,37060,1292,33157,1157,34984,1445,31631,1075,43352,6869,35256,1625,24773,1292,27966,541,40359,617,41199,1275,41703,1775,40558,1868,39885,964,55480,3700,56144,7388,36789,13234,31917,1553,39447,6906,37640,1446,32168,4254,40713,1213,49401,1695,30576,996,17638,783,19596,1334,25916,5057,24993,8058,27016,5536,16847,775,16334,820,16697,946,25879,392,22482,1759,26415,409,12051,1964,23679,4183,22112,1935,30281,8744,21011,686,21472,740,19341,1646,24409,12397,19365,5429,18907,1333,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"100,000+",***,null,null,null,null,null,null,"100,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,50573,1309,62035,3492,67232,8856,73992,5619,51993,9085,60845,2325,55891,10411,79348,4029,51067,6683,46426,4436,99246,28444,46967,10382,41444,11575,79020,21747,89945,35019,41676,21546,37151,6750,22408,17683,61875,6059,55357,10163,66572,10719,30703,6684,27565,5199,20694,21326,40651,2802,45832,9373,35528,6245,41456,10639,51573,2673,50403,7812,54027,6331,42957,5025,45848,10251,42458,4409,61939,19617,44364,11854,31056,12973,36729,909,49377,2767,49418,3219,49925,5136,49122,3700,49331,4795,57300,6647,61413,8859,48056,5479,36300,2128,56962,6881,43103,9937,36293,14589,60663,9944,65983,3138,38750,7441,25065,2989,35773,5938,43880,13541,40441,20278,55855,28255,20542,4762,25812,3522,21512,2541,32155,1354,28570,6989,32592,2623,-666666666,0,56694,5331,60758,7645,55217,27077,26875,7965,25224,9047,29234,21223,44122,23323,11646,5407,31776,2727,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,40199,382,61398,737,61569,974,63300,2968,53675,3974,61223,1068,65303,4570,70921,1523,56165,7310,40218,2214,100001,0,47325,4279,46582,5461,65155,6183,83255,15516,37199,8914,26318,901,26348,2832,45248,2056,39445,3441,50639,2742,20907,1350,22078,1254,25983,1606,40605,723,46399,2149,33356,2300,23048,2592,32203,576,30406,632,39797,1886,31998,813,32111,1283,31897,1075,50709,13470,35557,2628,25839,1259,32578,464,45184,860,46913,944,49716,2263,45185,1808,42600,1389,55722,8346,58158,8211,42521,5709,33076,2026,51655,5052,35836,1216,41385,2108,51073,964,58896,3718,34637,2962,20939,632,25793,1274,33916,2573,26548,4811,37536,4648,17562,1173,16965,697,22918,1292,30232,500,30381,1290,30192,566,16043,4664,35275,6186,24252,5364,41625,1221,23242,1608,23012,2413,23543,2353,27302,5537,23382,3147,22465,4967,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"100,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,35062,666,51898,1000,53001,3242,52120,1963,60017,4344,51011,1443,55553,6030,53288,6785,50357,9933,40307,5843,96121,18302,46569,3513,31922,6973,55003,7722,83187,20328,32314,7361,23870,1317,20444,12127,31438,3242,27405,5336,33491,3616,19786,1988,22186,1332,27955,12996,35865,1743,40241,1737,30773,1416,21806,1572,32150,771,30194,1145,36390,1359,30923,557,31444,798,30364,1098,50738,6081,31929,1532,25759,1566,26283,400,37377,771,39097,2158,40194,2220,37484,2398,36897,883,51116,5769,36012,9978,41627,6099,30476,2033,40421,5516,33762,2740,25467,5439,41055,1401,48203,2448,30262,1494,18062,667,18858,1120,28873,2638,27992,3318,29128,3038,16642,1211,16809,1022,16952,1417,24501,608,22795,1440,24928,616,16495,4288,30436,11317,16159,14093,35406,5123,21863,748,21161,792,25860,1267,40441,7939,20824,3269,26291,920,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,45308,218,73720,1093,75906,1138,80388,1188,65126,2184,72249,509,81515,1115,79085,1682,74011,4295,42274,1531,100001,0,59276,2105,53521,3759,80602,2869,100001,0,46172,2273,27133,367,31599,1462,62292,3129,41369,2231,76480,2512,21928,404,23788,611,27275,2344,41844,263,48599,1107,36501,491,20701,478,37306,428,35659,480,41332,522,32171,345,32027,419,32328,570,46643,4731,36626,705,26591,647,37154,184,55223,546,55825,754,60797,593,51072,512,54565,960,70144,2487,65733,2072,56540,2019,41627,808,70275,2597,46083,1141,47017,2864,60498,648,70509,1085,38857,1926,21310,277,26466,612,47192,3502,31558,2986,62272,5598,18837,775,17134,422,20661,601,34663,434,34588,1543,34676,455,15697,1201,42245,3213,40085,3980,45782,3805,21158,415,20382,450,24113,1655,35267,8723,29382,2024,19498,1164,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"100,000+",***,null,null,null,null,null,null,"100,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,45425,548,66898,1182,68087,3043,70426,2592,63071,3252,65922,1371,76518,2371,72566,3771,63335,5621,40557,2972,100001,0,47381,4492,46657,5388,70268,7079,94783,17713,43958,6787,29707,1534,32170,5932,48742,2613,37575,6648,51257,1974,20951,1074,26925,1069,31475,4805,43143,2090,47010,2089,37522,1963,26047,2118,36391,760,35222,1275,40654,1158,35853,772,35976,1784,35794,910,51878,5905,36766,1088,28786,3593,35937,442,47450,1040,50410,999,51761,1400,48164,1800,45443,1247,62483,4287,56188,7790,50486,7321,33368,1768,49357,4105,36647,1242,36018,2879,52877,2953,60240,2136,37316,4497,22970,1007,25272,907,44490,8237,34906,7788,50496,6262,20201,1354,17900,1967,23980,3370,32163,402,33404,1663,31878,425,20485,4362,41922,3881,36017,5032,51133,8736,23661,2326,24523,2138,21799,1722,40172,8752,21717,1269,20924,2533,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"100,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,52500,1162,79906,1829,88849,3472,92539,3601,78018,4554,71914,1105,79052,4523,70896,1176,80849,10464,36729,6155,100001,0,58579,6392,55743,5957,98616,15094,100001,0,58346,7746,36933,1995,36271,5938,60497,2559,50288,7669,67699,6811,27391,2367,32067,2030,40102,6589,47983,2678,52580,3194,40872,1346,37373,7451,46484,1298,46159,1578,47031,3471,41164,911,42309,1801,38738,3360,56690,15950,40964,1229,32009,2382,41928,419,55646,1127,57825,2983,60973,1494,54667,2448,53449,2026,67476,3545,61257,6016,61155,14247,50700,3267,52961,3117,44124,3145,46644,4311,56018,2476,61647,1273,47072,3570,28312,1319,31094,1165,50975,5435,41642,21514,51930,5080,22311,4760,21966,1976,26816,1684,37760,1022,40086,2249,37370,848,12464,25242,46378,5791,52020,8623,41582,5770,27540,1398,27013,1398,30955,3123,34606,13912,29093,5090,33617,6087,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"100,000+",***,null,null,null,null,null,null,"100,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,46206,852,61494,2251,61219,4318,64880,7809,54679,5897,61680,3214,66761,8638,71042,7662,68688,16689,39029,3383,100001,0,55372,12688,50880,7022,61961,17304,76372,26011,38459,17382,30629,1513,44741,12516,48837,5378,41551,7670,51404,9288,16969,2294,30319,3180,30420,7405,44862,4950,47519,8610,41988,5423,18421,4287,40390,1514,40975,2136,39194,2539,41131,1084,42258,3246,40033,3357,61199,32499,42756,5936,24201,11303,35474,821,47597,2083,49322,2603,55276,7055,46025,3667,45937,2875,58678,11012,60671,19105,48438,4156,31976,1981,50546,5747,42427,7127,42141,2365,52007,4457,59108,3286,37208,6532,23676,1035,25584,3500,37981,5863,37150,5048,40471,10565,20760,4490,23133,959,21035,3153,31519,861,30274,2540,31938,835,15795,6453,36581,5563,33214,21713,44351,17011,27922,4104,29655,3582,21393,5985,52564,2158,19302,10312,22269,4643,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"100,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,50582,2111,79639,5636,82213,6617,87151,7728,72027,10073,76765,8184,83109,7039,72582,14763,94540,8278,40768,18399,100001,0,55983,7105,66553,11996,49866,13849,74000,44118,39717,4794,26489,1635,23827,5308,38559,11884,32917,11921,68528,32324,26826,2392,22925,4720,27382,17441,38119,2189,32074,13805,38736,1621,-666666666,0,34476,1804,33349,1368,41217,11852,35844,3920,51439,15924,35210,4187,14886,10159,40067,7498,32516,4988,49008,2076,59581,2383,65903,3907,66101,6400,65530,6375,55110,4289,63438,17531,51334,12004,57540,14340,43702,9765,99044,10880,40404,3732,54873,8365,48196,5179,52665,9913,43662,3605,26311,2043,27191,2519,32350,4850,32036,5180,34646,32172,27555,7503,20228,5033,23935,3679,40263,2440,46925,24338,39683,2453,-666666666,0,41770,35018,40682,1391,72252,24183,24614,5868,25694,6150,24212,14174,-666666666,0,23293,5511,45313,50704,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"100,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,11
0400000US12,38113,601,59696,1193,61157,487,62071,728,56119,1967,55984,1136,61971,1629,60734,1135,51832,1503,36827,1420,100001,0,44136,2745,44295,3506,71763,2747,100001,0,40067,2755,26527,463,29117,3484,40070,1633,32458,1905,45567,2054,21622,514,22784,868,31229,1827,39696,1153,45323,1270,31857,552,19452,1347,31929,321,30363,346,36975,592,31382,374,31927,540,31015,483,50032,4972,31967,546,24804,1093,30942,165,41781,322,44256,1054,46448,920,41440,688,40621,401,51916,2041,45127,2318,43726,3510,32148,1095,46395,1554,34217,664,36749,1698,46182,753,54387,1307,32280,1472,20781,274,23697,827,35785,1710,30160,2385,41205,2142,17598,703,16871,469,21068,586,28689,335,30116,546,28281,347,14086,980,27115,2518,26986,2933,27537,6114,21489,713,21032,691,22629,2130,38136,4192,27302,2696,17182,1521,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"100,000+",***,null,null,null,null,null,null,"100,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
