GEO_ID,B18003_001E,B18003_001M,B18003_002E,B18003_002M,B18003_003E,B18003_003M,B18003_004E,B18003_004M,B18003_005E,B18003_005M,B18003_006E,B18003_006M,B18003_007E,B18003_007M,B18003_008E,B18003_008M,B18003_009E,B18003_009M,B18003_010E,B18003_010M,B18003_011E,B18003_011M,B18003_012E,B18003_012M,B18003_013E,B18003_013M,B18003_014E,B18003_014M,B18003_015E,B18003_015M,B18003_016E,B18003_016M,B18003_017E,B18003_017M,B18003_018E,B18003_018M,B18003_019E,B18003_019M,B18003_020E,B18003_020M,B18003_021E,B18003_021M,B18003_022E,B18003_022M,B18003_023E,B18003_023M,B18003_024E,B18003_024M,B18003_025E,B18003_025M,B18003_026E,B18003_026M,B18003_027E,B18003_027M,B18003_028E,B18003_028M,B18003_029E,B18003_029M,B18003_030E,B18003_030M,B18003_031E,B18003_031M,B18003_032E,B18003_032M,B18003_033E,B18003_033M,NAME,B18003_001MA,B18003_001EA,B18003_002EA,B18003_002MA,B18003_003EA,B18003_003MA,B18003_004MA,B18003_004EA,B18003_005EA,B18003_005MA,B18003_006MA,B18003_006EA,B18003_007EA,B18003_007MA,B18003_008EA,B18003_008MA,B18003_009MA,B18003_009EA,B18003_010MA,B18003_010EA,B18003_011EA,B18003_011MA,B18003_012MA,B18003_012EA,B18003_013EA,B18003_013MA,B18003_014EA,B18003_014MA,B18003_015MA,B18003_015EA,B18003_016EA,B18003_016MA,B18003_017MA,B18003_017EA,B18003_018EA,B18003_018MA,B18003_019EA,B18003_019MA,B18003_020MA,B18003_020EA,B18003_021MA,B18003_021EA,B18003_022EA,B18003_022MA,B18003_023MA,B18003_023EA,B18003_024EA,B18003_024MA,B18003_025EA,B18003_025MA,B18003_026MA,B18003_026EA,B18003_027EA,B18003_027MA,B18003_028MA,B18003_028EA,B18003_029EA,B18003_029MA,B18003_030EA,B18003_030MA,B18003_031MA,B18003_031EA,B18003_032MA,B18003_032EA,B18003_033MA,B18003_033EA,state
0400000US01,4227433,3183,2028809,4847,358364,3715,6234,1241,352130,3890,175078,4913,3218,882,171860,5089,1252364,5177,62540,3399,1189824,5597,144955,1791,23411,1998,121544,2241,98048,1466,30599,2329,67449,2559,2198624,3769,333072,3204,4460,1130,328612,3096,166515,5464,2962,1011,163553,5323,1358031,4644,51736,3645,1306295,6115,176461,1798,20430,2183,156031,2559,164545,1951,42867,2580,121678,2779,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,605065,1896,305857,2086,57595,1407,742,363,56853,1411,28227,2183,572,375,27655,2110,200259,2423,10927,1421,189332,3177,12918,506,3268,663,9650,720,6858,571,2177,447,4681,619,299208,1647,51951,1390,539,282,51412,1304,25907,1993,232,206,25675,1991,198051,1885,6434,1203,191617,2096,13062,662,1357,534,11705,687,10237,779,3440,736,6797,868,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5605494,3897,2781906,4003,497229,2896,6904,1338,490325,2944,221313,5255,3605,967,217708,5452,1715641,5067,51466,3498,1664175,5960,187879,1216,22413,2074,165466,2310,159844,1194,40057,2734,119787,3117,2823588,2265,471787,3040,4793,1112,466994,3178,202117,4793,1891,585,200226,4785,1721163,3993,43452,3910,1677711,5834,214483,1263,15408,2237,199075,2463,214038,1461,49114,3147,164924,3187,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2561959,2402,1243349,3866,213590,2917,4091,1107,209499,2956,102494,3945,1334,575,101160,4001,769848,4568,44268,3508,725580,5630,92533,1121,15966,1570,76567,1637,64884,907,21101,1571,43783,1637,1318610,2596,201611,2673,2547,786,199064,2903,95431,3864,1026,445,94405,3909,809389,3640,31090,2701,778299,4507,107805,1082,14020,1604,93785,1875,104374,1462,27768,2048,76606,2162,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33211121,5156,16434773,7277,2948558,8130,35312,2865,2913246,8281,1376487,11063,17151,2156,1359336,11102,10469924,10407,273506,9562,10196418,13127,910392,2743,101135,5082,809257,5925,729412,2709,175522,5537,553890,5933,16776348,6260,2817252,6773,25919,2820,2791333,8000,1321474,10900,15057,2362,1306417,11095,10469327,10073,221165,7793,10248162,11735,1069078,2312,89676,4852,979402,5426,1099217,3237,256222,8264,842995,8449,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4336687,2598,2162121,3075,357005,2675,3550,1009,353455,2694,163254,5042,2880,959,160374,4933,1439040,4781,48480,3510,1390560,5818,119527,1445,15681,1805,103846,2038,83295,1282,22665,1443,60630,1781,2174566,2883,342671,2884,3448,879,339223,2861,154746,4545,2023,756,152723,4640,1418892,4209,34062,3102,1384830,5404,134570,1458,9921,1494,124649,2118,123687,1638,27651,2021,96036,2173,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3241592,1339,1565837,2306,262789,2267,1951,613,260838,2356,123996,3134,955,589,123041,3189,993249,2668,22077,2279,971172,3352,102307,847,8511,1265,93796,1433,83496,987,17805,1599,65691,1851,1675755,1996,252320,2225,2297,725,250023,2336,118748,3359,1076,575,117672,3416,1046862,2872,22022,2282,1024840,3842,120160,1009,8139,1397,112021,1691,137665,1291,28290,2297,109375,2270,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,781963,827,376537,1194,63025,916,420,254,62605,953,31207,1703,184,164,31023,1680,234722,1697,7095,1252,227627,2071,27086,586,3220,767,23866,956,20497,497,5025,806,15472,950,405426,1210,60642,1223,344,247,60298,1239,30532,1888,227,272,30305,1910,251811,1662,5905,1242,245906,2033,33002,620,1877,698,31125,695,29439,565,7194,966,22245,1076,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,531139,4160,243614,3505,34089,934,192,191,33897,940,18224,1933,301,315,17923,1869,165455,2582,4509,907,160946,2848,14839,526,1320,569,13519,579,11007,468,1981,621,9026,671,287525,1221,32685,876,715,432,31970,966,21730,2034,115,139,21615,2029,190702,1469,4048,855,186654,1733,20367,524,1712,651,18655,860,22041,602,4270,1143,17771,1336,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16653760,4594,8077414,7593,1235252,5666,16944,2682,1218308,6131,586931,9116,8361,1812,578570,9146,4963880,10054,174316,7165,4789564,13407,658836,2522,70301,3854,588535,3904,632515,2557,142782,5079,489733,5711,8576346,6918,1186390,4852,12034,2029,1174356,5223,557378,8152,5052,1121,552326,8193,5172170,7891,140585,6588,5031585,10300,779786,2714,56517,3514,723269,4286,880622,2883,191195,6280,689427,6374,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
