GEO_ID,C18020_001E,C18020_001M,C18020_002E,C18020_002M,C18020_003E,C18020_003M,C18020_004E,C18020_004M,C18020_005E,C18020_005M,C18020_006E,C18020_006M,C18020_007E,C18020_007M,C18020_008E,C18020_008M,C18020_009E,C18020_009M,C18020_010E,C18020_010M,C18020_011E,C18020_011M,C18020_012E,C18020_012M,C18020_013E,C18020_013M,C18020_014E,C18020_014M,C18020_015E,C18020_015M,NAME,C18020_001MA,C18020_001EA,C18020_002EA,C18020_002MA,C18020_003EA,C18020_003MA,C18020_004EA,C18020_004MA,C18020_005MA,C18020_005EA,C18020_006MA,C18020_006EA,C18020_007EA,C18020_007MA,C18020_008EA,C18020_008MA,C18020_009EA,C18020_009MA,C18020_010MA,C18020_010EA,C18020_011MA,C18020_011EA,C18020_012MA,C18020_012EA,C18020_013MA,C18020_013EA,C18020_014EA,C18020_014MA,C18020_015MA,C18020_015EA,state
0400000US27,3404922,3624,342254,7663,179930,5607,90246,4259,89684,3931,162324,5215,71065,3471,91259,4144,3062668,8465,1530739,6129,1291071,8173,239668,5677,1531929,6063,1187213,8468,344716,7991,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1833556,4030,348367,9618,169532,6207,55267,4069,114265,5416,178835,6325,49328,3782,129507,5323,1485189,10604,710681,7437,548502,8342,162179,6350,774508,6293,506376,8546,268132,7001,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3744132,4536,531444,13046,259139,8522,103722,5472,155417,6234,272305,6979,93440,4281,178865,6165,3212688,13806,1576735,9575,1299813,10436,276922,7012,1635953,7718,1192397,10574,443556,8011,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,614663,2208,89770,4746,49804,3225,25018,2166,24786,2697,39966,2984,16743,2056,23223,2233,524893,5399,257946,3426,209029,3788,48917,2854,266947,3539,196754,4124,70193,3756,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1127084,2273,121034,5218,63877,3985,33380,3201,30497,2388,57157,2641,24028,1986,33129,2554,1006050,5523,503637,4463,434431,4751,69206,3054,502413,2791,390884,4461,111529,4132,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1630778,2730,169476,6690,86041,4467,37047,3321,48994,3124,83435,4263,30689,2894,52746,3163,1461302,7129,744854,5380,618207,7356,126647,5574,716448,4938,492004,7474,224444,7092,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,887758,2003,101936,5288,52104,3557,24286,2610,27818,2586,49832,3291,20759,2127,29073,2596,785822,5811,388198,4390,333900,5022,54298,3002,397624,3977,299891,3797,97733,3702,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5686100,4835,526947,12019,257557,8013,101949,5418,155608,6609,269390,7796,97074,5410,172316,6220,5159153,14328,2540072,9936,2065088,11716,474984,8972,2619081,8845,1829545,13730,789536,12263,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1239177,3348,173160,7476,85536,4886,35610,3089,49926,3783,87624,4983,33281,3303,54343,3881,1066017,7874,520688,5325,411094,6314,109594,5648,545329,5319,360696,6176,184633,5916,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12662582,7936,1384836,18786,662239,12628,228134,7811,434105,9749,722597,11708,227240,7127,495357,9631,11277746,20351,5496207,13723,4293182,18389,1203025,15337,5781539,12963,3914372,20801,1867167,20041,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5732292,7173,822774,16537,402146,10824,161595,8541,240551,7101,420628,10404,139380,6575,281248,8449,4909518,18162,2396525,12578,1943819,14185,452706,10358,2512993,11912,1761541,12388,751452,11419,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,407708,1756,41263,3028,20915,2157,11108,1441,9807,1379,20348,1862,10445,1563,9903,1132,366445,3240,184023,2387,155572,2843,28451,1920,182422,2378,142463,3151,39959,2789,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7409099,5594,995608,14643,488357,9370,196059,7121,292298,8174,507251,10501,176221,6444,331030,8775,6413491,15859,3144694,9589,2547263,13015,597431,10886,3268797,10690,2349274,14048,919523,12948,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2252472,4205,383676,7877,185468,4994,77812,4177,107656,4497,198208,5990,69544,3735,128664,5340,1868796,7570,920367,5291,751508,7175,168859,5562,948429,6061,655839,7984,292590,7245,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2440267,3607,336337,10976,168946,7021,74502,5388,94444,5155,167391,6800,64119,4440,103272,4971,2103930,10479,1050898,7284,856227,8656,194671,6667,1053032,7160,734100,7562,318932,6167,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7989954,6293,1034892,13427,510691,9854,192005,7036,318686,8262,524201,9060,170087,6378,354114,7335,6955062,15319,3412680,10481,2760358,14306,652322,11966,3542382,10772,2513002,14533,1029380,13682,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,705218,1877,91293,4634,43673,3230,16051,2207,27622,2318,47620,3607,16801,1888,30819,3454,613925,4914,300058,3506,247959,3918,52099,2789,313867,3711,231149,5564,82718,4529,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2780504,4478,413503,10428,204833,8297,72984,4151,131849,6607,208670,6171,58176,3653,150494,4994,2367001,10982,1135388,8637,906667,9607,228721,6923,1231613,7037,851088,9614,380525,8384,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,490361,1814,50721,3085,26478,2160,14645,1589,11833,1557,24243,2216,10342,1229,13901,1776,439640,3743,220341,2870,187514,3492,32827,2539,219299,2413,170547,3582,48752,2758,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3934144,5645,645151,12337,314744,8727,111537,6574,203207,7946,330407,8524,96170,4558,234237,6861,3288993,13276,1615065,9921,1307794,12198,307271,9766,1673928,9446,1148240,11585,525688,9757,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,15011389,10095,1810105,27033,884481,16588,387341,11963,497140,12544,925624,14889,322431,10455,603193,12737,13201284,26944,6559376,17890,5361454,21842,1197922,20429,6641908,15798,4302283,20470,2339625,20028,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1596399,2657,168772,5268,82550,3637,45310,3247,37240,2702,86222,3898,40198,2893,46024,3030,1427627,5755,716990,4461,618047,5859,98943,5188,710637,3967,477941,7100,232696,6725,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,424097,1174,59579,3362,28524,2122,13388,1421,15136,1630,31055,2152,12842,1704,18213,1819,364518,3525,181795,2395,152050,2951,29745,2077,182723,2509,141193,3530,41530,2254,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4984991,8760,549400,11165,270590,7517,109896,5186,160694,6034,278810,7882,98292,4946,180518,6925,4435591,13390,2145588,10065,1782973,11611,362615,7884,2290003,8517,1656716,13328,633287,10969,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4237999,5016,575635,11760,290746,8282,125985,4633,164761,6698,284889,8026,105175,5202,179714,6436,3662364,12128,1819902,9258,1483559,11063,336343,7350,1842462,8717,1280463,10766,561999,10119,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1181724,2475,244977,7444,124397,5128,36439,3179,87958,4168,120580,4303,29011,2554,91569,3991,936747,7440,461762,5275,363438,5839,98324,4172,474985,4621,307517,6196,167468,5711,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3635308,3645,389319,9857,196824,5847,91562,4050,105262,4896,192495,6531,82414,4174,110081,4357,3245989,10450,1626603,6502,1359886,9251,266717,6458,1619386,6826,1250779,9780,368607,7654,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,340103,1939,44329,3602,22832,2352,11191,1504,11641,1822,21497,2169,9592,1487,11905,1683,295774,3569,149737,2632,130491,2972,19246,1823,146037,2292,110802,2601,35235,2157,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2500501,3031,567717,12216,275280,7315,71143,4119,204137,6802,292437,7049,62946,3098,229491,6633,1932784,12224,913949,7457,570598,8408,343351,7017,1018835,7137,478713,9115,540122,9649,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
