GEO_ID,C05003_001E,C05003_001M,C05003_002E,C05003_002M,C05003_003E,C05003_003M,C05003_004E,C05003_004M,C05003_005E,C05003_005M,C05003_006E,C05003_006M,C05003_007E,C05003_007M,C05003_008E,C05003_008M,C05003_009E,C05003_009M,C05003_010E,C05003_010M,C05003_011E,C05003_011M,C05003_012E,C05003_012M,C05003_013E,C05003_013M,C05003_014E,C05003_014M,C05003_015E,C05003_015M,NAME,C05003_001MA,C05003_001EA,C05003_002EA,C05003_002MA,C05003_003EA,C05003_003MA,C05003_004MA,C05003_004EA,C05003_005MA,C05003_005EA,C05003_006MA,C05003_006EA,C05003_007EA,C05003_007MA,C05003_008EA,C05003_008MA,C05003_009MA,C05003_009EA,C05003_010MA,C05003_010EA,C05003_011MA,C05003_011EA,C05003_012MA,C05003_012EA,C05003_013EA,C05003_013MA,C05003_014EA,C05003_014MA,C05003_015MA,C05003_015EA,state
0400000US01,4599030,0,2230594,3956,574427,3415,566278,3374,8149,1569,1656167,2265,1595882,3167,60285,3199,2368436,3956,541241,3386,534685,3349,6556,1077,1827195,2144,1772136,3470,55059,2876,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,670053,0,344757,1779,92230,1399,90113,1511,2117,866,252527,1244,231200,2712,21327,2440,325296,1779,87457,1490,85776,1528,1681,615,237839,1053,215898,2156,21941,1893,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6166318,0,3085331,2212,831839,2088,779453,4701,52386,4600,2253492,1386,1822904,8709,430588,8556,3080987,2212,795016,2329,745399,5562,49617,4729,2285971,1428,1889479,9454,396492,9723,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2810872,0,1377539,3500,355821,3511,350827,3410,4994,1161,1021718,2372,968711,3050,53007,2822,1433333,3500,337215,3246,331947,3327,5268,1146,1096118,2000,1052041,2768,44077,2213,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36457549,0,18225275,5662,4882199,4365,4543878,12723,338321,12740,13343076,3677,8725854,26309,4617222,25919,18232274,5662,4648847,4145,4328205,11250,320642,10682,13583427,3025,8957545,26694,4625882,26239,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4753377,0,2393355,2622,597999,2288,570797,3521,27202,3008,1795356,2002,1570068,6668,225288,7230,2360022,2622,571644,2385,542561,3419,29083,2736,1788378,1835,1580455,6073,207923,5740,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3504809,0,1705842,1761,418524,1341,399911,2525,18613,2394,1287318,1285,1082513,7058,204805,7178,1798967,1761,399342,1339,379334,3066,20008,2585,1399625,1189,1190693,6728,208932,6459,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,853476,0,413560,1013,104059,1015,101348,1798,2711,1338,309501,587,277298,2387,32203,2352,439916,1013,99677,869,96788,1260,2889,1082,340239,524,309320,2661,30919,2551,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,581530,0,272604,785,58042,608,55001,1176,3041,1225,214562,475,180566,2551,33996,2472,308926,785,56788,668,54873,825,1915,912,252138,419,217270,2563,34868,2565,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18089889,0,8878166,6724,2058354,4577,1922817,8612,135537,7117,6819812,5207,5266701,16570,1553111,16021,9211723,6724,1960290,4155,1836425,7302,123865,6656,7251433,4669,5638312,15422,1613121,15257,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
