GEO_ID,C11001F_001E,C11001F_001M,C11001F_002E,C11001F_002M,C11001F_003E,C11001F_003M,C11001F_004E,C11001F_004M,C11001F_005E,C11001F_005M,NAME,C11001F_001EA,C11001F_001MA,C11001F_002EA,C11001F_002MA,C11001F_003EA,C11001F_003MA,C11001F_004MA,C11001F_004EA,C11001F_005MA,C11001F_005EA,state
0400000US24,38791,3067,31277,2999,18857,2396,12420,1906,7514,1363,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,86075,4422,64306,4100,25852,2890,38454,3507,21769,2712,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,47108,2740,36707,2505,24074,2374,12633,1737,10401,1521,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,21783,2210,16223,1874,9053,1339,7170,1367,5560,1356,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,4834,1157,3106,905,1352,450,1754,782,1728,704,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,17610,2124,13705,1936,9934,1688,3771,1051,3905,1121,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,3100,1077,1319,558,1090,527,229,202,1781,890,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,14995,1433,11388,1339,7742,1153,3646,842,3607,979,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,56496,3729,45223,3171,27932,2509,17291,2373,11273,1989,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1960,621,1486,733,1349,736,137,159,474,336,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,187505,5539,147336,5282,84289,3982,63047,4134,40169,3295,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,103852,4569,75525,4221,48594,3442,26931,2649,28327,2631,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,524519,9199,387509,7431,184660,6560,202849,6206,137010,7040,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,86458,4383,69646,4127,42207,3613,27439,2699,16812,2586,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,1870,598,1183,433,1072,454,111,115,687,573,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,30738,2451,23291,2293,13745,1664,9546,1660,7447,1401,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,27014,1877,21216,1655,14018,1695,7198,1293,5798,1294,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,32509,2794,25987,2522,17874,1771,8113,1580,6522,1483,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,76013,3415,58065,3122,29147,2567,28918,2518,17948,2252,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,21961,2245,17784,2049,7254,1235,10530,1805,4177,1090,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,14232,1681,11862,1589,6577,1242,5285,1170,2370,877,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,2310,594,1312,481,844,441,468,316,998,543,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,19726,1936,14447,1637,8566,1421,5881,1305,5279,1440,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,849032,11337,678387,9808,452557,9475,225830,6944,170645,6018,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,30159,2446,24948,2224,17370,1945,7578,1537,5211,1271,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,764,417,456,270,205,125,251,239,308,267,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,53224,3420,38070,2843,24054,2602,14016,2018,15154,2257,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,75081,4071,60229,3696,38489,3080,21740,2286,14852,2373,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,636,308,341,224,125,135,216,165,295,223,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,40756,2540,31529,2459,18263,2030,13266,1913,9227,1484,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4078,833,3226,754,2382,627,844,448,852,508,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,148301,4602,112814,4141,66858,3389,45956,2923,35487,2591,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
