GEO_ID,B25006_001E,B25006_001M,B25006_002E,B25006_002M,B25006_003E,B25006_003M,B25006_004E,B25006_004M,B25006_005E,B25006_005M,B25006_006E,B25006_006M,B25006_007E,B25006_007M,B25006_008E,B25006_008M,B25006_009E,B25006_009M,B25006_010E,B25006_010M,NAME,B25006_001MA,B25006_001EA,B25006_002EA,B25006_002MA,B25006_003EA,B25006_003MA,B25006_004MA,B25006_004EA,B25006_005MA,B25006_005EA,B25006_006MA,B25006_006EA,B25006_007EA,B25006_007MA,B25006_008EA,B25006_008MA,B25006_009EA,B25006_009MA,B25006_010MA,B25006_010EA,state
0400000US01,1796058,10547,1300598,7693,448887,5986,8835,1070,14366,1245,839,548,8554,1371,13979,1681,960,550,13019,1454,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,229878,2779,171704,2821,8562,1275,26536,1350,8168,858,777,270,3435,887,10696,1644,343,244,10353,1635,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2224992,11475,1825775,10426,68262,2992,73354,3378,49897,2533,3025,778,172718,6117,31961,2538,9338,1195,22623,2286,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1103428,7576,887577,6840,168141,3490,8311,1083,8564,1203,619,285,17266,2153,12950,1404,1140,595,11810,1335,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12151227,18090,8048560,20064,787029,8861,89535,4157,1385718,11477,37520,2374,1550822,15040,252043,6517,68784,3690,183259,6017,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1846988,9333,1585708,8879,70402,2919,15367,1813,44814,2463,1137,380,99784,3771,29776,2939,6698,1189,23078,2726,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1325443,5814,1100308,6712,115178,2783,3131,795,38016,1773,342,282,54207,2915,14261,1937,4098,1109,10163,1544,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,320110,3955,243361,3102,60254,2390,1040,338,7971,641,70,108,5112,860,2302,655,136,154,2166,671,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,250456,3518,99845,2582,128356,2912,920,381,9418,1114,73,122,8410,1304,3434,881,885,495,2549,775,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106042,22495,5718584,21712,927344,10134,22610,2669,125525,3690,2819,774,222371,8260,86789,4743,25549,2689,61240,4007,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3376763,13781,2208250,11303,967558,8170,8251,1468,76493,2814,1096,670,87410,4163,27705,2652,5669,1328,22036,2258,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,432632,4384,144536,3209,10904,1472,1639,638,179329,4204,30261,2047,5035,1063,60928,3301,1848,597,59080,3283,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,548555,3560,518039,4243,2322,704,5045,880,4845,828,657,432,9988,1415,7659,1029,637,307,7022,967,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4724252,12168,3567775,13227,650529,6855,7286,1097,174310,3762,1046,640,280590,7170,42716,3347,11241,1765,31475,2882,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2435274,11216,2137621,9923,205037,4794,4531,1142,27109,1656,576,393,40081,2524,20319,2097,1827,611,18492,2050,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1208765,6039,1143713,5777,25076,1581,2856,780,16541,1316,160,143,12616,1434,7803,1542,764,373,7039,1425,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1088288,6040,956453,6209,60167,2615,9106,1330,19655,1468,254,277,29361,2385,13292,1807,2451,715,10841,1619,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1651911,8409,1488576,7787,122975,3383,4442,917,14336,1355,1019,425,8263,1393,12300,1956,925,366,11375,1945,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1564978,7812,1071671,6890,443547,6389,8974,1357,16649,1477,395,303,13051,1634,10691,1464,1661,573,9030,1319,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,548247,3968,532129,4062,3341,675,2941,607,3095,635,59,87,1269,454,5413,996,215,196,5198,974,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2089031,6574,1352932,7376,579296,6323,4373,822,87716,2274,975,628,38791,3067,24948,2477,2660,745,22288,2189,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2446485,10151,2090307,10601,130114,3319,5770,984,106767,3073,775,407,86075,4422,26677,2951,5538,1234,21139,2583,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3869117,11246,3181299,10018,499864,5741,20398,1813,76401,2660,850,476,47108,2740,43197,2736,3630,885,39567,2474,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2042297,7113,1860437,7068,75245,2721,17847,1392,49715,2013,625,439,21783,2210,16645,1826,1961,567,14684,1704,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1075521,7501,681878,6257,371634,5142,4065,907,7173,982,461,730,4834,1157,5476,1132,399,278,5077,1084,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2305027,10294,1972941,8944,250716,5229,8802,1117,28184,1860,972,469,17610,2124,25802,2238,1565,616,24237,2155,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,372190,3596,342915,3310,802,395,17976,1202,1989,505,311,273,3100,1077,5097,1038,483,291,4614,920,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,700888,4044,636552,3922,27562,1621,4440,699,9806,862,306,256,14995,1433,7227,1112,479,226,6748,1125,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,936828,5750,730841,6255,67663,2418,12073,1393,49903,2108,2955,487,56496,3729,16897,2393,3374,1099,13523,2072,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,504503,4403,485537,4074,4476,938,1375,735,8207,1240,129,215,1960,621,2819,722,460,349,2359,622,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3135490,10908,2295939,10205,408761,5534,5599,963,203339,3320,938,549,187505,5539,33409,2928,12564,1547,20845,2535,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,726033,5057,531273,5375,12573,1403,51563,2534,9163,1034,460,353,103852,4569,17149,2289,8062,1796,9087,1665,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7088376,16391,5026741,16339,1016159,9408,23838,2110,411085,5895,1451,629,524519,9199,84583,4730,22788,2301,61795,3721,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3454068,13312,2540575,11427,709689,8386,35721,2323,50979,2219,1684,624,86458,4383,28962,2974,2643,807,26319,2888,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
