GEO_ID,B25006_001E,B25006_001M,B25006_002E,B25006_002M,B25006_003E,B25006_003M,B25006_004E,B25006_004M,B25006_005E,B25006_005M,B25006_006E,B25006_006M,B25006_007E,B25006_007M,B25006_008E,B25006_008M,B25006_009E,B25006_009M,B25006_010E,B25006_010M,NAME,B25006_001MA,B25006_001EA,B25006_002EA,B25006_002MA,B25006_003EA,B25006_003MA,B25006_004MA,B25006_004EA,B25006_005MA,B25006_005EA,B25006_006MA,B25006_006EA,B25006_007EA,B25006_007MA,B25006_008EA,B25006_008MA,B25006_009EA,B25006_009MA,B25006_010MA,B25006_010EA,state
0400000US38,272352,2425,254089,2516,2828,546,10380,1112,1199,499,20,33,1870,598,1966,654,10,19,1956,653,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4499506,13030,3830302,12134,526278,7293,9364,1277,62465,2229,748,400,30738,2451,39611,3091,5052,1103,34559,3052,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1385300,8701,1091196,7056,98108,3143,82818,3029,17765,1499,730,385,27014,1877,67669,3244,1497,491,66172,3208,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1449662,7388,1300635,7643,22825,1609,19935,2206,43828,2142,2529,606,32509,2794,27401,2321,2065,813,25336,2199,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4845603,12498,4181129,12264,457508,6462,7607,1155,92542,2986,1289,695,76013,3415,29515,2593,4603,1049,24912,2263,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,405627,3350,349958,3511,18318,1751,1221,354,8381,1111,0,281,21961,2245,5788,1393,1576,530,4212,1222,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1656978,10079,1162049,7807,445766,5929,5222,772,15492,1394,949,532,14232,1681,13268,1820,558,331,12710,1812,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,312477,2799,286759,2639,1462,409,17094,1252,1893,598,22,55,2310,594,2937,807,135,165,2802,794,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2375123,11752,1931649,9060,371621,6257,7578,1410,24216,1797,183,157,19726,1936,20150,2216,1294,474,18856,2084,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8109388,19850,5939747,20798,935139,9257,41625,2871,242234,4832,3966,983,849032,11337,97645,5775,32216,2825,65429,4757,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,814028,5168,743229,5418,6614,922,8405,1017,14669,1266,3889,698,30159,2446,7063,1377,1289,509,5774,1226,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,253808,2408,246251,2492,1710,514,1056,359,1630,358,61,101,764,417,2336,389,43,57,2293,395,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2905071,10869,2149196,9494,544034,6985,7461,1327,113304,3496,1662,694,53224,3420,36190,3423,4873,1095,31317,3181,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2471912,8400,2093066,8381,75874,3159,30105,2355,140247,3779,7783,1053,75081,4071,49756,4021,5206,1153,44550,3895,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,743064,5703,707231,5691,24058,1703,1453,542,4048,826,125,130,636,308,5513,1163,271,246,5242,1132,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2230060,8147,2011192,8267,112112,2857,17265,1221,31441,1928,567,454,40756,2540,16727,1792,1643,616,15084,1817,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,207302,2675,193792,2606,1308,614,3139,769,1395,548,0,259,4078,833,3590,1054,256,203,3334,1045,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1240456,7941,929820,8622,99344,3378,2806,699,4312,959,34,56,148301,4602,55839,3033,8378,1231,47461,2841,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
