GEO_ID,B13008_001E,B13008_001M,B13008_002E,B13008_002M,B13008_003E,B13008_003M,B13008_004E,B13008_004M,B13008_005E,B13008_005M,B13008_006E,B13008_006M,B13008_007E,B13008_007M,B13008_008E,B13008_008M,B13008_009E,B13008_009M,B13008_010E,B13008_010M,B13008_011E,B13008_011M,B13008_012E,B13008_012M,B13008_013E,B13008_013M,B13008_014E,B13008_014M,B13008_015E,B13008_015M,NAME,B13008_001EA,B13008_001MA,B13008_002MA,B13008_002EA,B13008_003MA,B13008_003EA,B13008_004MA,B13008_004EA,B13008_005EA,B13008_005MA,B13008_006EA,B13008_006MA,B13008_007MA,B13008_007EA,B13008_008MA,B13008_008EA,B13008_009MA,B13008_009EA,B13008_010EA,B13008_010MA,B13008_011EA,B13008_011MA,B13008_012MA,B13008_012EA,B13008_013MA,B13008_013EA,B13008_014MA,B13008_014EA,B13008_015EA,B13008_015MA,state
0400000US13,2485441,6518,134675,5898,85019,4392,68153,4058,16866,1804,49656,4374,45294,3963,4362,1232,2350766,8415,1100200,14763,940678,14018,159522,6705,1250566,15828,1149632,14910,100934,5878,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,313915,1832,16882,1967,11139,1624,8061,1444,3078,807,5743,1318,5106,1309,637,406,297033,2398,145270,3898,104808,3831,40462,2897,151763,3864,132275,4178,19488,2588,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,362241,2245,25264,2333,19440,1924,17385,1819,2055,660,5824,1351,5622,1330,202,197,336977,2737,185837,4861,168366,4973,17471,1622,151140,4655,143746,4766,7394,1438,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3297509,4834,179123,6189,119118,4569,86374,4237,32744,2643,60005,4120,50638,3717,9367,1742,3118386,7623,1474017,12866,1135369,12499,338648,7994,1644369,13744,1473558,15041,170811,7363,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1588677,3904,87848,4654,56433,3927,51270,3774,5163,1237,31415,2837,29866,2859,1549,613,1500829,5747,742615,8398,694884,8136,47731,3386,758214,9386,733080,8932,25134,2914,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,727204,2626,44792,2939,30897,2302,28754,2217,2143,654,13895,1739,13423,1687,472,334,682412,4038,353584,5466,330490,5103,23094,2071,328828,6002,317477,6132,11351,1434,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,687724,2758,41133,2932,28789,2486,23697,2141,5092,982,12344,1627,11508,1519,836,511,646591,4148,336422,5420,300607,5350,35815,2592,310169,5830,292085,6134,18084,2263,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1065238,3959,54451,4156,38431,3456,36660,3400,1771,548,16020,1983,15525,1960,495,295,1010787,5552,512526,8748,492832,8515,19694,1620,498261,9899,487064,9802,11197,1680,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1096620,4675,64480,4088,38760,3088,36849,3091,1911,784,25720,2883,25124,2876,596,406,1032140,6408,463304,8365,442716,8383,20588,2211,568836,8462,558625,8584,10211,1674,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,328930,1759,15543,1626,10232,1362,9476,1253,756,407,5311,1111,5243,1097,68,87,313387,2423,153141,3200,146422,3220,6719,1313,160246,3750,155923,3763,4323,912,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1494645,3432,88239,4700,58397,4028,44259,3174,14138,2353,29842,3049,25157,2747,4685,1330,1406406,5691,656469,10687,528645,9679,127824,4883,749937,10546,673075,10135,76862,5444,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1678956,3600,77335,4125,56982,3129,44353,2857,12629,1622,20353,2557,16413,2120,3940,1139,1601621,5597,723363,9494,560941,9646,162422,6235,878258,9627,765808,9866,112450,5314,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2552101,4931,135258,6038,88668,4483,76866,3994,11802,1699,46590,4161,44402,4033,2188,761,2416843,8542,1134246,12343,1025186,11938,109060,5083,1282597,11064,1231996,11425,50601,3778,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1319404,3035,78025,3929,58561,3279,48776,2986,9785,1669,19464,2069,17362,1961,2102,730,1241379,5312,619969,8658,558493,8310,61476,3090,621410,8413,577655,8657,43755,3278,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,741288,3282,45680,3605,22669,2425,22181,2431,488,395,23011,2619,22353,2598,658,457,695608,5061,322100,6369,313212,6444,8888,1306,373508,7384,367381,7210,6127,1402,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1470765,4671,77878,3919,51901,3249,48765,3079,3136,935,25977,2354,24889,2380,1088,611,1392887,5445,683863,8966,647364,8624,36499,3026,709024,9390,690853,9304,18171,1965,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,228888,1970,10428,1475,7798,1345,7676,1332,122,136,2630,832,2624,832,6,11,218460,2676,110002,3804,106681,3659,3321,814,108458,4345,106231,4454,2227,717,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,435907,1863,30588,2513,22947,2173,19354,1954,3593,920,7641,1415,6834,1310,807,494,405319,3294,209199,4325,190020,4375,19179,1491,196120,4298,186899,4130,9221,1450,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,620480,3121,36108,2821,24985,2314,15949,1846,9036,1398,11123,2049,7964,1490,3159,1005,584372,3804,292878,6700,201515,5306,91363,4240,291494,6746,240693,6198,50801,3792,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,338367,2247,14208,1714,10086,1296,9154,1264,932,434,4122,1128,3857,1051,265,303,324159,2685,165370,4324,151836,4266,13534,1934,158789,4781,151743,4432,7046,2165,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2221847,4478,112592,5420,83976,4185,56558,3346,27418,2625,28616,3212,19981,2554,8635,1799,2109255,6933,1028405,10744,698757,9093,329648,8037,1080850,10595,894246,11008,186604,8055,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,488878,2297,29640,3185,17370,2063,13859,1920,3511,951,12270,2475,10602,2324,1668,764,459238,4160,205270,6190,166304,6047,38966,2800,253968,5956,235325,6067,18643,2329,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,5019466,6714,248433,8204,170969,7015,113177,5294,57792,4062,77464,4946,60267,4279,17197,2289,4771033,10544,2076565,15758,1392475,12963,684090,12145,2694468,17924,2161867,19398,532601,14014,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2263745,5214,121628,6648,80547,5186,68448,4980,12099,1838,41081,4186,37991,4136,3090,716,2142117,7776,1093152,14145,976594,13457,116558,6252,1048965,15055,988814,14874,60151,4577,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,158181,1505,7264,1296,5347,952,5300,959,47,86,1917,768,1868,758,49,88,150917,1994,74966,2489,72346,2501,2620,686,75951,2974,73897,2903,2054,909,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2882990,4820,158445,6480,100445,5152,92835,4925,7610,1296,58000,3761,56508,3689,1492,678,2724545,7627,1285118,14358,1218201,13508,66917,4025,1439427,15076,1398152,14875,41275,3661,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,886224,3577,48708,3178,32003,2786,28152,2627,3851,978,16705,2091,15448,2012,1257,556,837516,4970,430317,7417,394186,7377,36131,2189,407199,8249,389726,8102,17473,1696,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,917319,3249,52410,3915,36635,3447,28001,2939,8634,1595,15775,2263,13541,2120,2234,912,864909,5003,415343,8267,353004,8104,62339,3692,449566,8327,410690,8400,38876,2772,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3065425,4361,148603,6265,97150,4270,86115,4269,11035,1695,51453,3911,49446,3821,2007,651,2916822,7212,1365788,12523,1254291,11998,111497,4315,1551034,13253,1486223,13088,64811,4803,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,278770,1672,12545,1890,7779,1239,6125,1150,1654,539,4766,1448,3933,1281,833,452,266225,2400,113876,4286,94088,3946,19788,2046,152349,4326,136204,4564,16145,1911,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1096619,3736,57477,3698,32451,2583,29720,2528,2731,862,25026,2785,24037,2735,989,599,1039142,5364,493630,7408,461022,7026,32608,2554,545512,8542,527855,8195,17657,2367,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,187780,1931,11559,1366,7501,1169,7334,1160,167,174,4058,902,4013,899,45,79,176221,2072,92807,2778,88846,2750,3961,876,83414,3150,82069,2983,1345,561,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1534897,4361,91160,5359,54516,3458,49269,3369,5247,1086,36644,3983,34456,3858,2188,952,1443737,6891,731485,10097,687563,9546,43922,2798,712252,10127,688606,10322,23646,2664,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6091625,7299,386167,9245,261523,8048,184814,7038,76709,4327,124644,6292,100810,6500,23834,2402,5705458,11678,2901325,19187,2132267,20698,769058,12071,2804133,19724,2454523,20852,349610,12937,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,663666,2399,55189,4147,45530,3575,39608,3262,5922,1314,9659,1654,7911,1606,1748,746,608477,4705,332900,7221,288693,7002,44207,2846,275577,6720,255063,6593,20514,2380,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,157892,1249,6668,1154,5069,1013,4666,989,403,288,1599,574,1521,567,78,127,151224,1652,70618,2760,67312,2644,3306,666,80606,2862,78141,2818,2465,752,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1994827,4920,103984,4852,71682,4217,57284,3820,14398,1814,32302,2950,27862,2792,4440,1262,1890843,6841,954647,11046,803265,10806,151382,6178,936196,11241,852523,10270,83673,5031,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1635347,4266,93070,5131,66404,4096,50998,3203,15406,2041,26666,3187,21751,2961,4915,1108,1542277,6035,755909,10261,611315,9898,144594,5359,786368,10218,699934,10216,86434,5143,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,437003,2382,21443,2134,13903,1723,13429,1680,474,278,7540,1391,7508,1392,32,53,415560,3094,216113,4734,212944,4895,3169,801,199447,5368,196549,5314,2898,873,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1394304,3288,75691,3510,53134,2754,48222,2726,4912,893,22557,2090,21519,2169,1038,440,1318613,4910,656409,8708,612623,8952,43786,2824,662204,8828,639035,8373,23169,2191,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,126795,1513,7401,1406,5138,1186,4975,1186,163,134,2263,814,1927,643,336,495,119394,2007,62782,2555,59734,2593,3048,860,56612,2903,54682,2861,1930,792,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1013624,2236,44623,3052,24763,2528,23710,2423,1053,504,19860,2067,19335,2090,525,384,969001,3602,403729,8441,384644,8453,19085,2151,565272,8750,548535,8406,16737,2040,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
