GEO_ID,B18036_001E,B18036_001M,B18036_002E,B18036_002M,B18036_003E,B18036_003M,B18036_004E,B18036_004M,B18036_005E,B18036_005M,B18036_006E,B18036_006M,B18036_007E,B18036_007M,B18036_008E,B18036_008M,B18036_009E,B18036_009M,B18036_010E,B18036_010M,B18036_011E,B18036_011M,B18036_012E,B18036_012M,B18036_013E,B18036_013M,B18036_014E,B18036_014M,B18036_015E,B18036_015M,B18036_016E,B18036_016M,B18036_017E,B18036_017M,B18036_018E,B18036_018M,B18036_019E,B18036_019M,B18036_020E,B18036_020M,B18036_021E,B18036_021M,B18036_022E,B18036_022M,B18036_023E,B18036_023M,B18036_024E,B18036_024M,B18036_025E,B18036_025M,B18036_026E,B18036_026M,B18036_027E,B18036_027M,B18036_028E,B18036_028M,B18036_029E,B18036_029M,B18036_030E,B18036_030M,B18036_031E,B18036_031M,NAME,B18036_001MA,B18036_001EA,B18036_002MA,B18036_002EA,B18036_003EA,B18036_003MA,B18036_004MA,B18036_004EA,B18036_005MA,B18036_005EA,B18036_006MA,B18036_006EA,B18036_007MA,B18036_007EA,B18036_008EA,B18036_008MA,B18036_009MA,B18036_009EA,B18036_010MA,B18036_010EA,B18036_011MA,B18036_011EA,B18036_012MA,B18036_012EA,B18036_013MA,B18036_013EA,B18036_014EA,B18036_014MA,B18036_015MA,B18036_015EA,B18036_016MA,B18036_016EA,B18036_017MA,B18036_017EA,B18036_018MA,B18036_018EA,B18036_019EA,B18036_019MA,B18036_020MA,B18036_020EA,B18036_021MA,B18036_021EA,B18036_022MA,B18036_022EA,B18036_023MA,B18036_023EA,B18036_024MA,B18036_024EA,B18036_025EA,B18036_025MA,B18036_026EA,B18036_026MA,B18036_027MA,B18036_027EA,B18036_028MA,B18036_028EA,B18036_029MA,B18036_029EA,B18036_030EA,B18036_030MA,B18036_031EA,B18036_031MA,state
0400000US01,2918026,4258,313450,8279,147558,5461,5991,1437,1890,785,4101,1169,141567,5198,42629,3107,98938,4847,165892,5853,4423,1080,830,383,3593,1010,161469,5697,56156,3181,105313,5024,2604576,9076,1263114,6142,157277,5197,32250,3321,125027,4847,1105837,6892,96627,6133,1009210,9040,1341462,6657,147775,5214,37432,3407,110343,4737,1193687,7527,172638,5930,1021049,8908,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,447381,2286,27849,2710,13269,1616,848,454,29,52,819,448,12421,1596,3080,873,9341,1480,14580,2204,358,270,26,46,332,265,14222,2151,3584,1188,10638,1889,419532,3676,212535,2712,25102,2043,2251,757,22851,2032,187433,2844,13993,1732,173440,2848,206997,3068,24104,1688,3202,845,20902,1833,182893,2787,18571,2271,164322,3519,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3842894,12110,248707,7887,117735,4783,4389,1211,1205,586,3184,1048,113346,4811,28528,2770,84818,4641,130972,6227,4304,1177,1058,523,3246,1000,126668,6285,38901,3728,87767,4931,3594187,14651,1810701,9210,211652,6397,44864,3676,166788,5872,1599049,7531,153485,8595,1445564,9595,1783486,8026,190214,5836,46769,4168,143445,5925,1593272,7105,199700,8575,1393572,9841,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1755985,4762,201499,7057,98388,4173,2721,721,733,319,1988,772,95667,4239,29491,2176,66176,3620,103111,4790,2582,978,1142,708,1440,549,100529,4667,34657,3288,65872,3410,1554486,7870,763008,5674,90762,3993,17669,2434,73093,3618,672246,6099,65450,4753,606796,6765,791478,5930,83814,3951,22835,2623,60979,3221,707664,5848,103519,5572,604145,7586,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23493486,11405,1393560,19384,671652,14718,30879,2776,7138,1350,23741,2545,640773,14231,155736,6845,485037,12189,721908,11309,22627,2719,5627,1711,17000,2238,699281,11468,186111,5893,513170,10355,22099926,20488,11113567,16753,1296295,11753,227002,9198,1069293,13238,9817272,17228,862435,20884,8954837,24046,10986359,13549,1231001,11715,253481,8874,977520,12591,9755358,15003,1146947,22080,8608411,27161,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3152301,4473,171304,7281,86394,4644,3663,1053,463,393,3200,979,82731,4597,24144,2662,58587,3789,84910,4787,2481,745,611,448,1870,618,82429,4565,25241,2717,57188,3902,2980997,8267,1503301,5778,149179,5104,25514,3504,123665,4646,1354122,7001,108338,5344,1245784,8023,1477696,5397,142260,4659,31687,2953,110573,4234,1335436,6106,137150,6797,1198286,7127,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2237833,3703,123008,5779,57509,3536,1607,552,185,265,1422,508,55902,3511,12709,1673,43193,3010,65499,4006,1639,729,223,245,1416,675,63860,3854,19700,2458,44160,3125,2114825,6771,1039645,4651,108716,3576,11809,1741,96907,3597,930929,3778,44374,3631,886555,5673,1075180,4887,98258,3153,10924,1775,87334,3226,976922,4619,74543,4399,902379,5546,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,538501,1494,36960,3271,18304,2111,524,343,6,11,518,344,17780,2069,4724,1390,13056,1573,18656,2248,609,377,209,261,400,263,18047,2235,5410,1315,12637,1807,501541,3660,243796,2566,27449,1829,4140,1272,23309,2060,216347,2611,13168,2318,203179,3352,257745,2550,24807,1933,4814,1359,19993,1587,232938,2826,23032,2354,209906,3459,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,381086,1585,21459,2555,10878,1707,227,176,77,93,150,149,10651,1705,4341,1103,6310,1351,10581,1364,148,156,66,109,82,112,10433,1341,4763,1082,5670,1064,359627,2901,166890,2782,13627,1282,4109,948,9518,1321,153263,2802,18302,2416,134961,2833,192737,2487,14674,1753,5394,1416,9280,1444,178063,2297,27405,2834,150658,3368,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11218559,9827,790902,14981,378771,10782,15264,2320,3254,1100,12010,2147,363507,10495,95010,4691,268497,8502,412131,10675,10662,1768,3677,1289,6985,1283,401469,10432,125684,5622,275785,9181,10427657,17396,5144209,14396,548844,8950,87462,5349,461382,9480,4595365,15022,355622,10855,4239743,15526,5283448,10509,517889,8912,107857,6446,410032,8662,4765559,11928,534760,13382,4230799,18677,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
