GEO_ID,B17007_001E,B17007_001M,B17007_002E,B17007_002M,B17007_003E,B17007_003M,B17007_004E,B17007_004M,B17007_005E,B17007_005M,B17007_006E,B17007_006M,B17007_007E,B17007_007M,B17007_008E,B17007_008M,B17007_009E,B17007_009M,B17007_010E,B17007_010M,B17007_011E,B17007_011M,B17007_012E,B17007_012M,B17007_013E,B17007_013M,B17007_014E,B17007_014M,B17007_015E,B17007_015M,B17007_016E,B17007_016M,B17007_017E,B17007_017M,B17007_018E,B17007_018M,B17007_019E,B17007_019M,B17007_020E,B17007_020M,B17007_021E,B17007_021M,B17007_022E,B17007_022M,B17007_023E,B17007_023M,B17007_024E,B17007_024M,B17007_025E,B17007_025M,B17007_026E,B17007_026M,B17007_027E,B17007_027M,B17007_028E,B17007_028M,B17007_029E,B17007_029M,B17007_030E,B17007_030M,B17007_031E,B17007_031M,B17007_032E,B17007_032M,B17007_033E,B17007_033M,B17007_034E,B17007_034M,B17007_035E,B17007_035M,B17007_036E,B17007_036M,B17007_037E,B17007_037M,B17007_038E,B17007_038M,B17007_039E,B17007_039M,B17007_040E,B17007_040M,B17007_041E,B17007_041M,B17007_042E,B17007_042M,B17007_043E,B17007_043M,NAME,B17007_001MA,B17007_001EA,B17007_002MA,B17007_002EA,B17007_003EA,B17007_003MA,B17007_004EA,B17007_004MA,B17007_005EA,B17007_005MA,B17007_006MA,B17007_006EA,B17007_007MA,B17007_007EA,B17007_008EA,B17007_008MA,B17007_009EA,B17007_009MA,B17007_010EA,B17007_010MA,B17007_011MA,B17007_011EA,B17007_012MA,B17007_012EA,B17007_013MA,B17007_013EA,B17007_014EA,B17007_014MA,B17007_015EA,B17007_015MA,B17007_016EA,B17007_016MA,B17007_017MA,B17007_017EA,B17007_018MA,B17007_018EA,B17007_019MA,B17007_019EA,B17007_020MA,B17007_020EA,B17007_021MA,B17007_021EA,B17007_022EA,B17007_022MA,B17007_023EA,B17007_023MA,B17007_024EA,B17007_024MA,B17007_025MA,B17007_025EA,B17007_026MA,B17007_026EA,B17007_027EA,B17007_027MA,B17007_028EA,B17007_028MA,B17007_029EA,B17007_029MA,B17007_030MA,B17007_030EA,B17007_031MA,B17007_031EA,B17007_032EA,B17007_032MA,B17007_033EA,B17007_033MA,B17007_034EA,B17007_034MA,B17007_035MA,B17007_035EA,B17007_036MA,B17007_036EA,B17007_037EA,B17007_037MA,B17007_038EA,B17007_038MA,B17007_039EA,B17007_039MA,B17007_040MA,B17007_040EA,B17007_041MA,B17007_041EA,B17007_042EA,B17007_042MA,B17007_043EA,B17007_043MA,state
0400000US01,738543,14726,234453,9793,96661,5626,583,470,2292,827,22223,2656,15918,2272,13579,1917,17266,2078,13131,1916,6726,1300,4943,1018,137792,6364,792,522,1369,677,29576,2618,15485,2017,12800,2039,19114,2154,19780,1894,13218,1436,25658,2157,504090,11356,249000,7322,208,288,336,345,26045,3338,56229,4074,43194,3159,50329,3369,33865,2690,21660,2209,17134,1767,255090,7980,34,57,0,265,18152,2593,30189,3044,25110,2598,40744,2958,41848,2728,41817,2525,57196,2829,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,121274,6833,23354,2740,11559,1807,25,47,354,273,3673,1048,1496,670,2285,781,2455,654,1075,404,68,83,128,110,11795,2003,82,63,301,189,2095,765,2683,1230,2001,895,2100,636,1612,741,286,197,635,343,97920,6114,57778,4368,138,160,52,86,6842,1525,15034,2131,10953,1685,11855,1379,8675,1386,2387,697,1842,377,40142,2971,0,235,0,235,4399,892,7313,1383,6316,1151,9395,1331,6250,1050,2786,601,3683,582,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1141091,21177,265240,11732,125088,8405,1155,611,3500,1049,37203,3861,19228,3295,19945,3481,19931,2873,13491,2216,5771,1244,4864,1175,140152,6608,726,498,2298,997,38431,3638,21168,2824,13437,2413,19737,2672,16969,2136,11599,1687,15787,1709,875851,16923,471300,12331,0,291,790,586,56026,4485,126446,6882,89776,4304,80301,4971,54629,3468,31335,2155,31997,2333,404551,9688,0,291,102,117,36221,3254,68035,4913,51842,3651,61494,3781,59824,3662,48030,2559,79003,3326,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,459958,10759,144695,6708,59822,4217,687,383,1191,505,14526,2222,9264,1930,10818,1815,9247,1445,8575,1346,2762,628,2752,676,84873,4653,814,408,1630,633,16710,2793,10144,1852,8179,1642,11270,1710,10651,1467,8986,1217,16489,1629,315263,8127,154176,5509,0,257,182,207,17547,2221,32342,3177,25564,2766,29831,2241,22752,1964,13278,1364,12680,1350,161087,5356,0,257,127,212,11062,1828,15501,1777,16652,2002,28517,2175,27511,2486,24503,2019,37214,2181,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6304706,41884,1449262,25611,658198,16806,6383,1381,15185,2221,180446,10897,128394,7257,97511,5864,99525,5571,74721,4278,28801,2793,27232,2758,791064,19372,6153,1260,14903,2294,212451,10337,136922,7580,94030,5310,101656,5854,90651,5371,49153,3617,85145,4971,4855444,38076,2560354,27175,168,211,1533,572,258523,8715,675335,13491,538036,13845,461550,12305,293449,7513,166826,5193,164934,4676,2295090,24196,0,289,950,484,195634,9076,410253,11065,317593,9984,345741,9256,340931,8148,276905,7072,407083,8001,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,938139,17237,207841,7892,97911,5380,417,254,1295,521,32787,3681,20141,2307,12290,1962,14377,1862,10439,1391,3421,1093,2744,771,109930,6177,802,425,2010,743,32849,3721,16613,2424,10240,1733,15764,2209,12300,1637,7849,1190,11503,1375,730298,14305,384483,10035,0,271,68,107,47612,3879,110353,5511,77537,4646,66452,3879,45516,3222,19887,1985,17058,1508,345815,7996,0,271,246,328,37030,3348,66297,4109,43543,3354,57470,3249,56550,3067,36648,2166,48031,2428,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,598176,11296,109964,5791,46545,4191,191,190,1454,738,8926,1699,7900,1690,7911,1229,7367,1548,6301,1146,3931,992,2564,725,63419,3366,107,124,848,469,12126,2055,7051,1532,7505,1371,10281,1600,11741,1650,5658,999,8102,1221,488212,10531,235965,6708,0,269,0,269,19355,2900,54419,3817,48730,3936,45993,3685,31212,2467,17411,1889,18845,1459,252247,7257,0,269,355,321,15659,2118,38304,2742,30157,3246,39123,2761,38783,2751,32242,2166,57624,2415,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,156518,6310,34532,3385,14731,2363,322,253,317,304,4406,1135,2562,884,1618,660,3173,1071,1148,579,522,369,663,435,19801,2373,58,66,474,272,5121,1388,2345,802,1599,642,2478,851,2868,807,1629,640,3229,888,121986,5776,59874,3225,0,261,20,34,4941,1094,13438,1806,12183,1622,12177,1610,8243,1007,4481,902,4391,915,62112,3946,25,47,0,261,4795,1018,9160,1746,7398,1445,11278,1682,10167,1188,8345,972,10944,1102,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,198347,6451,41521,3607,19741,2299,51,85,425,255,3957,1128,4186,1106,2474,753,3791,963,3137,795,1058,510,662,347,21780,2456,58,97,213,177,5465,1470,3265,936,1987,645,2523,772,3015,724,2310,739,2944,791,156826,5638,75884,3895,0,292,0,292,4709,1227,22720,1824,17134,1631,13714,1445,9486,1246,4848,830,3273,889,80942,3240,0,292,0,292,9197,1312,23941,1975,11454,1559,11096,1322,10657,1234,6262,950,8335,1094,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3533692,29855,803842,15736,337071,11066,2360,776,5458,1172,75520,5911,53817,5055,47594,4091,57330,4064,45972,3537,23757,2484,25263,2142,466771,11221,3340,1103,8861,1585,92181,5570,54375,4132,48492,4075,63605,4490,58445,4150,53279,3630,84193,4898,2729850,26274,1422953,19447,0,300,1097,637,129301,7248,327139,11462,281886,8265,257198,6852,185168,6395,112961,4676,128203,5338,1306897,15756,0,300,409,414,101080,5704,179345,7112,149237,6082,190384,7634,196968,5367,172082,5048,317392,7184,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
