GEO_ID,C21001H_001E,C21001H_001M,C21001H_002E,C21001H_002M,C21001H_003E,C21001H_003M,C21001H_004E,C21001H_004M,C21001H_005E,C21001H_005M,C21001H_006E,C21001H_006M,C21001H_007E,C21001H_007M,C21001H_008E,C21001H_008M,C21001H_009E,C21001H_009M,C21001H_010E,C21001H_010M,C21001H_011E,C21001H_011M,C21001H_012E,C21001H_012M,C21001H_013E,C21001H_013M,C21001H_014E,C21001H_014M,C21001H_015E,C21001H_015M,NAME,C21001H_001EA,C21001H_001MA,C21001H_002MA,C21001H_002EA,C21001H_003EA,C21001H_003MA,C21001H_004MA,C21001H_004EA,C21001H_005EA,C21001H_005MA,C21001H_006EA,C21001H_006MA,C21001H_007MA,C21001H_007EA,C21001H_008EA,C21001H_008MA,C21001H_009EA,C21001H_009MA,C21001H_010EA,C21001H_010MA,C21001H_011EA,C21001H_011MA,C21001H_012EA,C21001H_012MA,C21001H_013MA,C21001H_013EA,C21001H_014MA,C21001H_014EA,C21001H_015MA,C21001H_015EA,state
0400000US01,2471530,1625,1188123,1300,983220,1331,176774,5903,806446,6102,204903,204,127772,2656,77131,2598,1283407,720,997465,535,13268,1962,984197,2201,285942,381,4876,989,281066,1038,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,332038,1515,170614,1387,154782,1431,39876,2432,114906,2586,15832,270,10703,725,5129,758,161424,593,144766,595,5081,1028,139685,1126,16658,57,415,252,16243,268,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2925256,2587,1420584,2179,1125454,2226,225616,6122,899838,6325,295130,514,204473,4146,90657,4083,1504672,1043,1139163,1050,22446,2301,1116717,2491,365509,563,9463,1778,356046,1956,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1665934,1512,802355,1303,656226,1284,118305,4559,537921,4776,146129,116,90208,2300,55921,2278,863579,548,666514,534,9999,1671,656515,1811,197065,81,2703,639,194362,648,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12560974,9217,6133351,5934,5050612,5755,781016,13595,4269596,13937,1082739,761,655411,6758,427328,6641,6427623,5211,4989439,5058,64359,4145,4925080,6991,1438184,1090,34136,2349,1404048,2759,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2658423,2692,1304220,2166,1128690,2119,205935,5915,922755,6149,175530,401,113290,2527,62240,2485,1354203,1598,1125577,1496,21883,2286,1103694,2616,228626,421,5272,1128,223354,1267,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2060529,3070,980845,1827,809092,1679,110581,4435,698511,4694,171753,361,106166,2759,65587,2841,1079684,1556,834664,1442,9439,1447,825225,2041,245020,288,4187,844,240833,878,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,465542,1025,221470,964,180137,964,32839,2378,147298,2684,41333,261,26776,1352,14557,1352,244072,250,189028,250,2666,774,186362,814,55044,20,1393,501,53651,500,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,161322,2236,78142,1758,68640,1758,8119,1655,60521,3103,9502,292,6091,629,3411,629,83180,677,72270,677,680,467,71590,730,10910,292,271,222,10639,222,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8983109,6209,4322310,5182,3264901,5041,661336,11742,2603565,11236,1057409,686,705894,7754,351515,7794,4660799,3335,3312481,3317,67985,4076,3244496,5032,1348318,541,31069,2248,1317249,2287,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4212009,3799,2032107,2960,1743150,2957,304421,7386,1438729,7775,288957,452,174112,3766,114845,3700,2179902,1803,1778592,1864,28125,2928,1750467,3447,401310,416,6991,1348,394319,1464,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,239772,2094,119814,1634,100006,1634,24941,2154,75065,2246,19808,267,13111,831,6697,831,119958,950,98717,932,3757,860,94960,1155,21241,130,1088,410,20153,441,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,940974,1212,464534,1074,391862,1078,71389,2930,320473,3070,72672,72,46617,1707,26055,1697,476440,435,388119,425,6007,1043,382112,1143,88321,104,2074,642,86247,661,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6553665,2723,3159027,2178,2649537,2140,353741,6988,2295796,7034,509490,578,295804,4446,213686,4464,3394638,1537,2663121,1425,26472,2390,2636649,2614,731517,480,8525,1162,722992,1228,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4048350,2305,1957888,1561,1660555,1516,260173,5477,1400382,5586,297333,189,172094,3885,125239,3886,2090462,1241,1669075,1181,17917,2301,1651158,2572,421387,299,7304,1108,414083,1159,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2100400,1084,1017215,883,841553,866,130802,3580,710751,3666,175662,140,102087,2396,73575,2431,1083185,508,834436,484,9144,1240,825292,1424,248749,122,3340,593,245409,576,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
