GEO_ID,B01001H_001E,B01001H_001M,B01001H_002E,B01001H_002M,B01001H_003E,B01001H_003M,B01001H_004E,B01001H_004M,B01001H_005E,B01001H_005M,B01001H_006E,B01001H_006M,B01001H_007E,B01001H_007M,B01001H_008E,B01001H_008M,B01001H_009E,B01001H_009M,B01001H_010E,B01001H_010M,B01001H_011E,B01001H_011M,B01001H_012E,B01001H_012M,B01001H_013E,B01001H_013M,B01001H_014E,B01001H_014M,B01001H_015E,B01001H_015M,B01001H_016E,B01001H_016M,B01001H_017E,B01001H_017M,B01001H_018E,B01001H_018M,B01001H_019E,B01001H_019M,B01001H_020E,B01001H_020M,B01001H_021E,B01001H_021M,B01001H_022E,B01001H_022M,B01001H_023E,B01001H_023M,B01001H_024E,B01001H_024M,B01001H_025E,B01001H_025M,B01001H_026E,B01001H_026M,B01001H_027E,B01001H_027M,B01001H_028E,B01001H_028M,B01001H_029E,B01001H_029M,B01001H_030E,B01001H_030M,B01001H_031E,B01001H_031M,NAME,B01001H_001EA,B01001H_001MA,B01001H_002MA,B01001H_002EA,B01001H_003EA,B01001H_003MA,B01001H_004EA,B01001H_004MA,B01001H_005EA,B01001H_005MA,B01001H_006MA,B01001H_006EA,B01001H_007MA,B01001H_007EA,B01001H_008EA,B01001H_008MA,B01001H_009EA,B01001H_009MA,B01001H_010EA,B01001H_010MA,B01001H_011MA,B01001H_011EA,B01001H_012MA,B01001H_012EA,B01001H_013MA,B01001H_013EA,B01001H_014EA,B01001H_014MA,B01001H_015EA,B01001H_015MA,B01001H_016EA,B01001H_016MA,B01001H_017MA,B01001H_017EA,B01001H_018MA,B01001H_018EA,B01001H_019EA,B01001H_019MA,B01001H_020EA,B01001H_020MA,B01001H_021EA,B01001H_021MA,B01001H_022MA,B01001H_022EA,B01001H_023MA,B01001H_023EA,B01001H_024MA,B01001H_024EA,B01001H_025EA,B01001H_025MA,B01001H_026EA,B01001H_026MA,B01001H_027EA,B01001H_027MA,B01001H_028MA,B01001H_028EA,B01001H_029MA,B01001H_029EA,B01001H_030EA,B01001H_030MA,B01001H_031EA,B01001H_031MA,state
0400000US01,3171700,1221,1552981,1729,95017,1205,96707,3206,101698,3280,64892,1020,44489,2358,102147,2651,96273,1924,93689,836,225664,1227,235681,707,191821,323,120296,672,67967,1776,16640,1635,1618719,1723,87760,1194,93332,3396,93695,3159,60079,997,40078,1685,96059,1680,99369,996,94414,816,223524,946,239628,846,204839,361,140820,407,102282,2782,42840,2812,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,443944,665,231763,654,13736,245,14555,1546,14484,1545,9841,389,7090,759,18199,745,17320,642,16080,506,34976,386,41251,404,28399,285,10166,160,4772,348,894,291,212181,420,12742,243,12441,1265,14829,1211,9611,372,5190,627,13776,575,16679,382,14765,506,32579,544,39028,364,23883,57,9185,139,5571,417,1902,375,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3668571,2336,1806728,1351,101963,710,102016,4369,102626,4318,67756,739,42256,932,114251,1342,120925,1228,108826,890,254629,1092,267019,844,229331,308,153306,362,111635,2357,30189,2332,1861843,1778,98855,746,94750,3595,98603,3556,63648,718,39350,1395,105955,1585,116458,1057,106093,777,249343,709,275361,476,247918,305,173310,430,140063,2881,52136,2797,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2145922,1207,1050506,2050,65830,1169,66991,2221,65412,2148,44361,1172,30911,2085,68981,2064,69383,1172,62744,1037,147427,979,152526,468,129811,378,83276,405,49488,1335,13365,1292,1095416,2016,63608,1222,65913,2983,60317,2845,41408,1172,27788,1609,64440,1958,70959,1302,62308,790,147667,831,155174,304,138769,74,95706,78,72679,2088,28680,2088,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15600175,11660,7727595,6836,386771,2033,382132,7425,454901,7504,295478,1318,204462,1886,518381,2545,461717,1761,456666,1579,1180808,1812,1313442,1052,990098,893,567578,647,387814,4646,127347,4594,7872580,6123,368027,1609,368368,6561,419201,7051,279835,1396,194248,2024,475482,2158,450133,2529,431268,1396,1135074,1743,1290894,1575,1021866,987,638587,832,541265,6789,258332,6754,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3400011,2328,1692198,1774,102719,879,99769,4175,102461,4048,66222,732,44671,1447,116585,1698,120928,1321,115995,1027,263162,1047,283135,567,201021,251,101173,383,57064,1609,17293,1608,1707813,1884,95434,931,94946,3405,96241,3367,64385,695,41577,1498,108824,1524,119032,1242,106799,975,258816,1146,287641,493,205492,416,111487,691,82365,2119,34774,2090,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2610863,3558,1265584,2032,65781,401,76295,3025,82973,2977,54101,225,35146,269,75356,697,61531,380,67313,405,196960,646,219455,413,158920,309,88567,361,60959,1635,22227,1635,1345279,1772,62313,272,72016,3034,79802,3043,51198,450,34541,704,73215,958,60534,439,67602,402,203301,366,225472,385,170265,495,103922,269,92780,2371,48318,2327,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,586778,1087,284523,810,16193,261,17454,1275,16508,1300,11616,261,8047,25,18675,100,17037,200,15569,336,41311,610,44631,261,36149,261,22710,261,14525,736,4098,736,302255,520,14762,348,15798,1195,16628,1207,10875,261,8535,261,18866,261,18140,261,16233,120,42258,172,45979,132,39137,261,26495,20,19951,888,8598,888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,183519,532,90652,413,3855,292,2235,569,2143,569,1116,292,3631,718,9626,719,10895,87,10058,401,16469,292,11111,292,10011,292,5364,292,3233,344,905,344,92867,332,3747,292,2492,449,1341,439,1079,292,3120,1007,13551,1014,13113,292,10382,292,13457,146,9292,292,10383,292,4944,292,4025,661,1941,661,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11040168,8986,5395453,6069,266547,1557,277955,6031,295352,6267,198813,1472,119985,2015,310269,3215,302431,2775,286491,1558,751775,2295,815112,2331,713314,749,509646,642,421258,4853,126505,4841,5644715,4905,250127,1793,263589,6139,279157,6170,186061,1307,112801,1849,295554,2651,300442,2491,277193,1381,735223,2762,829699,1586,766551,666,587331,378,542529,6889,218458,6882,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5501019,3920,2713685,3349,177091,2186,175105,4592,177902,4574,113108,1821,81194,3197,185012,3577,170620,2809,175560,2124,429711,2082,415758,912,323667,359,175661,1057,91250,2070,22046,1858,2787334,3527,164464,2130,163360,5160,170296,5165,106517,1679,76492,3381,162362,3652,176005,2006,174254,1726,425496,1800,424176,899,342602,370,200867,740,140014,2718,60429,2680,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,315822,649,167295,845,6709,580,7345,1065,8306,1065,5175,448,4433,548,16020,970,13505,798,11768,118,24023,188,26475,267,23728,267,10842,267,6635,656,2331,656,148527,769,7144,548,6753,876,6851,851,4574,447,2691,532,9695,530,12613,62,10398,393,20985,408,24405,267,21177,80,10206,267,7524,824,3511,823,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1265241,450,632450,522,46314,464,42837,2489,45437,2493,29076,203,18352,1067,47681,1074,45893,614,38756,875,83147,872,91255,201,71030,13,40668,269,23758,1081,8246,1067,632791,612,44135,489,42753,2129,40770,2132,27996,193,18575,1069,43684,1155,42714,717,37426,315,83164,400,92122,295,71131,77,42915,102,30507,1414,14899,1413,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8357564,3315,4088724,1835,239899,646,245342,5400,263775,5361,169908,555,119921,1505,279295,1634,256554,912,254527,630,610616,505,661906,674,477491,550,274007,646,177560,2663,57923,2699,4268840,2240,227862,820,236320,5595,246773,5726,161256,629,111710,1798,269595,1754,253480,511,247896,402,610560,516,669384,616,502487,293,322801,220,271739,3905,136977,4005,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5291080,3116,2598280,2130,168507,874,169377,3864,182549,3953,115889,956,76654,1961,180168,2077,176183,914,161966,530,376299,439,401363,334,291992,541,166733,382,99780,1845,30820,1876,2692800,1847,160449,885,163370,3700,170103,3696,107734,767,71686,1670,173515,1852,172539,930,160320,338,376976,658,406004,539,308717,290,195838,332,154583,2871,70966,2862,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
