GEO_ID,B18026_001E,B18026_001M,B18026_002E,B18026_002M,B18026_003E,B18026_003M,B18026_004E,B18026_004M,B18026_005E,B18026_005M,B18026_006E,B18026_006M,B18026_007E,B18026_007M,B18026_008E,B18026_008M,B18026_009E,B18026_009M,B18026_010E,B18026_010M,B18026_011E,B18026_011M,B18026_012E,B18026_012M,B18026_013E,B18026_013M,B18026_014E,B18026_014M,B18026_015E,B18026_015M,B18026_016E,B18026_016M,B18026_017E,B18026_017M,B18026_018E,B18026_018M,B18026_019E,B18026_019M,B18026_020E,B18026_020M,B18026_021E,B18026_021M,B18026_022E,B18026_022M,B18026_023E,B18026_023M,B18026_024E,B18026_024M,B18026_025E,B18026_025M,B18026_026E,B18026_026M,B18026_027E,B18026_027M,B18026_028E,B18026_028M,B18026_029E,B18026_029M,B18026_030E,B18026_030M,B18026_031E,B18026_031M,NAME,B18026_001MA,B18026_001EA,B18026_002MA,B18026_002EA,B18026_003MA,B18026_003EA,B18026_004MA,B18026_004EA,B18026_005EA,B18026_005MA,B18026_006MA,B18026_006EA,B18026_007MA,B18026_007EA,B18026_008MA,B18026_008EA,B18026_009MA,B18026_009EA,B18026_010MA,B18026_010EA,B18026_011EA,B18026_011MA,B18026_012MA,B18026_012EA,B18026_013MA,B18026_013EA,B18026_014MA,B18026_014EA,B18026_015MA,B18026_015EA,B18026_016EA,B18026_016MA,B18026_017MA,B18026_017EA,B18026_018MA,B18026_018EA,B18026_019MA,B18026_019EA,B18026_020MA,B18026_020EA,B18026_021MA,B18026_021EA,B18026_022EA,B18026_022MA,B18026_023EA,B18026_023MA,B18026_024EA,B18026_024MA,B18026_025MA,B18026_025EA,B18026_026MA,B18026_026EA,B18026_027EA,B18026_027MA,B18026_028EA,B18026_028MA,B18026_029EA,B18026_029MA,B18026_030EA,B18026_030MA,B18026_031MA,B18026_031EA,state
0400000US01,2951988,4297,1427442,3763,175078,4913,5991,1437,887,454,5104,1271,169087,5151,66028,4226,103059,4201,1252364,5177,141669,5158,18398,2209,123271,4394,1110695,6935,948195,9083,162500,6437,1524546,3722,166515,5464,4536,1103,777,531,3759,1006,161979,5213,58611,4005,103368,4427,1358031,4644,161549,5705,17049,2226,144500,5457,1196482,7599,827229,7638,369253,7259,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,452444,2307,228486,2076,28227,2183,1107,659,12,23,1095,660,27120,2156,11326,1739,15794,1829,200259,2423,12421,1596,2687,779,9734,1618,187838,2890,152040,3465,35798,3383,223958,2030,25907,1993,358,270,26,46,332,265,25549,1998,11701,1430,13848,1594,198051,1885,14443,2169,3384,1120,11059,1737,183608,2752,133371,3792,50237,2986,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3860234,5265,1936954,4703,221313,5255,4448,1227,806,449,3642,1134,216865,5491,99391,4999,117474,5221,1715641,5067,113346,4811,23565,2519,89781,4684,1602295,7007,1374463,9189,227832,8519,1923280,3362,202117,4793,4304,1177,976,561,3328,1022,197813,4937,84182,3696,113631,4712,1721163,3993,126668,6285,18686,2194,107982,6077,1594495,7021,1096835,11915,497660,11821,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1777162,4762,872342,4383,102494,3945,2837,718,598,411,2239,656,99657,3917,41225,3363,58432,2771,769848,4568,95667,4239,16420,2074,79247,4007,674181,6120,578855,7275,95326,4862,904820,2917,95431,3864,2643,948,606,394,2037,862,92788,3899,40054,2986,52734,3545,809389,3640,100529,4667,12015,1750,88514,4360,708860,5819,509253,7483,199607,5722,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23637212,11405,11846411,8943,1376487,11063,31389,2821,4045,902,27344,2579,1345098,11533,492614,10963,852484,12194,10469924,10407,640898,14238,125171,5878,515727,12267,9829026,17279,8333138,24448,1495888,19619,11790801,8460,1321474,10900,22865,2714,4046,1184,18819,2385,1298609,11141,474802,10749,823807,9476,10469327,10073,699435,11487,117156,5882,582279,10846,9769892,14883,6638614,28443,3131278,24013,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3175932,4473,1602294,3307,163254,5042,3663,1053,769,518,2894,988,159591,4976,72437,3509,87154,4741,1439040,4781,82731,4597,21199,2221,61532,4261,1356309,6991,1188824,8745,167485,7308,1573638,3457,154746,4545,2481,745,96,119,2385,744,152265,4613,73605,3812,78660,3649,1418892,4209,82429,4565,16668,1840,65761,4072,1336463,6153,980839,9406,355624,8659,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2282855,3703,1117245,2770,123996,3134,1683,561,523,375,1160,504,122313,3233,50554,2640,71759,2908,993249,2668,55902,3511,13299,1810,42603,3282,937347,3782,817996,6995,119351,5866,1165610,2280,118748,3359,1639,729,439,341,1200,619,117109,3412,53119,2503,63990,3449,1046862,2872,63860,3854,13402,1800,50458,3412,983002,4567,736325,6991,246677,6633,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,548272,1494,265929,1329,31207,1703,524,343,185,176,339,301,30683,1759,13172,2067,17511,1723,234722,1697,17808,2059,3069,814,14739,1920,216914,2574,185772,3264,31142,2642,282343,1325,30532,1888,609,377,159,184,450,326,29923,1823,12971,1533,16952,1774,251811,1662,18047,2235,2540,783,15507,2034,233764,2843,173936,3893,59828,3225,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,396111,4501,183679,3548,18224,1933,227,176,39,69,188,161,17997,1926,5001,1155,12996,1345,165455,2582,10651,1705,1628,613,9023,1471,154804,3048,123277,3230,31527,3083,212432,1486,21730,2034,297,237,149,183,148,156,21433,2012,5689,1273,15744,1885,190702,1469,10433,1341,1539,560,8894,1260,180269,2087,135356,3541,44913,3268,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11280359,9827,5550811,9010,586931,9116,15264,2320,2102,672,13162,2256,571667,8922,245535,8046,326132,7470,4963880,10054,363559,10494,72395,4991,291164,9147,4600321,15192,3951029,18343,649292,13539,5729548,7991,557378,8152,10662,1768,1578,694,9084,1609,546716,8434,223444,7674,323272,8477,5172170,7891,401469,10432,65323,3969,336146,9688,4770701,11870,3405177,17843,1365524,16420,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
