GEO_ID,B17001I_001E,B17001I_001M,B17001I_002E,B17001I_002M,B17001I_003E,B17001I_003M,B17001I_004E,B17001I_004M,B17001I_005E,B17001I_005M,B17001I_006E,B17001I_006M,B17001I_007E,B17001I_007M,B17001I_008E,B17001I_008M,B17001I_009E,B17001I_009M,B17001I_010E,B17001I_010M,B17001I_011E,B17001I_011M,B17001I_012E,B17001I_012M,B17001I_013E,B17001I_013M,B17001I_014E,B17001I_014M,B17001I_015E,B17001I_015M,B17001I_016E,B17001I_016M,B17001I_017E,B17001I_017M,B17001I_018E,B17001I_018M,B17001I_019E,B17001I_019M,B17001I_020E,B17001I_020M,B17001I_021E,B17001I_021M,B17001I_022E,B17001I_022M,B17001I_023E,B17001I_023M,B17001I_024E,B17001I_024M,B17001I_025E,B17001I_025M,B17001I_026E,B17001I_026M,B17001I_027E,B17001I_027M,B17001I_028E,B17001I_028M,B17001I_029E,B17001I_029M,B17001I_030E,B17001I_030M,B17001I_031E,B17001I_031M,B17001I_032E,B17001I_032M,B17001I_033E,B17001I_033M,B17001I_034E,B17001I_034M,B17001I_035E,B17001I_035M,B17001I_036E,B17001I_036M,B17001I_037E,B17001I_037M,B17001I_038E,B17001I_038M,B17001I_039E,B17001I_039M,B17001I_040E,B17001I_040M,B17001I_041E,B17001I_041M,B17001I_042E,B17001I_042M,B17001I_043E,B17001I_043M,B17001I_044E,B17001I_044M,B17001I_045E,B17001I_045M,B17001I_046E,B17001I_046M,B17001I_047E,B17001I_047M,B17001I_048E,B17001I_048M,B17001I_049E,B17001I_049M,B17001I_050E,B17001I_050M,B17001I_051E,B17001I_051M,B17001I_052E,B17001I_052M,B17001I_053E,B17001I_053M,B17001I_054E,B17001I_054M,B17001I_055E,B17001I_055M,B17001I_056E,B17001I_056M,B17001I_057E,B17001I_057M,B17001I_058E,B17001I_058M,B17001I_059E,B17001I_059M,NAME,B17001I_001MA,B17001I_001EA,B17001I_002MA,B17001I_002EA,B17001I_003MA,B17001I_003EA,B17001I_004MA,B17001I_004EA,B17001I_005MA,B17001I_005EA,B17001I_006EA,B17001I_006MA,B17001I_007MA,B17001I_007EA,B17001I_008MA,B17001I_008EA,B17001I_009MA,B17001I_009EA,B17001I_010EA,B17001I_010MA,B17001I_011EA,B17001I_011MA,B17001I_012MA,B17001I_012EA,B17001I_013MA,B17001I_013EA,B17001I_014MA,B17001I_014EA,B17001I_015EA,B17001I_015MA,B17001I_016MA,B17001I_016EA,B17001I_017MA,B17001I_017EA,B17001I_018MA,B17001I_018EA,B17001I_019MA,B17001I_019EA,B17001I_020EA,B17001I_020MA,B17001I_021EA,B17001I_021MA,B17001I_022MA,B17001I_022EA,B17001I_023MA,B17001I_023EA,B17001I_024MA,B17001I_024EA,B17001I_025MA,B17001I_025EA,B17001I_026EA,B17001I_026MA,B17001I_027MA,B17001I_027EA,B17001I_028MA,B17001I_028EA,B17001I_029MA,B17001I_029EA,B17001I_030MA,B17001I_030EA,B17001I_031EA,B17001I_031MA,B17001I_032EA,B17001I_032MA,B17001I_033MA,B17001I_033EA,B17001I_034MA,B17001I_034EA,B17001I_035EA,B17001I_035MA,B17001I_036MA,B17001I_036EA,B17001I_037EA,B17001I_037MA,B17001I_038MA,B17001I_038EA,B17001I_039MA,B17001I_039EA,B17001I_040EA,B17001I_040MA,B17001I_041MA,B17001I_041EA,B17001I_042EA,B17001I_042MA,B17001I_043EA,B17001I_043MA,B17001I_044EA,B17001I_044MA,B17001I_045MA,B17001I_045EA,B17001I_046EA,B17001I_046MA,B17001I_047MA,B17001I_047EA,B17001I_048MA,B17001I_048EA,B17001I_049EA,B17001I_049MA,B17001I_050EA,B17001I_050MA,B17001I_051MA,B17001I_051EA,B17001I_052MA,B17001I_052EA,B17001I_053MA,B17001I_053EA,B17001I_054EA,B17001I_054MA,B17001I_055EA,B17001I_055MA,B17001I_056MA,B17001I_056EA,B17001I_057MA,B17001I_057EA,B17001I_058MA,B17001I_058EA,B17001I_059MA,B17001I_059EA,state
0400000US01,109519,1838,29531,3816,14661,2120,1287,661,516,336,2517,823,983,634,432,439,638,496,1148,555,3926,1046,2576,753,379,246,163,170,0,265,96,115,14870,2437,3783,1070,276,270,1602,627,637,499,121,193,163,137,2710,951,3282,1067,1457,682,461,355,251,180,59,95,68,92,79988,3926,45349,2604,4887,1147,1031,498,4846,1053,1992,650,809,475,1169,521,8094,1139,10700,1274,6240,1367,3305,1089,1623,459,452,301,201,222,34639,2626,5237,1146,614,386,2413,768,1759,816,514,415,1291,623,4902,1154,5032,838,6588,1050,2980,947,1569,503,1010,552,730,452,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,35394,848,6267,2099,2559,1164,776,470,91,151,524,396,266,293,0,235,0,235,276,316,190,266,340,345,64,87,0,235,32,55,0,235,3708,1256,648,369,109,139,443,267,168,197,10,22,42,69,439,272,1140,614,164,202,74,129,471,410,0,235,0,235,29127,2147,15392,1393,1584,605,290,200,1903,699,538,337,179,140,261,182,2743,528,2176,688,3223,722,1559,307,654,214,200,163,82,98,13735,1439,1865,527,98,127,1400,428,590,280,272,242,724,344,1576,616,1689,595,2405,773,1899,542,878,399,192,152,147,212,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1768426,3499,397498,21095,186303,10633,33752,3338,5718,1314,29070,2923,12973,2227,3586,967,8944,1708,22830,2829,27604,3211,18812,3192,11625,2004,5371,1341,3244,863,2774,845,211195,12851,33228,3750,4926,1275,30625,3647,10873,1858,3846,1023,8131,1692,28109,2686,40044,3321,24511,2369,11513,1697,7804,1703,4189,868,3396,833,1370928,21108,724948,10918,72849,3301,11625,1668,82312,3976,40815,3586,13047,1733,24326,1848,82572,2999,148744,3573,110990,3376,70042,2375,38968,1477,18061,1070,10597,974,645980,12677,71646,3704,15675,2017,75835,4071,34473,2878,12124,1654,22060,2131,65692,2752,110690,3345,91917,2639,69972,1935,37954,1805,21884,1057,16058,1016,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,133743,2189,36557,4957,16358,2726,2557,794,429,289,2518,847,1439,510,289,209,159,127,1896,913,3890,1222,2138,840,498,322,285,280,92,133,168,165,20199,3011,4506,1079,799,391,2791,740,1195,468,137,168,722,418,2867,1063,4037,1004,1610,709,1159,575,125,177,75,101,176,197,97186,5277,56207,3276,5556,913,991,466,4989,1082,2472,695,1073,452,2108,546,7373,1130,13013,1348,9506,1500,4821,1073,3125,947,865,441,315,244,40979,3156,5123,1092,516,322,5583,838,2482,674,438,209,1461,570,4048,900,7095,1135,6845,943,4592,967,1807,719,946,536,43,52,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12827091,7551,2450810,48020,1133381,26448,178672,7136,32331,3224,194458,8009,93557,5689,30000,2936,49792,3226,126134,6077,163951,7359,127491,6324,69328,4175,36334,2800,19258,2428,12075,1718,1317429,26704,175213,6517,33096,3517,181239,6702,84546,5734,29121,2891,51489,3820,164056,7459,227691,8172,173941,6125,89166,5014,50591,3784,28879,2463,28401,3014,10376281,49078,5415348,27443,513746,7974,92232,5069,550613,9626,289982,8891,94393,4392,184950,5710,666281,6520,1031800,7321,877943,6396,580164,4627,294678,3022,143826,2494,94740,2205,4960933,27452,489823,6339,87968,5299,540654,9927,272056,8872,94381,4048,168900,4724,561054,7822,810729,8491,747148,6374,563121,5232,314084,3918,174150,2639,136865,3009,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,915025,1895,211199,12344,98124,6311,17567,2191,3871,1005,16302,2517,7154,1519,2209,771,3745,963,10026,1875,14429,2430,10678,1644,6298,1412,3316,1035,1622,543,907,430,113075,7512,15975,2269,2691,844,15249,2154,4979,1262,2277,745,3609,833,14982,1446,23763,2701,13351,1702,7739,1409,4179,1164,2642,695,1639,506,703826,12002,378145,6427,34847,2425,6333,1304,36313,2867,17495,2264,6458,1236,9916,1113,43600,1958,82945,2614,59459,2444,40617,1730,22416,1237,10703,1074,7043,741,325681,7633,34801,2343,7550,1296,36958,2822,16460,2097,5770,1026,10362,1069,31249,1741,56271,2840,48205,1963,36526,1912,20834,1372,12932,866,7763,758,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,378462,1542,86729,7977,40318,4083,6314,1253,1652,628,6861,1374,2012,658,711,341,2404,732,6218,1179,5372,1490,3500,893,1549,604,1797,570,1427,556,501,332,46411,4483,4894,1258,1344,680,5930,1311,2913,816,929,441,1100,447,4768,962,9483,1544,6497,1369,3340,926,3397,725,1243,499,573,344,291733,7816,148213,4190,11093,1354,2319,894,15091,1712,7109,1148,2075,573,5240,860,15662,1506,30982,1793,26801,1147,17497,643,8937,673,3756,646,1651,410,143520,4473,12627,1241,2155,775,13842,1646,7512,1373,3312,853,4640,810,14527,982,24948,1720,25127,1711,18273,1126,8338,754,4856,531,3363,581,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,52554,451,13036,3423,6674,1932,801,434,140,214,989,561,326,325,234,224,204,251,1070,600,1460,681,879,516,238,319,333,380,0,261,0,261,6362,1790,610,422,179,190,969,577,319,351,81,124,168,162,1038,493,1639,725,768,538,138,174,316,263,62,103,75,129,39518,3437,21373,2048,2778,739,358,268,2391,665,1197,515,654,374,553,352,2159,581,4324,858,3705,616,1928,594,718,318,439,286,169,191,18145,1894,2973,731,175,205,1803,489,921,584,199,205,606,290,1953,507,3445,1004,3046,886,1509,717,622,392,771,484,122,211,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,45926,812,8444,2949,3967,1617,298,301,0,292,696,694,91,158,109,165,142,170,712,499,953,664,145,231,392,339,238,247,72,126,119,190,4477,1731,216,303,0,292,380,426,574,514,28,49,290,234,829,472,104,127,572,412,617,502,137,167,367,370,363,340,37482,3272,20172,1912,1237,499,396,501,1529,691,287,319,40,70,509,214,2034,495,5682,649,4315,253,2215,392,1203,246,574,241,151,188,17310,1758,1300,479,71,127,953,486,876,606,156,146,273,213,1592,508,4853,186,2973,412,1805,504,1539,167,718,355,201,228,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3582247,4492,590568,19517,269143,11502,35900,3696,4276,1079,32530,3803,16287,2192,5366,1207,9738,2008,30732,3460,33571,4283,33390,3521,21188,2514,15527,2377,14820,1899,15818,1974,321425,12447,30060,3288,4502,1039,27458,3022,13145,2056,5014,1112,9530,1527,39792,3368,47983,3189,43563,3535,28996,2909,22936,2596,24112,2095,24334,2305,2991679,20738,1531593,12719,115768,3784,19093,2330,117521,5013,62569,4129,21080,2131,40566,2341,161167,3805,283157,4979,277051,3525,194329,3181,118620,2428,72292,1836,48380,1912,1460086,12585,112865,3452,22312,2475,117035,4602,57721,3686,19750,1942,38347,2511,133280,3404,219709,3441,250999,3850,196139,3450,130442,2940,88128,2224,73359,2459,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
