GEO_ID,B17010_001E,B17010_001M,B17010_002E,B17010_002M,B17010_003E,B17010_003M,B17010_004E,B17010_004M,B17010_005E,B17010_005M,B17010_006E,B17010_006M,B17010_007E,B17010_007M,B17010_008E,B17010_008M,B17010_009E,B17010_009M,B17010_010E,B17010_010M,B17010_011E,B17010_011M,B17010_012E,B17010_012M,B17010_013E,B17010_013M,B17010_014E,B17010_014M,B17010_015E,B17010_015M,B17010_016E,B17010_016M,B17010_017E,B17010_017M,B17010_018E,B17010_018M,B17010_019E,B17010_019M,B17010_020E,B17010_020M,B17010_021E,B17010_021M,B17010_022E,B17010_022M,B17010_023E,B17010_023M,B17010_024E,B17010_024M,B17010_025E,B17010_025M,B17010_026E,B17010_026M,B17010_027E,B17010_027M,B17010_028E,B17010_028M,B17010_029E,B17010_029M,B17010_030E,B17010_030M,B17010_031E,B17010_031M,B17010_032E,B17010_032M,B17010_033E,B17010_033M,B17010_034E,B17010_034M,B17010_035E,B17010_035M,B17010_036E,B17010_036M,B17010_037E,B17010_037M,B17010_038E,B17010_038M,B17010_039E,B17010_039M,B17010_040E,B17010_040M,B17010_041E,B17010_041M,NAME,B17010_001EA,B17010_001MA,B17010_002EA,B17010_002MA,B17010_003EA,B17010_003MA,B17010_004MA,B17010_004EA,B17010_005MA,B17010_005EA,B17010_006MA,B17010_006EA,B17010_007EA,B17010_007MA,B17010_008EA,B17010_008MA,B17010_009EA,B17010_009MA,B17010_010MA,B17010_010EA,B17010_011MA,B17010_011EA,B17010_012EA,B17010_012MA,B17010_013EA,B17010_013MA,B17010_014EA,B17010_014MA,B17010_015MA,B17010_015EA,B17010_016MA,B17010_016EA,B17010_017MA,B17010_017EA,B17010_018EA,B17010_018MA,B17010_019EA,B17010_019MA,B17010_020EA,B17010_020MA,B17010_021MA,B17010_021EA,B17010_022MA,B17010_022EA,B17010_023EA,B17010_023MA,B17010_024EA,B17010_024MA,B17010_025EA,B17010_025MA,B17010_026MA,B17010_026EA,B17010_027MA,B17010_027EA,B17010_028MA,B17010_028EA,B17010_029EA,B17010_029MA,B17010_030EA,B17010_030MA,B17010_031EA,B17010_031MA,B17010_032MA,B17010_032EA,B17010_033MA,B17010_033EA,B17010_034MA,B17010_034EA,B17010_035MA,B17010_035EA,B17010_036EA,B17010_036MA,B17010_037EA,B17010_037MA,B17010_038EA,B17010_038MA,B17010_039MA,B17010_039EA,B17010_040MA,B17010_040EA,B17010_041EA,B17010_041MA,state
0400000US01,1222858,13632,153968,6153,47888,3128,28135,3059,4464,1220,6810,1240,16861,2317,19753,1536,106080,5137,12032,2086,7909,1692,1908,817,1341,625,4660,1267,4123,1171,94048,4885,84706,4542,13997,2087,24744,2568,45965,3258,9342,1540,1068890,11900,840721,11014,353411,8394,60634,3855,65872,3857,226905,6891,487310,7558,228169,7381,62735,4137,31539,3037,5581,1382,3727,1056,22231,2478,31196,2963,165434,5957,98110,4269,13862,2052,12532,1941,71716,3969,67324,3493,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157939,4094,12892,1711,4309,864,2919,731,206,220,1540,549,1173,476,1390,650,8583,1667,1581,520,1400,512,288,183,244,114,868,472,181,119,7002,1605,6602,1618,1160,510,2331,865,3111,1120,400,284,145047,3941,113020,3529,56039,3121,11382,1745,11764,1404,32893,2210,56981,3090,32027,2440,10967,1304,6961,1154,1899,635,755,437,4307,800,4006,907,21060,2155,15087,1730,2810,903,1985,742,10292,1363,5973,1156,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1476269,13649,148379,6609,65875,4341,44775,3870,5888,1442,20014,2473,18873,2344,21100,1989,82504,4471,13633,1977,10239,1679,2070,760,3346,1073,4823,1233,3394,996,68871,4418,62343,4495,12984,2160,20008,2441,29351,3268,6528,1199,1327890,11552,1038933,11051,450033,8184,82941,4631,106439,4534,260653,6881,588900,9029,288957,7380,101444,4667,59286,4412,13050,2164,9899,1614,36337,3515,42158,3755,187513,6137,122283,5452,14816,1986,19692,2521,87775,4479,65230,3967,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758195,10004,98994,5334,35059,2914,22477,2547,3918,809,7527,1325,11032,1565,12582,1738,63935,4413,9348,1651,7744,1553,2159,947,1407,553,4178,1135,1604,587,54587,4208,47488,4039,12507,2256,13470,2340,21511,2446,7099,1286,659201,9520,532170,8393,221642,5983,41184,3549,43495,3178,136963,5212,310528,6893,127031,5447,39473,3476,21417,2630,4623,1260,2223,820,14571,1976,18056,2147,87558,4328,52044,3003,6660,1320,7313,1328,38071,2648,35514,3106,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8303793,26257,808722,15542,354007,9617,265831,8524,39010,3507,101092,5202,125729,6074,88176,4031,454715,11295,81530,5386,64950,4911,14807,2193,19425,2544,30718,3105,16580,2091,373185,9741,330848,10001,49960,3271,94006,5781,186882,8308,42337,3456,7495071,27100,5697694,26800,2922036,20742,549609,11929,635748,11686,1736679,17309,2775658,21930,1797377,19504,616902,13764,341050,10311,67942,4990,54244,4157,218864,8129,275852,9032,1180475,13628,711271,12478,91868,5304,102552,5547,516851,11962,469204,10916,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1196223,10837,100852,5718,40353,3230,27599,2696,5673,1319,10392,1847,11534,1863,12754,1685,60499,4498,10096,1962,7656,1654,1929,805,1592,595,4135,1206,2440,939,50403,3914,46483,3694,9555,1554,13948,2183,22980,2726,3920,1031,1095371,10184,893795,11607,412749,8696,87315,4419,87532,5355,237902,6756,481046,8626,201576,6652,70333,4269,40988,3396,8589,1639,4448,1138,27951,2800,29345,3119,131243,5243,85467,4426,12654,2218,9986,1824,62827,3447,45776,2791,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,894348,7766,52378,3369,14848,1731,8740,1300,1700,612,2661,833,4379,1021,6108,1140,37530,2746,4106,938,3373,916,1013,505,371,349,1989,738,733,342,33424,2619,30181,2363,5459,1143,8656,1602,16066,1903,3243,1077,841970,8324,665808,7636,312077,6669,59706,2974,57266,3584,195105,5656,353731,6583,176162,5527,49082,3648,25073,2593,4409,1178,3753,1154,16911,2043,24009,2304,127080,5207,75961,4311,9765,1710,9462,1594,56734,3367,51119,3590,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213565,5010,16254,2392,4355,1108,2673,970,209,216,1165,637,1299,595,1682,613,11899,2094,1737,894,1518,870,424,489,224,315,870,646,219,209,10162,1883,9512,1865,2551,830,2034,761,4927,1273,650,318,197311,4638,152854,4240,65783,3530,14521,1700,12687,2026,38575,2929,87071,3039,44457,3088,13472,1884,7909,1579,2698,924,802,471,4409,1002,5563,1218,30985,2492,18383,2065,2230,756,3031,777,13122,1849,12602,1645,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108759,4148,17690,2103,3183,1018,1450,735,269,251,604,386,577,616,1733,687,14507,1841,1066,499,799,485,161,215,0,292,638,434,267,158,13441,1743,11510,1544,1131,482,3795,1048,6584,1264,1931,755,91069,3784,52688,3527,18516,2147,7024,1384,2956,833,8536,1466,34172,2506,38381,2511,8335,1429,2998,985,433,328,474,354,2091,866,5337,1200,30046,2249,17143,1687,2417,696,2073,677,12653,1453,12903,1534,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4632974,21331,417106,11793,158569,6618,79214,4609,14495,2198,27983,3065,36736,3110,79355,4475,258537,9427,40871,3866,28556,3163,7534,1630,6631,1638,14391,2052,12315,1581,217666,8310,190480,7313,38521,3468,48731,4079,103228,5227,27186,3037,4215868,21877,3293558,19523,1298266,13976,239207,7813,243795,7458,815264,11787,1995292,17075,922310,15734,278739,8719,140694,7300,35126,3606,15555,2483,90013,5582,138045,6212,643571,12902,386321,10446,56282,4490,48412,3972,281627,9093,257250,7590,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
