GEO_ID,B21001A_001E,B21001A_001M,B21001A_002E,B21001A_002M,B21001A_003E,B21001A_003M,B21001A_004E,B21001A_004M,B21001A_005E,B21001A_005M,B21001A_006E,B21001A_006M,B21001A_007E,B21001A_007M,B21001A_008E,B21001A_008M,B21001A_009E,B21001A_009M,B21001A_010E,B21001A_010M,B21001A_011E,B21001A_011M,B21001A_012E,B21001A_012M,B21001A_013E,B21001A_013M,B21001A_014E,B21001A_014M,B21001A_015E,B21001A_015M,B21001A_016E,B21001A_016M,B21001A_017E,B21001A_017M,B21001A_018E,B21001A_018M,B21001A_019E,B21001A_019M,B21001A_020E,B21001A_020M,B21001A_021E,B21001A_021M,B21001A_022E,B21001A_022M,B21001A_023E,B21001A_023M,B21001A_024E,B21001A_024M,B21001A_025E,B21001A_025M,B21001A_026E,B21001A_026M,B21001A_027E,B21001A_027M,B21001A_028E,B21001A_028M,B21001A_029E,B21001A_029M,B21001A_030E,B21001A_030M,B21001A_031E,B21001A_031M,B21001A_032E,B21001A_032M,B21001A_033E,B21001A_033M,NAME,B21001A_001MA,B21001A_001EA,B21001A_002EA,B21001A_002MA,B21001A_003EA,B21001A_003MA,B21001A_004MA,B21001A_004EA,B21001A_005MA,B21001A_005EA,B21001A_006MA,B21001A_006EA,B21001A_007EA,B21001A_007MA,B21001A_008EA,B21001A_008MA,B21001A_009MA,B21001A_009EA,B21001A_010MA,B21001A_010EA,B21001A_011MA,B21001A_011EA,B21001A_012MA,B21001A_012EA,B21001A_013EA,B21001A_013MA,B21001A_014MA,B21001A_014EA,B21001A_015MA,B21001A_015EA,B21001A_016MA,B21001A_016EA,B21001A_017MA,B21001A_017EA,B21001A_018EA,B21001A_018MA,B21001A_019EA,B21001A_019MA,B21001A_020EA,B21001A_020MA,B21001A_021MA,B21001A_021EA,B21001A_022MA,B21001A_022EA,B21001A_023EA,B21001A_023MA,B21001A_024EA,B21001A_024MA,B21001A_025EA,B21001A_025MA,B21001A_026MA,B21001A_026EA,B21001A_027MA,B21001A_027EA,B21001A_028EA,B21001A_028MA,B21001A_029EA,B21001A_029MA,B21001A_030EA,B21001A_030MA,B21001A_031EA,B21001A_031MA,B21001A_032MA,B21001A_032EA,B21001A_033MA,B21001A_033EA,state
0400000US01,2515327,3397,1212048,2543,347913,1844,20263,2407,327650,2853,465838,1890,75917,4222,389921,4956,192863,540,82043,3134,110820,3174,120717,763,66001,2318,54716,2359,84717,657,62106,1716,22611,1630,1303279,1790,339810,1786,3459,1049,336351,1946,470337,1485,8110,1449,462227,2009,206006,514,2110,513,203896,666,141625,612,2055,593,139570,835,145501,578,2821,741,142680,915,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,342034,2287,175914,1796,54695,1435,4732,1382,49963,1770,76747,1056,19727,1755,57020,2159,28555,350,16231,1043,12324,1079,10201,176,6348,649,3853,648,5716,254,4440,362,1276,353,166120,1317,51929,1014,1368,544,50561,1106,72955,861,3131,795,69824,1173,24450,355,706,370,23744,510,9270,169,172,178,9098,248,7516,142,243,171,7273,229,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3588424,13575,1769363,9073,555812,6381,29986,2630,525826,6477,641295,4433,103256,5053,538039,6020,255101,1770,111909,3853,143192,3868,166252,1239,96703,2787,69549,2936,150903,960,115726,2992,35177,2912,1819061,7201,516554,5244,5643,1311,510911,5305,634970,3488,14512,1973,620458,4272,274929,1500,4098,755,270831,1779,188372,1433,3530,915,184842,1836,204236,1497,6281,1390,197955,1977,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1704915,4137,824932,3033,241327,1999,13786,1681,227541,2706,305164,1665,49432,3355,255732,3586,131450,888,56240,2408,75210,2539,83968,546,44777,1737,39191,1659,63023,435,45727,1486,17296,1472,879983,1970,233521,1646,2239,884,231282,1953,308667,1312,5666,1076,303001,1568,139925,630,2156,693,137769,943,96465,460,1108,528,95357,698,101405,62,1595,424,99810,441,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16578343,37957,8198465,20548,2542042,16552,112899,6429,2429143,17448,3264580,10869,340452,8448,2924128,13616,1153390,4028,411949,7348,741441,7976,658139,3408,312871,5970,345268,5919,580314,2842,386797,5198,193517,5364,8379878,21924,2368212,13958,18523,2769,2349689,14371,3163654,10760,40656,3239,3122998,10956,1203738,4654,13212,1749,1190526,4967,746229,3943,10390,1327,735839,3993,898045,3548,24812,1923,873233,4197,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3008093,10223,1488326,6792,476001,5092,26065,2801,449936,5476,606997,3623,99147,4960,507850,5661,215943,1490,93831,2784,122112,3194,108920,1122,61232,2340,47688,2241,80465,897,59093,1621,21372,1543,1519767,5179,449133,3729,5876,1248,443257,4083,603482,3193,13132,1554,590350,3434,220707,1480,3709,862,216998,1663,121836,1261,1943,587,119893,1369,124609,986,3463,786,121146,1261,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2193204,7333,1045745,4981,264207,3292,9119,1776,255088,3852,438864,2882,41111,2787,397753,4184,165624,883,62897,3042,102727,3098,92230,633,47481,2338,44749,2343,84820,379,60066,1949,24754,1938,1147459,3769,262138,2303,2096,719,260042,2466,455302,2206,6200,1095,449102,2407,178065,804,1370,593,176695,1002,108263,618,1163,459,107100,854,143691,633,3024,603,140667,883,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,483196,2622,230754,1736,63518,1063,3589,885,59929,1453,88931,1087,13882,1647,75049,2010,36668,289,15824,1304,20844,1319,22845,186,12676,1066,10169,1083,18792,191,14269,696,4523,699,252442,1245,65520,849,472,270,65048,901,91273,678,1961,618,89312,940,39686,380,265,235,39421,433,27171,476,635,307,26536,573,28792,266,758,404,28034,490,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,175092,3381,85226,2417,35911,2231,2941,1349,32970,3300,28737,695,2329,915,26408,962,10397,324,3038,660,7359,738,5812,244,2830,528,2982,544,4369,237,3261,338,1108,424,89866,1521,42709,987,111,129,42598,975,24236,728,569,438,23667,802,11007,303,0,292,11007,303,5512,382,120,145,5392,425,6402,285,151,179,6251,361,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11022006,19098,5327712,12751,1355442,8025,85472,5841,1269970,9118,1961821,6505,289023,7882,1672798,9216,819657,2975,339859,7761,479798,7647,584023,2301,305811,5024,278212,4974,606769,1710,416189,5649,190580,5378,5694294,10581,1302102,6041,15484,2195,1286618,6231,1963682,7126,41969,3525,1921713,8021,892224,2898,14720,1888,877504,3361,686098,2023,9640,1238,676458,2195,850188,2102,22154,1987,828034,3125,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
