GEO_ID,C20005F_001E,C20005F_001M,C20005F_002E,C20005F_002M,C20005F_003E,C20005F_003M,C20005F_004E,C20005F_004M,C20005F_005E,C20005F_005M,C20005F_006E,C20005F_006M,C20005F_007E,C20005F_007M,C20005F_008E,C20005F_008M,C20005F_009E,C20005F_009M,C20005F_010E,C20005F_010M,C20005F_011E,C20005F_011M,C20005F_012E,C20005F_012M,C20005F_013E,C20005F_013M,C20005F_014E,C20005F_014M,C20005F_015E,C20005F_015M,C20005F_016E,C20005F_016M,C20005F_017E,C20005F_017M,C20005F_018E,C20005F_018M,C20005F_019E,C20005F_019M,C20005F_020E,C20005F_020M,C20005F_021E,C20005F_021M,C20005F_022E,C20005F_022M,C20005F_023E,C20005F_023M,C20005F_024E,C20005F_024M,C20005F_025E,C20005F_025M,C20005F_026E,C20005F_026M,C20005F_027E,C20005F_027M,C20005F_028E,C20005F_028M,C20005F_029E,C20005F_029M,C20005F_030E,C20005F_030M,C20005F_031E,C20005F_031M,C20005F_032E,C20005F_032M,C20005F_033E,C20005F_033M,C20005F_034E,C20005F_034M,C20005F_035E,C20005F_035M,C20005F_036E,C20005F_036M,C20005F_037E,C20005F_037M,C20005F_038E,C20005F_038M,C20005F_039E,C20005F_039M,NAME,C20005F_001MA,C20005F_001EA,C20005F_002MA,C20005F_002EA,C20005F_003EA,C20005F_003MA,C20005F_004EA,C20005F_004MA,C20005F_005MA,C20005F_005EA,C20005F_006MA,C20005F_006EA,C20005F_007MA,C20005F_007EA,C20005F_008EA,C20005F_008MA,C20005F_009EA,C20005F_009MA,C20005F_010MA,C20005F_010EA,C20005F_011MA,C20005F_011EA,C20005F_012MA,C20005F_012EA,C20005F_013MA,C20005F_013EA,C20005F_014EA,C20005F_014MA,C20005F_015EA,C20005F_015MA,C20005F_016EA,C20005F_016MA,C20005F_017EA,C20005F_017MA,C20005F_018MA,C20005F_018EA,C20005F_019MA,C20005F_019EA,C20005F_020MA,C20005F_020EA,C20005F_021EA,C20005F_021MA,C20005F_022EA,C20005F_022MA,C20005F_023MA,C20005F_023EA,C20005F_024MA,C20005F_024EA,C20005F_025MA,C20005F_025EA,C20005F_026EA,C20005F_026MA,C20005F_027EA,C20005F_027MA,C20005F_028MA,C20005F_028EA,C20005F_029MA,C20005F_029EA,C20005F_030MA,C20005F_030EA,C20005F_031EA,C20005F_031MA,C20005F_032EA,C20005F_032MA,C20005F_033MA,C20005F_033EA,C20005F_034MA,C20005F_034EA,C20005F_035MA,C20005F_035EA,C20005F_036EA,C20005F_036MA,C20005F_037EA,C20005F_037MA,C20005F_038MA,C20005F_038EA,C20005F_039MA,C20005F_039EA,state
0400000US01,22377,2821,13149,1975,8739,1617,0,265,8739,1617,734,623,4585,1079,2307,908,548,293,217,175,348,266,4410,1118,869,475,3541,1012,1694,610,954,480,287,263,285,244,184,156,137,166,9228,1282,2928,831,0,265,2928,831,49,65,1182,583,767,407,653,404,107,130,170,183,6300,1118,3669,918,2631,611,1680,477,820,347,80,128,44,63,7,12,0,265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,10165,1833,5076,1274,2395,1024,0,235,2395,1024,32,53,522,424,688,435,915,624,166,159,72,89,2681,881,631,491,2050,873,1009,621,55,94,289,246,497,414,200,251,0,235,5089,1265,1858,671,0,235,1858,671,239,382,677,417,240,216,308,307,394,327,0,235,3231,951,1444,567,1787,793,701,499,335,219,259,204,254,215,238,359,0,235,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,440117,13012,228535,8768,121003,6862,0,291,121003,6862,3376,1331,21542,3454,31190,3379,42995,3865,14422,2101,7478,1593,107532,6743,40990,3032,66542,5690,30038,4081,14332,2301,10720,1938,8177,1608,2245,831,1030,476,211582,6830,65546,4366,0,291,65546,4366,1772,749,20591,2768,18342,2172,18164,2595,4930,941,1747,675,146036,6449,78582,4263,67454,4510,35865,3513,17743,2341,7105,1582,5394,951,1302,488,45,73,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,45369,4055,25826,3051,15830,2390,0,257,15830,2390,731,592,6917,1640,3833,1143,3562,1187,652,449,135,157,9996,1695,2224,691,7772,1705,3524,1119,2953,1040,710,490,477,363,108,158,0,257,19543,1863,4749,1079,0,257,4749,1079,0,257,1675,582,2261,1060,657,375,91,95,65,85,14794,1861,6518,1257,8276,1335,4886,1113,2432,764,616,437,342,350,0,257,0,257,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4396948,38799,2268384,22127,1214036,17230,54,89,1213982,17234,25871,2894,303578,10445,296469,9914,341101,11337,169168,7902,77795,4746,1054348,16453,432457,9901,621891,13746,245215,8972,164909,7582,85764,4904,77966,5032,32299,2737,15738,2057,2128564,21404,637815,11928,0,289,637815,11928,27455,3147,201300,7441,168544,8176,160617,6715,58829,4628,21070,2534,1490749,18782,842739,14149,648010,14232,339535,9048,166811,7193,63163,4872,49837,3721,21493,2262,7171,1325,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,241644,9387,132241,6224,65915,4701,0,271,65915,4701,1446,722,9465,2094,19507,2954,23567,3080,8603,1579,3327,835,66326,4791,18501,1992,47825,4233,21093,2394,10268,1756,6711,1399,6657,1498,2249,660,847,535,109403,4938,33358,3078,0,271,33358,3078,1915,782,8243,1460,9922,1618,10322,1804,2262,676,694,447,76045,4282,36895,2984,39150,3116,20297,2420,10554,1438,3459,859,3637,1236,1077,615,126,157,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,134052,7573,71262,4802,35001,3945,0,269,35001,3945,1592,735,7068,1627,9594,2090,11553,1906,3393,895,1801,765,36261,3274,13603,1992,22658,2685,9973,1833,4884,1243,3053,845,3191,1393,1206,472,351,297,62790,4105,20121,2444,0,269,20121,2444,1247,613,4754,1017,4897,1287,5931,1763,2232,800,1060,534,42669,3168,19074,2453,23595,2515,11250,1891,7398,1420,2426,742,1741,746,739,391,41,72,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,14795,2716,8288,1821,5243,1377,0,261,5243,1377,101,170,1752,901,728,544,1925,622,311,216,426,606,3045,1079,1276,699,1769,575,553,307,186,192,411,321,565,381,54,66,0,261,6507,1249,2663,859,0,261,2663,859,167,174,1103,763,314,215,790,448,213,216,76,118,3844,1070,2095,795,1749,738,1503,738,200,185,0,261,46,77,0,261,0,261,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,21484,2620,12324,1575,7994,1375,0,292,7994,1375,0,292,300,265,3733,1283,2524,909,702,604,735,501,4330,1099,1707,704,2623,917,1276,602,622,517,373,336,0,292,53,90,299,309,9160,1528,4420,1272,0,292,4420,1272,0,292,1642,730,735,418,477,383,828,520,738,594,4740,1297,2064,916,2676,920,1239,567,259,271,757,565,302,307,119,198,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,571035,17997,302019,9992,180148,8946,0,300,180148,8946,3900,1289,41525,4659,56091,5665,52472,4111,16343,2272,9817,1613,121871,6644,46214,3705,75657,5189,28300,2746,21941,3299,12818,2397,8517,1560,2534,900,1547,725,269016,10147,93745,6229,0,300,93745,6229,3904,1108,26622,3148,27495,2646,23940,3000,8280,1718,3504,1070,175271,7371,90608,6193,84663,4962,43868,3544,23860,2701,8413,1451,5688,1250,1633,643,1201,550,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
