GEO_ID,C18033_001E,C18033_001M,C18033_002E,C18033_002M,C18033_003E,C18033_003M,C18033_004E,C18033_004M,C18033_005E,C18033_005M,C18033_006E,C18033_006M,C18033_007E,C18033_007M,C18033_008E,C18033_008M,C18033_009E,C18033_009M,C18033_010E,C18033_010M,C18033_011E,C18033_011M,C18033_012E,C18033_012M,C18033_013E,C18033_013M,C18033_014E,C18033_014M,C18033_015E,C18033_015M,NAME,C18033_001EA,C18033_001MA,C18033_002EA,C18033_002MA,C18033_003EA,C18033_003MA,C18033_004EA,C18033_004MA,C18033_005MA,C18033_005EA,C18033_006MA,C18033_006EA,C18033_007EA,C18033_007MA,C18033_008MA,C18033_008EA,C18033_009EA,C18033_009MA,C18033_010EA,C18033_010MA,C18033_011MA,C18033_011EA,C18033_012EA,C18033_012MA,C18033_013MA,C18033_013EA,C18033_014EA,C18033_014MA,C18033_015EA,C18033_015MA,state
0400000US01,4183331,3707,334642,8183,163039,5790,44317,3635,118722,5091,171603,5381,53502,3703,118101,4175,3848689,9053,1844080,7595,226869,9586,1617211,11846,2004609,6046,341812,9489,1662797,10969,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,597192,1823,31220,2928,14876,1675,2712,767,12164,1456,16344,2232,4309,1432,12035,1812,565972,3631,287198,2695,26429,2844,260769,3664,278774,3002,29714,3711,249060,4811,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5569950,11682,294167,10746,147417,7031,32465,3347,114952,5757,146750,6304,36329,3620,110421,5506,5275783,14838,2616177,9354,305509,12460,2310668,13432,2659606,7823,376715,14229,2282891,14900,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2532591,3010,216741,7180,111013,4587,29503,2148,81510,3867,105728,4435,34120,2831,71608,3943,2315850,7698,1116561,6510,142698,7117,973863,9151,1199289,5640,208644,8728,990645,9860,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32969824,8313,1689458,22221,809757,13881,176552,7735,633205,12357,879701,15342,199878,7092,679823,13655,31280366,21700,15513871,15086,1713499,33895,13800372,36972,15766495,17272,2095218,36390,13671277,37283,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4303770,3083,206770,7845,106573,5283,25866,2931,80707,4236,100197,4984,27388,2564,72809,4163,4097000,8218,2038680,6246,198106,7814,1840574,10380,2058320,6044,243574,10112,1814746,11020,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3188109,2308,154306,5981,76582,3613,14475,1699,62107,3246,77724,4515,18332,2480,59392,3947,3033803,6615,1464935,4583,91524,5984,1373411,6480,1568868,5334,130898,6623,1437970,8733,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,769423,1264,44489,3592,23223,2729,5548,1732,17675,2198,21266,2026,5167,1194,16099,1816,724934,3607,348003,3175,29216,3745,318787,4977,376931,2424,42598,3892,334333,4547,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,515199,1044,27563,2909,13963,1909,5338,1231,8625,1445,13600,1953,5831,1162,7769,1561,487636,3207,223442,2672,36386,3335,187056,3914,264194,3051,51059,4547,213135,5389,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16546347,6783,984726,18533,475194,12090,111128,6527,364066,10971,509532,13385,135302,6278,374230,12221,15561621,19252,7549415,15158,734981,18986,6814434,20753,8012206,14651,1021183,22402,6991023,27394,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8361562,6243,470409,11558,221635,7887,57693,4258,163942,7250,248774,8168,78032,4981,170742,6955,7891153,12492,3828331,10020,434194,13414,3394137,17705,4062822,11099,605296,15019,3457526,16898,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1142476,3265,56375,3310,27541,2308,5937,1342,21604,2060,28834,2477,7687,1347,21147,1927,1086101,4145,528910,2900,38528,3781,490382,4285,557191,2882,54407,4937,502784,5831,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1315805,2247,78769,4699,40637,3261,9699,1713,30938,2610,38132,2729,10841,1712,27291,2257,1237036,5061,617614,3650,61668,3584,555946,5320,619422,3340,78526,4428,540896,5391,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11627962,4102,551509,12844,276895,8333,69190,4965,207705,7623,274614,8619,74897,3895,199717,7076,11076453,13593,5406739,9728,515846,14535,4890893,16743,5669714,10037,709919,17163,4959795,19300,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5693818,3881,335639,10315,166173,7027,39612,3100,126561,5986,169466,5851,52219,4002,117247,4691,5358179,10501,2622487,8725,245791,10175,2376696,11790,2735692,6715,347559,12314,2388133,13097,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2688584,2454,145434,6648,75422,4252,20995,2184,54427,3423,70012,3999,21394,2339,48618,3308,2543150,7206,1245444,5248,101749,5425,1143695,6413,1297706,5376,140198,6156,1157508,7629,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2475977,3169,139417,5876,72398,3850,18886,2608,53512,3088,67019,3581,20052,2344,46967,3126,2336560,6760,1144910,5470,104030,5799,1040880,7658,1191650,4868,149262,6052,1042388,6953,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3806796,3481,323493,9228,155995,6574,50646,3733,105349,5550,167498,5878,67080,4084,100418,5056,3483303,9667,1689901,7980,208590,7986,1481311,9993,1793402,7143,295601,9897,1497801,12212,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3857198,3888,292265,8496,147079,6331,41712,3718,105367,5318,145186,5606,46678,3123,98508,4963,3564933,9748,1700183,7705,240770,9636,1459413,11770,1864750,7710,369915,12476,1494835,13693,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1213636,1597,99393,5211,51452,3467,13591,2016,37861,3065,47941,3227,17811,2182,30130,2606,1114243,5441,536202,3741,46221,3440,489981,5040,578041,3800,71671,4672,506370,6392,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5091337,3674,247977,8731,127622,5629,22246,2493,105376,5264,120355,6025,28324,3148,92031,5415,4843360,9863,2304675,6757,137015,7371,2167660,8923,2538685,7020,201084,10072,2337601,12103,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5846526,2894,319675,9140,162892,7012,40688,3992,122204,6354,156783,6096,45451,3800,111332,5137,5526851,9624,2661827,7837,195229,8225,2466598,11305,2865024,6394,283163,10807,2581861,11217,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9219179,4044,608137,11302,311786,8108,82852,4892,228934,6554,296351,7064,86610,4104,209741,6180,8611042,11672,4187128,8881,449446,12091,3737682,15549,4423914,7725,585282,14949,3838632,16444,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4689554,3115,230787,7229,124941,5474,31115,2523,93826,4587,105846,4162,29658,2444,76188,3774,4458767,7459,2200467,6307,163287,5834,2037180,7537,2258300,5161,217192,7906,2041108,10011,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2605540,3311,228865,7856,112315,5932,33229,3494,79086,4842,116550,5435,43205,3312,73345,4390,2376675,8675,1131889,7676,182188,9098,949701,10954,1244786,5605,266233,10609,978553,10371,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5279425,4314,349032,11184,173746,7377,42958,3452,130788,5889,175286,6902,57000,4036,118286,5537,4930393,12591,2378292,9242,250009,9511,2128283,13256,2552101,7660,335003,10937,2217098,12471,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,861399,1646,56081,3785,29295,2721,8235,1220,21060,2451,26786,2430,8341,1543,18445,2109,805318,4597,398190,3466,41388,3616,356802,5176,407128,3095,56708,3778,350420,4320,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1583236,2130,73528,4093,39647,2934,10100,1465,29547,2589,33881,2475,11227,1852,22654,2090,1509708,4664,743847,3624,63698,4876,680149,5489,765861,3174,88886,4069,676975,5465,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2272346,2099,91161,5070,46905,3449,9030,1613,37875,2743,44256,3319,9305,1695,34951,3089,2181185,5575,1103750,5019,91197,6215,1012553,7898,1077435,4178,116661,6933,960774,7928,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1202985,1808,70677,4331,36310,3453,9437,1689,26873,2836,34367,2996,9705,1665,24662,2563,1132308,4735,556175,3980,30439,3617,525736,5548,576133,3896,43530,3762,532603,4832,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7980017,3776,370283,11255,184242,6539,36838,3518,147404,5684,186041,7257,40111,3237,145930,5989,7609734,12092,3685126,7790,245752,11128,3439374,12671,3924608,8019,346028,12765,3578580,13893,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1765585,2374,113209,6006,56093,3697,14299,1948,41794,3571,57116,3977,18728,2296,38388,3247,1652376,5976,802756,4316,119962,6831,682794,7635,849620,4365,159894,6954,689726,7529,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,17552287,5451,921304,16123,438252,10453,124154,6388,314098,9005,483052,10677,167885,6541,315167,9087,16630983,14705,7996753,12220,892984,17342,7103769,19408,8634230,12014,1216213,21236,7418017,24914,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7956001,5657,504341,13573,254386,8101,70438,4341,183948,7068,249955,8571,77568,5399,172387,7178,7451660,14267,3595078,11331,406549,13806,3188529,17525,3856582,11123,565319,14416,3291263,16494,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,563397,1543,27715,2413,13897,1607,2592,688,11305,1439,13818,1593,4175,881,9643,1356,535682,2604,264730,2248,23048,2108,241682,3092,270952,2049,33590,2750,237362,3011,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10423840,4480,655824,15641,324274,8796,82694,5322,241580,7414,331550,10414,100864,5114,230686,7279,9768016,16472,4723632,9487,468265,15879,4255367,18455,5044384,11510,668657,17875,4375727,20638,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3205100,2867,235639,7198,117306,4012,32906,3234,84400,4235,118333,5400,37482,3009,80851,4320,2969461,7085,1437430,5377,191464,7910,1245966,9862,1532031,6246,255055,9565,1276976,10641,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3398148,3220,220822,8220,107865,4908,27688,3355,80177,3699,112957,5346,36373,3259,76584,4621,3177326,8906,1566824,6015,168605,8065,1398219,9237,1610502,5860,201421,8321,1409081,10555,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11293546,4074,683178,13295,340194,9634,88763,5172,251431,8195,342984,8078,103309,5093,239675,6487,10610368,14158,5110716,9889,461957,12483,4648759,16747,5499652,9957,649348,15980,4850304,16736,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,962512,1113,59982,3951,29205,2638,6382,1371,22823,2254,30777,3090,8104,1335,22673,2569,902530,4093,434160,3156,37325,4138,396835,5592,468370,3257,52206,4698,416164,5821,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3888900,3509,254036,9144,122509,6144,31378,2965,91131,5520,131527,6205,35378,2740,96149,5631,3634864,9572,1740060,6982,211588,9250,1528472,11147,1894804,7630,306436,12185,1588368,12248,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,698353,1529,33272,2823,18032,1979,5158,1053,12874,1704,15240,1704,5171,1097,10069,1323,665081,3396,327974,2962,35100,3238,292874,4058,337107,2769,46173,2869,290934,3567,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5474087,4836,418051,11398,204841,7695,60869,4379,143972,6364,213210,6928,72833,4658,140377,5395,5056036,12705,2452028,9101,296605,11357,2155423,13436,2604008,8693,417658,13818,2186350,14631,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20936993,6621,1204266,18870,594064,12587,155163,7095,438901,9679,610202,11218,189722,6416,420480,9561,19732727,19056,9690035,15086,1298223,22970,8391812,24080,10042692,12673,1707556,27976,8335136,27041,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2259370,1835,109526,5817,57653,3261,11931,1998,45722,3234,51873,3986,10842,1833,41031,3337,2149844,5995,1071190,3900,91679,7140,979511,7735,1078654,4461,117147,6989,961507,8494,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,570097,925,39633,3167,19837,2009,4463,1046,15374,1859,19796,2136,4923,1012,14873,1817,530464,3116,258554,2520,17423,1558,241131,2703,271910,2626,29550,2655,242360,3739,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6837655,5932,357671,10261,178229,5860,34655,2962,143574,5212,179442,7714,46430,3985,133012,6726,6479984,12089,3120924,9037,228031,9507,2892893,11954,3359060,8792,323005,11598,3036055,14359,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5829916,3902,373115,10370,182009,6555,46447,3797,135562,5970,191106,7511,55787,4260,135319,6259,5456801,11024,2690625,7455,248729,9680,2441896,11167,2766176,8555,315714,10145,2450462,11465,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1666677,1796,149185,6699,76343,3861,21744,2184,54599,3240,72842,4556,24017,2815,48825,3720,1517492,6858,733311,4623,92946,5680,640365,7088,784181,5070,136833,6948,647348,7927,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5050065,2740,263639,7846,134793,5283,32396,3110,102397,4493,128846,5510,37183,3245,91663,4329,4786426,8373,2357479,6186,198087,7876,2159392,9873,2428947,5901,264366,9504,2164581,10885,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,464161,1591,27288,2766,13202,2087,2595,791,10607,1850,14086,1864,3336,825,10750,1638,436873,3216,219401,2535,14810,2048,204591,3053,217472,2469,20550,2430,196922,3321,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3617635,3090,374781,8886,196144,6209,116156,5272,79988,3563,178637,5084,100933,4036,77704,3887,3242854,9333,1524918,6484,621377,13540,903541,14836,1717936,5852,774303,14780,943633,15335,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
