GEO_ID,B08528_001E,B08528_001M,B08528_002E,B08528_002M,B08528_003E,B08528_003M,B08528_004E,B08528_004M,B08528_005E,B08528_005M,B08528_006E,B08528_006M,B08528_007E,B08528_007M,B08528_008E,B08528_008M,B08528_009E,B08528_009M,B08528_010E,B08528_010M,B08528_011E,B08528_011M,B08528_012E,B08528_012M,B08528_013E,B08528_013M,B08528_014E,B08528_014M,B08528_015E,B08528_015M,B08528_016E,B08528_016M,B08528_017E,B08528_017M,B08528_018E,B08528_018M,B08528_019E,B08528_019M,B08528_020E,B08528_020M,B08528_021E,B08528_021M,B08528_022E,B08528_022M,B08528_023E,B08528_023M,B08528_024E,B08528_024M,B08528_025E,B08528_025M,B08528_026E,B08528_026M,B08528_027E,B08528_027M,B08528_028E,B08528_028M,B08528_029E,B08528_029M,B08528_030E,B08528_030M,B08528_031E,B08528_031M,B08528_032E,B08528_032M,B08528_033E,B08528_033M,B08528_034E,B08528_034M,B08528_035E,B08528_035M,B08528_036E,B08528_036M,B08528_037E,B08528_037M,B08528_038E,B08528_038M,B08528_039E,B08528_039M,B08528_040E,B08528_040M,B08528_041E,B08528_041M,B08528_042E,B08528_042M,B08528_043E,B08528_043M,B08528_044E,B08528_044M,B08528_045E,B08528_045M,B08528_046E,B08528_046M,B08528_047E,B08528_047M,B08528_048E,B08528_048M,B08528_049E,B08528_049M,B08528_050E,B08528_050M,B08528_051E,B08528_051M,B08528_052E,B08528_052M,B08528_053E,B08528_053M,B08528_054E,B08528_054M,B08528_055E,B08528_055M,B08528_056E,B08528_056M,B08528_057E,B08528_057M,B08528_058E,B08528_058M,B08528_059E,B08528_059M,B08528_060E,B08528_060M,B08528_061E,B08528_061M,B08528_062E,B08528_062M,B08528_063E,B08528_063M,B08528_064E,B08528_064M,B08528_065E,B08528_065M,B08528_066E,B08528_066M,B08528_067E,B08528_067M,B08528_068E,B08528_068M,B08528_069E,B08528_069M,B08528_070E,B08528_070M,NAME,B08528_001MA,B08528_001EA,B08528_002MA,B08528_002EA,B08528_003EA,B08528_003MA,B08528_004EA,B08528_004MA,B08528_005EA,B08528_005MA,B08528_006EA,B08528_006MA,B08528_007EA,B08528_007MA,B08528_008MA,B08528_008EA,B08528_009MA,B08528_009EA,B08528_010EA,B08528_010MA,B08528_011EA,B08528_011MA,B08528_012EA,B08528_012MA,B08528_013MA,B08528_013EA,B08528_014MA,B08528_014EA,B08528_015EA,B08528_015MA,B08528_016EA,B08528_016MA,B08528_017EA,B08528_017MA,B08528_018EA,B08528_018MA,B08528_019MA,B08528_019EA,B08528_020MA,B08528_020EA,B08528_021EA,B08528_021MA,B08528_022EA,B08528_022MA,B08528_023EA,B08528_023MA,B08528_024MA,B08528_024EA,B08528_025MA,B08528_025EA,B08528_026EA,B08528_026MA,B08528_027EA,B08528_027MA,B08528_028EA,B08528_028MA,B08528_029EA,B08528_029MA,B08528_030MA,B08528_030EA,B08528_031MA,B08528_031EA,B08528_032EA,B08528_032MA,B08528_033EA,B08528_033MA,B08528_034EA,B08528_034MA,B08528_035MA,B08528_035EA,B08528_036MA,B08528_036EA,B08528_037EA,B08528_037MA,B08528_038EA,B08528_038MA,B08528_039EA,B08528_039MA,B08528_040MA,B08528_040EA,B08528_041MA,B08528_041EA,B08528_042MA,B08528_042EA,B08528_043EA,B08528_043MA,B08528_044EA,B08528_044MA,B08528_045MA,B08528_045EA,B08528_046MA,B08528_046EA,B08528_047MA,B08528_047EA,B08528_048EA,B08528_048MA,B08528_049EA,B08528_049MA,B08528_050MA,B08528_050EA,B08528_051MA,B08528_051EA,B08528_052MA,B08528_052EA,B08528_053EA,B08528_053MA,B08528_054EA,B08528_054MA,B08528_055EA,B08528_055MA,B08528_056EA,B08528_056MA,B08528_057MA,B08528_057EA,B08528_058MA,B08528_058EA,B08528_059EA,B08528_059MA,B08528_060EA,B08528_060MA,B08528_061EA,B08528_061MA,B08528_062EA,B08528_062MA,B08528_063MA,B08528_063EA,B08528_064MA,B08528_064EA,B08528_065EA,B08528_065MA,B08528_066EA,B08528_066MA,B08528_067EA,B08528_067MA,B08528_068MA,B08528_068EA,B08528_069MA,B08528_069EA,B08528_070EA,B08528_070MA,state
0400000US01,1928379,13688,1386450,12945,1321946,12446,64504,4771,106670,5276,140931,6344,95135,4295,71798,4733,121588,5084,5807,1413,1616147,13464,1177650,13019,1127728,12802,49922,3806,89314,4710,121728,5805,79845,3971,63323,4509,81407,4055,2880,894,213281,7763,154619,7282,148945,7466,5674,1229,11072,1315,16188,2137,10119,1785,5939,1486,14605,1844,739,347,8928,1399,5186,1165,5186,1165,0,265,1005,541,1205,457,1168,584,72,125,252,300,40,66,22213,2625,12266,1999,11619,1890,647,370,2755,958,693,393,1987,605,1022,577,3353,829,137,129,18886,2276,13635,1905,12993,1829,642,451,655,476,726,372,735,461,903,378,2025,750,207,312,48924,3402,23094,2899,15475,2053,7619,1753,1869,620,391,240,1281,621,539,273,19946,2192,1804,771,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,322541,5905,180195,6717,171679,6651,8516,1382,29043,2577,30740,2475,26898,2465,31828,3042,23004,2260,833,417,215678,5187,121847,5433,116492,5389,5355,1086,20538,2085,20552,2385,17934,2307,23604,2610,10749,1510,454,348,40654,3632,24600,2628,24111,2590,489,341,3202,1136,3819,1036,3390,960,3140,909,2433,961,70,120,3709,1167,2242,966,2181,960,61,102,386,261,0,265,873,551,208,186,0,265,0,265,29712,2145,15716,1713,15505,1698,211,219,2623,708,4720,640,3274,906,1925,526,1385,538,69,72,16734,1510,10607,1392,10221,1356,386,261,1522,570,1309,260,1086,437,837,472,1373,520,0,265,16054,1764,5183,1228,3169,932,2014,583,772,412,340,186,341,269,2114,752,7064,1108,240,157,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2707593,15533,2009433,16860,1903833,16598,105600,5275,133098,6092,196457,6646,110569,5927,82431,5252,171030,7167,4575,1060,2023952,17977,1516088,17298,1449255,17113,66833,3870,105496,5473,159717,6300,81045,4659,65951,4158,93506,5100,2149,793,374532,12818,288835,11742,277774,11526,11061,2298,14937,1840,25128,2939,16171,2163,7967,1738,20277,2516,1217,583,55974,4177,43132,4034,43047,4018,85,102,2336,745,3479,925,2876,1070,1667,712,2436,933,48,79,63265,5183,44399,4913,41550,4753,2849,881,3092,1016,3152,754,4782,1518,3575,1706,4024,996,241,310,65935,5006,49850,4695,48313,4637,1537,649,3015,1004,3373,1006,3701,1005,2113,1129,3883,939,0,265,123935,6389,67129,3995,43894,3311,23235,2423,4222,987,1608,521,1994,876,1158,490,46904,3862,920,378,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1228961,10799,859299,10034,817839,9756,41460,3083,78934,4676,80799,4222,83324,4667,33509,2710,89655,4643,3441,804,987535,11256,704348,10257,674743,9683,29605,2501,64445,4226,67575,3772,65605,4112,28975,2484,55215,3686,1372,499,158605,6650,110505,6212,105377,6005,5128,1195,8410,1259,11147,1454,11921,1745,3271,935,12666,2076,685,393,5136,1120,3416,959,3416,959,0,265,484,354,392,232,795,540,49,86,0,265,0,265,21554,2514,13771,2221,12507,2215,1264,495,3158,1147,788,465,758,326,778,445,2090,600,211,161,16165,2091,12393,1994,11992,1908,401,351,786,519,494,295,975,466,244,179,1102,595,171,240,39966,3313,14866,1796,9804,1429,5062,1194,1651,648,403,268,3270,447,192,185,18582,2471,1002,479,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16337246,39536,11562879,45924,11029817,42599,533062,13856,936345,18005,1288315,18111,591452,13371,470752,11617,1446219,18491,41284,4214,11926851,45574,8600059,43979,8231910,41746,368149,11682,679178,14414,1044840,17619,419904,10803,333504,10738,833144,14059,16222,2393,2033750,25872,1495947,22853,1442282,22219,53665,4604,109580,6487,131337,5851,69898,5655,56086,4210,163358,7709,7544,1605,810854,16913,605237,14402,598534,14490,6703,1404,59517,3745,42448,3708,38391,3299,20655,2363,43839,3511,767,375,437939,11797,285824,10094,274216,9766,11608,1851,36448,3312,27401,2960,22583,2574,21367,2181,41124,3539,3192,1214,348806,9664,248844,8682,239353,8278,9491,1786,19415,2483,17826,2169,19875,2102,12787,1770,29165,3038,894,484,779046,16629,326968,10216,243522,8336,83446,5556,32207,2557,24463,2591,20801,2446,26353,2090,335589,9494,12665,1949,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2384763,12996,1696012,15314,1568132,15502,127880,6258,157475,6647,176404,6900,86470,4461,88289,4415,173518,6426,6595,1648,1793338,12923,1306476,14649,1226818,15369,79658,4083,117146,5118,145622,6184,62053,3487,67074,3715,92448,5122,2519,697,254863,9686,183806,7426,169287,7423,14519,2293,19181,2814,17071,1947,9179,1793,6920,1712,18110,2628,596,310,74891,4711,55244,4398,54382,4320,862,447,5754,1157,4168,879,5060,1189,3540,825,1030,650,95,111,72074,4595,42846,3836,38899,3779,3947,1192,6110,1341,3926,994,4871,1122,8206,682,5723,1461,392,375,52467,3884,35223,3192,33162,3235,2061,817,3878,1028,4052,1151,3677,965,1658,598,3859,1348,120,121,137130,5709,72417,4639,45584,3148,26833,2649,5406,1086,1565,547,1630,545,891,433,52348,3444,2873,1433,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1697791,11729,1217473,13911,1160061,14100,57412,3948,138646,5875,124381,5276,70707,4492,30134,2815,113424,4967,3026,757,1368272,11664,991900,12167,948014,12696,43886,2911,107637,5066,110543,5012,59654,3729,24166,2507,72637,3664,1735,571,146441,6993,109387,6054,106297,5994,3090,872,11378,1599,7333,1264,5648,1165,2567,882,9560,1524,568,384,50571,4012,40288,3885,39860,3860,428,347,4679,1115,2944,777,936,482,217,209,1507,660,0,265,50591,4185,32508,3438,31008,3472,1500,496,8780,1562,2039,656,2935,686,1237,439,3010,1050,82,114,22441,3032,15771,2520,14999,2568,772,575,1873,713,850,586,665,422,852,535,2430,802,0,265,59475,3119,27619,2013,19883,1880,7736,1247,4299,954,672,344,869,357,1095,271,24280,2495,641,344,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,410043,7121,302685,7336,286819,6965,15866,2036,30783,2764,16661,2099,30624,2570,10158,1764,18507,2167,625,338,334700,7462,251318,7234,239015,7093,12303,1921,24272,2346,14346,1931,24907,2203,8378,1665,11355,1478,124,144,38649,3177,29573,2671,28736,2662,837,356,3058,788,1310,415,2540,794,855,395,1247,521,66,112,9019,1675,5297,1148,5234,1152,63,103,1596,861,458,371,1128,658,224,214,257,419,59,100,11020,1887,6983,1520,6462,1448,521,354,1240,628,341,252,1098,500,370,270,912,376,76,128,6257,1388,4234,1157,3914,1126,320,234,314,309,206,253,544,357,210,346,749,543,0,265,10398,1446,5280,1064,3458,845,1822,623,303,258,0,265,407,250,121,165,3987,1009,300,267,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,720382,12903,325710,9686,311149,9746,14561,1713,110216,4955,32591,3738,11947,1696,211338,8123,28191,2870,389,300,312973,8753,151542,6632,143866,6500,7676,1090,43149,3308,19482,2956,5992,1254,79385,4584,13304,2100,119,142,79600,5866,33190,4081,31687,4094,1503,561,11503,1730,2923,821,963,372,27314,2401,3615,1177,92,152,264602,8208,112736,6133,110028,6108,2708,930,42686,3210,9050,1795,4282,1121,91999,5355,3787,755,62,100,35274,2885,16292,2113,15374,2011,918,456,8611,1593,735,435,545,294,7627,1707,1348,539,116,185,16435,2367,7504,1809,6922,1710,582,380,2930,960,258,262,38,62,4142,877,1563,702,0,265,11498,1692,4446,971,3272,817,1174,488,1337,781,143,161,127,156,871,612,4574,1008,0,265,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8111142,28173,6095506,33460,5580787,33332,514719,12049,445678,10945,612305,15976,237345,8750,219058,8665,482820,12244,18430,1936,6439684,30077,4853306,29379,4492284,29075,361022,9912,360917,9298,536632,15114,202775,8382,179716,7993,296852,9238,9486,1424,884381,19678,691240,17481,634140,16325,57100,4054,48002,4083,52194,3196,20412,2471,17705,2213,51414,4669,3414,962,158485,8950,122908,8137,121116,7999,1792,863,10683,1599,9263,1742,3649,929,2438,952,9222,1980,322,336,135615,7011,101845,6460,94865,6350,6980,1255,8146,1494,5710,1122,4063,1036,5530,1108,10014,1916,307,238,166679,8458,131392,7858,122811,7497,8581,1842,6599,1647,5533,1201,3317,872,4075,1082,14926,2704,837,773,326298,11200,194815,8031,115571,5133,79244,5752,11331,1686,2973,804,3129,890,9594,1065,100392,5597,4064,1072,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
