GEO_ID,B08007_001E,B08007_001M,B08007_002E,B08007_002M,B08007_003E,B08007_003M,B08007_004E,B08007_004M,B08007_005E,B08007_005M,B08007_006E,B08007_006M,B08007_007E,B08007_007M,B08007_008E,B08007_008M,B08007_009E,B08007_009M,B08007_010E,B08007_010M,B08007_011E,B08007_011M,B08007_012E,B08007_012M,B08007_013E,B08007_013M,B08007_014E,B08007_014M,B08007_015E,B08007_015M,NAME,B08007_001MA,B08007_001EA,B08007_002EA,B08007_002MA,B08007_003MA,B08007_003EA,B08007_004MA,B08007_004EA,B08007_005EA,B08007_005MA,B08007_006MA,B08007_006EA,B08007_007EA,B08007_007MA,B08007_008EA,B08007_008MA,B08007_009MA,B08007_009EA,B08007_010EA,B08007_010MA,B08007_011EA,B08007_011MA,B08007_012EA,B08007_012MA,B08007_013EA,B08007_013MA,B08007_014MA,B08007_014EA,B08007_015EA,B08007_015MA,state
0400000US16,674920,6270,641232,6480,538195,7390,103037,4216,33688,3004,377255,4021,355050,4262,290924,4655,64126,2890,22205,2342,297665,4835,286182,4818,247271,5277,38911,2903,11483,1485,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5990729,17717,5773620,19164,4375771,21748,1397849,17353,217109,6525,3223562,12957,3091036,14455,2252823,17759,838213,12157,132526,4724,2767167,14719,2682584,15345,2122948,14213,559636,10802,84583,4392,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2951039,15265,2789137,15702,2031599,15572,757538,12228,161902,5468,1584781,10779,1480875,10856,1034468,12211,446407,8286,103906,4252,1366258,11616,1308262,11263,997131,10698,311131,8577,57996,2963,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1505469,9309,1433387,10142,1144602,10648,288785,6215,72082,3437,796759,5605,754301,5900,591729,6239,162572,4484,42458,2453,708710,7271,679086,7483,552873,7690,126213,4495,29624,2084,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1377119,10473,1274947,10517,1046485,11133,228462,7088,102172,4550,743530,6292,678921,6587,546530,6871,132391,4531,64609,3411,633589,7108,596026,7323,499955,7356,96071,4587,37563,3222,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1837225,14466,1711093,15405,1249780,13507,461313,10586,126132,5631,989417,9706,908455,10166,637279,9364,271176,6957,80962,4611,847808,9705,802638,9839,612501,9560,190137,7048,45170,3251,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1807758,14260,1769922,14546,1262924,16353,506998,10957,37836,3081,961343,9227,932351,9743,629875,9369,302476,7446,28992,2694,846415,10616,837571,10418,633049,10811,204522,7209,8844,1292,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,649045,7014,622106,7207,501399,7940,120707,4913,26939,2351,343359,3835,326636,4190,258335,4806,68301,3496,16723,1847,305686,5074,295470,4984,243064,5783,52406,2885,10216,1366,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2813342,14943,2327341,16126,1500832,17201,826509,14161,486001,12166,1452753,9174,1182327,11515,720730,11123,461597,8812,270426,8768,1360589,10053,1145014,10908,780102,10828,364912,9454,215575,7636,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3173416,16831,3049853,17040,2085703,16065,964150,15400,123563,5561,1641491,11393,1565765,11895,1025537,12852,540228,11344,75726,4745,1531925,10520,1484088,10307,1060166,9816,423922,9597,47837,3186,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4433325,21661,4346739,21706,3086562,21675,1260177,15800,86586,4061,2345924,13935,2290293,13736,1552298,13790,737995,11291,55631,2769,2087401,13645,2056446,13746,1534264,13870,522182,9223,30955,2558,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2670719,12142,2611431,12669,1698438,12211,912993,9883,59288,3182,1408562,8309,1371647,8556,862389,8739,509258,6459,36915,2411,1262157,9178,1239784,9043,836049,8599,403735,7267,22373,1785,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1178470,11227,1088546,10889,764504,10340,324042,9078,89924,4849,623849,8088,562045,7637,385428,7635,176617,5931,61804,4215,554621,7585,526501,7291,379076,7792,147425,5800,28120,2439,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2741377,16240,2589451,16335,1777247,17748,812204,12628,151926,5846,1445741,10615,1347446,9903,894454,10801,452992,7515,98295,4379,1295636,10966,1242005,11114,882793,11677,359212,8474,53631,3287,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,459766,4871,453089,5145,416613,5239,36476,2587,6677,1269,244193,3661,239228,3878,216838,4096,22390,2257,4965,1167,215573,3679,213861,3719,199775,3787,14086,1575,1712,407,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,910351,7807,885233,7808,717165,8234,168068,4417,25118,1988,487821,4717,471937,4968,374028,5646,97909,3621,15884,1628,422530,5416,413296,5386,343137,5421,70159,2807,9234,1217,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1201744,10817,1184408,11274,1144956,11564,39452,3796,17336,2257,675406,6497,663533,7052,637492,7034,26041,2834,11873,1856,526338,7798,520875,7793,507464,7726,13411,2131,5463,1113,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,685446,6779,577387,6959,456368,6889,121019,4912,108059,4472,366257,5060,295370,5348,226624,5054,68746,3458,70887,3402,319189,3960,282017,4349,229744,4672,52273,3400,37172,2873,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4129054,16773,3632465,19419,2266474,19281,1365991,17660,496589,9983,2212468,11104,1899790,12697,1113270,14160,786520,12755,312678,8327,1916586,12858,1732675,13302,1153204,12284,579471,10257,183911,6799,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,857733,9504,831405,10175,732923,9906,98482,4517,26328,2805,461830,6495,442276,6673,382043,6700,60233,3667,19554,2382,395903,5566,389129,5874,350880,5668,38249,2367,6774,1479,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8740300,30056,8497346,31758,5699260,30745,2798086,24291,242954,8915,4611716,19785,4457336,20329,2858812,21524,1598524,16351,154380,7341,4128584,21525,4040010,21715,2840448,20712,1199562,16130,88574,5238,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4103837,17846,4007465,18562,2962788,20079,1044677,17494,96372,5248,2204158,11838,2138277,12259,1529529,13679,608748,11508,65881,4579,1899679,12440,1869188,12862,1433259,14140,435929,10033,30491,2820,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,332363,4778,320438,4814,284032,4935,36406,2339,11925,1392,176714,2816,170140,2818,149135,2980,21005,1593,6574,1113,155649,3263,150298,3267,134897,3146,15401,1530,5351,1002,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5325529,19981,5187443,21938,3768911,23750,1418532,16478,138086,6225,2796439,12571,2708241,13623,1877184,13850,831057,13160,88198,4614,2529090,14363,2479202,14481,1891727,15811,587475,10714,49888,3362,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1598736,10187,1550681,11245,1194280,11333,356401,7614,48055,3387,864331,7042,830812,7793,618760,8113,212052,5831,33519,2645,734405,8308,719869,8278,575520,7631,144349,4415,14536,1585,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1741953,12854,1705404,12787,1353643,13972,351761,8869,36549,3455,948072,8233,923179,8510,712112,9251,211067,6740,24893,2599,793881,8236,782225,8115,641531,8890,140694,5652,11656,1854,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5720060,19344,5406307,19822,4044013,19589,1362294,15226,313753,7821,3024883,14190,2818364,15378,2039381,15835,778983,10441,206519,6035,2695177,15351,2587943,14949,2004632,14949,583311,10285,107234,5169,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,514823,6292,442800,7871,326187,8133,116613,5364,72023,5386,269471,3771,223304,5236,158190,4970,65114,4011,46167,4112,245352,5455,219496,5506,167997,5601,51499,3202,25856,2791,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1938132,12761,1844927,13530,1389882,14164,455045,9988,93205,5234,1019409,9834,963257,10091,706808,10624,256449,6625,56152,3990,918723,9868,881670,9846,683074,8767,198596,6678,37053,3280,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,398229,4674,386063,5055,323596,5332,62467,2810,12166,1587,213384,3419,205770,3553,171515,3929,34255,2172,7614,1053,184845,3308,180293,3397,152081,3132,28212,1681,4552,950,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2698377,17005,2601364,17319,1953116,16839,648248,10918,97013,5104,1455071,13313,1388010,13208,1007058,13157,380952,8872,67061,3786,1243306,11185,1213354,11211,946058,11684,267296,6957,29952,2849,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10514531,26681,10389049,26180,8110340,33094,2278709,23231,125482,6391,5898950,20180,5798142,20583,4410553,22807,1387589,18532,100808,5906,4615581,20109,4590907,20113,3699787,21479,891120,12411,24674,2127,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1190466,10651,1176218,10798,982619,11033,193599,5576,14248,2085,677179,6659,665532,6723,539427,7517,126105,4684,11647,1685,513287,7503,510686,7609,443192,7674,67494,3298,2601,864,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,323071,4685,299570,4645,247740,4892,51830,2586,23501,1899,169973,2943,156711,2890,126276,2993,30435,1858,13262,1457,153098,3474,142859,3376,121464,3541,21395,1723,10239,1129,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3787653,18265,3456284,19084,1798548,20007,1657736,19417,331369,7821,2023673,11822,1824734,12646,908890,11640,915844,13340,198939,6453,1763980,13471,1631550,14032,889658,13349,741892,11591,132430,5025,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3030099,16197,2930508,16504,2460125,17238,470383,8724,99591,4899,1654588,10051,1588359,10419,1303867,11649,284492,6947,66229,3808,1375511,11745,1342149,12048,1156258,11165,185891,6133,33362,2804,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,739968,10071,657147,8859,500530,8578,156617,6012,82821,4797,404634,6153,348529,6209,252141,5565,96388,4834,56105,3582,335334,6707,308618,5828,248389,5759,60229,3251,26716,2566,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2821147,13556,2706256,13787,2032423,15057,673833,9595,114891,4472,1483052,8688,1414454,9032,1022590,10000,391864,7698,68598,3174,1338095,9133,1291802,9297,1009833,9356,281969,6322,46293,3007,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,268323,4045,262281,4266,246165,4547,16116,2159,6042,1436,146399,2532,142774,2609,131092,3021,11682,1658,3625,937,121924,2806,119507,2927,115073,2955,4434,1035,2417,1090,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1163103,14766,1161652,14791,569022,10882,592630,12193,1451,459,639051,9154,637939,9163,297436,7120,340503,7714,1112,422,524052,8961,523713,8925,271586,6634,252127,7522,339,229,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
