GEO_ID,C20005A_001E,C20005A_001M,C20005A_002E,C20005A_002M,C20005A_003E,C20005A_003M,C20005A_004E,C20005A_004M,C20005A_005E,C20005A_005M,C20005A_006E,C20005A_006M,C20005A_007E,C20005A_007M,C20005A_008E,C20005A_008M,C20005A_009E,C20005A_009M,C20005A_010E,C20005A_010M,C20005A_011E,C20005A_011M,C20005A_012E,C20005A_012M,C20005A_013E,C20005A_013M,C20005A_014E,C20005A_014M,C20005A_015E,C20005A_015M,C20005A_016E,C20005A_016M,C20005A_017E,C20005A_017M,C20005A_018E,C20005A_018M,C20005A_019E,C20005A_019M,C20005A_020E,C20005A_020M,C20005A_021E,C20005A_021M,C20005A_022E,C20005A_022M,C20005A_023E,C20005A_023M,C20005A_024E,C20005A_024M,C20005A_025E,C20005A_025M,C20005A_026E,C20005A_026M,C20005A_027E,C20005A_027M,C20005A_028E,C20005A_028M,C20005A_029E,C20005A_029M,C20005A_030E,C20005A_030M,C20005A_031E,C20005A_031M,C20005A_032E,C20005A_032M,C20005A_033E,C20005A_033M,C20005A_034E,C20005A_034M,C20005A_035E,C20005A_035M,C20005A_036E,C20005A_036M,C20005A_037E,C20005A_037M,C20005A_038E,C20005A_038M,C20005A_039E,C20005A_039M,NAME,C20005A_001EA,C20005A_001MA,C20005A_002MA,C20005A_002EA,C20005A_003EA,C20005A_003MA,C20005A_004MA,C20005A_004EA,C20005A_005EA,C20005A_005MA,C20005A_006EA,C20005A_006MA,C20005A_007MA,C20005A_007EA,C20005A_008MA,C20005A_008EA,C20005A_009MA,C20005A_009EA,C20005A_010MA,C20005A_010EA,C20005A_011MA,C20005A_011EA,C20005A_012MA,C20005A_012EA,C20005A_013EA,C20005A_013MA,C20005A_014EA,C20005A_014MA,C20005A_015EA,C20005A_015MA,C20005A_016MA,C20005A_016EA,C20005A_017MA,C20005A_017EA,C20005A_018MA,C20005A_018EA,C20005A_019MA,C20005A_019EA,C20005A_020EA,C20005A_020MA,C20005A_021MA,C20005A_021EA,C20005A_022MA,C20005A_022EA,C20005A_023EA,C20005A_023MA,C20005A_024EA,C20005A_024MA,C20005A_025EA,C20005A_025MA,C20005A_026MA,C20005A_026EA,C20005A_027MA,C20005A_027EA,C20005A_028MA,C20005A_028EA,C20005A_029MA,C20005A_029EA,C20005A_030MA,C20005A_030EA,C20005A_031MA,C20005A_031EA,C20005A_032MA,C20005A_032EA,C20005A_033EA,C20005A_033MA,C20005A_034EA,C20005A_034MA,C20005A_035EA,C20005A_035MA,C20005A_036MA,C20005A_036EA,C20005A_037MA,C20005A_037EA,C20005A_038EA,C20005A_038MA,C20005A_039MA,C20005A_039EA,state
0400000US13,4611533,9672,2269475,6947,1235878,10807,540,385,1235338,10757,22081,2453,110616,6216,181377,6343,360653,10701,273816,9112,286795,7090,1033597,11242,486605,8957,546992,11722,237871,7166,110308,5914,63465,3799,61994,4596,35749,3310,37605,3294,2342058,4903,770882,11989,253,244,770629,11941,22005,2390,117867,4980,170850,7076,250379,8278,130291,5715,79237,3686,1571176,11804,883700,11082,687476,11028,329027,8813,155426,6051,68417,4205,85125,4430,36530,3036,12951,1580,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,288174,2302,152592,1796,81996,3339,0,267,81996,3339,2152,1009,7122,1302,12166,2057,20182,2049,19737,2215,20637,2057,70596,3272,31030,2185,39566,3078,11758,1470,8110,1380,7022,1299,5937,1142,2684,687,4055,990,135582,1400,45578,2701,0,267,45578,2701,687,466,4168,914,8936,1505,15439,1874,9486,1671,6862,981,90004,2791,46329,2358,43675,2920,19834,2162,7774,1220,6519,1227,5693,1148,2658,746,1197,497,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1041514,3508,520062,2442,250962,4988,110,165,250852,4988,6715,1205,26728,2489,49159,3733,85717,3722,49016,3457,33517,2618,269100,5107,107009,3257,162091,5155,69696,3412,32382,2744,23370,2515,21075,1867,9663,1336,5905,852,521452,2133,150653,4008,0,253,150653,4008,6484,1289,31964,3045,41658,3095,45134,3129,17568,1878,7845,1308,370799,4104,179604,4533,191195,4597,103511,4046,43852,3297,20039,2055,16661,1896,5318,1120,1814,674,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7284432,15919,3552024,10002,1830883,13148,255,183,1830628,13133,23526,2210,126931,6080,225103,7973,505529,9420,466851,9280,482688,9075,1721141,12338,764489,10113,956652,11863,411898,8476,173180,6075,94501,4095,130347,4572,81181,4418,65545,3272,3732408,8262,1197527,15507,353,238,1197174,15526,27227,2755,155286,6012,251960,7874,402426,10277,220896,6380,139379,5068,2534881,16122,1301723,11901,1233158,15146,581288,11069,281380,8087,137537,5150,139639,4768,62492,3151,30822,2833,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4294171,7626,2089566,5206,1056384,10124,65,78,1056319,10115,15225,1683,79662,4437,155203,6443,374837,8886,258638,7091,172754,5046,1033182,11449,456078,7198,577104,10029,261415,7620,115528,5382,64561,3769,73643,4123,38412,2408,23545,2182,2204605,4135,703498,9719,187,160,703311,9724,19370,1919,114540,6136,197265,7051,239475,6708,96209,3835,36452,2706,1501107,10418,772973,10178,728134,10645,373712,7980,171683,5617,74704,4095,70239,3388,30832,2391,6964,1391,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2214599,3268,1078037,2718,556496,4992,75,89,556421,4990,12701,1478,45910,2936,101041,3802,206133,5423,113996,3796,76640,3505,521541,5985,208446,4392,313095,6167,157382,4769,58791,3054,35569,2570,36868,2671,13977,1217,10508,1204,1136562,1919,395719,5667,103,105,395616,5675,12217,1271,69660,3681,115578,4679,136475,3909,45167,2847,16519,1533,740843,5677,352276,5691,388567,6009,208638,5173,88500,3709,39055,2768,39527,2901,9732,1184,3115,717,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1863870,5235,911507,3431,493612,6598,0,237,493612,6598,11191,1389,48561,2979,82059,4124,162090,4901,107156,4879,82555,3356,417895,5900,172886,3675,245009,5835,121412,4158,48179,2922,24754,2259,27500,2455,13463,1645,9701,1293,952363,3036,326298,6328,262,242,326036,6305,12775,1722,58109,2878,83393,4376,106486,4492,45277,2875,19996,1691,626065,6997,304781,5777,321284,6580,169876,4579,70698,3535,34323,2711,33301,2354,9999,1371,3087,664,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3000924,4320,1451407,3446,669563,9031,158,213,669405,9038,15220,1789,69201,4415,120249,5839,224736,6084,139794,5546,100205,3390,781844,9710,405989,7030,375855,7602,172652,6769,79409,3928,44387,3392,44229,2889,18500,2083,16678,2039,1549517,2656,467274,8653,54,63,467220,8651,15812,2002,90862,4825,129332,5470,149603,5146,57471,3599,24140,2592,1082243,9038,634580,7408,447663,9321,241664,7047,104412,4325,38379,2875,44433,3279,14500,1466,4275,941,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2214203,4388,1075115,3382,506221,6835,0,267,506221,6835,10455,1758,48914,3616,68222,4058,159125,5285,118473,4815,101032,4682,568894,7280,273452,5427,295442,6936,108573,4559,53936,3938,35469,3019,50671,3567,25731,2245,21062,1906,1139088,2363,326573,7436,158,156,326415,7389,11928,1867,67733,3966,78219,4151,104668,4945,44013,2644,19854,2154,812515,7709,462067,7637,350448,8152,180654,6070,74386,4243,35631,2627,42608,3637,12621,1716,4548,1012,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1039001,2952,502515,1824,242178,4787,144,166,242034,4752,3931,999,20564,2265,46089,2829,86546,4125,53017,2719,31887,2313,260337,4839,117400,3248,142937,4481,65360,3353,30293,2329,16473,1789,17407,1742,7709,1306,5695,1053,536486,1842,168348,4947,15,25,168333,4949,4067,955,27160,2356,50483,3467,55920,3264,22657,2285,8046,1040,368138,5192,185261,3911,182877,4586,94002,3811,44522,3060,18762,2071,17812,1604,5787,911,1992,650,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2780903,7765,1344798,4823,757587,7824,69,115,757518,7830,7617,1194,38318,3411,69421,4406,193890,6523,188752,6149,259520,5860,587211,8035,268900,5430,318311,6487,128039,4457,58327,3805,35110,2815,37622,2785,29638,2213,29575,2015,1436105,4432,508778,8369,0,277,508778,8369,7497,1411,44548,3146,81568,4292,162824,6145,111221,4535,101120,4057,927327,8311,466718,7393,460609,7314,195070,5818,90099,4279,58095,3560,63524,3268,36591,2648,17230,1793,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4345054,10240,2070268,6494,1051432,11253,144,141,1051288,11262,10508,1515,44367,3730,106525,5303,288658,7682,272185,8323,329045,7221,1018836,11830,468298,7215,550538,11065,229936,6805,94262,4962,62620,3795,74965,3805,44893,2763,43862,3181,2274786,5958,727917,10840,256,201,727661,10818,11180,1865,56834,3875,117882,5378,266250,7278,170519,6497,104996,4080,1546869,11149,752519,7323,794350,10461,335378,6272,171988,6468,94603,4229,105847,4589,60611,3561,25923,2182,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6428914,6344,3148947,4134,1456149,11355,521,394,1455628,11370,26391,2367,98581,5065,188415,6181,423436,8481,378598,8234,340207,6816,1692798,11342,788582,8657,904216,11610,397028,7408,174919,6369,97080,4208,116529,4959,68062,3437,50598,2731,3279967,4780,933756,8944,188,139,933568,8950,23655,2364,131033,4751,215973,6291,322581,7208,163349,4965,76977,3983,2346211,9598,1219082,9365,1127129,10545,562529,8423,267861,6578,122054,4559,102232,4049,52606,2489,19847,1899,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3639625,5940,1786303,4057,928608,8419,255,158,928353,8428,17232,1768,54010,3631,111976,4283,308126,6725,238156,6311,198853,5694,857695,8158,329491,4751,528204,7836,219973,5522,95227,3974,60775,3290,78459,3415,44235,2658,29535,2278,1853322,3135,631927,7290,50,72,631877,7296,15403,1562,64255,3295,140809,4683,235092,5061,112677,4733,63641,3338,1221395,7894,523880,6355,697515,8097,314652,6262,156865,5027,88384,4052,84988,3025,41082,2368,11544,1370,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1400128,2958,678050,2640,325559,5862,70,113,325489,5856,4215,1168,34027,3717,61394,4207,108479,4658,67522,3366,49852,2961,352491,6095,182294,5121,170197,5120,72733,3393,33109,2812,20690,2594,21681,2570,12994,1841,8990,1376,722078,2136,208115,4798,0,283,208115,4798,6740,1440,38451,3085,58146,3407,63890,3881,30593,2463,10295,1543,513963,5254,311748,5728,202215,5001,105691,4021,43885,3305,19169,2077,23787,2413,7784,1142,1899,721,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3920510,5058,1901723,3367,956074,9461,526,281,955548,9441,19297,2064,92416,4759,174605,6401,300210,7473,208249,5481,160771,5742,945649,10019,443513,7900,502136,8923,234524,6062,98470,4513,54695,3418,61662,3235,32434,2333,20351,2052,2018787,3092,663009,11448,243,178,662766,11469,24322,2230,123564,4744,180496,7057,208914,6337,85280,4387,40190,2854,1355778,11660,718004,8328,637774,11938,332528,9142,142821,5982,72474,4044,63439,3665,20197,1677,6315,1071,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,687375,2072,340952,1644,157536,3711,29,33,157507,3714,5362,974,19864,2154,29162,2477,54303,2781,29183,2339,19633,2163,183416,3861,75853,3148,107563,4060,45701,2601,24754,1792,11460,1334,15088,1651,6207,1121,4353,857,346423,1333,103841,3776,94,84,103747,3775,4678,945,23904,2327,33334,2766,29017,2161,8469,1099,4345,821,242582,3884,112871,2723,129711,4194,70184,3318,32729,2434,11636,1309,10859,1306,3556,731,747,363,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1237251,3511,604599,2488,335843,4813,98,72,335745,4803,9286,1228,30789,2831,67399,3603,115080,3832,62358,2718,50833,2530,268756,4925,106370,3118,162386,4072,79545,3375,31623,2571,17209,1859,19095,2318,9060,1081,5854,965,632652,1902,227929,4759,23,38,227906,4762,7196,1037,42371,2545,64512,3408,77878,3485,25330,2070,10619,1134,404723,4884,185004,3712,219719,4349,117616,3344,50897,2946,22835,1940,20424,1664,6669,1142,1278,415,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
