GEO_ID,C16008_001E,C16008_001M,C16008_002E,C16008_002M,C16008_003E,C16008_003M,C16008_004E,C16008_004M,C16008_005E,C16008_005M,C16008_006E,C16008_006M,C16008_007E,C16008_007M,C16008_008E,C16008_008M,C16008_009E,C16008_009M,C16008_010E,C16008_010M,C16008_011E,C16008_011M,C16008_012E,C16008_012M,C16008_013E,C16008_013M,C16008_014E,C16008_014M,C16008_015E,C16008_015M,C16008_016E,C16008_016M,C16008_017E,C16008_017M,C16008_018E,C16008_018M,C16008_019E,C16008_019M,C16008_020E,C16008_020M,NAME,C16008_001EA,C16008_001MA,C16008_002MA,C16008_002EA,C16008_003MA,C16008_003EA,C16008_004MA,C16008_004EA,C16008_005EA,C16008_005MA,C16008_006EA,C16008_006MA,C16008_007MA,C16008_007EA,C16008_008MA,C16008_008EA,C16008_009EA,C16008_009MA,C16008_010EA,C16008_010MA,C16008_011EA,C16008_011MA,C16008_012EA,C16008_012MA,C16008_013MA,C16008_013EA,C16008_014MA,C16008_014EA,C16008_015MA,C16008_015EA,C16008_016EA,C16008_016MA,C16008_017EA,C16008_017MA,C16008_018MA,C16008_018EA,C16008_019MA,C16008_019EA,C16008_020EA,C16008_020MA,state
0400000US13,8665006,2726,7813836,15099,7482503,16270,227616,9863,57562,4842,31815,3309,14340,2647,851170,15004,269376,9236,82402,5148,52879,4534,59025,5177,55907,4552,19163,3607,581794,14261,68667,5927,329907,9064,80810,7491,76215,6104,26195,4210,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1198319,360,990716,9972,880236,11313,12023,2022,9839,2523,88214,6024,404,362,207603,9972,120059,6105,22429,2935,3065,1074,3991,1203,90118,5066,456,401,87544,7800,14420,3381,2354,843,3914,996,66734,6371,122,150,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1354099,1199,1273301,4463,1201858,5399,54977,3733,9713,1716,2874,1009,3879,1012,80798,4329,26869,3102,8442,1422,11881,2282,3543,1010,2468,702,535,468,53929,4134,7044,1931,36828,3225,4894,1388,4444,1028,719,571,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11942632,1830,10181374,27619,9170987,27400,708757,14244,218098,10628,51376,4389,32156,4765,1761258,27503,777111,17848,107954,5834,225848,9165,272207,11596,132461,6631,38641,4907,984147,22700,62123,5921,581955,17436,199460,13342,111068,6549,29541,4745,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5879940,2459,5620846,8590,5387214,12351,135045,6711,81068,6228,12424,1770,5095,1469,259094,8056,91280,5357,27526,2565,24128,2767,18392,2466,16637,2137,4597,1524,167814,6760,20157,2523,95046,4994,20193,3408,24769,2684,7649,2303,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2790958,1529,2680006,5759,2591622,6843,56998,3680,24444,2826,5263,1174,1679,547,110952,5532,40550,3694,12638,1470,9154,2020,7667,1824,9387,1420,1704,741,70402,4311,8365,1454,31724,2600,11948,2861,14340,2049,4025,1679,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2569373,1606,2398073,6824,2283299,7251,80227,4040,21685,2203,9729,1685,3133,940,171300,6576,59958,4701,13441,2355,19036,2385,9786,2679,15313,1583,2382,1018,111342,5757,8257,1749,70113,4452,13664,2930,14036,1947,5272,1745,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3929110,1982,3819304,5965,3742143,6982,44629,3521,26015,3011,4185,1063,2332,735,109806,5621,39794,3806,14534,2294,5543,1605,10629,2084,6664,1498,2424,836,70012,5191,12420,2353,30278,3515,12027,1985,12720,1706,2567,1271,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3986570,3386,3862827,6808,3629188,8831,55610,3992,162363,6355,11551,2223,4115,1819,123743,5737,58398,4772,12821,2524,17149,2215,9960,1767,15236,1913,3232,1926,65345,5207,8052,1496,34113,3645,8477,2012,12500,2499,2203,1189,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1251347,614,1210206,3765,1136850,5372,10134,1432,58598,3764,1867,852,2757,727,41141,3778,20730,2287,11093,1479,561,291,6526,1220,1343,486,1207,1055,20411,2982,6672,1277,1881,815,5592,1368,3175,1006,3091,1519,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5247226,1448,4571086,14448,4318748,16498,132144,6494,68908,5000,32387,3204,18899,4153,676140,14294,303631,8880,82061,5476,46582,4492,74312,5957,75700,4593,24976,3208,372509,12935,66218,5816,119346,7127,82208,9153,67370,4546,37367,4764,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6049574,1490,5148301,19036,4646068,20198,253376,10016,190828,8565,46915,4142,11114,2874,901273,19078,428131,11721,112627,6313,51040,4473,167563,8440,79328,4199,17573,3110,473142,15955,68937,4172,106776,6691,194818,12339,80300,6239,22311,4013,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9456404,1641,8864003,14920,8475260,16838,185637,7242,126386,6343,31435,3670,45285,5397,592401,15029,283163,9781,78075,3885,26233,2881,84267,5938,41837,3510,52751,4852,309238,11760,53999,3799,81126,5617,74256,6322,60959,3791,38898,5246,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4819697,1614,4485513,9828,4285917,12566,90836,4930,52704,3079,37787,3350,18269,3359,334184,9277,146553,5926,44406,2733,16951,2694,19948,2489,47002,3356,18246,2960,187631,8710,26242,3131,63255,3805,28846,3965,35174,2756,34114,4653,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2704451,2517,2653935,4468,2608190,5571,26575,2729,9683,1529,2999,855,6488,1272,50516,3816,20466,2688,7317,1538,4276,1207,1972,1013,5515,1167,1386,764,30050,3146,3913,1584,15710,2073,3002,1016,4931,1193,2494,1122,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5451998,2346,5262039,8965,5108366,11882,80813,4833,54580,5008,12396,2150,5884,1615,189959,8949,85143,5897,23156,2584,11461,1828,25299,3658,21207,2494,4020,1237,104816,6452,15445,2868,37055,3851,22453,3630,22227,2648,7636,2607,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,887055,1266,869829,2532,836544,4201,11275,1710,12133,1779,656,404,9221,1324,17226,1971,8767,1294,5171,997,1164,639,1776,644,453,230,203,224,8459,1587,3374,907,1019,445,1453,489,1491,576,1122,1191,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1640024,1217,1541832,4111,1479010,5059,44009,3236,11994,1528,3768,1145,3051,980,98192,3928,30606,2212,7753,1065,9555,1416,3466,784,7374,1114,2458,1123,67586,3898,4558,1283,44647,3012,5626,1397,9058,1424,3697,1513,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2312092,1142,1840110,11086,1630147,13824,166081,7235,18451,2340,20241,2483,5190,1615,471982,10960,172211,6800,34577,3313,63789,4112,17685,3073,49660,3012,6500,1557,299771,10731,26385,2689,215752,8234,15955,3097,35951,4047,5728,2046,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1241415,809,1171375,5255,1116897,5611,18714,2614,32796,2590,1981,603,987,690,70040,5290,31385,3253,12837,1660,2825,896,10245,2162,4109,1457,1369,796,38655,4046,9544,2104,5068,1147,14480,2894,6923,1631,2640,1039,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8164688,991,6422177,23164,5616290,25808,509732,14592,205871,9076,56047,4590,34237,5119,1742511,23075,845936,18108,179485,8101,209768,8957,262488,10769,151144,6990,43051,5404,896575,19024,111402,7910,414533,14236,201786,9836,134964,7911,33890,5240,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1812867,1215,1617294,10452,1127730,12324,373898,8729,10871,1639,3344,961,101451,4199,195573,10392,57843,5390,12309,1960,35500,4207,4477,1172,4995,1190,562,354,137730,8744,10721,1910,112201,8150,7930,1888,6669,1448,209,233,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18085173,2022,13928875,36001,11831302,41571,1323173,19587,550508,14610,142579,7036,81313,7647,4156298,35974,2150358,28310,646862,16163,453882,13650,628189,15235,338566,10505,82859,6997,2005940,33128,397201,13028,797066,22858,417866,18933,314657,11374,79150,8108,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8253772,3357,7645296,13879,7370095,14154,194741,9135,49585,4765,22901,3123,7974,1659,608476,13339,158886,7643,47758,4289,38857,4149,31681,3379,30259,3112,10331,1560,449590,12064,47673,4536,298955,9582,44651,4504,45291,4197,13020,3127,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,596773,962,583491,2017,559397,3053,7903,1365,13458,1481,693,390,2040,692,13282,1707,5813,1157,3419,1063,477,298,1207,635,499,294,211,339,7469,1439,2749,791,473,340,2327,823,1401,694,519,480,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10741831,2348,10335352,11748,9980537,16049,165814,7128,151911,8309,16886,2134,20204,3113,406479,11314,195615,6940,59293,3894,14505,2151,65673,3957,34966,3749,21178,3265,210864,9998,39909,3637,50157,4454,50048,4471,46821,3906,23929,3861,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3327159,1941,3153491,6631,3023850,8157,80554,5072,17758,2141,10510,1600,20819,2595,173668,6390,57670,3781,14293,1868,17206,2162,7513,1797,15548,2264,3110,1142,115998,5899,11970,2466,75792,4587,9817,2018,12524,2166,5895,1948,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3470802,2347,3114356,10858,2915810,12208,129350,5457,37769,3297,24385,3038,7042,2057,356446,9933,124340,6052,39339,3292,22602,3051,19717,2713,37873,2846,4809,1506,232106,10358,24077,2822,141888,7289,30159,4964,32719,3307,3263,1209,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11716171,1830,11087072,14257,10488742,18318,324941,8742,217542,9431,38246,4054,17601,3034,629099,14157,313399,8702,91675,4919,34228,3917,100998,6064,67457,4712,19041,2515,315700,11383,58955,5248,77085,6133,83737,6874,74905,6686,21018,4388,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1005812,815,872465,6921,776762,7396,48949,3880,39348,3763,5851,1250,1555,689,133347,6853,58506,4964,13753,2330,14583,2014,22933,3231,5387,1379,1850,882,74841,5142,9647,2047,36695,3945,18472,3012,7548,1512,2479,1041,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4036541,2264,3862740,6262,3755144,8372,72006,5198,25025,2805,7149,1483,3416,1522,173801,5811,56900,3495,23285,2738,8148,1669,12042,2079,10785,1532,2640,962,116901,5938,16681,2681,68191,3450,17650,2967,11781,2432,2598,1064,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,728218,835,711635,2548,677553,2838,8497,1588,13396,1890,963,386,11226,1285,16583,2194,6100,1110,2073,658,1197,534,956,467,1440,495,434,434,10483,2140,1190,602,4709,1706,2114,1123,1451,630,1019,862,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5639797,2823,5408033,9272,5285720,10275,77659,6287,29282,3125,10782,2134,4590,1216,231764,8643,73848,5171,22252,2470,12187,1759,15863,2629,16442,2361,7104,1911,157916,7759,22497,3134,81800,4930,18574,3214,23326,2899,11719,2965,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,21585556,3768,17881057,34109,13978914,32219,3624810,24893,150817,7787,98235,5305,28281,4468,3704499,33720,1139793,20038,150963,8811,618614,14667,115932,7624,209948,8584,44336,5552,2564706,29932,159259,8617,2035556,28473,140998,11173,181351,9332,47542,5370,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2302896,1186,2094803,7239,1939716,8940,92068,4424,30930,3381,20728,2590,11361,1665,208093,6993,61794,4696,17844,1876,19818,3140,9869,1705,13444,1946,819,486,146299,7061,15972,3111,104441,5641,8958,1774,13633,2307,3295,1946,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,590894,673,566761,2650,549898,2768,5020,958,11127,1282,346,251,370,227,24133,2505,12473,1657,6129,899,300,170,4644,1282,1016,438,384,263,11660,1896,3385,665,630,288,5942,1862,1220,594,483,268,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7139393,3428,6374879,13035,6078877,15212,166628,6435,76123,4617,42094,4212,11157,2000,764514,12826,329394,11543,71522,5079,57626,4943,72658,6572,107432,5969,20156,2953,435120,11908,51385,4820,188162,9137,69284,5382,90806,6931,35483,5274,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5988982,1554,5206409,14656,4848732,18453,201570,8697,68826,4899,70507,4882,16774,3676,782573,14452,341926,9182,87562,4268,44423,3838,58677,5076,135154,5842,16110,2350,440647,13426,58519,3881,185028,6339,84313,8360,93340,6150,19447,3976,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1714041,1138,1692769,2500,1667890,3538,14552,2007,6633,1388,1983,575,1711,893,21272,2268,10597,1670,4217,1076,1065,474,2524,833,2456,959,335,316,10675,1778,2943,973,2590,766,2304,1022,1764,687,1074,608,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5204804,1532,4963559,7644,4735508,9420,127424,6674,69886,4623,21218,2060,9523,1884,241245,7743,103221,5273,29366,2754,19586,2934,27104,2591,24123,2338,3042,1217,138024,6319,16769,2707,70540,4430,22324,3301,24427,2419,3964,1420,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,480876,980,467349,2111,445741,3488,13264,1766,4911,1370,580,464,2853,967,13527,1821,5337,1164,2326,690,1609,770,775,418,563,495,64,107,8190,1522,927,416,4957,1240,900,517,1406,809,0,259,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3676170,0,3562148,6932,166342,8352,3393503,11477,1981,680,190,203,132,173,114022,6929,43337,3726,2288,676,39709,3651,548,410,792,710,0,275,70685,5436,2965,860,66916,5400,638,318,88,144,78,129,Puerto Rico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
