GEO_ID,B13002_001E,B13002_001M,B13002_002E,B13002_002M,B13002_003E,B13002_003M,B13002_004E,B13002_004M,B13002_005E,B13002_005M,B13002_006E,B13002_006M,B13002_007E,B13002_007M,B13002_008E,B13002_008M,B13002_009E,B13002_009M,B13002_010E,B13002_010M,B13002_011E,B13002_011M,B13002_012E,B13002_012M,B13002_013E,B13002_013M,B13002_014E,B13002_014M,B13002_015E,B13002_015M,B13002_016E,B13002_016M,B13002_017E,B13002_017M,B13002_018E,B13002_018M,B13002_019E,B13002_019M,NAME,B13002_001MA,B13002_001EA,B13002_002MA,B13002_002EA,B13002_003EA,B13002_003MA,B13002_004EA,B13002_004MA,B13002_005MA,B13002_005EA,B13002_006MA,B13002_006EA,B13002_007MA,B13002_007EA,B13002_008EA,B13002_008MA,B13002_009EA,B13002_009MA,B13002_010EA,B13002_010MA,B13002_011MA,B13002_011EA,B13002_012MA,B13002_012EA,B13002_013EA,B13002_013MA,B13002_014EA,B13002_014MA,B13002_015EA,B13002_015MA,B13002_016EA,B13002_016MA,B13002_017EA,B13002_017MA,B13002_018EA,B13002_018MA,B13002_019MA,B13002_019EA,state
0400000US01,1162158,4285,59396,3731,36872,3323,1081,501,29315,2632,6476,1305,22524,2641,3802,953,17310,2325,1412,685,1102762,5710,543683,8841,3346,1079,175567,5295,364770,6111,559079,10404,156560,3163,231765,5509,170754,6551,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,179420,1863,12147,1698,8567,1593,14,24,6150,1276,2403,932,3580,826,482,278,2576,705,522,404,167273,2591,82435,3053,256,166,26636,2091,55543,2286,84838,3489,27694,1805,32436,2215,24708,2238,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1504850,3586,88982,4858,59793,3573,1144,696,45893,3090,12756,1970,29189,3424,6336,1483,20062,2783,2791,988,1415868,5381,679064,9374,5015,1317,246701,6736,427348,7246,736804,8868,195625,2775,315819,7067,225360,6737,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,687522,3095,41472,3099,25788,2312,644,459,21484,2191,3660,973,15684,2421,3222,893,11707,2148,755,324,646050,3837,339864,6142,2860,937,125464,4354,211540,4370,306186,5813,87990,2849,119201,4471,98995,4069,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9446645,8577,515991,13067,356325,10690,7604,1554,250810,9019,97911,4663,159666,7389,24204,2964,114988,6102,20474,2515,8930654,15504,4211094,23082,25825,2980,1366709,15592,2818560,18454,4719560,24499,1275649,6269,2062347,17059,1381564,17230,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1235374,3066,69358,4090,51696,3266,960,563,37577,2840,13159,1962,17662,2217,2526,699,13659,2113,1477,598,1166016,5017,597671,9176,2932,830,200636,5618,394103,6318,568345,10002,149714,2462,246925,6720,171706,6179,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890870,2835,44811,3134,32920,2862,44,76,21477,2148,11399,1685,11891,1893,1091,587,9300,1725,1500,594,846059,3896,407365,7288,2123,772,99021,4503,306221,5145,438694,7116,119688,1533,179844,4787,139162,5260,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,219889,1528,13381,1757,8489,1357,0,261,6209,1141,2280,740,4892,1174,814,402,3952,1103,126,140,206508,2207,94936,3866,174,164,29050,2130,65712,2819,111572,4120,30118,1007,45675,2452,35779,2644,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,169915,984,7758,1329,3665,1098,0,292,2364,871,1301,632,4093,1110,740,428,3077,1000,276,285,162157,1666,39947,3073,736,599,14287,1807,24924,1945,122210,3049,18496,1644,63858,2299,39856,1898,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4337964,7863,221631,9227,137626,5879,3266,1217,99612,4694,34748,3201,84005,6240,13842,2104,61084,5863,9079,1672,4116333,11593,1993638,17795,11545,2120,617703,9940,1364390,13504,2122695,19085,540817,4788,878001,13664,703877,13485,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2485441,6518,134675,5898,85019,4392,1511,574,61962,4130,21546,2018,49656,4374,8704,1777,37024,3542,3928,1058,2350766,8415,1100200,14763,6374,1416,365495,9763,728331,10286,1250566,15828,324188,5785,508991,10083,417387,10782,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,313915,1832,16882,1967,11139,1624,61,105,7606,1469,3472,795,5743,1318,723,528,4052,1119,968,468,297033,2398,145270,3898,569,298,45873,2900,98828,2823,151763,3864,37112,1411,68821,3272,45830,3004,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,362241,2245,25264,2333,19440,1924,154,153,16367,1894,2919,710,5824,1351,1099,600,4528,1123,197,190,336977,2737,185837,4861,1525,625,69835,3329,114477,3134,151140,4655,52470,1757,56831,3521,41839,3187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3297509,4834,179123,6189,119118,4569,577,336,87552,3820,30989,2527,60005,4120,9180,1708,44869,3225,5956,1347,3118386,7623,1474017,12866,5311,1225,450442,7955,1018264,10798,1644369,13744,437751,3508,727506,8142,479112,11309,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1588677,3904,87848,4654,56433,3927,1658,794,43888,3406,10887,1615,31415,2837,5355,1120,24326,2468,1734,524,1500829,5747,742615,8398,2607,839,240730,6155,499278,6756,758214,9386,212621,3232,317323,6912,228270,6796,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,727204,2626,44792,2939,30897,2302,682,430,25042,2008,5173,977,13895,1739,1994,591,10590,1724,1311,521,682412,4038,353584,5466,1362,457,110780,3936,241442,4044,328828,6002,104476,2424,133925,3797,90427,3722,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,687724,2758,41133,2932,28789,2486,650,341,22169,2337,5970,1144,12344,1627,2387,890,8680,1424,1277,673,646591,4148,336422,5420,2397,589,111243,3659,222782,4366,310169,5830,93278,2439,127214,3869,89677,4212,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
