GEO_ID,B19081_001E,B19081_001M,B19081_002E,B19081_002M,B19081_003E,B19081_003M,B19081_004E,B19081_004M,B19081_005E,B19081_005M,B19081_006E,B19081_006M,NAME,B19081_001MA,B19081_001EA,B19081_002MA,B19081_002EA,B19081_003MA,B19081_003EA,B19081_004EA,B19081_004MA,B19081_005EA,B19081_005MA,B19081_006MA,B19081_006EA,state
0400000US01,8331,213,22349,343,38937,434,62214,614,133253,2352,230022,7982,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,14854,793,37103,1149,59542,1448,87543,1938,167748,6241,268489,20656,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,11948,274,29753,373,47593,459,73047,630,157762,2758,278775,8752,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,8626,246,21950,404,36752,508,57058,741,122225,3077,213702,10332,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13164,114,33865,176,56969,223,88882,321,194050,1346,341781,4448,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,12507,293,32261,445,52480,573,80792,743,168628,2772,289053,8314,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,14554,378,38273,546,63689,711,96019,1026,226744,4993,438027,17200,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,13524,615,33260,1093,53199,1298,80085,1681,162299,6082,276192,20563,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,7899,870,28754,1501,52594,1700,89882,2660,230828,10844,425324,33197,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11210,128,28013,176,45584,248,70197,405,158179,1781,289873,5867,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10394,190,28106,284,46944,386,72965,519,155308,2144,267645,7304,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,13991,714,38020,1032,61183,1269,91047,1819,184785,5889,316522,19466,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
