GEO_ID,C18030_001E,C18030_001M,C18030_002E,C18030_002M,C18030_003E,C18030_003M,C18030_004E,C18030_004M,C18030_005E,C18030_005M,C18030_006E,C18030_006M,C18030_007E,C18030_007M,C18030_008E,C18030_008M,C18030_009E,C18030_009M,C18030_010E,C18030_010M,C18030_011E,C18030_011M,C18030_012E,C18030_012M,C18030_013E,C18030_013M,C18030_014E,C18030_014M,C18030_015E,C18030_015M,NAME,C18030_001EA,C18030_001MA,C18030_002EA,C18030_002MA,C18030_003EA,C18030_003MA,C18030_004EA,C18030_004MA,C18030_005MA,C18030_005EA,C18030_006MA,C18030_006EA,C18030_007EA,C18030_007MA,C18030_008EA,C18030_008MA,C18030_009EA,C18030_009MA,C18030_010MA,C18030_010EA,C18030_011MA,C18030_011EA,C18030_012EA,C18030_012MA,C18030_013EA,C18030_013MA,C18030_014EA,C18030_014MA,C18030_015EA,C18030_015MA,state
0400000US01,4183331,3707,847169,13879,391659,8433,87754,4745,303905,7818,455510,9673,122869,5471,332641,8819,3336162,14567,1615460,9547,183432,7929,1432028,12472,1720702,9912,272445,8734,1448257,13984,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,597192,1823,89515,4581,45554,2822,6943,1576,38611,2406,43961,3366,8538,1895,35423,2893,507677,5022,256520,3649,22198,2610,234322,4248,251157,3678,25485,3487,225672,5161,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5569950,11682,792990,14309,375749,8484,65589,4657,310160,6900,417241,9644,85450,5307,331791,8556,4776960,17286,2387845,10383,272385,11822,2115460,13685,2389115,10306,327594,13701,2061521,14366,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2532591,3010,554658,9579,265701,5659,55853,3519,209848,5431,288957,5940,79201,3961,209756,5245,1977933,10075,961873,6965,116348,6855,845525,9489,1016060,6027,163563,7502,852497,10576,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32969824,8313,4268547,32102,1973762,21156,339126,10797,1634636,20107,2294785,20625,428587,9423,1866198,19183,28701277,31421,14349866,21986,1550925,32294,12798941,37556,14351411,22599,1866509,35594,12484902,41326,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4303770,3083,544417,11328,265723,7494,47657,3784,218066,6488,278694,7245,57274,4239,221420,6696,3759353,11910,1879530,8706,176315,7756,1703215,11592,1879823,8387,213688,9810,1666135,11229,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3188109,2308,414501,8885,189561,5668,27036,2409,162525,5089,224940,5909,39890,3520,185050,4995,2773608,9148,1351956,5947,78963,5541,1272993,7297,1421652,6718,109340,6425,1312312,8614,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,769423,1264,119239,5429,57637,3644,9618,2065,48019,2858,61602,3635,12474,2092,49128,3232,650184,5334,313589,3851,25146,3440,288443,5293,336595,3796,35291,3571,301304,5550,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,515199,1044,73380,3967,31494,2568,9682,1733,21812,2097,41886,2737,14088,1944,27798,2432,441819,4188,205911,3480,32042,3107,173869,4169,235908,3720,42802,4143,193106,5304,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16546347,6783,2673758,24454,1247817,18942,217721,8385,1030096,17543,1425941,16533,300146,9373,1125795,14830,13872589,24928,6776792,20778,628388,18674,6148404,23092,7095797,17372,856339,20452,6239458,28439,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8361562,6243,1220782,16188,553722,10047,115974,5968,437748,9985,667060,11597,173968,7132,493092,9867,7140780,17161,3496244,12431,375913,13040,3120331,17409,3644536,13736,509360,14480,3135176,17934,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1142476,3265,152085,5405,75211,3555,10659,1836,64552,3335,76874,3450,16110,1962,60764,2998,990391,6205,481240,3972,33806,3435,447434,4594,509151,3834,45984,4654,463167,6067,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1315805,2247,198784,6629,100467,4273,17285,1959,83182,4155,98317,4296,22766,2441,75551,3875,1117021,6474,557784,4445,54082,3595,503702,5956,559237,4393,66601,4063,492636,5833,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11627962,4102,1500086,16466,694081,11547,128636,6451,565445,10193,806005,11685,170111,5387,635894,10741,10127876,17015,4989553,13008,456400,14455,4533153,17600,5138323,12023,614705,15841,4523618,17753,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5693818,3881,890050,15887,416945,10163,71499,4199,345446,9156,473105,9847,111303,5345,361802,8666,4803768,15862,2371715,10857,213904,9900,2157811,12420,2432053,10387,288475,11078,2143578,13583,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2688584,2454,387483,8226,186355,5682,34775,3032,151580,4771,201128,5448,43928,3001,157200,4848,2301101,8615,1134511,6246,87969,5183,1046542,6875,1166590,6582,117664,5493,1048926,7990,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2475977,3169,368107,8927,177693,5841,33015,3347,144678,5004,190414,5939,43716,3235,146698,5401,2107870,8935,1039615,6915,89901,5366,949714,8204,1068255,6649,125598,5731,942657,7993,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3806796,3481,816420,13696,381357,8619,98582,5003,282775,7429,435063,8379,136946,5868,298117,7665,2990376,13710,1464539,8937,160654,7106,1303885,11092,1525837,9402,225735,9206,1300102,12419,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3857198,3888,726097,12428,352203,7725,81201,5488,271002,6891,373894,9168,103965,5753,269929,7666,3131101,13035,1495059,8044,201281,9096,1293778,12091,1636042,10927,312628,12327,1323414,14232,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1213636,1597,237934,7602,112634,5135,23334,2639,89300,4031,125300,4675,34488,3081,90812,3474,975702,7945,475020,5029,36478,2872,438542,5728,500682,5357,54994,3831,445688,7258,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5091337,3674,656606,12634,303890,8277,42586,3618,261304,7808,352716,8394,62864,4132,289852,8399,4434731,13478,2128407,8722,116675,6961,2011732,9545,2306324,9190,166544,9547,2139780,12816,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5846526,2894,821601,13268,388292,9951,73739,4803,314553,9552,433309,8237,101269,5238,332040,8298,5024925,13097,2436427,10750,162178,7776,2274249,13022,2588498,8437,227345,10301,2361153,11715,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9219179,4044,1480556,16612,704938,10990,148155,6556,556783,9518,775618,10479,182595,6331,593023,8430,7738623,17326,3793976,11753,384143,11578,3409833,17005,3944647,10961,489297,13627,3455350,16578,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4689554,3115,588450,9750,293489,6778,53268,3058,240221,5743,294961,6835,63379,3724,231582,5994,4101104,9385,2031919,7427,141134,5487,1890785,8039,2069185,7131,183471,7432,1885714,10107,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2605540,3311,560775,11329,262913,7323,67321,4550,195592,6725,297862,6849,95248,4750,202614,5930,2044765,12054,981291,8157,148096,7752,833195,10604,1063474,7320,214190,9506,849284,11130,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5279425,4314,906407,15669,426386,10456,83595,4688,342791,9547,480021,8682,123303,5346,356718,7661,4373018,16408,2125652,11399,209372,9373,1916280,14207,2247366,9463,268700,10544,1978666,12789,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,861399,1646,150190,5767,77936,3779,14536,1716,63400,3079,72254,3513,19463,2219,52791,2958,711209,6395,349549,4286,35087,3412,314462,5558,361660,3826,45586,3577,316074,4705,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1583236,2130,215945,6515,108444,4541,19344,2117,89100,4009,107501,3526,26080,2694,81421,3280,1367291,6831,675050,4779,54454,4319,620596,6009,692241,3748,74033,4029,618208,5465,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2272346,2099,287816,7967,139395,5027,19929,2401,119466,3976,148421,5406,23301,2764,125120,5087,1984530,8309,1011260,6102,80298,6030,930962,8142,973270,5833,102665,6671,870605,8759,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1202985,1808,169698,6339,81859,4496,15185,2034,66674,3892,87839,3979,17443,2187,70396,3580,1033287,6846,510626,5181,24691,3321,485935,6175,522661,4423,35792,3487,486869,5127,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7980017,3776,983881,16554,449244,9493,69242,4871,380002,8637,534637,11611,92941,5433,441696,10331,6996136,16662,3420124,10120,213348,9773,3206776,13308,3576012,11623,293198,11637,3282814,14729,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1765585,2374,291646,9708,138579,6319,28862,2826,109717,5721,153067,6346,39874,3157,113193,5995,1473939,9998,720270,6701,105399,6590,614871,8484,753669,6667,138748,6948,614921,7569,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,17552287,5451,2463735,24734,1101893,14818,247886,8885,854007,12544,1361842,16383,366906,9325,994936,14853,15088552,23391,7333112,14583,769252,17553,6563860,19328,7755440,16733,1017192,20773,6738248,25549,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7956001,5657,1353011,19671,630634,13301,133904,6323,496730,13021,722377,11372,187270,8049,535107,10643,6602990,20548,3218830,14899,343083,11984,2875747,19364,3384160,13703,455617,13308,2928543,16936,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,563397,1543,80295,3473,39060,2385,6011,978,33049,2299,41235,2339,9263,1385,31972,1887,483102,3683,239567,2878,19629,2005,219938,3475,243535,2693,28502,2685,215033,3118,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10423840,4480,1689510,21096,784351,12663,150776,6736,633575,11284,905159,13510,221902,7025,683257,11035,8734330,21766,4263555,12474,400183,15050,3863372,19764,4470775,13961,547619,18130,3923156,20311,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3205100,2867,631681,10365,298909,5640,61798,3688,237111,5629,332772,7899,80491,4190,252281,7058,2573419,10125,1255827,6312,162572,7470,1093255,9675,1317592,8601,212046,8640,1105546,10795,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3398148,3220,556657,14607,269609,8410,54604,5046,215005,6715,287048,8598,66959,4380,220089,7985,2841491,14534,1405080,8996,141689,7318,1263391,10314,1436411,8696,170835,7962,1265576,10889,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11293546,4074,1847921,17430,854217,12460,167250,6400,686967,10781,993704,10749,231844,6738,761860,10157,9445625,18219,4596693,12756,383470,11483,4213223,17951,4848932,12273,520813,13903,4328119,17000,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,962512,1113,153717,5208,68609,4034,11955,2020,56654,3517,85108,3848,18120,2345,66988,3392,808795,5262,394756,4235,31752,3689,363004,6060,414039,3802,42190,4148,371849,5965,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3888900,3509,683183,12153,321129,9352,67384,4621,253745,8155,362054,7661,90544,4494,271510,7032,3205717,12078,1541440,9737,175582,8383,1365858,11904,1664277,8048,251270,10479,1413007,12223,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,698353,1529,96229,3719,46914,2607,9456,1268,37458,2281,49315,2636,12909,1454,36406,2149,602124,4177,299092,3378,30802,3030,268290,4095,303032,3217,38435,2599,264597,3812,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5474087,4836,1039449,14551,483561,9957,113973,5658,369588,8983,555888,10362,157212,6221,398676,9634,4434638,15387,2173308,10290,243501,10640,1929807,13890,2261330,11306,333279,11926,1928051,15611,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20936993,6621,3068803,32279,1450913,19862,305669,8865,1145244,17570,1617890,18047,414204,9377,1203686,15232,17868190,32376,8833186,21779,1147717,23127,7685469,28075,9035004,18070,1483074,26956,7551930,26846,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2259370,1835,277459,7651,136324,4916,21101,2246,115223,4604,141135,5389,23385,2959,117750,4398,1981911,7814,992519,5559,82509,6775,910010,8931,989392,5545,104604,6262,884788,8724,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,570097,925,96049,4058,45852,2493,7447,1348,38405,2342,50197,2542,10991,1467,39206,2263,474048,4099,232539,2805,14439,1486,218100,2944,241509,2907,23482,2421,218027,3891,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6837655,5932,945519,13782,441723,9111,70212,4637,371511,8113,503796,9988,99496,5134,404300,9894,5892136,14985,2857430,11262,192474,8759,2664956,13168,3034706,10928,269939,10989,2764767,15656,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5829916,3902,931154,14648,449580,9768,86333,5232,363247,8822,481574,9618,107820,5432,373754,8244,4898762,15077,2423054,10192,208843,9005,2214211,12153,2475708,10176,263681,9643,2212027,12117,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1666677,1796,392047,9887,189753,5902,41789,3174,147964,4961,202294,5817,57262,4015,145032,5630,1274630,9854,619901,6342,72901,4907,547000,8495,654729,6046,103588,5675,551141,7485,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5050065,2740,681741,11336,328164,6919,57690,3825,270474,5975,353577,7586,78520,4349,275057,6136,4368324,11656,2164108,7641,172793,7527,1991315,10746,2204216,7850,223029,8880,1981187,10791,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,464161,1591,72779,3612,36604,2569,5006,1028,31598,2466,36175,2350,7019,1350,29156,2188,391382,3763,195999,2871,12399,1848,183600,3143,195383,2809,16867,2304,178516,3330,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3617635,3090,942292,14378,438461,8907,230816,8483,207645,5683,503831,8320,267377,7256,236454,6557,2675343,14914,1282601,9572,506717,12623,775884,13315,1392742,8728,607859,13271,784883,13741,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
