GEO_ID,B20017G_001E,B20017G_001M,B20017G_002E,B20017G_002M,B20017G_003E,B20017G_003M,B20017G_004E,B20017G_004M,B20017G_005E,B20017G_005M,B20017G_006E,B20017G_006M,B20017G_007E,B20017G_007M,NAME,B20017G_001MA,B20017G_001EA,B20017G_002EA,B20017G_002MA,B20017G_003EA,B20017G_003MA,B20017G_004EA,B20017G_004MA,B20017G_005MA,B20017G_005EA,B20017G_006MA,B20017G_006EA,B20017G_007MA,B20017G_007EA,state
0400000US01,20088,3533,21546,3310,31282,2746,9715,2746,15849,4820,30362,4767,7001,2092,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,20449,4193,23043,6636,45979,7756,10650,6151,14248,7630,34760,6732,4629,1210,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,22109,1783,26296,2027,37627,2867,10999,2537,17282,2923,29842,4165,6223,1426,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,20484,1760,21725,1446,30273,5847,13264,4250,15973,3094,23853,3968,10235,2162,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23905,1141,26867,1121,44526,2399,10812,618,20894,934,37365,1449,9962,625,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,21736,1594,24292,5579,38294,6274,11013,2800,20021,3007,33763,2214,7596,2106,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,21112,4057,28276,9439,49475,9401,9710,2273,17950,2996,40892,4465,9829,3255,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,31483,4745,36424,13054,40387,17864,35167,36777,27618,7474,43103,4620,6512,11163,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,30847,8944,24487,18076,60935,12545,12805,12503,31856,14754,47078,11620,18409,17873,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,21745,1208,24831,2792,35146,1947,10978,1470,19140,1622,29725,3621,9059,1050,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,20306,2523,25471,2227,34650,3038,8691,1603,15592,1290,29095,5366,6962,892,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,26126,1221,30607,1765,38715,3686,12232,3279,23248,1822,31544,1743,9229,1045,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,15846,2253,17829,6892,32367,2668,10336,3060,12965,5137,26629,2518,7086,1751,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,20516,1927,26396,1923,36367,2311,8964,1889,15700,1536,33458,3950,7509,1123,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,18963,2938,24398,5487,42163,5910,5010,2521,15035,3198,30383,3689,5805,1744,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,11621,2353,15375,10563,36871,8558,7569,3015,10810,1946,30893,10850,5762,2627,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,15523,2258,19949,4180,35598,6328,7616,3458,10530,2363,31103,4196,4343,1001,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,19400,2724,25305,6391,35122,12311,11511,4678,14007,5459,30869,7444,6070,1227,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,18656,3649,21774,3254,33576,6616,6338,4066,13182,5249,23280,3843,6382,1229,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,15085,3824,18333,6249,30912,5921,5182,2945,9205,5473,25593,4146,5419,3561,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,29277,2990,32737,3500,41872,2204,10646,2321,26189,3321,40339,5287,13283,3675,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,20370,2016,24854,3124,40445,4653,12076,3691,16828,2827,32719,5519,7829,2501,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,18197,2185,19350,3075,39138,4438,7171,1348,17376,2318,30070,3650,7100,1110,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,20531,2000,20303,4689,35495,5135,6542,2034,20657,1958,29205,3478,8021,2525,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,20736,6635,26586,8073,33125,1530,9629,4122,9960,3458,26484,6835,7916,2856,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,17929,2233,22370,3998,32126,3122,7813,2164,15570,1718,25653,2590,7089,973,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14631,3719,17900,5809,35763,4435,8401,5271,12705,3673,23008,10110,5726,3732,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,17629,4759,20892,3839,32613,4507,8374,1112,14600,6164,22221,1975,9284,2840,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,24003,2296,30042,6430,38384,4593,14038,5633,21137,3755,32066,5429,11644,2401,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,26660,6802,29671,17782,56932,12529,4802,4224,25237,15351,34236,25951,7161,5324,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,26538,1954,30214,4076,47706,4746,9433,2835,22734,4351,37912,8452,9235,1640,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,17949,2389,22242,5337,27791,2248,10235,2188,12621,5065,27206,4009,4451,1108,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,25584,1489,28628,2892,41751,1785,10325,1249,22493,2698,35031,2096,9152,1532,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,18706,1700,23537,1389,27942,2851,8441,2872,13576,2710,26753,4010,5999,2505,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,11463,1265,11302,1103,12276,36315,8913,4250,11783,5882,25575,7252,6227,2361,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,17642,2281,21995,2898,40590,3357,7437,2176,14601,3186,29836,4285,5993,771,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,18585,1373,21182,1280,31066,2078,8868,1142,15504,1544,26897,2230,7374,999,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,16940,1660,20156,3894,35124,6247,9899,1885,15686,1625,32655,3555,9158,2151,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,18220,1450,22749,3360,46466,3632,8518,2841,16000,1715,28528,4698,6213,1402,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,21370,3751,24954,13938,33872,7098,6472,5640,19540,5637,31955,20689,8494,4339,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,20946,2231,20386,3854,34703,8113,7223,2394,22150,7322,36821,4613,8003,2777,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11527,3678,13576,3060,26517,18162,7862,4452,6891,1909,22202,8403,5527,1068,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,22091,3437,25832,3743,34848,3798,4780,3626,18485,7631,30677,5859,7519,1621,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,21510,952,26425,1552,39067,3163,10129,1104,16644,1472,30552,1731,7414,1062,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,15243,5476,18975,7576,35419,7200,7768,2731,12353,6105,29654,5886,5475,1439,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,20750,5870,20889,5722,34459,12253,6452,6766,20306,11397,26907,1151,6958,5680,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,25460,2760,30243,3245,40779,4961,10798,2125,20540,2309,37003,5135,7374,1361,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,21890,1373,24626,2839,42433,3895,8548,1880,18766,3268,33329,2364,8554,1832,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,18406,6250,25625,10824,32280,17563,5181,4960,12989,8085,21794,14192,2716,2792,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,20671,1723,25422,2694,37151,8301,12032,2911,15828,2709,26556,2540,6598,2064,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,21693,2388,24506,6746,35546,13517,16218,17493,16327,5653,25910,5322,4334,5638,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,13012,883,13247,1169,17498,1353,5917,629,12761,1368,18188,1223,5680,732,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
