GEO_ID,C16010_001E,C16010_001M,C16010_002E,C16010_002M,C16010_003E,C16010_003M,C16010_004E,C16010_004M,C16010_005E,C16010_005M,C16010_006E,C16010_006M,C16010_007E,C16010_007M,C16010_008E,C16010_008M,C16010_009E,C16010_009M,C16010_010E,C16010_010M,C16010_011E,C16010_011M,C16010_012E,C16010_012M,C16010_013E,C16010_013M,C16010_014E,C16010_014M,C16010_015E,C16010_015M,C16010_016E,C16010_016M,C16010_017E,C16010_017M,C16010_018E,C16010_018M,C16010_019E,C16010_019M,C16010_020E,C16010_020M,C16010_021E,C16010_021M,C16010_022E,C16010_022M,C16010_023E,C16010_023M,C16010_024E,C16010_024M,C16010_025E,C16010_025M,C16010_026E,C16010_026M,C16010_027E,C16010_027M,C16010_028E,C16010_028M,C16010_029E,C16010_029M,C16010_030E,C16010_030M,C16010_031E,C16010_031M,C16010_032E,C16010_032M,C16010_033E,C16010_033M,C16010_034E,C16010_034M,C16010_035E,C16010_035M,C16010_036E,C16010_036M,C16010_037E,C16010_037M,NAME,C16010_001EA,C16010_001MA,C16010_002MA,C16010_002EA,C16010_003MA,C16010_003EA,C16010_004EA,C16010_004MA,C16010_005EA,C16010_005MA,C16010_006EA,C16010_006MA,C16010_007EA,C16010_007MA,C16010_008MA,C16010_008EA,C16010_009EA,C16010_009MA,C16010_010EA,C16010_010MA,C16010_011EA,C16010_011MA,C16010_012EA,C16010_012MA,C16010_013MA,C16010_013EA,C16010_014MA,C16010_014EA,C16010_015MA,C16010_015EA,C16010_016EA,C16010_016MA,C16010_017EA,C16010_017MA,C16010_018MA,C16010_018EA,C16010_019MA,C16010_019EA,C16010_020EA,C16010_020MA,C16010_021EA,C16010_021MA,C16010_022EA,C16010_022MA,C16010_023EA,C16010_023MA,C16010_024MA,C16010_024EA,C16010_025MA,C16010_025EA,C16010_026MA,C16010_026EA,C16010_027EA,C16010_027MA,C16010_028EA,C16010_028MA,C16010_029MA,C16010_029EA,C16010_030MA,C16010_030EA,C16010_031EA,C16010_031MA,C16010_032EA,C16010_032MA,C16010_033EA,C16010_033MA,C16010_034EA,C16010_034MA,C16010_035MA,C16010_035EA,C16010_036MA,C16010_036EA,C16010_037MA,C16010_037EA,state
0400000US01,3022878,4858,600750,12723,215744,6417,196828,6033,15648,1941,3268,1097,385006,10095,376135,9994,5004,1210,3867,859,986222,14892,577902,12271,560203,11881,12431,1972,5268,1116,408320,8924,400206,8660,4557,1064,3557,898,799090,13200,549738,9996,533467,9592,10075,1365,6196,1182,249352,7227,242236,7214,3191,949,3925,1033,636816,12147,480486,10901,449721,10585,9973,1416,20792,2066,156330,5835,147035,5423,2874,861,6421,1045,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,415630,2155,42738,3153,21401,2426,12595,1883,2754,1059,6052,1108,21337,2262,13374,1954,1127,534,6836,1059,119251,5012,83902,3778,69710,3538,2997,913,11195,1674,35349,2972,30207,2864,984,427,4158,894,142040,4932,107687,4356,94034,4429,3396,1036,10257,1443,34353,2844,30841,2821,422,214,3090,890,111601,5090,89052,4365,79228,4297,2599,892,7225,1397,22549,2260,19753,2230,473,260,2323,659,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3953375,3751,641803,12611,315758,9720,102889,5468,196406,9125,16463,2411,326045,8789,153998,5900,138463,6296,33584,2928,1056153,20808,617147,15934,423801,12378,153955,6996,39391,4501,439006,11036,350929,10163,61951,4676,26126,2531,1248730,17434,828438,16170,671706,13876,114161,6609,42571,3640,420292,9352,358359,8952,39061,3230,22872,2490,1006689,18233,720129,16719,600721,13713,61401,5007,58007,4535,286560,7769,248736,6798,16210,2171,21614,2587,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1847325,3757,360049,7350,139214,4993,111172,4794,24961,2176,3081,984,220835,6326,210957,6529,7856,1409,2022,854,671500,11262,407400,8648,389480,8711,13406,1899,4514,1030,264100,7538,257377,7217,4535,1015,2188,697,479153,9210,328059,7847,314963,7693,8594,1473,4502,1328,151094,5119,145847,5104,2385,650,2862,887,336623,8095,256575,7565,242783,7549,5188,1035,8604,1583,80048,4443,75296,4319,1597,624,3155,967,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23133174,5870,4605354,32902,2388884,25984,438955,11189,1759897,24603,190032,7742,2216470,20471,752072,13956,1089877,14387,374521,11223,5368962,38936,3293049,35212,1840835,23584,1083828,21764,368386,14120,2075913,22648,1379757,17965,395424,10818,300732,10371,6452560,37448,4449712,32159,3109091,26064,797829,14941,542792,14184,2002848,19039,1502297,16871,237556,8714,262995,9207,6706298,34268,5090703,32557,3409703,24726,449702,12061,1231298,17801,1615595,16429,1090613,14230,111897,5526,413085,11371,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3118500,4313,372810,9878,193929,7198,86369,4651,99059,5656,8501,1702,178881,6171,105105,5349,61409,4486,12367,1953,765604,13517,499390,11620,409238,10860,69234,5161,20918,3060,266214,6554,226773,6395,27743,2558,11698,1493,908906,13968,666227,13364,602047,11488,39111,3468,25069,2726,242679,6560,216818,6182,15021,1852,10840,1608,1071180,10919,839175,10450,746510,10012,37920,3394,54745,3637,232005,6030,205519,5589,8589,1539,17897,1989,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2367511,2027,283402,7602,119113,4952,62960,3928,36624,3346,19529,2518,164289,5902,103222,4613,27500,2568,33567,2999,704762,12786,451222,10390,354499,8558,50041,3441,46682,5239,253540,7556,211034,7113,17762,2306,24744,2187,581936,9711,430379,9208,364301,8074,31162,3557,34916,3220,151557,6251,127717,5975,9419,1639,14421,1721,797411,12978,618318,11752,518573,10930,24967,2817,74778,4626,179093,6232,148573,5425,5319,1109,25201,2282,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,566312,1040,81946,4479,34182,3474,24292,2812,8024,1922,1866,664,47764,3081,41310,2689,3957,1101,2497,757,192075,6282,119334,4877,109960,4417,6464,1631,2910,1191,72741,3960,67554,3689,2696,1077,2491,929,139463,5754,99261,4732,92044,4372,3361,988,3856,1153,40202,2479,36249,2258,1876,803,2077,628,152828,5699,115625,4863,98814,4409,3670,919,13141,1964,37203,2807,31581,2404,1181,621,4441,1028,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,395630,634,62168,3957,25426,2719,15452,2046,8547,1818,1427,660,36742,3096,32948,2882,2825,978,969,586,81738,4534,49299,3762,42971,3750,3717,1165,2611,975,32439,2842,30418,2757,680,465,1341,607,70135,4177,47419,3837,42753,3805,1889,748,2777,851,22716,2399,19817,2220,1580,757,1319,632,181589,4644,151697,4538,124503,3995,10434,2058,16760,2143,29892,2802,25537,2641,1216,513,3139,820,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12460438,7314,1925363,25589,830967,20890,438491,13501,308225,12603,84251,6672,1094396,17242,715187,14476,286096,9289,93113,5775,3880665,32827,2230658,29094,1656641,26127,434598,13080,139419,6936,1650007,18012,1365401,16323,195209,7713,89397,5029,3499960,29305,2326822,24964,1801169,22368,388497,10618,137156,6383,1173138,19456,975168,15952,127232,4508,70738,4622,3154450,29603,2197613,26691,1604846,21959,390715,12506,202052,8035,956837,12299,760727,10689,119803,6813,76307,4685,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
