GEO_ID,B18020_001E,B18020_001M,B18020_002E,B18020_002M,B18020_003E,B18020_003M,B18020_004E,B18020_004M,B18020_005E,B18020_005M,B18020_006E,B18020_006M,B18020_007E,B18020_007M,B18020_008E,B18020_008M,B18020_009E,B18020_009M,B18020_010E,B18020_010M,B18020_011E,B18020_011M,B18020_012E,B18020_012M,B18020_013E,B18020_013M,B18020_014E,B18020_014M,B18020_015E,B18020_015M,B18020_016E,B18020_016M,B18020_017E,B18020_017M,B18020_018E,B18020_018M,B18020_019E,B18020_019M,B18020_020E,B18020_020M,B18020_021E,B18020_021M,B18020_022E,B18020_022M,B18020_023E,B18020_023M,B18020_024E,B18020_024M,B18020_025E,B18020_025M,B18020_026E,B18020_026M,B18020_027E,B18020_027M,B18020_028E,B18020_028M,B18020_029E,B18020_029M,B18020_030E,B18020_030M,B18020_031E,B18020_031M,NAME,B18020_001MA,B18020_001EA,B18020_002MA,B18020_002EA,B18020_003MA,B18020_003EA,B18020_004EA,B18020_004MA,B18020_005MA,B18020_005EA,B18020_006MA,B18020_006EA,B18020_007MA,B18020_007EA,B18020_008MA,B18020_008EA,B18020_009MA,B18020_009EA,B18020_010EA,B18020_010MA,B18020_011EA,B18020_011MA,B18020_012MA,B18020_012EA,B18020_013MA,B18020_013EA,B18020_014MA,B18020_014EA,B18020_015EA,B18020_015MA,B18020_016EA,B18020_016MA,B18020_017MA,B18020_017EA,B18020_018MA,B18020_018EA,B18020_019MA,B18020_019EA,B18020_020MA,B18020_020EA,B18020_021EA,B18020_021MA,B18020_022MA,B18020_022EA,B18020_023MA,B18020_023EA,B18020_024MA,B18020_024EA,B18020_025MA,B18020_025EA,B18020_026EA,B18020_026MA,B18020_027MA,B18020_027EA,B18020_028MA,B18020_028EA,B18020_029MA,B18020_029EA,B18020_030MA,B18020_030EA,B18020_031MA,B18020_031EA,state
0400000US01,2951988,4297,515649,10922,248413,6588,56787,4207,23606,2572,33181,3582,191626,5780,64166,3877,127460,4316,267236,7885,53145,4384,17163,2233,35982,3429,214091,6637,53748,3458,160343,5788,2436339,11525,1179029,7386,508049,5631,356053,6803,151996,6056,670980,6163,589683,7026,81297,4557,1257310,7861,529864,5265,312631,5943,217233,6276,727446,7116,520124,7550,207322,6322,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,452444,2307,63578,3804,33279,2539,8570,1497,4499,1171,4071,1171,24709,2213,11887,1521,12822,1837,30299,2731,6689,1330,2203,757,4486,1059,23610,2295,10284,1557,13326,1769,388866,4580,195207,3345,81609,2374,54968,2984,26641,2580,113598,2644,94711,2575,18887,1893,193659,3476,82550,2273,52169,2630,30381,2437,111109,2182,83826,2691,27283,2251,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3860234,5265,437296,10859,209027,6958,48409,3736,22441,2419,25968,3029,160618,6179,64627,3729,95991,4985,228269,7504,43911,3718,17250,2254,26661,3333,184358,6335,59212,3593,125146,5709,3422938,12379,1727927,8124,787097,5974,599383,8199,187714,7577,940830,6323,811774,7102,129056,6387,1695011,8021,743999,5481,455931,8524,288068,8891,951012,6297,668286,8263,282726,7621,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1777162,4762,331810,9416,164605,5419,35124,2696,15320,1981,19804,1992,129481,4765,47468,2968,82013,3819,167205,6153,34131,3033,11702,2105,22429,2375,133074,5330,39916,2943,93158,4326,1445352,10473,707737,6679,312109,4957,227002,5210,85107,3833,395628,5384,347308,5875,48320,3217,737615,6782,318607,4290,196328,5118,122279,5244,419008,5198,313982,5588,105026,3719,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23637212,11405,2443463,28342,1195297,18729,299764,8505,121388,6185,178376,6750,895533,16312,346767,9852,548766,11223,1248166,17454,256444,8357,94824,5876,161620,7427,991722,16069,321747,11009,669975,11100,21193749,28162,10651114,20476,4732377,13642,3340768,17652,1391609,17080,5918737,17334,5146045,20582,772692,12515,10542635,18455,4559725,11809,2655060,18276,1904665,17955,5982910,16539,4162987,22752,1819923,18501,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3175932,4473,333582,9918,170694,6664,45371,3302,23835,2620,21536,2155,125323,5984,58887,3823,66436,4663,162888,6290,36532,3141,17189,2143,19343,2354,126356,5191,50608,3570,75748,3822,2842350,10282,1431600,7626,606905,4862,467553,6544,139352,5799,824695,6819,732954,7494,91741,5330,1410750,6565,580875,4314,385940,5965,194935,5725,829875,5554,617471,6784,212404,6160,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2282855,3703,228855,7564,110401,4892,23776,2452,12027,1860,11749,1460,86625,4442,38177,3220,48448,3333,118454,4617,23450,2698,11706,1752,11744,2159,95004,3947,35315,2928,59689,3041,2054000,8305,1006844,5152,381301,3553,272469,4712,108832,4592,625543,4319,559699,5323,65844,4117,1047156,5220,381267,3299,250741,5082,130526,4874,665889,4248,505523,5742,160366,5122,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,548272,1494,68856,4171,34312,2777,8089,1598,3475,1007,4614,1111,26223,2133,10324,1436,15899,1616,34544,2855,6782,1264,2657,797,4125,998,27762,2514,9133,1613,18629,2071,479416,4091,231617,2921,94719,2274,68637,2762,26082,2351,136898,2136,119762,2807,17136,2071,247799,3128,101440,1943,66703,3008,34737,2648,146359,2691,111113,3144,35246,2496,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,396111,4501,43850,3797,20470,2244,5036,1372,1521,598,3515,1112,15434,1839,4911,1086,10523,1450,23380,2598,6146,1400,2151,832,3995,1112,17234,1914,5637,1315,11597,1458,352261,5524,163209,4386,76826,3651,51637,2932,25189,2731,86383,2066,71876,2222,14507,1558,189052,2731,93156,1675,61328,2467,31828,2710,95896,1967,73617,2870,22279,2263,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11280359,9827,1399794,20073,684104,15807,154343,8095,74145,5395,80198,5760,529761,12337,212395,8338,317366,8691,715690,14481,130774,7162,55516,4878,75258,5127,584916,12055,194755,7445,390161,9943,9880565,20937,4866707,17392,1967183,11003,1469846,13722,497337,10649,2899524,13337,2514675,13788,384849,8824,5013858,14431,1958814,8948,1242676,13412,716138,13445,3055044,11601,2202575,14776,852469,13679,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
