GEO_ID,B18045_001E,B18045_001M,B18045_002E,B18045_002M,B18045_003E,B18045_003M,B18045_004E,B18045_004M,B18045_005E,B18045_005M,B18045_006E,B18045_006M,B18045_007E,B18045_007M,NAME,B18045_001MA,B18045_001EA,B18045_002MA,B18045_002EA,B18045_003EA,B18045_003MA,B18045_004MA,B18045_004EA,B18045_005MA,B18045_005EA,B18045_006MA,B18045_006EA,B18045_007MA,B18045_007EA,state
0400000US30,21408,377,7896,2887,8563,3198,5321,5934,21572,383,27612,1124,16554,621,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25039,303,10892,1823,9514,3962,11596,2807,25142,284,30545,373,20342,329,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,30258,227,13911,3100,16131,6839,13012,2440,30368,229,34827,835,25734,370,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,31055,370,9291,2948,11437,7661,7178,2908,31208,368,39253,1176,24796,643,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,35559,275,15313,2036,17279,3362,14022,2680,35741,276,42518,589,28813,534,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,22274,396,11246,2273,12025,4136,10903,3487,22404,438,27466,961,18318,738,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,30539,133,12810,1278,15512,2003,11510,1096,30660,131,35820,233,25907,173,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,25319,169,9959,1133,9715,1699,10164,1503,25482,168,30366,212,21088,196,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,23521,593,15693,6359,15648,9357,17803,14276,23588,598,30573,553,17640,906,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,26462,156,10480,932,10817,1534,10172,1205,26654,158,32672,393,21184,174,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,22773,368,8703,1467,9787,1558,7367,1673,23047,369,28681,921,18283,423,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,25509,314,9046,1760,12542,5805,7161,1324,25691,314,31127,381,20974,299,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,27283,133,9746,992,11063,1430,8687,1344,27452,146,34072,326,21929,155,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,28144,1031,14384,3884,15272,11018,14115,4693,28335,1030,34481,1430,23108,847,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,24679,273,9290,1681,10565,3353,8755,1527,24925,272,30150,272,20492,264,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23679,548,7903,3253,9371,3995,6033,5059,23872,552,27711,825,20083,511,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,25102,203,11594,1027,13226,1945,9707,1623,25231,199,30523,235,20650,225,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25097,137,11487,627,12527,2667,10724,895,25237,136,30248,166,20381,147,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,23615,418,10429,3575,14456,4503,7309,3284,23788,428,31583,467,16309,403,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,25713,450,10554,3104,9872,4485,10985,4192,25899,455,30640,630,21581,543,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,31025,213,15577,2416,17373,4258,11606,2526,31133,211,37186,300,25373,306,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,29784,427,10499,1310,10753,2217,10349,1698,30059,268,36557,354,22936,373,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22680,534,12890,2243,18128,7655,10025,2790,22821,555,29633,914,17268,528,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,27262,202,8427,1232,8319,2416,8491,1267,27430,221,34387,472,21800,217,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,25226,725,4235,3639,5404,4489,2499,0,25475,704,34110,1742,18632,1060,Wyoming,null,null,null,null,null,null,***,"2,500-",null,null,null,null,null,null,56
0400000US72,14275,207,9787,1235,9486,1606,10203,1867,14357,212,14505,256,14184,305,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
