GEO_ID,B11002G_001E,B11002G_001M,B11002G_002E,B11002G_002M,B11002G_003E,B11002G_003M,B11002G_004E,B11002G_004M,B11002G_005E,B11002G_005M,B11002G_006E,B11002G_006M,B11002G_007E,B11002G_007M,B11002G_008E,B11002G_008M,B11002G_009E,B11002G_009M,B11002G_010E,B11002G_010M,B11002G_011E,B11002G_011M,B11002G_012E,B11002G_012M,NAME,B11002G_001MA,B11002G_001EA,B11002G_002MA,B11002G_002EA,B11002G_003MA,B11002G_003EA,B11002G_004EA,B11002G_004MA,B11002G_005EA,B11002G_005MA,B11002G_006MA,B11002G_006EA,B11002G_007MA,B11002G_007EA,B11002G_008MA,B11002G_008EA,B11002G_009EA,B11002G_009MA,B11002G_010EA,B11002G_010MA,B11002G_011EA,B11002G_011MA,B11002G_012MA,B11002G_012EA,state
0400000US01,34547,4481,28659,4340,19922,3624,19089,3364,833,1040,2082,990,1833,876,249,276,6655,1950,6390,1939,265,202,5888,1113,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,30475,4460,25511,4069,16722,3392,16556,3409,166,225,2843,1486,2649,1377,194,208,5946,2064,5363,1887,583,465,4964,1208,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,89685,8027,75983,8097,49964,6266,49544,6242,420,484,8721,3431,6931,2162,1790,1763,17298,4548,16714,4394,584,383,13702,2583,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,31541,4794,26442,4833,19235,3564,19226,3565,9,16,2142,1084,2142,1084,0,257,5065,2173,4985,2150,80,131,5099,1216,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,712790,23331,578326,22820,382111,19586,377897,18942,4214,1648,57047,8344,48587,6835,8460,2569,139168,11390,128770,10749,10398,1977,134464,8866,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,79721,8350,63010,7412,39610,6080,38983,6001,627,620,5581,2707,4482,2186,1099,738,17819,4576,16889,4392,930,526,16711,3163,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,38830,6447,31903,6079,21933,4611,21708,4521,225,324,768,645,671,573,97,122,9202,2986,8659,2835,543,397,6927,1441,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,7169,2238,6354,2199,3123,1418,3123,1418,0,261,483,502,483,502,0,261,2748,1586,2067,1065,681,633,815,486,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,234149,15472,199494,14743,139258,11793,137740,11701,1518,1031,14652,3688,12417,2935,2235,1046,45584,6964,42288,6559,3296,1044,34655,3524,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,80938,8231,66609,7166,42465,5257,42293,5207,172,287,7169,2679,6125,2253,1044,646,16975,4299,16011,4137,964,606,14329,2982,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,198993,12733,178239,12675,111349,10186,108994,10075,2355,1205,20837,4479,18886,4231,1951,750,46053,7289,41577,6637,4476,1324,20754,3051,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23053,4328,20343,4241,16344,4096,15579,3711,765,980,1385,728,1342,721,43,73,2614,1292,2186,1098,428,289,2710,975,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,115141,10295,96878,9799,65670,8387,64861,8268,809,610,8176,3501,7322,2989,854,645,23032,4773,21489,4623,1543,650,18263,2650,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,52380,5244,42586,4846,26434,4374,26131,4330,303,323,3046,1242,2566,1106,480,359,13106,3320,12453,3105,653,452,9794,1864,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,18409,3505,14858,3256,9342,2550,9297,2546,45,69,1455,1372,1073,923,382,486,4061,1646,3408,1472,653,404,3551,1228,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,34740,4357,28352,4174,21572,3807,21498,3786,74,86,1604,836,1370,696,234,355,5176,1865,5062,1852,114,101,6388,1638,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,32096,5319,26451,4458,16755,2917,16687,2914,68,111,2654,1356,2347,1191,307,262,7042,2519,6722,2385,320,276,5645,2056,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,26977,4056,21829,3760,13371,2585,13278,2579,93,137,1500,799,1312,730,188,227,6958,2469,6664,2458,294,225,5148,1293,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14628,2951,11941,2859,7194,2601,7179,2607,15,29,2032,1057,1663,866,369,267,2715,1154,2401,1055,314,233,2687,1186,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,66285,8550,54047,8014,36357,6484,35997,6287,360,328,4350,1888,3764,1649,586,512,13340,3774,12745,3718,595,393,12238,2445,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,70173,7914,54171,7166,28376,4381,26816,3863,1560,1408,6811,2760,5343,2151,1468,744,18984,4702,18389,4628,595,402,16002,2887,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,108564,7088,87159,6995,56021,4809,55339,4765,682,488,6859,2074,5764,1600,1095,766,24279,4511,22048,4012,2231,1075,21405,2779,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,39207,4127,30251,3803,16078,2966,16026,2946,52,84,3097,1213,2633,1034,464,309,11076,2693,10450,2520,626,345,8956,1981,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,13479,3014,11814,2988,7353,2186,7034,2016,319,400,1345,1054,1305,1035,40,78,3116,1725,3019,1671,97,149,1665,636,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,72741,6025,61868,5758,40759,5575,40537,5554,222,245,3399,1273,2894,1068,505,432,17710,3764,16367,3382,1343,986,10873,1854,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,13619,3046,9325,2353,6674,2177,6451,2065,223,363,1507,989,1169,721,338,328,1144,595,1054,565,90,127,4294,1940,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,19862,3447,16016,3469,8168,2396,7798,2188,370,417,2129,1106,1942,1089,187,165,5719,2441,5175,2173,544,521,3846,1397,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,48687,7187,40880,6948,24925,5359,24597,5290,328,386,5352,2638,4154,1976,1198,991,10603,3278,9440,2891,1163,601,7807,2064,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,7039,1534,5385,1511,3596,1157,3596,1157,0,251,1305,1118,784,672,521,496,484,477,444,443,40,67,1654,698,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,89355,8401,74283,8048,46238,5505,45214,5411,1024,713,7803,2949,6829,2538,974,653,20242,5163,19739,5018,503,380,15072,3411,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
