GEO_ID,B18025_001E,B18025_001M,B18025_002E,B18025_002M,B18025_003E,B18025_003M,B18025_004E,B18025_004M,B18025_005E,B18025_005M,B18025_006E,B18025_006M,B18025_007E,B18025_007M,B18025_008E,B18025_008M,B18025_009E,B18025_009M,B18025_010E,B18025_010M,B18025_011E,B18025_011M,B18025_012E,B18025_012M,B18025_013E,B18025_013M,B18025_014E,B18025_014M,B18025_015E,B18025_015M,B18025_016E,B18025_016M,B18025_017E,B18025_017M,B18025_018E,B18025_018M,B18025_019E,B18025_019M,B18025_020E,B18025_020M,B18025_021E,B18025_021M,B18025_022E,B18025_022M,B18025_023E,B18025_023M,B18025_024E,B18025_024M,B18025_025E,B18025_025M,B18025_026E,B18025_026M,B18025_027E,B18025_027M,B18025_028E,B18025_028M,B18025_029E,B18025_029M,B18025_030E,B18025_030M,B18025_031E,B18025_031M,NAME,B18025_001MA,B18025_001EA,B18025_002MA,B18025_002EA,B18025_003EA,B18025_003MA,B18025_004EA,B18025_004MA,B18025_005EA,B18025_005MA,B18025_006EA,B18025_006MA,B18025_007MA,B18025_007EA,B18025_008MA,B18025_008EA,B18025_009MA,B18025_009EA,B18025_010EA,B18025_010MA,B18025_011EA,B18025_011MA,B18025_012MA,B18025_012EA,B18025_013MA,B18025_013EA,B18025_014MA,B18025_014EA,B18025_015EA,B18025_015MA,B18025_016EA,B18025_016MA,B18025_017MA,B18025_017EA,B18025_018MA,B18025_018EA,B18025_019MA,B18025_019EA,B18025_020EA,B18025_020MA,B18025_021EA,B18025_021MA,B18025_022MA,B18025_022EA,B18025_023MA,B18025_023EA,B18025_024MA,B18025_024EA,B18025_025EA,B18025_025MA,B18025_026EA,B18025_026MA,B18025_027MA,B18025_027EA,B18025_028MA,B18025_028EA,B18025_029MA,B18025_029EA,B18025_030MA,B18025_030EA,B18025_031EA,B18025_031MA,state
0400000US01,2951988,4297,137097,5617,59608,3752,12798,2123,2700,952,10098,1995,46810,3106,4696,894,42114,2945,77489,3860,14027,2166,1974,764,12053,1959,63462,3455,6215,1085,57247,3190,2814891,6877,1367834,5379,552038,4201,376959,6450,175079,6959,815796,4741,649153,6684,166643,5959,1447057,4969,568982,4577,327820,5883,241162,6523,878075,4628,567657,7169,310418,7575,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,452444,2307,12393,1455,4832,1023,1188,480,377,271,811,433,3644,867,894,411,2750,693,7561,1352,1253,499,317,248,936,439,6308,1223,1535,670,4773,1176,440051,2572,223654,2384,88991,2084,59090,3043,29901,2783,134663,1506,105704,2391,28959,2270,216397,2465,87986,2064,54055,2608,33931,2460,128411,1533,92575,2687,35836,2668,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3860234,5265,111745,5214,48520,3658,10044,2003,2132,647,7912,1901,38476,3426,6526,1321,31950,3246,63225,4011,10614,1619,1997,778,8617,1486,52611,3674,7654,1281,44957,3208,3748489,7842,1888434,6384,825462,5125,619692,8166,205770,7711,1062972,4119,869875,6643,193097,6488,1860055,5125,777296,4063,471184,8625,306112,9344,1082759,3810,719844,8521,362915,8196,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1777162,4762,83769,4739,39524,3241,9361,1668,2335,807,7026,1514,30163,2753,4505,795,25658,2535,44245,3293,8924,1446,967,399,7957,1358,35321,2954,3256,755,32065,2922,1693393,6750,832818,5644,337872,4642,239987,5038,97885,3768,494946,4643,390271,5775,104675,4485,860575,4505,343814,3400,207063,5006,136751,5194,516761,3897,350642,5336,166119,4761,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23637212,11405,653549,15474,293407,9431,74801,4427,13931,1723,60870,4232,218606,7406,38752,2882,179854,6741,360142,10528,69091,4817,15297,2681,53794,4439,291051,8880,43901,3314,247150,8210,22983663,18193,11553004,12221,4957340,10580,3448225,17189,1509115,17172,6595664,8009,5454060,17584,1141604,15787,11430659,13430,4747078,9486,2734587,18589,2012491,18584,6683581,9802,4440833,20953,2242748,20930,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3175932,4473,75419,5065,35979,3401,9838,1751,2821,1037,7017,1479,26141,2905,5404,1224,20737,2607,39440,3369,8381,1566,1842,666,6539,1311,31059,2881,5445,1023,25614,2648,3100513,6672,1566315,4879,642438,3946,488567,6100,153871,6089,923877,4293,786437,7256,137440,5904,1534198,4378,609026,3935,401287,6673,207739,6423,925172,3934,662634,6525,262538,6591,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2282855,3703,54094,3329,23578,1959,3585,895,1538,593,2047,650,19993,1862,4480,1027,15513,1637,30516,2962,5350,1323,1922,748,3428,965,25166,2492,4429,1144,20737,2267,2228761,4844,1093667,3447,401492,3100,282958,4577,118534,4473,692175,2809,593396,5626,98779,4867,1135094,3510,399367,2520,260525,5153,138842,5512,735727,3028,536409,5447,199318,5260,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,548272,1494,17222,2135,7923,1552,1967,995,841,600,1126,686,5956,1205,699,481,5257,1170,9299,1343,1824,631,489,303,1335,510,7475,1168,990,469,6485,1082,531050,2523,258006,2110,100841,1876,71271,2758,29570,2573,157165,1542,129387,2619,27778,2550,273044,1820,106398,1690,68871,2908,37527,2719,166646,1575,119256,2936,47390,2691,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,396111,4501,10131,1459,5255,1075,1334,633,80,132,1254,608,3921,912,448,339,3473,863,4876,928,529,285,131,161,398,270,4347,812,714,322,3633,813,385980,4866,178424,3787,80528,3405,53078,2942,27450,2482,97896,1377,76339,2058,21557,1988,207556,1843,98773,1468,63348,2435,35425,2875,108783,939,78540,2571,30243,2605,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11280359,9827,361444,10286,160715,6462,34502,3473,7529,1625,26973,3158,126213,5853,19022,1883,107191,5590,200729,7877,31222,3213,7429,1382,23793,2819,169507,7163,22505,2564,147002,7068,10918915,14233,5390096,11059,2087024,9661,1536462,13259,550562,11489,3303072,8257,2708048,12186,595024,10954,5528819,9669,2058366,7664,1290763,13186,767603,13324,3470453,7551,2374825,14312,1095628,13638,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6109836,7200,191968,7935,88494,5676,21308,2458,4899,1317,16409,2082,67186,4651,8865,1691,58321,4389,103474,5776,16568,2379,2838,910,13730,2140,86906,4798,10056,1640,76850,4198,5917868,9796,2891438,7629,1191523,7481,836778,9463,354745,10203,1699915,6453,1412471,9291,287444,8643,3026430,7988,1219732,6602,726471,9070,493261,10177,1806698,7671,1226852,10751,579846,8682,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,801975,3569,19051,2250,8675,1410,2309,825,531,299,1778,722,6366,1196,1165,480,5201,1105,10376,1777,1329,629,102,135,1227,633,9047,1649,1737,618,7310,1491,782924,4005,384534,2506,147161,2322,104561,2926,42600,2771,237373,1565,195441,3241,41932,2858,398390,2803,153010,2139,98558,3323,54452,2985,245380,1813,181339,3240,64041,3229,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,930511,2620,26365,2547,11261,1347,2952,675,561,361,2391,641,8309,1264,1424,502,6885,1206,15104,1876,4423,1120,600,351,3823,1009,10681,1517,1799,573,8882,1513,904146,3551,456990,3052,195869,2958,151028,3591,44841,3074,261121,2321,215246,3232,45875,3252,447156,2418,184685,2314,118596,3390,66089,3200,262471,2446,179497,3673,82974,3581,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8341109,6406,232243,6408,111852,4948,28430,2355,7804,1563,20626,2148,83422,4040,14717,1729,68705,3854,120391,4371,20468,2349,5837,1300,14631,1966,99923,3784,14294,1766,85629,3559,8108866,8002,4030251,7011,1680210,6174,1182922,9102,497288,8565,2350041,5518,1965429,10610,384612,9548,4078615,6088,1640982,5199,1027138,9488,613844,10760,2437633,4533,1713544,11113,724089,10715,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4087653,4336,136513,5871,56123,3849,14474,1832,3999,1106,10475,1481,41649,3358,7560,1321,34089,3085,80390,4334,15138,1972,3551,810,11587,1900,65252,3652,8920,1095,56332,3340,3951140,7473,1976031,5778,803639,5002,571524,6836,232115,6356,1172392,4280,973677,7001,198715,6478,1975109,6270,783823,4872,495420,8063,288403,7959,1191286,4390,857200,7948,334086,7405,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1896485,2715,49102,2703,22765,1955,6476,1172,2824,729,3652,820,16289,1539,4219,722,12070,1492,26337,2253,6250,1028,1955,650,4295,888,20087,1891,4123,779,15964,1661,1847383,4020,929912,3128,372646,2582,287057,4204,85589,4041,557266,2423,477163,3877,80103,3718,917471,2874,357016,2311,259347,4492,97669,4411,560455,2523,433197,4705,127258,4484,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
