GEO_ID,B25055_001E,B25055_001M,B25055_002E,B25055_002M,B25055_003E,B25055_003M,B25055_004E,B25055_004M,B25055_005E,B25055_005M,B25055_006E,B25055_006M,B25055_007E,B25055_007M,B25055_008E,B25055_008M,B25055_009E,B25055_009M,B25055_010E,B25055_010M,B25055_011E,B25055_011M,B25055_012E,B25055_012M,B25055_013E,B25055_013M,NAME,B25055_001MA,B25055_001EA,B25055_002MA,B25055_002EA,B25055_003MA,B25055_003EA,B25055_004EA,B25055_004MA,B25055_005EA,B25055_005MA,B25055_006MA,B25055_006EA,B25055_007MA,B25055_007EA,B25055_008EA,B25055_008MA,B25055_009EA,B25055_009MA,B25055_010EA,B25055_010MA,B25055_011EA,B25055_011MA,B25055_012MA,B25055_012EA,B25055_013EA,B25055_013MA,state
0400000US13,1018736,16529,843479,15514,4417,1336,839062,15265,90110,4225,664,450,89446,4236,45185,3700,720,496,44465,3672,39962,2815,6639,1163,33323,2575,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,158093,4565,120662,4069,396,309,120266,4060,18276,1752,86,111,18190,1758,10290,1402,249,334,10041,1390,8865,1264,948,399,7917,1250,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,144423,4338,118251,4380,421,345,117830,4343,12717,1716,221,364,12496,1641,6717,1227,39,67,6678,1231,6738,1113,1702,682,5036,805,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1358392,14021,1048790,11966,5181,1460,1043609,12257,134954,6373,1235,470,133719,6320,80909,4361,1430,502,79479,4356,93739,4171,19590,1963,74149,3916,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,637131,11866,500129,10824,2031,775,498098,10678,59545,3593,454,392,59091,3547,32370,2407,457,310,31913,2368,45087,2705,7885,1461,37202,2247,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,297870,6125,228626,6122,753,535,227873,6149,23461,1810,442,296,23019,1749,13821,1245,501,291,13320,1214,31962,2021,5067,1059,26895,1747,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,303076,6490,241393,5942,797,377,240596,5941,24387,2116,212,192,24175,2129,13833,1336,234,203,13599,1348,23463,1981,5921,938,17542,1920,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,430935,9190,332539,9077,1235,613,331304,9045,48222,3461,196,245,48026,3433,25203,2262,477,445,24726,2077,24971,2004,3306,744,21665,1902,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,423425,8449,334209,7740,963,554,333246,7757,44665,3049,296,270,44369,3015,23893,2196,365,348,23528,2171,20658,1951,3726,782,16932,1721,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,137171,5346,99697,4107,827,525,98870,4150,14034,1956,146,213,13888,1903,9505,1439,81,113,9424,1433,13935,1509,2121,811,11814,1371,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,607288,10074,463431,9054,1520,584,461911,8980,61365,3518,173,167,61192,3522,39228,2769,991,462,38237,2693,43264,2703,9948,1419,33316,2469,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,827602,11111,592022,9461,2660,908,589362,9462,91839,3883,849,405,90990,4002,61603,3412,1400,532,60203,3390,82138,3897,9726,1377,72412,3607,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,906145,12272,685765,11592,2764,933,683001,11512,90314,4172,810,404,89504,4078,51255,2752,650,308,50605,2709,78811,3350,14617,1579,64194,3253,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,460146,7974,347295,7665,1317,442,345978,7655,35512,2474,459,342,35053,2467,23972,2395,1138,453,22834,2329,53367,2457,11086,1336,42281,2312,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,260367,6607,209118,6131,852,572,208266,6188,25839,2286,109,133,25730,2306,13379,1832,220,213,13159,1769,12031,1718,1587,591,10444,1591,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,625442,11539,481860,10677,1058,528,480802,10679,57345,3654,126,120,57219,3662,34762,2690,744,414,34018,2623,51475,2999,7460,1313,44015,2964,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,98095,3920,72715,3076,311,323,72404,3158,11293,1807,152,202,11141,1844,4953,844,307,271,4646,747,9134,1196,3257,735,5877,1090,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,208060,5235,162260,4868,513,259,161747,4864,17943,1943,248,242,17695,1931,9356,1254,193,161,9163,1222,18501,1513,4654,779,13847,1378,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,345891,7843,264370,6925,565,360,263805,6956,43074,3130,145,170,42929,3153,20487,2037,113,131,20374,2032,17960,2022,1793,449,16167,1944,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,133142,4282,97756,4320,325,243,97431,4312,12491,1575,148,150,12343,1566,9722,1512,113,138,9609,1491,13173,1405,1237,413,11936,1392,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,988080,11685,717461,10425,2512,989,714949,10334,116271,4907,931,509,115340,4878,72376,3535,450,368,71926,3466,81972,3460,9322,1211,72650,3374,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,196520,5345,156906,5223,770,424,156136,5216,18443,1821,78,131,18365,1817,10154,1568,244,379,9910,1566,11017,1556,1941,631,9076,1413,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3026810,20320,2123423,17589,10432,1790,2112991,17530,387871,8444,2059,669,385812,8454,250975,7175,1774,500,249201,7305,264541,6488,12267,1597,252274,6054,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1008523,15069,813662,13855,2476,1003,811186,13837,99132,5075,1255,731,97877,4990,43590,3020,588,394,43002,2936,52139,3103,10813,1350,41326,3140,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,81137,2752,60628,2729,118,124,60510,2721,6686,1078,0,200,6686,1078,4336,783,46,75,4290,790,9487,1063,1162,420,8325,1034,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1275533,13918,974965,11304,2631,979,972334,11313,130536,4820,632,295,129904,4893,70451,3579,1263,674,69188,3542,99581,4341,17891,1651,81690,4139,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,393020,8225,314871,7904,1195,515,313676,7864,36742,2445,336,338,36406,2467,19167,1896,616,357,18551,1828,22240,1843,5456,1076,16784,1436,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,489062,9855,373105,8361,761,501,372344,8349,51355,3141,416,317,50939,3083,25935,2624,1381,613,24554,2597,38667,2345,15168,1756,23499,1985,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1278712,13986,916371,11896,3154,899,913217,11944,134307,5542,418,232,133889,5487,88055,3750,1474,582,86581,3691,139979,4377,23655,1834,116324,4376,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,145024,5139,104665,4439,227,215,104438,4433,15515,1702,0,281,15515,1702,10437,1348,59,98,10378,1359,14407,1612,1678,519,12729,1450,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,433099,9588,352467,8543,1367,697,351100,8608,40974,3389,240,274,40734,3395,21103,2258,48,90,21055,2249,18555,2108,3311,789,15244,1814,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,85381,3648,62253,3128,912,610,61341,3092,6302,1131,28,45,6274,1141,5492,909,44,63,5448,901,11334,1214,2255,674,9079,1190,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,650331,11968,512673,10623,1566,736,511107,10707,69204,3695,440,399,68764,3696,34260,2872,544,334,33716,2881,34194,2430,7470,1021,26724,2456,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2630712,23266,2197418,20323,9606,1714,2187812,20302,219653,7365,1300,691,218353,7442,103395,3930,2065,664,101330,3796,110246,4679,24787,2401,85459,4364,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,216344,5191,185005,5038,1560,701,183445,5054,15438,1666,224,318,15214,1543,7785,1283,470,488,7315,1189,8116,1290,2226,687,5890,1142,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,66074,3264,50864,2891,288,302,50576,2879,5937,971,0,205,5937,971,3765,750,46,75,3719,758,5508,804,450,221,5058,804,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,817221,14159,650299,13354,1272,523,649027,13282,79472,4548,295,246,79177,4553,41985,3102,878,569,41107,3125,45465,3108,11140,1571,34325,2769,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,815000,10559,630762,9631,2519,829,628243,9431,83573,4831,1122,572,82451,4846,43775,2893,1883,893,41892,2899,56890,2878,20075,1676,36815,2758,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,157508,5662,120591,4883,127,146,120464,4893,18204,1963,205,296,17999,1858,9706,1413,111,141,9595,1373,9007,1015,737,336,8270,932,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,625383,8898,474126,7698,1257,578,472869,7718,56196,3224,355,333,55841,3249,32227,2250,439,271,31788,2201,62834,2597,9259,1389,53575,2195,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,55638,2831,44465,2764,127,146,44338,2785,5438,1037,0,259,5438,1037,1805,570,0,259,1805,570,3930,775,859,471,3071,661,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,216469,6340,165681,5587,501,311,165180,5653,22995,2282,290,253,22705,2267,16176,1537,170,175,16006,1549,11617,1259,140,147,11477,1256,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
