S1301_C05_005E,S1301_C05_005M,S1301_C05_006E,S1301_C05_006M,S1301_C05_007E,S1301_C05_007M,S1301_C05_008E,S1301_C05_008M,S1301_C05_009E,S1301_C05_009M,S1301_C05_010E,S1301_C05_010M,S1301_C05_011E,S1301_C05_011M,S1301_C05_012E,S1301_C05_012M,S1301_C05_013E,S1301_C05_013M,S1301_C05_014E,S1301_C05_014M,S1301_C05_015E,S1301_C05_015M,S1301_C05_016E,S1301_C05_016M,S1301_C05_017E,S1301_C05_017M,S1301_C05_018E,S1301_C05_018M,S1301_C05_019E,S1301_C05_019M,S1301_C05_020E,S1301_C05_020M,S1301_C05_021E,S1301_C05_021M,S1301_C05_022E,S1301_C05_022M,S1301_C05_023E,S1301_C05_023M,S1301_C05_024E,S1301_C05_024M,S1301_C05_025E,S1301_C05_025M,S1301_C05_026E,S1301_C05_026M,S1301_C05_027E,S1301_C05_027M,S1301_C05_028E,S1301_C05_028M,S1301_C05_029E,S1301_C05_029M,S1301_C05_030E,S1301_C05_030M,S1301_C05_031E,S1301_C05_031M,S1301_C05_032E,S1301_C05_032M,GEO_ID,S1301_C01_001E,S1301_C01_001M,S1301_C01_002E,S1301_C01_002M,S1301_C01_003E,S1301_C01_003M,S1301_C01_004E,S1301_C01_004M,S1301_C01_005E,S1301_C01_005M,S1301_C01_006E,S1301_C01_006M,S1301_C01_007E,S1301_C01_007M,S1301_C01_008E,S1301_C01_008M,S1301_C01_009E,S1301_C01_009M,S1301_C01_010E,S1301_C01_010M,S1301_C01_011E,S1301_C01_011M,S1301_C01_012E,S1301_C01_012M,S1301_C01_013E,S1301_C01_013M,S1301_C01_014E,S1301_C01_014M,S1301_C01_015E,S1301_C01_015M,S1301_C01_016E,S1301_C01_016M,S1301_C01_017E,S1301_C01_017M,S1301_C01_018E,S1301_C01_018M,S1301_C01_019E,S1301_C01_019M,S1301_C01_020E,S1301_C01_020M,S1301_C01_021E,S1301_C01_021M,S1301_C01_022E,S1301_C01_022M,S1301_C01_023E,S1301_C01_023M,S1301_C01_024E,S1301_C01_024M,S1301_C01_025E,S1301_C01_025M,S1301_C01_026E,S1301_C01_026M,S1301_C01_027E,S1301_C01_027M,S1301_C01_028E,S1301_C01_028M,S1301_C01_029E,S1301_C01_029M,S1301_C01_030E,S1301_C01_030M,S1301_C01_031E,S1301_C01_031M,S1301_C01_032E,S1301_C01_032M,S1301_C02_001E,S1301_C02_001M,S1301_C02_002E,S1301_C02_002M,S1301_C02_003E,S1301_C02_003M,S1301_C02_004E,S1301_C02_004M,S1301_C02_005E,S1301_C02_005M,S1301_C02_006E,S1301_C02_006M,S1301_C02_007E,S1301_C02_007M,S1301_C02_008E,S1301_C02_008M,S1301_C02_009E,S1301_C02_009M,S1301_C02_010E,S1301_C02_010M,S1301_C02_011E,S1301_C02_011M,S1301_C02_012E,S1301_C02_012M,S1301_C02_013E,S1301_C02_013M,S1301_C02_014E,S1301_C02_014M,S1301_C02_015E,S1301_C02_015M,S1301_C02_016E,S1301_C02_016M,S1301_C02_017E,S1301_C02_017M,S1301_C02_018E,S1301_C02_018M,S1301_C02_019E,S1301_C02_019M,S1301_C02_020E,S1301_C02_020M,S1301_C02_021E,S1301_C02_021M,S1301_C02_022E,S1301_C02_022M,S1301_C02_023E,S1301_C02_023M,S1301_C02_024E,S1301_C02_024M,S1301_C02_025E,S1301_C02_025M,S1301_C02_026E,S1301_C02_026M,S1301_C02_027E,S1301_C02_027M,S1301_C02_028E,S1301_C02_028M,S1301_C02_029E,S1301_C02_029M,S1301_C02_030E,S1301_C02_030M,S1301_C02_031E,S1301_C02_031M,S1301_C02_032E,S1301_C02_032M,S1301_C03_001E,S1301_C03_001M,S1301_C03_002E,S1301_C03_002M,S1301_C03_003E,S1301_C03_003M,S1301_C03_004E,S1301_C03_004M,S1301_C03_005E,S1301_C03_005M,S1301_C03_006E,S1301_C03_006M,S1301_C03_007E,S1301_C03_007M,S1301_C03_008E,S1301_C03_008M,S1301_C03_009E,S1301_C03_009M,S1301_C03_010E,S1301_C03_010M,S1301_C03_011E,S1301_C03_011M,S1301_C03_012E,S1301_C03_012M,S1301_C03_013E,S1301_C03_013M,S1301_C03_014E,S1301_C03_014M,S1301_C03_015E,S1301_C03_015M,S1301_C03_016E,S1301_C03_016M,S1301_C03_017E,S1301_C03_017M,S1301_C03_018E,S1301_C03_018M,S1301_C03_019E,S1301_C03_019M,S1301_C03_020E,S1301_C03_020M,S1301_C03_021E,S1301_C03_021M,S1301_C03_022E,S1301_C03_022M,S1301_C03_023E,S1301_C03_023M,S1301_C03_024E,S1301_C03_024M,S1301_C03_025E,S1301_C03_025M,S1301_C03_026E,S1301_C03_026M,S1301_C03_027E,S1301_C03_027M,S1301_C03_028E,S1301_C03_028M,S1301_C03_029E,S1301_C03_029M,S1301_C03_030E,S1301_C03_030M,S1301_C03_031E,S1301_C03_031M,S1301_C03_032E,S1301_C03_032M,S1301_C04_001E,S1301_C04_001M,S1301_C04_002E,S1301_C04_002M,S1301_C04_003E,S1301_C04_003M,S1301_C04_004E,S1301_C04_004M,S1301_C04_005E,S1301_C04_005M,S1301_C04_006E,S1301_C04_006M,S1301_C04_007E,S1301_C04_007M,S1301_C04_008E,S1301_C04_008M,S1301_C04_009E,S1301_C04_009M,S1301_C04_010E,S1301_C04_010M,S1301_C04_011E,S1301_C04_011M,S1301_C04_012E,S1301_C04_012M,S1301_C04_013E,S1301_C04_013M,S1301_C04_014E,S1301_C04_014M,S1301_C04_015E,S1301_C04_015M,S1301_C04_016E,S1301_C04_016M,S1301_C04_017E,S1301_C04_017M,S1301_C04_018E,S1301_C04_018M,S1301_C04_019E,S1301_C04_019M,S1301_C04_020E,S1301_C04_020M,S1301_C04_021E,S1301_C04_021M,S1301_C04_022E,S1301_C04_022M,S1301_C04_023E,S1301_C04_023M,S1301_C04_024E,S1301_C04_024M,S1301_C04_025E,S1301_C04_025M,S1301_C04_026E,S1301_C04_026M,S1301_C04_027E,S1301_C04_027M,S1301_C04_028E,S1301_C04_028M,S1301_C04_029E,S1301_C04_029M,S1301_C04_030E,S1301_C04_030M,S1301_C04_031E,S1301_C04_031M,S1301_C04_032E,S1301_C04_032M,S1301_C05_001E,S1301_C05_001M,S1301_C05_002E,S1301_C05_002M,S1301_C05_003E,S1301_C05_003M,S1301_C05_004E,S1301_C05_004M,S1301_C05_005MA,S1301_C05_005EA,S1301_C05_006MA,S1301_C05_006EA,S1301_C05_007EA,S1301_C05_007MA,S1301_C05_008EA,S1301_C05_008MA,S1301_C05_009MA,S1301_C05_009EA,S1301_C05_010EA,S1301_C05_010MA,S1301_C05_011MA,S1301_C05_011EA,S1301_C05_012MA,S1301_C05_012EA,S1301_C05_013EA,S1301_C05_013MA,S1301_C05_014EA,S1301_C05_014MA,S1301_C05_015MA,S1301_C05_015EA,S1301_C05_016MA,S1301_C05_016EA,S1301_C05_017EA,S1301_C05_017MA,S1301_C05_018EA,S1301_C05_018MA,S1301_C05_019EA,S1301_C05_019MA,S1301_C05_020MA,S1301_C05_020EA,S1301_C05_021MA,S1301_C05_021EA,S1301_C05_022MA,S1301_C05_022EA,S1301_C05_023EA,S1301_C05_023MA,S1301_C05_024EA,S1301_C05_024MA,S1301_C05_025MA,S1301_C05_025EA,S1301_C05_026MA,S1301_C05_026EA,S1301_C05_027MA,S1301_C05_027EA,S1301_C05_028EA,S1301_C05_028MA,S1301_C05_029EA,S1301_C05_029MA,S1301_C05_030EA,S1301_C05_030MA,S1301_C05_031MA,S1301_C05_031EA,S1301_C05_032MA,S1301_C05_032EA,NAME,S1301_C01_001MA,S1301_C01_001EA,S1301_C01_002EA,S1301_C01_002MA,S1301_C01_003EA,S1301_C01_003MA,S1301_C01_004EA,S1301_C01_004MA,S1301_C01_005MA,S1301_C01_005EA,S1301_C01_006MA,S1301_C01_006EA,S1301_C01_007MA,S1301_C01_007EA,S1301_C01_008MA,S1301_C01_008EA,S1301_C01_009EA,S1301_C01_009MA,S1301_C01_010EA,S1301_C01_010MA,S1301_C01_011MA,S1301_C01_011EA,S1301_C01_012MA,S1301_C01_012EA,S1301_C01_013MA,S1301_C01_013EA,S1301_C01_014EA,S1301_C01_014MA,S1301_C01_015EA,S1301_C01_015MA,S1301_C01_016MA,S1301_C01_016EA,S1301_C01_017MA,S1301_C01_017EA,S1301_C01_018MA,S1301_C01_018EA,S1301_C01_019MA,S1301_C01_019EA,S1301_C01_020EA,S1301_C01_020MA,S1301_C01_021EA,S1301_C01_021MA,S1301_C01_022MA,S1301_C01_022EA,S1301_C01_023MA,S1301_C01_023EA,S1301_C01_024MA,S1301_C01_024EA,S1301_C01_025EA,S1301_C01_025MA,S1301_C01_026EA,S1301_C01_026MA,S1301_C01_027MA,S1301_C01_027EA,S1301_C01_028EA,S1301_C01_028MA,S1301_C01_029MA,S1301_C01_029EA,S1301_C01_030MA,S1301_C01_030EA,S1301_C01_031EA,S1301_C01_031MA,S1301_C01_032EA,S1301_C01_032MA,S1301_C02_001EA,S1301_C02_001MA,S1301_C02_002MA,S1301_C02_002EA,S1301_C02_003MA,S1301_C02_003EA,S1301_C02_004EA,S1301_C02_004MA,S1301_C02_005EA,S1301_C02_005MA,S1301_C02_006EA,S1301_C02_006MA,S1301_C02_007EA,S1301_C02_007MA,S1301_C02_008MA,S1301_C02_008EA,S1301_C02_009MA,S1301_C02_009EA,S1301_C02_010EA,S1301_C02_010MA,S1301_C02_011MA,S1301_C02_011EA,S1301_C02_012MA,S1301_C02_012EA,S1301_C02_013MA,S1301_C02_013EA,S1301_C02_014EA,S1301_C02_014MA,S1301_C02_015EA,S1301_C02_015MA,S1301_C02_016EA,S1301_C02_016MA,S1301_C02_017MA,S1301_C02_017EA,S1301_C02_018MA,S1301_C02_018EA,S1301_C02_019MA,S1301_C02_019EA,S1301_C02_020EA,S1301_C02_020MA,S1301_C02_021EA,S1301_C02_021MA,S1301_C02_022MA,S1301_C02_022EA,S1301_C02_023MA,S1301_C02_023EA,S1301_C02_024MA,S1301_C02_024EA,S1301_C02_025EA,S1301_C02_025MA,S1301_C02_026EA,S1301_C02_026MA,S1301_C02_027EA,S1301_C02_027MA,S1301_C02_028MA,S1301_C02_028EA,S1301_C02_029MA,S1301_C02_029EA,S1301_C02_030MA,S1301_C02_030EA,S1301_C02_031EA,S1301_C02_031MA,S1301_C02_032EA,S1301_C02_032MA,S1301_C03_001MA,S1301_C03_001EA,S1301_C03_002MA,S1301_C03_002EA,S1301_C03_003MA,S1301_C03_003EA,S1301_C03_004EA,S1301_C03_004MA,S1301_C03_005EA,S1301_C03_005MA,S1301_C03_006EA,S1301_C03_006MA,S1301_C03_007MA,S1301_C03_007EA,S1301_C03_008MA,S1301_C03_008EA,S1301_C03_009EA,S1301_C03_009MA,S1301_C03_010EA,S1301_C03_010MA,S1301_C03_011EA,S1301_C03_011MA,S1301_C03_012MA,S1301_C03_012EA,S1301_C03_013MA,S1301_C03_013EA,S1301_C03_014MA,S1301_C03_014EA,S1301_C03_015MA,S1301_C03_015EA,S1301_C03_016EA,S1301_C03_016MA,S1301_C03_017EA,S1301_C03_017MA,S1301_C03_018MA,S1301_C03_018EA,S1301_C03_019EA,S1301_C03_019MA,S1301_C03_020MA,S1301_C03_020EA,S1301_C03_021MA,S1301_C03_021EA,S1301_C03_022EA,S1301_C03_022MA,S1301_C03_023EA,S1301_C03_023MA,S1301_C03_024EA,S1301_C03_024MA,S1301_C03_025MA,S1301_C03_025EA,S1301_C03_026MA,S1301_C03_026EA,S1301_C03_027EA,S1301_C03_027MA,S1301_C03_028EA,S1301_C03_028MA,S1301_C03_029MA,S1301_C03_029EA,S1301_C03_030MA,S1301_C03_030EA,S1301_C03_031MA,S1301_C03_031EA,S1301_C03_032EA,S1301_C03_032MA,S1301_C04_001EA,S1301_C04_001MA,S1301_C04_002MA,S1301_C04_002EA,S1301_C04_003MA,S1301_C04_003EA,S1301_C04_004MA,S1301_C04_004EA,S1301_C04_005EA,S1301_C04_005MA,S1301_C04_006EA,S1301_C04_006MA,S1301_C04_007EA,S1301_C04_007MA,S1301_C04_008MA,S1301_C04_008EA,S1301_C04_009MA,S1301_C04_009EA,S1301_C04_010MA,S1301_C04_010EA,S1301_C04_011EA,S1301_C04_011MA,S1301_C04_012EA,S1301_C04_012MA,S1301_C04_013MA,S1301_C04_013EA,S1301_C04_014MA,S1301_C04_014EA,S1301_C04_015MA,S1301_C04_015EA,S1301_C04_016EA,S1301_C04_016MA,S1301_C04_017EA,S1301_C04_017MA,S1301_C04_018EA,S1301_C04_018MA,S1301_C04_019MA,S1301_C04_019EA,S1301_C04_020MA,S1301_C04_020EA,S1301_C04_021MA,S1301_C04_021EA,S1301_C04_022EA,S1301_C04_022MA,S1301_C04_023EA,S1301_C04_023MA,S1301_C04_024MA,S1301_C04_024EA,S1301_C04_025MA,S1301_C04_025EA,S1301_C04_026MA,S1301_C04_026EA,S1301_C04_027EA,S1301_C04_027MA,S1301_C04_028EA,S1301_C04_028MA,S1301_C04_029EA,S1301_C04_029MA,S1301_C04_030MA,S1301_C04_030EA,S1301_C04_031MA,S1301_C04_031EA,S1301_C04_032MA,S1301_C04_032EA,S1301_C05_001MA,S1301_C05_001EA,S1301_C05_002EA,S1301_C05_002MA,S1301_C05_003EA,S1301_C05_003MA,S1301_C05_004MA,S1301_C05_004EA,state
-999999999.0,-999999999.0,25.1,4.6,74.2,6.2,53.4,53.4,0.0,23.9,-999999999.0,-999999999.0,29.3,21.0,45.5,32.1,17.8,10.8,25.8,4.6,44.8,4.0,3.8,5.0,68.6,9.7,58.1,7.0,39.1,6.9,17.9,8.4,17.3,11.4,42.9,4.1,75.0,5.0,38.4,8.7,24.7,5.2,42.7,4.1,43.1,5.1,42.9,4.1,71.1,17.8,41.9,4.1,-888888888,-888888888,-888888888,-888888888,0400000US01,1145988,4391,168330,4478,482918,5501,494740,4226,-999999999,-999999999,733581,3698,347175,3685,6182,1508,18897,1628,-999999999,-999999999,17124,2127,22577,2874,49795,2168,703697,2784,1092234,4739,53754,3657,200175,6601,275067,8308,396578,7783,184595,5893,89573,4455,1115997,5284,225616,10331,226145,9252,664236,10033,1112003,4867,750014,8572,1145988,4391,18260,2044,1127728,4593,6.1,-888888888.0,8.1,-888888888.0,59028,3589,2181,841,46216,3118,10631,1909,-999999999,-999999999,35255,2552,21058,2790,264,248,594,298,-999999999,-999999999,994,531,863,561,2918,1022,33792,2495,56262,3478,2766,1090,8378,1859,16556,2229,18181,1983,11156,1852,4757,1123,58937,3599,17845,2676,12948,1956,28144,2624,58836,3624,37384,3250,59028,3589,1931,858,57097,3627,-888888888,-888888888,-888888888,-888888888,-888888888.0,-888888888.0,3.7,1.4,78.3,2.8,18.0,2.9,-999999999.0,-999999999.0,59.7,3.6,35.7,3.5,0.4,0.4,1.0,0.5,-999999999.0,-999999999.0,1.7,0.9,1.5,1.0,4.9,1.7,57.2,3.7,95.3,1.8,4.7,1.8,14.2,2.9,28.0,3.6,30.8,2.9,18.9,2.7,8.1,1.9,-888888888.0,-888888888.0,30.3,3.8,22.0,3.0,47.8,4.0,-888888888.0,-888888888.0,63.5,3.3,-888888888.0,-888888888.0,3.3,1.5,96.7,1.5,-888888888,-888888888,-888888888,-888888888,52,3,13,5,96,6,21,4,-999999999,-999999999,48,3,61,8,43,41,31,16,-999999999,-999999999,58,33,38,23,59,21,48,4,52,3,51,19,42,9,60,8,46,5,60,10,53,12,53,3,79,12,57,8,42,4,53,3,50,4,52,3,106,43,51,3,-888888888,-888888888,-888888888,-888888888,42.9,4.1,90.4,10.9,44.2,4.4,27.1,10.3,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),Alabama,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,(X),(X),null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,01
-999999999.0,-999999999.0,9.0,6.2,8.2,14.1,54.2,10.6,22.0,23.2,-999999999.0,-999999999.0,-999999999.0,-999999999.0,30.0,33.0,12.3,16.0,8.3,6.3,23.9,6.8,9.7,13.9,25.6,23.9,34.9,12.8,22.2,10.9,1.6,2.1,0.0,14.2,20.9,6.0,53.5,20.1,28.9,14.1,9.2,4.9,20.9,6.0,20.0,7.0,20.9,6.0,91.2,9.4,18.5,6.0,-888888888,-888888888,-888888888,-888888888,0400000US02,171451,2009,21654,1476,78570,1858,71227,1672,-999999999,-999999999,107596,1563,4679,909,26809,1624,13509,981,-999999999,-999999999,-999999999,-999999999,13748,2021,14195,935,99526,773,153565,2369,17886,1880,25270,2313,36489,2844,63502,3939,30515,3001,15675,1933,169450,2232,19592,2363,26667,2988,123191,3646,165820,2004,123693,2518,171451,2009,5547,1139,165904,2420,5.2,-888888888.0,6.8,-888888888.0,9961,1681,241,173,6947,1307,2773,886,-999999999,-999999999,5026,1235,766,595,1844,411,1485,724,-999999999,-999999999,-999999999,-999999999,812,588,1220,792,4301,1004,7844,1442,2117,875,868,538,2687,771,4027,1063,1746,696,633,274,9961,1681,1818,678,1854,595,6289,1508,9961,1681,4720,960,9961,1681,330,166,9631,1634,-888888888,-888888888,-888888888,-888888888,-888888888.0,-888888888.0,2.4,1.8,69.7,6.8,27.8,7.0,-999999999.0,-999999999.0,50.5,7.4,7.7,5.5,18.5,5.0,14.9,6.9,-999999999.0,-999999999.0,-999999999.0,-999999999.0,8.2,5.7,12.2,7.1,43.2,7.6,78.7,7.6,21.3,7.6,8.7,5.2,27.0,6.6,40.4,7.4,17.5,6.3,6.4,2.8,-888888888.0,-888888888.0,18.3,6.5,18.6,6.0,63.1,7.9,-888888888.0,-888888888.0,47.4,7.1,-888888888.0,-888888888.0,3.3,1.6,96.7,1.6,-888888888,-888888888,-888888888,-888888888,58,10,11,8,88,16,39,12,-999999999,-999999999,47,11,164,114,69,15,110,52,-999999999,-999999999,-999999999,-999999999,59,41,86,54,43,10,51,9,118,45,34,20,74,20,63,17,57,21,40,18,59,10,93,32,70,23,51,12,60,10,38,8,58,10,59,30,58,10,-888888888,-888888888,-888888888,-888888888,20.9,6.0,67.6,40.1,20.8,7.4,17.1,12.3,N,N,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),Alaska,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,(X),(X),null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,02
36.0,2.9,34.3,3.2,47.6,15.5,67.1,10.5,14.0,10.8,74.1,35.8,37.1,10.2,53.9,13.4,46.0,5.4,24.7,4.8,40.2,3.4,26.3,5.8,46.6,7.4,55.1,6.3,39.8,5.0,15.7,5.6,8.8,4.3,36.8,2.8,66.5,5.5,37.4,5.7,24.0,4.2,36.5,2.8,40.1,3.7,36.9,2.8,54.9,15.2,36.3,2.8,-888888888,-888888888,-888888888,-888888888,0400000US04,1604017,4106,233978,2608,685767,2790,684272,3673,1542088,5359,1185727,9918,76118,2913,84171,3262,69452,2019,4332,867,122288,7824,61929,4101,583998,2134,759944,3268,1324772,9223,279245,8767,315085,7698,346552,8552,540175,10775,273155,8079,129050,4894,1577711,4690,269722,9316,312001,10574,995988,11436,1556508,4365,1100772,10956,1604017,4106,20697,2456,1583320,4789,8.3,-888888888.0,11.1,-888888888.0,88721,4401,3505,1054,64963,3461,20253,2384,84421,4292,61714,3836,4077,941,4894,1041,5096,1112,282,246,8358,1520,4300,1175,35990,2981,35798,2857,67601,3910,21120,2004,12622,1758,21803,2708,28471,3231,17485,2484,8340,1253,88577,4390,20054,2614,21339,2534,47184,3487,88177,4432,53207,3543,88721,4401,2894,831,85827,4488,-888888888,-888888888,-888888888,-888888888,-888888888.0,-888888888.0,4.0,1.2,73.2,2.4,22.8,2.2,95.2,1.3,69.6,2.8,4.6,1.1,5.5,1.2,5.7,1.2,0.3,0.3,9.4,1.6,4.8,1.3,40.6,2.7,40.3,2.5,76.2,2.0,23.8,2.0,14.2,1.8,24.6,2.7,32.1,3.4,19.7,2.5,9.4,1.5,-888888888.0,-888888888.0,22.6,2.7,24.1,2.6,53.3,3.0,-888888888.0,-888888888.0,60.3,2.5,-888888888.0,-888888888.0,3.3,1.0,96.7,1.0,-888888888,-888888888,-888888888,-888888888,55,3,15,5,95,5,30,3,55,3,52,3,54,12,58,12,73,16,65,56,68,12,69,18,62,5,47,4,51,3,76,7,40,5,63,8,53,6,64,9,65,9,56,3,74,9,68,8,47,3,57,3,48,3,55,3,140,38,54,3,-888888888,-888888888,-888888888,-888888888,36.9,2.8,90.8,8.8,37.9,3.5,24.3,5.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,(X),(X),null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,04
38.1,4.6,29.8,4.9,70.7,11.4,63.7,29.4,0.0,12.5,12.8,25.7,35.7,19.1,45.7,21.1,36.0,14.4,29.5,5.1,41.0,4.9,15.7,9.4,76.6,10.3,43.2,8.4,42.4,8.2,14.2,9.3,4.6,6.3,38.1,4.5,70.4,6.6,30.6,9.9,20.2,6.0,38.1,4.5,38.6,5.6,38.4,4.5,65.1,18.3,36.8,4.5,-888888888,-888888888,-888888888,-888888888,0400000US05,686960,3783,101114,3675,285646,4100,300200,3647,670957,3640,506127,3829,117895,2395,5999,1067,13482,1197,2313,799,25141,2632,16003,2047,58406,1776,474799,2362,638271,3892,48689,2628,118882,4719,177879,6508,232113,6905,104952,5057,53134,3366,667719,4111,128165,5735,156918,6928,382636,8894,666950,3975,466987,7863,686960,3783,10910,1970,676050,4105,4.4,-888888888.0,6.7,-888888888.0,41016,3623,2303,964,32040,3105,6673,1391,39770,3531,26874,2656,8289,1892,738,384,1247,543,391,332,2231,974,1246,606,4567,1288,24428,2438,36737,3288,4279,1291,4723,1412,12746,2211,13053,2169,6374,1353,4120,1321,40689,3582,12450,2136,10074,1783,18165,2321,40856,3689,24826,2717,41016,3623,2343,1012,38673,3573,-888888888,-888888888,-888888888,-888888888,-888888888.0,-888888888.0,5.6,2.3,78.1,3.3,16.3,2.9,97.0,1.4,65.5,4.3,20.2,4.0,1.8,1.0,3.0,1.3,1.0,0.8,5.4,2.3,3.0,1.4,11.1,2.8,59.6,4.4,89.6,2.9,10.4,2.9,11.5,3.3,31.1,4.5,31.8,4.3,15.5,3.1,10.0,3.2,-888888888.0,-888888888.0,30.6,4.1,24.8,4.1,44.6,4.2,-888888888.0,-888888888.0,60.8,4.8,-888888888.0,-888888888.0,5.7,2.4,94.3,2.4,-888888888,-888888888,-888888888,-888888888,60,5,23,9,112,11,22,5,59,5,53,5,70,16,123,64,92,40,169,154,89,38,78,37,78,22,51,5,58,5,88,26,40,11,72,12,56,9,61,13,78,23,61,5,97,16,64,11,47,6,61,5,53,6,60,5,215,81,57,5,-888888888,-888888888,-888888888,-888888888,38.4,4.5,93.9,7.4,37.5,4.9,23.2,11.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,(X),(X),null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,05
