GEO_ID,S2419_C01_001E,S2419_C01_001M,S2419_C01_002E,S2419_C01_002M,S2419_C01_003E,S2419_C01_003M,S2419_C01_004E,S2419_C01_004M,S2419_C01_005E,S2419_C01_005M,S2419_C01_006E,S2419_C01_006M,S2419_C01_007E,S2419_C01_007M,S2419_C01_008E,S2419_C01_008M,S2419_C01_009E,S2419_C01_009M,S2419_C02_001E,S2419_C02_001M,S2419_C02_002E,S2419_C02_002M,S2419_C02_003E,S2419_C02_003M,S2419_C02_004E,S2419_C02_004M,S2419_C02_005E,S2419_C02_005M,S2419_C02_006E,S2419_C02_006M,S2419_C02_007E,S2419_C02_007M,S2419_C02_008E,S2419_C02_008M,S2419_C02_009E,S2419_C02_009M,S2419_C03_001E,S2419_C03_001M,S2419_C03_002E,S2419_C03_002M,S2419_C03_003E,S2419_C03_003M,S2419_C03_004E,S2419_C03_004M,S2419_C03_005E,S2419_C03_005M,S2419_C03_006E,S2419_C03_006M,S2419_C03_007E,S2419_C03_007M,S2419_C03_008E,S2419_C03_008M,S2419_C03_009E,S2419_C03_009M,S2419_C04_001E,S2419_C04_001M,S2419_C04_002E,S2419_C04_002M,S2419_C04_003E,S2419_C04_003M,S2419_C04_004E,S2419_C04_004M,S2419_C04_005E,S2419_C04_005M,S2419_C04_006E,S2419_C04_006M,S2419_C04_007E,S2419_C04_007M,S2419_C04_008E,S2419_C04_008M,S2419_C04_009E,S2419_C04_009M,NAME,S2419_C01_001MA,S2419_C01_001EA,S2419_C01_002MA,S2419_C01_002EA,S2419_C01_003EA,S2419_C01_003MA,S2419_C01_004EA,S2419_C01_004MA,S2419_C01_005MA,S2419_C01_005EA,S2419_C01_006MA,S2419_C01_006EA,S2419_C01_007MA,S2419_C01_007EA,S2419_C01_008MA,S2419_C01_008EA,S2419_C01_009EA,S2419_C01_009MA,S2419_C02_001MA,S2419_C02_001EA,S2419_C02_002MA,S2419_C02_002EA,S2419_C02_003MA,S2419_C02_003EA,S2419_C02_004MA,S2419_C02_004EA,S2419_C02_005EA,S2419_C02_005MA,S2419_C02_006MA,S2419_C02_006EA,S2419_C02_007MA,S2419_C02_007EA,S2419_C02_008MA,S2419_C02_008EA,S2419_C02_009MA,S2419_C02_009EA,S2419_C03_001MA,S2419_C03_001EA,S2419_C03_002EA,S2419_C03_002MA,S2419_C03_003EA,S2419_C03_003MA,S2419_C03_004MA,S2419_C03_004EA,S2419_C03_005MA,S2419_C03_005EA,S2419_C03_006EA,S2419_C03_006MA,S2419_C03_007EA,S2419_C03_007MA,S2419_C03_008EA,S2419_C03_008MA,S2419_C03_009EA,S2419_C03_009MA,S2419_C04_001MA,S2419_C04_001EA,S2419_C04_002MA,S2419_C04_002EA,S2419_C04_003MA,S2419_C04_003EA,S2419_C04_004EA,S2419_C04_004MA,S2419_C04_005EA,S2419_C04_005MA,S2419_C04_006MA,S2419_C04_006EA,S2419_C04_007MA,S2419_C04_007EA,S2419_C04_008MA,S2419_C04_008EA,S2419_C04_009EA,S2419_C04_009MA,state
0400000US01,41407,323,40209,429,39252,946,61424,3186,41811,1224,42307,1383,47108,1321,70592,2856,35505,3159,48407,1088,46916,986,45687,945,70452,4399,52016,2596,45584,1281,51673,1515,76267,4568,40797,2243,35425,444,32096,392,31987,388,41647,3863,37913,2560,40228,1561,44499,1898,61163,4318,24108,3311,73.2,1.7,68.4,1.4,70.0,1.4,59.1,6.8,72.9,6.1,88.3,3.9,86.1,4.3,80.2,7.0,59.1,8.0,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,53433,2576,50017,1803,49124,2288,65609,6541,52482,4485,63883,4397,62529,4253,66078,4222,41847,8740,60952,1838,56929,4175,55805,4477,66641,4631,65225,9934,68726,3267,65715,2788,69294,5501,41917,8718,47990,2180,40430,2143,40239,2266,55976,16620,50534,2743,59969,5673,58615,6057,62003,3382,41575,23375,78.7,3.7,71.0,5.6,72.1,6.2,84.0,24.8,77.5,11.4,87.3,9.4,89.2,9.9,89.5,9.1,99.2,61.0,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,42461,409,42111,346,41719,356,60474,5624,46355,1676,43668,1964,42669,1301,61192,1504,35988,1215,46888,562,46475,613,45765,643,63959,6113,49330,2947,50272,1641,48110,3298,63956,5833,36669,1726,39879,559,37909,840,37468,664,51272,1354,45011,2139,40736,1075,40748,917,56405,7210,34341,4108,85.1,1.6,81.6,1.9,81.9,1.6,80.2,7.7,91.2,6.4,81.0,3.3,84.7,6.4,88.2,13.5,93.7,12.2,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,39192,815,37396,623,37052,463,51727,2575,45366,2385,36966,918,42030,1324,58756,4544,31813,2665,43444,1481,42293,641,41853,581,61138,9456,53271,5984,40614,3065,46934,3345,60961,5287,36334,3319,34260,873,31607,583,31602,602,31763,8154,39840,3069,35780,1467,39934,1684,56195,5647,22343,5497,78.9,3.6,74.7,1.9,75.5,1.8,52.0,16.3,74.8,9.4,88.1,8.0,85.1,6.3,92.2,13.4,61.5,14.7,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,50943,125,48529,402,47292,203,73168,3275,56783,761,62571,1323,64529,1786,66109,996,38516,2081,53115,562,51517,158,50873,161,80530,882,60862,933,71367,834,72116,1278,68344,2749,40890,591,46892,258,42445,260,42231,187,59991,5410,55352,1066,57116,990,59434,2382,61594,1266,33308,2609,88.3,1.0,82.4,0.5,83.0,0.4,74.5,6.8,90.9,2.4,80.0,1.7,82.4,3.6,90.1,3.9,81.5,6.3,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,50670,264,50115,393,48884,824,65046,3584,51358,1020,51617,640,51759,1183,69927,3386,40762,1098,55322,730,53933,1376,52341,564,69672,3884,57306,2211,59280,3391,56436,2547,72795,4425,43719,3304,44874,814,41905,363,41724,386,51303,2878,49361,1521,48533,2153,48079,2200,63459,4487,31282,3411,81.1,1.8,77.7,2.1,79.7,1.2,73.6,5.8,86.1,3.4,81.9,6.3,85.2,4.8,87.2,7.8,71.6,9.0,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,58880,1427,56853,811,56187,827,75574,5122,60220,1668,63416,3196,71999,3914,64809,3214,46625,4280,63682,2008,63044,2342,62132,711,81557,4992,69503,5382,68557,4787,75104,6238,65591,3401,50319,1721,52148,688,49567,1470,49146,1584,61498,2736,56019,2010,61138,1360,70425,5934,62150,4674,37984,5044,81.9,3.0,78.6,3.8,79.1,2.7,75.4,6.3,80.6,7.4,89.2,6.4,93.8,11.0,94.8,8.5,75.5,9.4,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,50914,763,50119,1383,49747,1592,60180,4219,59209,5461,54158,8023,50910,2067,66683,8978,40540,3458,54952,2560,53775,3493,52525,3013,61203,4201,64516,5828,62059,7257,51097,4509,67272,10183,40741,9710,47022,1665,44998,3330,45248,3124,40608,6202,55910,8926,46884,3769,50831,2321,61888,20637,40434,10019,85.6,5.3,83.7,8.1,86.1,7.9,66.3,11.7,86.7,16.1,75.5,11.1,99.5,9.2,92.0,33.3,99.2,32.0,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,70725,855,64558,3030,62827,3055,102268,23427,68725,3649,65541,4567,67240,8218,99993,3410,65740,9814,75124,3931,70240,5369,67039,5125,120797,28437,71572,3270,57244,14624,77425,19546,101800,3598,70362,10059,66646,1257,60620,3784,60457,4375,71731,42656,65874,4544,68775,5675,61880,5982,97041,7284,52140,6483,88.7,5.3,86.3,9.3,90.2,10.5,59.4,38.2,92.0,7.7,120.1,29.1,79.9,17.8,95.3,7.9,74.1,14.8,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,40450,145,39133,485,38050,491,51002,598,45857,861,44230,962,42887,1323,61924,1260,30398,580,42289,210,41612,252,41052,268,52458,1935,50234,1422,50834,716,47542,1744,66361,1990,31576,746,36811,251,35269,310,35065,401,41433,1305,42448,1464,41269,389,41175,774,55431,2257,25695,1593,87.0,0.7,84.8,0.9,85.4,1.1,79.0,3.8,84.5,3.9,81.2,1.3,86.6,3.4,83.5,4.3,81.4,5.8,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
