GEO_ID,S2406_C01_001E,S2406_C01_001M,S2406_C01_002E,S2406_C01_002M,S2406_C01_003E,S2406_C01_003M,S2406_C01_004E,S2406_C01_004M,S2406_C01_005E,S2406_C01_005M,S2406_C01_006E,S2406_C01_006M,S2406_C01_007E,S2406_C01_007M,S2406_C02_001E,S2406_C02_001M,S2406_C02_002E,S2406_C02_002M,S2406_C02_003E,S2406_C02_003M,S2406_C02_004E,S2406_C02_004M,S2406_C02_005E,S2406_C02_005M,S2406_C02_006E,S2406_C02_006M,S2406_C02_007E,S2406_C02_007M,S2406_C03_001E,S2406_C03_001M,S2406_C03_002E,S2406_C03_002M,S2406_C03_003E,S2406_C03_003M,S2406_C03_004E,S2406_C03_004M,S2406_C03_005E,S2406_C03_005M,S2406_C03_006E,S2406_C03_006M,S2406_C03_007E,S2406_C03_007M,S2406_C04_001E,S2406_C04_001M,S2406_C04_002E,S2406_C04_002M,S2406_C04_003E,S2406_C04_003M,S2406_C04_004E,S2406_C04_004M,S2406_C04_005E,S2406_C04_005M,S2406_C04_006E,S2406_C04_006M,S2406_C04_007E,S2406_C04_007M,S2406_C05_001E,S2406_C05_001M,S2406_C05_002E,S2406_C05_002M,S2406_C05_003E,S2406_C05_003M,S2406_C05_004E,S2406_C05_004M,S2406_C05_005E,S2406_C05_005M,S2406_C05_006E,S2406_C05_006M,S2406_C05_007E,S2406_C05_007M,S2406_C06_001E,S2406_C06_001M,S2406_C06_002E,S2406_C06_002M,S2406_C06_003E,S2406_C06_003M,S2406_C06_004E,S2406_C06_004M,S2406_C06_005E,S2406_C06_005M,S2406_C06_006E,S2406_C06_006M,S2406_C06_007E,S2406_C06_007M,NAME,S2406_C01_001MA,S2406_C01_001EA,S2406_C01_002EA,S2406_C01_002MA,S2406_C01_003MA,S2406_C01_003EA,S2406_C01_004MA,S2406_C01_004EA,S2406_C01_005MA,S2406_C01_005EA,S2406_C01_006MA,S2406_C01_006EA,S2406_C01_007EA,S2406_C01_007MA,S2406_C02_001MA,S2406_C02_001EA,S2406_C02_002MA,S2406_C02_002EA,S2406_C02_003MA,S2406_C02_003EA,S2406_C02_004MA,S2406_C02_004EA,S2406_C02_005EA,S2406_C02_005MA,S2406_C02_006EA,S2406_C02_006MA,S2406_C02_007MA,S2406_C02_007EA,S2406_C03_001MA,S2406_C03_001EA,S2406_C03_002MA,S2406_C03_002EA,S2406_C03_003EA,S2406_C03_003MA,S2406_C03_004EA,S2406_C03_004MA,S2406_C03_005MA,S2406_C03_005EA,S2406_C03_006MA,S2406_C03_006EA,S2406_C03_007MA,S2406_C03_007EA,S2406_C04_001MA,S2406_C04_001EA,S2406_C04_002EA,S2406_C04_002MA,S2406_C04_003EA,S2406_C04_003MA,S2406_C04_004MA,S2406_C04_004EA,S2406_C04_005MA,S2406_C04_005EA,S2406_C04_006MA,S2406_C04_006EA,S2406_C04_007EA,S2406_C04_007MA,S2406_C05_001EA,S2406_C05_001MA,S2406_C05_002MA,S2406_C05_002EA,S2406_C05_003MA,S2406_C05_003EA,S2406_C05_004MA,S2406_C05_004EA,S2406_C05_005MA,S2406_C05_005EA,S2406_C05_006EA,S2406_C05_006MA,S2406_C05_007EA,S2406_C05_007MA,S2406_C06_001MA,S2406_C06_001EA,S2406_C06_002MA,S2406_C06_002EA,S2406_C06_003MA,S2406_C06_003EA,S2406_C06_004EA,S2406_C06_004MA,S2406_C06_005EA,S2406_C06_005MA,S2406_C06_006MA,S2406_C06_006EA,S2406_C06_007MA,S2406_C06_007EA,state
0400000US01,2065885,17766,718943,13801,345383,9694,481396,10746,193792,6582,326371,11813,12.5,-888888888.0,70.0,0.6,55.4,1.2,68.3,1.6,78.6,0.8,75.5,1.8,88.1,1.2,-888888888,-888888888,3.3,0.2,4.3,0.4,2.3,0.5,3.5,0.5,3.8,0.8,1.3,0.4,-888888888,-888888888,6.7,0.3,12.5,0.6,5.4,0.8,4.5,0.5,1.5,0.5,1.8,0.4,-888888888,-888888888,14.6,0.4,23.1,0.9,15.5,1.1,9.9,0.6,7.8,1.1,6.1,0.7,-888888888,-888888888,5.4,0.3,4.7,0.5,8.6,0.8,3.4,0.5,11.4,1.4,2.7,0.5,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),01
0400000US02,344982,5496,128922,5582,59915,3879,80166,4243,38802,3295,37177,3324,10.0,-888888888.0,56.0,1.3,36.8,2.4,58.0,3.4,67.1,2.7,68.6,2.8,81.9,3.1,-888888888,-888888888,3.1,0.5,4.2,0.9,0.9,0.5,2.7,0.8,5.1,1.7,1.8,0.9,-888888888,-888888888,9.5,0.8,15.7,1.7,9.2,2.0,5.9,1.2,3.5,1.5,3.0,1.8,-888888888,-888888888,25.0,1.1,36.6,1.9,24.3,3.1,20.3,2.4,11.4,2.3,9.9,2.3,-888888888,-888888888,6.4,0.6,6.7,1.2,7.6,1.7,3.9,1.0,11.4,2.4,3.4,1.1,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),02
0400000US04,3125954,17075,1129565,17792,601147,11652,815061,15892,279197,11141,300984,10920,15.9,-888888888.0,70.6,0.5,59.8,0.9,68.2,1.1,80.4,0.8,75.5,1.6,84.9,1.1,-888888888,-888888888,3.8,0.2,5.4,0.3,1.9,0.3,3.5,0.4,4.5,0.8,2.2,0.4,-888888888,-888888888,6.3,0.3,11.0,0.5,5.3,0.6,3.7,0.4,1.5,0.6,2.6,0.5,-888888888,-888888888,13.2,0.4,19.2,0.8,15.5,0.9,8.2,0.5,6.5,0.8,5.3,0.7,-888888888,-888888888,6.1,0.2,4.6,0.3,9.1,0.7,4.3,0.4,12.0,1.1,5.1,0.6,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),04
0400000US05,1296881,12974,440727,10322,220112,8277,296139,9367,130184,5858,209719,7154,11.1,-888888888.0,68.1,0.6,52.0,1.2,64.2,1.8,77.9,1.3,72.9,2.1,89.1,1.0,-888888888,-888888888,3.3,0.3,4.1,0.5,2.3,0.7,4.0,0.7,4.2,1.0,1.1,0.3,-888888888,-888888888,7.3,0.5,13.7,1.0,6.7,1.0,4.9,0.7,1.5,0.7,1.7,0.4,-888888888,-888888888,15.1,0.5,24.6,1.1,16.5,1.2,10.0,0.9,6.7,1.0,5.7,0.8,-888888888,-888888888,6.2,0.3,5.4,0.5,10.2,1.1,3.2,0.6,14.6,1.7,2.4,0.5,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),05
0400000US06,18757501,47615,7267883,43002,3492353,32915,4220459,34139,1704929,21558,2071877,24910,14.6,-888888888.0,68.5,0.2,57.8,0.3,65.7,0.5,77.0,0.4,77.7,0.6,85.8,0.5,-888888888,-888888888,3.6,0.1,5.1,0.1,2.2,0.1,3.5,0.2,3.0,0.2,2.0,0.2,-888888888,-888888888,6.3,0.1,10.9,0.2,4.1,0.2,4.5,0.2,1.3,0.1,1.9,0.1,-888888888,-888888888,13.4,0.2,18.7,0.3,16.6,0.4,9.2,0.3,5.1,0.3,4.4,0.3,-888888888,-888888888,8.2,0.1,7.6,0.2,11.4,0.3,5.7,0.2,12.9,0.5,5.9,0.3,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),06
0400000US08,2899926,17053,1216391,14744,492327,12265,649479,13849,273143,8332,268586,10109,14.0,-888888888.0,67.5,0.4,56.3,0.7,70.1,1.3,76.3,0.9,75.0,1.5,84.5,1.2,-888888888,-888888888,5.3,0.2,7.0,0.3,2.5,0.4,4.8,0.4,6.6,1.0,2.8,0.5,-888888888,-888888888,7.6,0.2,12.3,0.5,5.4,0.6,5.2,0.4,2.0,0.5,2.1,0.4,-888888888,-888888888,13.3,0.3,18.5,0.6,14.0,0.8,9.4,0.6,6.1,0.7,6.0,0.9,-888888888,-888888888,6.2,0.2,6.0,0.4,8.0,0.8,4.4,0.4,10.3,1.0,4.7,0.7,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),08
0400000US09,1805023,15003,787111,13579,327199,12201,393387,10576,132982,6848,164344,7326,11.4,-888888888.0,67.4,0.7,57.8,1.1,67.2,1.5,78.7,1.0,68.2,2.3,86.5,1.6,-888888888,-888888888,3.6,0.2,4.5,0.3,2.7,0.5,2.5,0.4,4.9,0.8,2.4,0.6,-888888888,-888888888,9.7,0.4,14.8,0.7,7.8,1.0,6.2,0.7,1.8,0.6,3.1,0.8,-888888888,-888888888,12.5,0.5,17.0,0.8,13.3,1.0,8.4,0.8,6.8,1.1,4.0,0.8,-888888888,-888888888,6.8,0.4,5.9,0.5,9.0,0.9,4.2,0.6,18.3,2.0,4.0,1.0,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),09
0400000US10,436376,6831,177418,6347,69096,4671,102606,5429,36868,3341,50388,3685,11.3,-888888888.0,69.4,1.2,58.8,2.0,69.9,3.1,76.7,2.2,78.1,3.4,84.6,3.3,-888888888,-888888888,4.1,0.6,4.8,0.7,2.4,0.8,3.8,1.2,7.7,2.1,1.9,1.5,-888888888,-888888888,8.3,0.6,13.1,1.3,8.3,1.8,5.2,1.1,0.7,0.7,2.8,1.2,-888888888,-888888888,13.7,0.9,19.4,1.7,13.5,2.6,10.5,1.6,5.6,1.7,6.5,2.3,-888888888,-888888888,4.6,0.5,3.8,0.8,5.9,1.2,3.8,0.9,7.9,2.1,4.2,1.8,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),10
0400000US11,378780,6053,239891,5944,54442,3931,60355,4052,10127,2231,13965,2251,19.1,-888888888.0,47.1,1.4,37.9,1.7,66.4,3.7,59.1,2.9,61.3,11.4,68.7,6.0,-888888888,-888888888,3.0,0.4,3.2,0.5,3.1,1.2,2.3,1.1,0.7,0.9,4.0,2.2,-888888888,-888888888,20.2,1.3,24.9,1.6,11.3,3.2,15.6,2.5,3.0,3.6,6.3,3.5,-888888888,-888888888,25.0,1.1,29.4,1.5,14.3,2.6,20.6,2.1,19.8,9.5,12.4,4.4,-888888888,-888888888,4.7,0.6,4.6,0.8,4.9,1.7,2.5,1.1,15.2,7.5,8.6,3.9,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),11
0400000US12,9488742,34438,3344713,31148,1903911,30524,2457048,26843,893173,18420,889897,18141,15.6,-888888888.0,70.6,0.3,58.9,0.5,71.9,0.7,80.1,0.5,74.3,1.0,82.2,0.7,-888888888,-888888888,5.8,0.1,7.7,0.3,3.4,0.3,5.1,0.3,8.2,0.6,3.8,0.4,-888888888,-888888888,6.1,0.2,11.3,0.3,3.9,0.3,3.9,0.2,1.6,0.3,2.2,0.3,-888888888,-888888888,11.3,0.2,17.3,0.4,11.5,0.5,7.2,0.3,5.1,0.4,6.1,0.5,-888888888,-888888888,6.1,0.2,4.8,0.2,9.3,0.4,3.8,0.2,10.8,0.7,5.7,0.5,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),12
