GEO_ID,S2408_C01_001E,S2408_C01_001M,S2408_C01_002E,S2408_C01_002M,S2408_C01_003E,S2408_C01_003M,S2408_C01_004E,S2408_C01_004M,S2408_C01_005E,S2408_C01_005M,S2408_C01_006E,S2408_C01_006M,S2408_C01_007E,S2408_C01_007M,S2408_C01_008E,S2408_C01_008M,S2408_C01_009E,S2408_C01_009M,S2408_C02_001E,S2408_C02_001M,S2408_C02_002E,S2408_C02_002M,S2408_C02_003E,S2408_C02_003M,S2408_C02_004E,S2408_C02_004M,S2408_C02_005E,S2408_C02_005M,S2408_C02_006E,S2408_C02_006M,S2408_C02_007E,S2408_C02_007M,S2408_C02_008E,S2408_C02_008M,S2408_C02_009E,S2408_C02_009M,S2408_C03_001E,S2408_C03_001M,S2408_C03_002E,S2408_C03_002M,S2408_C03_003E,S2408_C03_003M,S2408_C03_004E,S2408_C03_004M,S2408_C03_005E,S2408_C03_005M,S2408_C03_006E,S2408_C03_006M,S2408_C03_007E,S2408_C03_007M,S2408_C03_008E,S2408_C03_008M,S2408_C03_009E,S2408_C03_009M,S2408_C04_001E,S2408_C04_001M,S2408_C04_002E,S2408_C04_002M,S2408_C04_003E,S2408_C04_003M,S2408_C04_004E,S2408_C04_004M,S2408_C04_005E,S2408_C04_005M,S2408_C04_006E,S2408_C04_006M,S2408_C04_007E,S2408_C04_007M,S2408_C04_008E,S2408_C04_008M,S2408_C04_009E,S2408_C04_009M,S2408_C05_001E,S2408_C05_001M,S2408_C05_002E,S2408_C05_002M,S2408_C05_003E,S2408_C05_003M,S2408_C05_004E,S2408_C05_004M,S2408_C05_005E,S2408_C05_005M,S2408_C05_006E,S2408_C05_006M,S2408_C05_007E,S2408_C05_007M,S2408_C05_008E,S2408_C05_008M,S2408_C05_009E,S2408_C05_009M,NAME,S2408_C01_001EA,S2408_C01_001MA,S2408_C01_002EA,S2408_C01_002MA,S2408_C01_003MA,S2408_C01_003EA,S2408_C01_004MA,S2408_C01_004EA,S2408_C01_005MA,S2408_C01_005EA,S2408_C01_006EA,S2408_C01_006MA,S2408_C01_007EA,S2408_C01_007MA,S2408_C01_008MA,S2408_C01_008EA,S2408_C01_009MA,S2408_C01_009EA,S2408_C02_001MA,S2408_C02_001EA,S2408_C02_002MA,S2408_C02_002EA,S2408_C02_003EA,S2408_C02_003MA,S2408_C02_004EA,S2408_C02_004MA,S2408_C02_005MA,S2408_C02_005EA,S2408_C02_006MA,S2408_C02_006EA,S2408_C02_007MA,S2408_C02_007EA,S2408_C02_008EA,S2408_C02_008MA,S2408_C02_009EA,S2408_C02_009MA,S2408_C03_001EA,S2408_C03_001MA,S2408_C03_002MA,S2408_C03_002EA,S2408_C03_003MA,S2408_C03_003EA,S2408_C03_004MA,S2408_C03_004EA,S2408_C03_005EA,S2408_C03_005MA,S2408_C03_006EA,S2408_C03_006MA,S2408_C03_007MA,S2408_C03_007EA,S2408_C03_008MA,S2408_C03_008EA,S2408_C03_009MA,S2408_C03_009EA,S2408_C04_001EA,S2408_C04_001MA,S2408_C04_002EA,S2408_C04_002MA,S2408_C04_003MA,S2408_C04_003EA,S2408_C04_004MA,S2408_C04_004EA,S2408_C04_005MA,S2408_C04_005EA,S2408_C04_006MA,S2408_C04_006EA,S2408_C04_007EA,S2408_C04_007MA,S2408_C04_008EA,S2408_C04_008MA,S2408_C04_009MA,S2408_C04_009EA,S2408_C05_001MA,S2408_C05_001EA,S2408_C05_002MA,S2408_C05_002EA,S2408_C05_003EA,S2408_C05_003MA,S2408_C05_004EA,S2408_C05_004MA,S2408_C05_005MA,S2408_C05_005EA,S2408_C05_006MA,S2408_C05_006EA,S2408_C05_007MA,S2408_C05_007EA,S2408_C05_008MA,S2408_C05_008EA,S2408_C05_009EA,S2408_C05_009MA,state
0400000US01,2065885,17766,1514055,16661,1446391,16295,67664,4153,138907,6655,129133,6338,109840,5762,63097,4114,110853,5920,1074365,11200,824064,11337,776196,11158,47868,3237,44753,3651,55916,4119,42825,3362,35677,3397,71130,4709,52.0,0.4,54.4,0.5,53.7,0.5,70.7,2.7,32.2,1.9,43.3,2.2,39.0,2.2,56.5,3.4,64.2,2.4,991520,11845,689991,11331,670195,11038,19796,2355,94154,4920,73217,4464,67015,4121,27420,2602,39723,3280,48.0,0.4,45.6,0.5,46.3,0.5,29.3,2.7,67.8,1.9,56.7,2.2,61.0,2.2,43.5,3.4,35.8,2.4,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,344982,5496,203909,5710,193129,5488,10780,1653,32942,2904,29979,2348,32952,2540,23244,2450,21956,2174,184802,4390,117501,4628,110167,4503,7334,1230,12341,1747,13508,1652,15561,1775,13778,1999,12113,1658,53.6,0.8,57.6,1.3,57.0,1.5,68.0,5.9,37.5,3.9,45.1,4.1,47.2,4.1,59.3,4.7,55.2,4.3,160180,3461,86408,3284,82962,3469,3446,869,20601,2161,16471,1772,17391,1945,9466,1303,9843,1236,46.4,0.8,42.4,1.3,43.0,1.5,32.0,5.9,62.5,3.9,54.9,4.1,52.8,4.1,40.7,4.7,44.8,4.3,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3125954,17075,2326587,18058,2207220,18521,119367,5965,197702,8511,200518,8922,135117,5825,75446,4617,190584,7675,1674070,12056,1297128,12845,1218857,12461,78271,4632,70283,4631,90109,5446,53520,3502,48319,3718,114711,5718,53.6,0.3,55.8,0.5,55.2,0.4,65.6,2.4,35.5,1.5,44.9,1.5,39.6,2.1,64.0,2.8,60.2,1.9,1451884,14885,1029459,14927,988363,14203,41096,3643,127419,5812,110409,5386,81597,4700,27127,2575,75873,4786,46.4,0.3,44.2,0.5,44.8,0.4,34.4,2.4,64.5,1.5,55.1,1.5,60.4,2.1,36.0,2.8,39.8,1.9,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1296881,12974,926157,12334,883153,12344,43004,4108,95277,5918,65943,3958,101166,5234,28352,3179,79986,4607,672719,9323,509473,9460,479972,9639,29501,3124,32570,2768,28638,2906,36545,3482,14324,2467,51169,3204,51.9,0.5,55.0,0.6,54.3,0.7,68.6,3.3,34.2,2.2,43.4,3.5,36.1,2.6,50.5,5.2,64.0,2.8,624162,8862,416684,7707,403181,7439,13503,1971,62707,4570,37305,3162,64621,4022,14028,1818,28817,3073,48.1,0.5,45.0,0.6,45.7,0.7,31.4,3.3,65.8,2.2,56.6,3.5,63.9,2.6,49.5,5.2,36.0,2.8,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18757501,47615,13530231,51717,12845764,48009,684467,14696,1183916,19891,1451453,24030,734700,13926,321234,8868,1535967,23428,10142308,29712,7725577,31959,7265300,30243,460277,11600,447611,10971,572480,14696,304851,9248,194797,7033,896992,17593,54.1,0.1,57.1,0.1,56.6,0.2,67.2,0.9,37.8,0.6,39.4,0.7,41.5,0.9,60.6,1.4,58.4,0.7,8615193,32545,5804654,32887,5580464,31072,224190,7897,736305,14112,878973,17067,429849,9794,126437,5570,638975,13962,45.9,0.1,42.9,0.1,43.4,0.2,32.8,0.9,62.2,0.6,60.6,0.7,58.5,0.9,39.4,1.4,41.6,0.7,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2899926,17053,2110650,18854,1957295,17104,153355,5684,221226,6917,198540,6835,104864,5033,83457,4434,181189,7212,1553053,10683,1203313,12220,1100596,12037,102717,4722,72801,3999,81835,3872,46278,3392,48771,3480,100055,5496,53.6,0.2,57.0,0.4,56.2,0.4,67.0,1.8,32.9,1.5,41.2,1.5,44.1,2.0,58.4,2.8,55.2,1.8,1346873,11010,907337,11895,856699,10953,50638,3249,148425,5618,116705,5171,58586,3055,34686,2951,81134,4349,46.4,0.2,43.0,0.4,43.8,0.4,33.0,1.8,67.1,1.5,58.8,1.5,55.9,2.0,41.6,2.8,44.8,1.8,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1805023,15003,1281382,15701,1217298,15780,64084,3549,174193,7911,130737,6353,70359,4210,25144,2752,123208,6856,923000,8937,693161,8217,646038,8081,47123,2776,57057,4092,48509,3602,31868,2846,16804,2204,75601,5287,51.1,0.4,54.1,0.6,53.1,0.6,73.5,2.5,32.8,1.8,37.1,1.9,45.3,2.8,66.8,4.8,61.4,2.4,882023,11854,588221,12745,571260,12917,16961,2025,117136,6213,82228,4549,38491,2874,8340,1494,47607,3802,48.9,0.4,45.9,0.6,46.9,0.6,26.5,2.5,67.2,1.8,62.9,1.9,54.7,2.8,33.2,4.8,38.6,2.4,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,436376,6831,320596,7492,302731,7574,17865,2590,36011,2768,12432,2004,36559,3348,10909,2031,19869,2209,223263,3946,173029,4490,160181,4621,12848,2201,13211,2034,5528,1335,13909,2145,6093,1294,11493,1917,51.2,0.6,54.0,0.9,52.9,0.9,71.9,4.5,36.7,4.4,44.5,7.2,38.0,4.1,55.9,6.9,57.8,6.7,213113,4759,147567,4964,142550,4865,5017,937,22800,2149,6904,1365,22650,2296,4816,1229,8376,1562,48.8,0.6,46.0,0.9,47.1,0.9,28.1,4.5,63.3,4.4,55.5,7.2,62.0,4.1,44.1,6.9,42.2,6.7,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,378780,6053,189920,6096,178591,5943,11329,1700,76453,5212,18966,2179,8979,1980,66619,3846,17843,2370,182464,3958,98716,4635,91848,4625,6868,1325,29113,3050,8695,1659,3515,1092,32445,2452,9980,1864,48.2,0.8,52.0,1.7,51.4,1.8,60.6,7.7,38.1,2.6,45.8,6.2,39.1,10.1,48.7,3.0,55.9,6.0,196316,4863,91204,4307,86743,4233,4461,1115,47340,3483,10271,1519,5464,1619,34174,3069,7863,1334,51.8,0.8,48.0,1.7,48.6,1.8,39.4,7.7,61.9,2.6,54.2,6.2,60.9,10.1,51.3,3.0,44.1,6.0,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9488742,34438,7256793,37967,6701927,38220,554866,13925,580226,14943,617531,14586,271321,10292,184120,9962,578751,15854,4962607,21333,3948498,23589,3564870,24050,383628,10864,211731,7898,258740,8960,106120,5904,108649,6489,328869,12278,52.3,0.1,54.4,0.2,53.2,0.2,69.1,1.0,36.5,1.1,41.9,1.1,39.1,1.5,59.0,2.0,56.8,1.2,4526135,20350,3308295,25386,3137057,25247,171238,7154,368495,12222,358791,10670,165201,7350,75471,5790,249882,8504,47.7,0.1,45.6,0.2,46.8,0.2,30.9,1.0,63.5,1.1,58.1,1.1,60.9,1.5,41.0,2.0,43.2,1.2,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
