GEO_ID,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M,NAME,S1901_C01_001MA,S1901_C01_001EA,S1901_C01_002EA,S1901_C01_002MA,S1901_C01_003EA,S1901_C01_003MA,S1901_C01_004MA,S1901_C01_004EA,S1901_C01_005MA,S1901_C01_005EA,S1901_C01_006MA,S1901_C01_006EA,S1901_C01_007EA,S1901_C01_007MA,S1901_C01_008EA,S1901_C01_008MA,S1901_C01_009EA,S1901_C01_009MA,S1901_C01_010MA,S1901_C01_010EA,S1901_C01_011MA,S1901_C01_011EA,S1901_C01_012EA,S1901_C01_012MA,S1901_C01_013EA,S1901_C01_013MA,S1901_C01_014EA,S1901_C01_014MA,S1901_C01_015EA,S1901_C01_015MA,S1901_C01_016EA,S1901_C01_016MA,S1901_C02_001EA,S1901_C02_001MA,S1901_C02_002EA,S1901_C02_002MA,S1901_C02_003EA,S1901_C02_003MA,S1901_C02_004EA,S1901_C02_004MA,S1901_C02_005EA,S1901_C02_005MA,S1901_C02_006MA,S1901_C02_006EA,S1901_C02_007EA,S1901_C02_007MA,S1901_C02_008EA,S1901_C02_008MA,S1901_C02_009EA,S1901_C02_009MA,S1901_C02_010EA,S1901_C02_010MA,S1901_C02_011MA,S1901_C02_011EA,S1901_C02_012MA,S1901_C02_012EA,S1901_C02_013MA,S1901_C02_013EA,S1901_C02_014MA,S1901_C02_014EA,S1901_C02_015EA,S1901_C02_015MA,S1901_C02_016MA,S1901_C02_016EA,S1901_C03_001MA,S1901_C03_001EA,S1901_C03_002MA,S1901_C03_002EA,S1901_C03_003MA,S1901_C03_003EA,S1901_C03_004EA,S1901_C03_004MA,S1901_C03_005MA,S1901_C03_005EA,S1901_C03_006MA,S1901_C03_006EA,S1901_C03_007MA,S1901_C03_007EA,S1901_C03_008MA,S1901_C03_008EA,S1901_C03_009MA,S1901_C03_009EA,S1901_C03_010EA,S1901_C03_010MA,S1901_C03_011MA,S1901_C03_011EA,S1901_C03_012MA,S1901_C03_012EA,S1901_C03_013MA,S1901_C03_013EA,S1901_C03_014MA,S1901_C03_014EA,S1901_C03_015EA,S1901_C03_015MA,S1901_C03_016MA,S1901_C03_016EA,S1901_C04_001MA,S1901_C04_001EA,S1901_C04_002MA,S1901_C04_002EA,S1901_C04_003MA,S1901_C04_003EA,S1901_C04_004EA,S1901_C04_004MA,S1901_C04_005EA,S1901_C04_005MA,S1901_C04_006MA,S1901_C04_006EA,S1901_C04_007MA,S1901_C04_007EA,S1901_C04_008MA,S1901_C04_008EA,S1901_C04_009EA,S1901_C04_009MA,S1901_C04_010EA,S1901_C04_010MA,S1901_C04_011MA,S1901_C04_011EA,S1901_C04_012MA,S1901_C04_012EA,S1901_C04_013MA,S1901_C04_013EA,S1901_C04_014EA,S1901_C04_014MA,S1901_C04_015EA,S1901_C04_015MA,S1901_C04_016EA,S1901_C04_016MA,state
0400000US01,1841665,12421,8.6,0.3,6.5,0.3,12.2,0.4,10.5,0.4,13.6,0.4,17.7,0.4,11.2,0.4,12.2,0.4,3.9,0.2,3.6,0.2,48123,768,66337,723,37.4,-888888888.0,-888888888,-888888888,-888888888,-888888888,1203689,13513,5.3,0.4,3.8,0.3,8.5,0.4,9.3,0.4,13.4,0.6,19.4,0.6,14.0,0.5,16.0,0.6,5.3,0.3,5.0,0.2,61512,726,79810,1098,-888888888,-888888888,37.7,-888888888.0,-888888888,-888888888,856974,12202,1.5,0.2,1.7,0.2,5.1,0.4,7.4,0.5,12.4,0.7,20.7,0.8,17.0,0.6,20.5,0.7,7.1,0.4,6.7,0.3,76606,1236,94888,1302,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,637976,11803,15.9,0.7,12.0,0.7,19.7,0.8,12.8,0.7,13.7,0.7,14.0,0.6,5.5,0.5,4.4,0.4,1.0,0.2,1.0,0.2,26647,661,38979,948,-888888888,-888888888,-888888888,-888888888,35.6,-888888888.0,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,(X),01
0400000US02,250741,3074,4.4,0.7,3.0,0.4,6.7,0.7,7.9,0.8,10.6,0.9,18.6,1.2,13.5,0.9,19.7,1.2,8.4,0.8,7.3,0.8,73181,2628,92674,2705,32.0,-888888888.0,-888888888,-888888888,-888888888,-888888888,167401,3753,3.0,0.6,1.8,0.5,4.7,0.9,6.8,1.0,8.4,0.9,18.5,1.3,14.5,1.2,22.4,1.5,10.6,1.0,9.2,1.1,86831,2820,104901,3339,-888888888,-888888888,33.1,-888888888.0,-888888888,-888888888,123825,4037,1.2,0.3,1.0,0.4,2.8,0.8,4.8,1.0,7.1,1.2,16.2,1.6,15.4,1.4,26.8,2.0,12.7,1.4,11.8,1.4,101562,2545,120220,4089,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,83340,3526,8.6,1.6,5.9,1.1,11.7,1.7,10.9,1.6,14.5,1.8,20.0,2.2,10.4,1.5,12.4,2.0,3.2,1.0,2.4,0.7,48441,2656,61641,3070,-888888888,-888888888,-888888888,-888888888,26.9,-888888888.0,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,(X),02
0400000US04,2552972,11005,6.7,0.3,4.3,0.2,9.7,0.3,9.5,0.3,14.0,0.3,18.7,0.4,12.7,0.3,13.9,0.3,5.2,0.2,5.4,0.2,56581,516,77451,752,37.2,-888888888.0,-888888888,-888888888,-888888888,-888888888,1652325,14123,4.2,0.3,2.7,0.2,7.1,0.4,8.1,0.4,13.3,0.5,19.7,0.4,14.5,0.4,17.1,0.5,6.5,0.3,6.8,0.3,67886,759,89647,891,-888888888,-888888888,38.0,-888888888.0,-888888888,-888888888,1206518,14752,2.0,0.2,1.6,0.2,4.7,0.3,6.4,0.4,11.8,0.4,19.8,0.5,16.1,0.5,20.7,0.6,8.1,0.4,8.9,0.4,80427,982,103337,1240,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,900647,12664,12.8,0.6,7.5,0.5,15.2,0.6,12.4,0.5,15.9,0.6,16.5,0.7,8.5,0.4,7.0,0.4,2.2,0.2,2.2,0.3,36607,698,51270,1119,-888888888,-888888888,-888888888,-888888888,33.8,-888888888.0,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,(X),04
0400000US05,1153082,8560,8.2,0.4,6.6,0.4,12.3,0.5,11.8,0.5,14.8,0.5,18.2,0.6,10.9,0.5,10.2,0.4,4.0,0.3,3.0,0.2,45869,760,63560,923,35.6,-888888888.0,-888888888,-888888888,-888888888,-888888888,754699,11377,4.6,0.4,3.5,0.3,8.4,0.6,10.8,0.5,15.6,0.7,20.4,0.7,13.9,0.7,13.2,0.5,5.4,0.4,4.1,0.3,57421,1216,76134,1261,-888888888,-888888888,35.3,-888888888.0,-888888888,-888888888,552852,9732,1.6,0.3,1.5,0.3,6.1,0.5,8.5,0.6,14.6,0.8,22.0,0.8,16.4,0.7,16.9,0.7,7.0,0.6,5.4,0.4,69790,1582,88714,1425,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,398383,9741,16.4,0.9,13.0,0.8,20.3,1.0,13.8,0.9,13.2,0.8,13.0,1.0,5.0,0.6,3.8,0.6,1.0,0.3,0.6,0.2,25188,724,37350,1350,-888888888,-888888888,-888888888,-888888888,34.4,-888888888.0,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,(X),05
0400000US06,13005097,17539,5.1,0.1,4.3,0.1,7.9,0.1,7.6,0.1,10.9,0.1,16.0,0.2,12.3,0.2,16.4,0.2,8.4,0.1,11.1,0.1,71805,294,101761,503,36.6,-888888888.0,-888888888,-888888888,-888888888,-888888888,8910617,24114,3.3,0.1,2.5,0.1,6.6,0.1,7.1,0.1,10.6,0.2,15.9,0.2,12.8,0.2,18.2,0.2,9.8,0.2,13.2,0.2,82009,339,113488,642,-888888888,-888888888,37.4,-888888888.0,-888888888,-888888888,6446965,27509,1.5,0.1,1.3,0.1,4.6,0.1,5.5,0.2,9.0,0.2,15.0,0.2,13.3,0.2,20.8,0.2,12.0,0.2,17.0,0.2,99515,624,131812,786,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,4094480,23476,10.3,0.3,9.0,0.2,11.8,0.2,9.4,0.2,11.8,0.3,15.9,0.3,10.4,0.3,11.4,0.3,4.6,0.2,5.4,0.2,46599,507,69970,667,-888888888,-888888888,-888888888,-888888888,32.3,-888888888.0,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,(X),06
0400000US08,2139207,8774,5.1,0.3,3.4,0.2,7.0,0.3,7.8,0.3,12.5,0.3,17.9,0.4,13.6,0.3,17.2,0.4,7.6,0.3,7.8,0.2,69117,780,92465,963,33.1,-888888888.0,-888888888,-888888888,-888888888,-888888888,1366807,9822,2.7,0.2,1.9,0.1,4.4,0.3,6.1,0.4,11.0,0.4,17.4,0.5,15.4,0.4,20.8,0.5,10.0,0.4,10.4,0.3,84918,1121,109022,1369,-888888888,-888888888,32.6,-888888888.0,-888888888,-888888888,1062314,11050,1.2,0.2,1.0,0.1,2.8,0.2,4.7,0.3,9.2,0.4,16.6,0.6,16.0,0.5,23.9,0.6,11.8,0.5,12.8,0.4,97433,1170,122688,1671,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,772400,9837,10.0,0.6,6.2,0.4,12.1,0.7,11.4,0.6,15.8,0.7,19.1,0.6,9.9,0.5,9.7,0.5,3.0,0.3,2.8,0.2,44139,1036,59560,1185,-888888888,-888888888,-888888888,-888888888,32.6,-888888888.0,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,(X),08
0400000US09,1356762,6513,4.9,0.3,3.6,0.3,7.1,0.4,7.4,0.4,11.1,0.4,16.2,0.5,12.6,0.5,17.0,0.5,8.7,0.4,11.3,0.4,74168,1345,107420,1598,34.7,-888888888.0,-888888888,-888888888,-888888888,-888888888,877293,8542,2.8,0.3,1.8,0.3,4.4,0.3,5.9,0.4,9.7,0.5,14.7,0.6,13.8,0.6,20.6,0.6,11.1,0.5,15.4,0.5,93870,1823,129913,2323,-888888888,-888888888,35.6,-888888888.0,-888888888,-888888888,649561,8308,1.1,0.2,0.7,0.2,2.2,0.3,3.4,0.4,7.6,0.5,13.6,0.7,14.3,0.6,23.6,0.8,13.6,0.7,19.9,0.7,112411,1769,153080,2847,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,479469,8915,9.6,0.7,7.2,0.7,13.0,0.8,11.1,0.6,13.9,0.9,18.6,0.8,10.2,0.7,9.3,0.6,3.8,0.5,3.4,0.4,44532,1308,62497,1427,-888888888,-888888888,-888888888,-888888888,31.5,-888888888.0,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,(X),09
0400000US10,357937,4266,7.2,0.7,4.2,0.6,7.7,0.7,9.3,0.8,11.6,0.9,17.9,1.0,13.5,1.0,14.6,1.0,7.2,0.8,6.8,0.7,62852,2464,86577,2779,35.1,-888888888.0,-888888888,-888888888,-888888888,-888888888,235795,5755,4.6,0.8,1.9,0.5,5.6,0.8,7.9,1.1,10.5,1.1,18.4,1.5,14.9,1.2,17.8,1.3,9.4,1.0,9.0,0.9,77082,2857,101186,3321,-888888888,-888888888,34.8,-888888888.0,-888888888,-888888888,176947,5266,3.0,0.7,0.7,0.3,3.0,0.7,5.8,1.1,8.9,1.3,18.0,1.5,16.5,1.4,20.5,1.4,11.8,1.3,11.7,1.2,90405,2095,116792,3936,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,122142,5418,12.5,1.6,9.1,1.5,12.9,1.7,12.6,1.4,14.0,1.6,17.0,1.8,9.5,1.3,7.9,1.2,2.7,0.8,1.7,0.6,37458,2414,53515,3891,-888888888,-888888888,-888888888,-888888888,34.1,-888888888.0,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,(X),10
0400000US11,281475,3302,9.2,1.1,4.6,0.6,6.8,0.8,5.8,0.8,7.1,0.8,12.9,1.1,11.1,0.9,16.5,1.1,9.4,0.8,16.7,0.9,82372,2651,121095,3228,31.7,-888888888.0,-888888888,-888888888,-888888888,-888888888,119357,4070,6.4,1.1,4.0,1.2,6.6,1.2,4.9,1.1,5.6,1.1,9.2,1.3,9.9,1.5,16.2,1.6,11.4,1.4,25.7,1.5,106528,4406,155436,6125,-888888888,-888888888,36.8,-888888888.0,-888888888,-888888888,70576,3177,1.3,0.7,0.9,0.6,2.4,1.1,2.4,0.9,4.3,1.1,5.9,1.3,8.5,1.8,18.1,2.2,15.8,1.8,40.6,2.3,170210,9916,216463,9753,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,162118,4407,11.4,1.5,5.1,0.9,7.2,1.0,6.4,1.1,8.5,1.2,15.6,1.5,12.0,1.2,16.7,1.7,7.8,1.0,9.3,1.0,68067,3205,93057,3744,-888888888,-888888888,-888888888,-888888888,27.2,-888888888.0,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,(X),11
0400000US12,7689964,22835,6.9,0.2,4.7,0.1,10.6,0.2,10.4,0.2,14.6,0.2,18.4,0.2,12.0,0.2,12.2,0.2,4.8,0.1,5.4,0.1,52594,364,76053,513,37.9,-888888888.0,-888888888,-888888888,-888888888,-888888888,4943506,27730,4.1,0.2,2.7,0.1,7.8,0.2,9.3,0.2,14.4,0.3,19.3,0.3,14.1,0.3,15.2,0.3,6.1,0.2,7.0,0.2,64003,508,88588,675,-888888888,-888888888,38.7,-888888888.0,-888888888,-888888888,3588295,26052,2.1,0.2,1.7,0.1,5.4,0.2,7.4,0.2,12.9,0.3,19.5,0.3,15.8,0.3,18.4,0.3,7.9,0.2,9.0,0.2,76248,447,102434,834,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,2746458,24558,12.9,0.3,8.7,0.3,16.4,0.4,13.0,0.4,15.4,0.4,16.1,0.4,7.5,0.3,5.8,0.2,2.0,0.1,2.2,0.1,33962,556,50102,629,-888888888,-888888888,-888888888,-888888888,35.0,-888888888.0,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,(X),12
